,FA_20231206_2H_yeast_1.3.ser#1,FA_20231206_2H_yeast_1.3.ser#2,FA_20231206_2H_yeast_1.3.ser#3,FA_20231206_2H_yeast_1.3.ser#4,FA_20231206_2H_yeast_1.3.ser#5,FA_20231206_2H_yeast_1.3.ser#6,FA_20231206_2H_yeast_1.3.ser#7,FA_20231206_2H_yeast_1.3.ser#8,FA_20231206_2H_yeast_1.3.ser#9,FA_20231206_2H_yeast_1.3.ser#10,FA_20231206_2H_yeast_1.3.ser#11,FA_20231206_2H_yeast_1.3.ser#12,FA_20231206_2H_yeast_1.3.ser#13,FA_20231206_2H_yeast_1.3.ser#14,FA_20231206_2H_yeast_1.3.ser#15,FA_20231206_2H_yeast_1.3.ser#16,FA_20231206_2H_yeast_1.3.ser#17,FA_20231206_2H_yeast_1.3.ser#18,FA_20231206_2H_yeast_1.3.ser#19,FA_20231206_2H_yeast_1.3.ser#20,FA_20231206_2H_yeast_1.3.ser#21,FA_20231206_2H_yeast_1.3.ser#22,FA_20231206_2H_yeast_1.3.ser#23,FA_20231206_2H_yeast_1.3.ser#24,FA_20231206_2H_yeast_1.3.ser#25,FA_20231206_2H_yeast_1.3.ser#26,FA_20231206_2H_yeast_1.3.ser#27,FA_20231206_2H_yeast_1.3.ser#28,FA_20231206_2H_yeast_1.3.ser#29,FA_20231206_2H_yeast_1.3.ser#30,FA_20231206_2H_yeast_1.3.ser#31,FA_20231206_2H_yeast_1.3.ser#32,FA_20231206_2H_yeast_1.3.ser#33,FA_20231206_2H_yeast_1.3.ser#34,FA_20231206_2H_yeast_1.3.ser#35,FA_20231206_2H_yeast_1.3.ser#36,FA_20231206_2H_yeast_1.3.ser#37,FA_20231206_2H_yeast_1.3.ser#38,FA_20231206_2H_yeast_1.3.ser#39,FA_20231206_2H_yeast_1.3.ser#40,FA_20231206_2H_yeast_1.3.ser#41,FA_20231206_2H_yeast_1.3.ser#42,FA_20231206_2H_yeast_1.3.ser#43,FA_20231206_2H_yeast_1.3.ser#44,FA_20231206_2H_yeast_1.3.ser#45,FA_20231206_2H_yeast_1.3.ser#46,FA_20231206_2H_yeast_1.3.ser#47,FA_20231206_2H_yeast_1.3.ser#48,FA_20231206_2H_yeast_1.3.ser#49,FA_20231206_2H_yeast_1.3.ser#50,FA_20231206_2H_yeast_1.3.ser#51,FA_20231206_2H_yeast_1.3.ser#52,FA_20231206_2H_yeast_1.3.ser#53,FA_20231206_2H_yeast_1.3.ser#54,FA_20231206_2H_yeast_1.3.ser#55,FA_20231206_2H_yeast_1.3.ser#56,FA_20231206_2H_yeast_1.3.ser#57,FA_20231206_2H_yeast_1.3.ser#58,FA_20231206_2H_yeast_1.3.ser#59,FA_20231206_2H_yeast_1.3.ser#60,FA_20231206_2H_yeast_1.3.ser#61,FA_20231206_2H_yeast_1.3.ser#62,FA_20231206_2H_yeast_1.3.ser#63,FA_20231206_2H_yeast_1.3.ser#64,FA_20231206_2H_yeast_1.3.ser#65,FA_20231206_2H_yeast_1.3.ser#66,FA_20231206_2H_yeast_1.3.ser#67,FA_20231206_2H_yeast_1.3.ser#68,FA_20231206_2H_yeast_1.3.ser#69,FA_20231206_2H_yeast_1.3.ser#70,FA_20231206_2H_yeast_1.3.ser#71,FA_20231206_2H_yeast_1.3.ser#72,FA_20231206_2H_yeast_1.3.ser#73,FA_20231206_2H_yeast_1.3.ser#74,FA_20231206_2H_yeast_1.3.ser#75,FA_20231206_2H_yeast_1.3.ser#76,FA_20231206_2H_yeast_1.3.ser#77,FA_20231206_2H_yeast_1.3.ser#78,FA_20231206_2H_yeast_1.3.ser#79,FA_20231206_2H_yeast_1.3.ser#80,FA_20231206_2H_yeast_1.3.ser#81,FA_20231206_2H_yeast_1.3.ser#82,FA_20231206_2H_yeast_1.3.ser#83,FA_20231206_2H_yeast_1.3.ser#84,FA_20231206_2H_yeast_1.3.ser#85,FA_20231206_2H_yeast_1.3.ser#86,FA_20231206_2H_yeast_1.3.ser#87,FA_20231206_2H_yeast_1.3.ser#88,FA_20231206_2H_yeast_1.3.ser#89,FA_20231206_2H_yeast_1.3.ser#90,FA_20231206_2H_yeast_1.3.ser#91,FA_20231206_2H_yeast_1.3.ser#92,FA_20231206_2H_yeast_1.3.ser#93,FA_20231206_2H_yeast_1.3.ser#94,FA_20231206_2H_yeast_1.3.ser#95,FA_20231206_2H_yeast_1.3.ser#96,FA_20231206_2H_yeast_1.3.ser#97,FA_20231206_2H_yeast_1.3.ser#98,FA_20231206_2H_yeast_1.3.ser#99,FA_20231206_2H_yeast_1.3.ser#100
1.59682,152.399,157.607,-5.01483,-69.2355,-74.9734,-241.885,70.2846,80.7650,-63.8833,277.377,126.869,222.289,289.002,81.7859,550.870,138.592,98.9984,227.468,426.382,444.860,295.846,356.320,80.4516,179.317,122.039,155.428,629.485,165.167,371.723,325.203,341.716,341.549,45.9653,104.452,528.445,7.38788,454.281,68.3793,229.560,618.494,623.605,364.220,523.969,667.316,120.026,493.996,192.671,602.563,427.422,557.890,307.953,515.809,371.810,634.149,483.477,424.131,485.090,546.590,344.510,265.473,491.170,646.489,579.442,505.133,376.022,393.163,282.517,479.566,313.441,278.525,552.620,372.972,354.979,581.564,319.677,433.438,631.107,504.197,271.404,351.704,448.173,129.407,281.645,379.790,266.339,438.787,99.4221,550.009,81.3256,482.072,436.341,294.899,579.788,758.715,417.249,459.533,384.682,264.107,386.115,530.619
1.60089,154.735,148.452,13.8876,-70.0949,-65.9549,-237.091,67.9010,86.6089,-78.8269,304.410,143.772,251.748,307.009,62.9729,551.624,141.323,80.8223,268.938,426.707,446.715,286.906,383.071,73.9216,178.454,102.442,151.512,634.847,163.446,347.842,329.761,352.344,345.877,61.5887,150.106,534.833,30.5479,497.689,76.5785,231.158,639.048,651.026,402.625,548.861,687.494,140.736,483.681,179.345,598.469,465.206,592.774,349.329,524.355,401.393,628.664,482.390,415.212,465.134,520.298,375.940,264.968,493.327,647.505,558.234,531.723,370.814,402.244,271.214,474.282,310.987,281.184,553.578,386.972,322.272,573.618,340.587,468.469,609.975,525.410,291.117,335.766,437.882,130.874,281.424,403.997,270.918,456.702,122.501,555.301,69.0361,486.188,442.340,268.115,594.421,772.407,390.274,465.509,393.258,270.640,365.205,519.871
1.60496,142.906,135.142,36.8448,-61.8499,-58.1109,-225.199,59.6501,79.5638,-91.5383,317.146,173.608,280.603,323.261,34.4803,546.172,140.121,75.9382,305.657,419.184,448.892,303.063,406.843,75.7226,181.891,100.093,146.072,634.376,165.762,330.355,344.844,373.924,333.446,84.7000,203.919,534.234,67.6314,538.196,67.4631,211.524,645.988,658.638,429.573,552.919,683.792,173.164,495.060,175.207,574.733,497.135,618.816,385.307,531.389,412.389,600.128,485.371,403.706,449.637,500.982,398.156,272.431,494.536,652.015,534.908,560.351,371.790,421.838,267.549,482.221,303.239,276.435,567.600,391.713,308.566,550.250,354.054,494.403,582.329,537.703,321.070,322.141,421.759,124.811,267.897,420.431,276.761,462.124,154.954,559.115,72.9542,493.764,437.837,223.745,602.074,768.791,368.377,469.819,398.845,292.208,367.710,514.590
1.60903,131.078,121.832,59.8021,-44.5002,-50.2670,-213.308,51.3992,72.5187,-104.250,329.882,203.444,309.458,339.513,5.98779,540.719,138.919,81.0234,342.375,411.661,451.070,319.221,430.615,77.5236,185.327,97.7450,140.631,622.591,179.649,312.867,359.926,395.503,321.016,107.811,257.733,533.634,104.715,578.703,58.3477,191.889,652.928,666.250,456.520,556.976,680.089,205.592,506.438,182.829,550.996,529.065,644.858,409.892,538.423,412.233,571.592,488.353,392.199,434.140,481.666,410.431,279.894,495.745,656.525,511.583,588.979,372.765,441.431,273.283,490.159,295.491,262.571,581.622,396.455,294.860,526.882,367.522,520.337,554.684,549.996,351.023,308.517,405.637,118.747,254.370,436.866,282.605,467.547,187.406,562.929,76.8723,511.111,433.334,179.374,609.728,765.176,346.479,474.129,404.432,313.776,370.215,509.308
1.61311,118.566,107.882,82.7594,-14.0627,-42.4230,-201.416,35.3251,65.4736,-109.818,329.292,232.468,318.006,342.481,-22.5048,535.266,137.718,101.062,379.094,404.138,437.763,335.379,433.211,79.3246,188.764,96.0798,147.626,593.837,199.320,306.960,375.008,417.083,308.586,130.922,298.839,526.936,141.799,607.104,49.2322,172.254,639.884,661.651,463.323,561.034,676.387,238.020,517.817,205.395,527.260,560.994,673.444,421.306,545.457,401.622,543.056,473.376,391.266,418.642,462.350,416.702,298.645,496.953,660.400,487.622,623.721,373.741,461.025,293.116,498.098,287.743,235.601,595.645,401.196,298.778,503.514,380.989,546.271,527.038,548.296,380.976,295.223,389.514,112.683,240.843,453.300,288.448,452.814,219.859,566.743,80.7904,543.114,428.832,135.004,617.382,761.560,341.986,478.439,410.019,349.750,372.720,504.027
1.61718,106.055,93.9321,105.717,16.3748,-34.5791,-189.525,19.2511,58.4285,-115.387,328.702,261.491,326.553,333.419,-50.9974,529.813,136.516,121.101,415.813,396.615,414.134,351.536,435.806,81.1256,192.201,94.4147,165.884,565.083,218.991,301.053,390.091,438.663,296.156,154.034,339.945,520.238,178.882,635.505,40.1168,152.620,626.839,657.052,470.126,565.091,672.685,270.448,529.196,239.721,503.523,592.924,696.215,427.024,552.491,379.858,514.520,458.400,390.333,403.145,443.034,413.033,317.395,498.162,664.275,463.661,648.681,374.717,480.619,312.950,506.036,279.995,208.631,609.667,405.938,302.697,480.146,394.457,572.204,499.393,546.596,410.929,281.929,373.391,106.620,227.316,469.734,294.292,438.081,252.312,570.557,84.7085,575.117,424.329,90.6341,625.035,757.945,337.493,482.749,415.606,385.723,375.224,498.745
1.62125,92.1790,89.7861,123.808,45.1051,-24.5667,-162.583,-6.76477,51.6921,-113.218,327.835,288.619,306.924,307.314,-63.4361,519.846,132.692,138.648,438.483,382.092,378.892,352.182,428.254,100.273,177.987,78.6311,193.293,532.793,234.083,302.383,406.668,451.481,276.671,159.673,368.592,513.921,219.004,651.043,20.6379,138.011,598.557,654.234,461.065,556.252,644.172,289.555,540.574,281.887,472.315,599.047,711.356,428.589,549.289,348.104,483.218,432.649,394.687,395.383,440.032,399.010,342.565,505.614,655.655,443.724,661.004,386.236,503.016,327.887,509.968,272.247,189.638,632.019,396.697,324.974,447.782,419.318,582.543,487.158,541.048,420.581,274.693,368.035,96.1591,223.387,490.548,292.546,421.039,274.052,574.371,105.752,606.306,417.403,61.1140,643.063,747.557,341.340,490.391,405.977,432.140,395.969,493.464
1.62532,78.3027,85.6401,141.900,64.7309,-14.5542,-135.641,-32.7806,44.9557,-111.048,326.967,302.745,287.294,281.209,-75.8749,509.879,128.868,156.195,461.153,367.570,333.327,352.829,420.702,119.421,163.774,62.8476,220.701,500.504,249.174,303.714,423.245,464.300,257.185,165.312,385.279,507.604,259.125,666.581,1.15906,123.402,570.274,651.416,452.003,547.412,615.659,296.821,551.953,324.052,441.107,605.170,714.869,430.154,546.086,316.350,451.916,406.897,399.042,387.621,437.030,384.987,378.358,513.066,636.869,423.786,673.328,397.755,525.414,342.825,513.900,264.499,179.762,654.372,387.456,347.251,415.418,444.180,592.882,474.923,535.500,430.233,272.745,362.680,85.6982,219.457,511.361,290.800,403.996,295.792,578.185,126.795,637.495,410.477,40.9729,661.090,737.169,345.187,498.034,396.349,478.558,416.715,488.183
1.62940,64.4263,81.4942,159.991,71.2689,-4.54169,-108.700,-58.7965,53.0380,-94.5935,326.100,309.830,267.665,254.352,-88.3136,499.911,125.045,163.772,483.823,353.047,293.999,353.475,413.151,138.569,149.560,47.0640,248.110,468.214,264.266,305.045,439.821,477.118,237.699,170.952,386.766,489.090,299.247,670.014,-17.5615,128.894,553.982,648.598,442.942,538.572,587.146,291.012,563.332,366.953,409.899,611.293,703.604,431.007,542.883,289.474,420.614,391.921,382.248,379.859,434.028,370.343,418.134,520.518,613.636,403.849,674.646,409.275,547.811,357.763,517.831,256.751,190.018,676.724,378.216,369.529,383.054,469.041,603.220,462.689,538.348,439.885,283.354,378.859,75.8969,215.528,532.174,289.054,397.032,317.532,581.999,147.838,668.684,403.551,10.8666,679.117,726.781,349.034,505.676,386.720,524.975,437.460,482.901
1.63347,50.5500,77.3482,178.083,77.8069,5.47076,-81.7584,-84.8124,61.1202,-78.1387,325.232,303.914,248.035,227.496,-100.752,489.944,121.221,171.349,506.494,338.524,254.671,354.121,405.599,157.717,135.347,31.2805,275.518,435.924,279.358,306.375,456.398,489.937,218.214,176.591,376.293,470.575,339.368,673.446,-36.2820,134.387,537.690,645.780,433.881,529.732,558.633,285.203,574.710,409.854,378.690,617.416,680.711,431.860,539.681,273.752,389.312,376.944,365.454,372.097,431.026,355.699,457.911,527.970,590.404,383.912,675.965,420.794,570.209,372.701,521.763,249.003,209.391,699.077,368.975,391.806,350.689,493.903,613.559,450.454,541.196,449.538,304.537,395.038,66.0956,211.598,552.987,287.309,390.067,339.273,585.814,168.881,699.873,396.625,-9.86060,697.145,716.393,352.881,513.318,377.091,571.392,458.205,477.620
1.63754,30.7150,74.3877,199.697,77.7713,15.9011,-58.4190,-109.728,72.6369,-53.8528,334.133,292.411,243.129,200.717,-90.5269,484.520,96.8994,180.627,509.047,341.447,224.335,347.605,404.802,177.935,127.385,13.9314,299.041,403.149,292.958,303.786,446.602,507.683,219.438,182.355,355.043,438.816,364.522,668.225,-41.1162,145.313,543.771,649.544,428.786,521.667,505.712,276.958,576.906,433.247,358.388,613.040,648.855,426.572,523.494,264.476,371.927,390.392,328.917,383.606,438.475,346.659,499.694,531.409,565.199,350.621,671.500,447.064,574.495,377.137,511.971,267.958,231.054,713.040,373.622,414.198,330.374,512.597,607.177,454.227,547.738,459.323,329.466,414.371,77.2230,206.776,579.028,288.725,393.102,349.785,590.557,191.147,721.075,398.042,2.77603,728.021,705.923,346.054,527.984,376.282,625.349,486.834,479.700
1.64161,10.8799,71.4273,221.311,77.7357,26.3315,-35.0797,-134.644,84.1536,-29.5668,343.035,280.908,238.222,173.939,-80.3015,479.095,72.5778,189.905,511.600,344.370,211.203,341.088,404.006,198.153,119.422,-3.41772,311.301,370.373,306.558,301.196,436.805,525.430,220.663,188.120,321.833,407.056,389.675,663.003,-33.8176,156.240,549.853,653.308,423.690,513.603,452.791,268.714,579.101,456.640,338.086,608.665,611.185,415.588,507.306,266.353,354.542,403.839,292.379,395.114,445.925,337.618,530.853,534.847,539.993,317.330,657.253,473.334,578.782,381.574,502.180,286.913,252.718,727.003,378.269,436.591,310.058,531.290,600.795,457.999,554.281,469.109,359.683,433.704,98.9040,201.953,605.068,290.141,396.136,360.298,595.301,213.413,742.277,399.459,24.7917,758.898,695.453,339.227,542.649,375.472,679.307,515.463,481.779
1.64569,-8.95514,68.4668,242.317,68.5956,36.7618,-11.7403,-143.913,95.6703,-5.28094,351.936,268.593,245.501,153.175,-70.0760,473.670,48.2562,199.183,514.154,357.475,213.125,355.252,403.210,218.370,133.183,-5.05444,311.125,326.284,320.158,287.026,427.008,542.447,221.887,205.865,282.643,363.481,414.829,657.782,-21.2108,155.105,575.918,657.072,418.595,506.282,399.871,272.310,581.297,480.033,331.281,604.289,576.059,391.433,491.119,281.822,337.156,435.244,255.842,406.623,453.374,328.578,552.716,538.286,525.589,273.875,637.707,499.604,563.844,386.598,492.388,305.868,274.952,740.966,398.031,458.983,298.555,532.341,594.413,479.384,560.824,495.990,387.586,453.038,114.648,197.130,631.108,291.558,419.326,370.811,600.045,235.679,763.479,400.876,36.8421,789.775,684.982,332.399,557.315,374.663,733.264,544.093,483.859
1.64976,-28.7902,65.5063,263.323,59.4555,47.1922,11.5991,-153.183,107.187,19.0049,360.837,256.277,252.779,144.442,-59.8506,468.246,23.9346,208.461,516.707,370.579,232.252,369.417,402.414,238.588,146.944,4.23920,310.949,282.195,333.758,272.855,417.212,559.463,223.112,223.609,243.452,319.905,439.982,652.560,-8.60406,153.970,601.984,660.836,413.500,498.961,346.950,275.906,583.493,503.426,336.045,599.913,540.932,355.885,474.932,302.867,319.771,466.649,219.304,418.132,460.824,319.538,563.955,541.725,511.185,230.420,608.378,525.874,548.906,391.622,482.596,324.823,297.185,754.928,417.794,481.375,287.051,533.392,588.031,500.769,567.367,522.871,415.489,472.371,130.393,192.308,657.149,292.974,442.517,381.324,604.789,257.946,784.681,402.292,58.2716,820.652,674.512,325.572,571.980,373.853,787.221,572.722,485.939
1.65383,-60.9123,56.5783,265.474,32.2959,49.6713,21.5986,-152.674,113.456,37.0409,368.073,265.359,259.042,146.487,-51.0416,451.083,14.4709,217.116,522.153,385.804,265.572,396.939,393.676,272.729,176.545,15.3546,306.549,239.049,352.179,257.237,388.483,570.152,215.265,243.601,203.016,278.362,451.972,639.520,20.9381,145.800,621.304,655.442,404.376,508.506,294.277,291.097,585.688,528.289,346.834,579.289,499.992,323.305,465.259,329.139,295.240,489.973,203.915,429.641,477.718,327.271,566.341,549.623,505.252,189.083,574.770,559.848,535.971,402.521,481.219,360.248,305.364,761.697,432.266,488.346,276.282,536.281,583.877,525.823,570.236,563.286,435.351,467.029,146.797,198.828,664.798,307.040,474.735,394.309,626.648,272.873,796.926,412.594,105.493,823.614,645.606,328.173,591.830,367.972,833.616,597.142,490.085
1.65790,-93.0345,47.6504,257.893,5.13629,52.1504,31.5981,-152.164,119.724,55.0768,375.309,274.441,265.305,160.561,-42.2327,433.921,5.00720,225.771,527.598,401.029,298.892,424.461,384.939,306.870,206.145,26.4700,302.150,195.903,370.600,241.619,359.755,569.160,207.417,263.592,162.580,242.918,463.961,626.480,50.4803,137.630,640.625,650.049,395.252,529.957,241.605,306.287,587.884,553.152,369.193,558.665,459.051,290.724,455.586,355.412,270.710,513.297,188.525,441.150,494.612,335.004,568.728,557.520,509.484,147.745,541.161,593.823,523.036,422.820,479.842,395.673,313.543,768.465,446.738,495.316,265.513,539.170,579.724,550.877,573.106,603.701,455.213,461.688,163.201,205.347,672.447,321.105,506.953,407.294,648.508,287.799,809.172,422.897,152.715,826.575,616.699,330.773,611.679,362.091,880.011,621.562,494.231
1.66198,-124.474,38.7224,255.786,-22.0233,54.6295,41.5977,-136.009,125.993,65.9700,382.544,283.523,271.568,179.899,-56.0880,416.759,-4.45648,234.426,532.424,395.892,333.287,451.983,365.613,341.011,235.746,49.1989,297.750,165.484,389.021,226.001,331.026,554.052,199.570,283.583,134.851,213.192,475.950,613.440,92.1553,129.460,647.955,624.305,365.983,557.856,194.887,315.557,590.080,589.775,396.612,538.040,416.052,251.736,445.912,382.033,246.870,536.621,194.284,452.658,511.507,342.737,559.826,565.418,522.611,122.077,516.724,627.190,510.101,451.343,478.464,431.098,321.721,757.058,446.095,502.287,268.330,550.880,575.569,558.319,575.975,644.116,475.075,456.346,179.606,211.867,680.096,335.171,539.172,420.279,670.367,302.727,821.417,433.199,200.523,829.537,588.357,333.374,631.528,356.209,912.000,645.982,498.377
1.66605,-155.914,29.7943,253.680,-49.1829,57.1086,51.5972,-119.853,132.261,76.8633,389.780,292.605,277.830,199.237,-69.9432,399.596,-13.9202,243.081,537.250,390.755,367.682,479.504,346.287,375.151,265.347,71.9277,293.351,153.921,407.442,210.384,302.298,527.263,191.723,303.575,107.123,189.563,487.940,600.400,133.830,121.289,655.286,598.560,336.714,597.660,160.078,312.986,592.275,626.398,424.032,517.416,378.866,224.139,436.239,408.654,223.031,559.945,200.042,464.167,528.401,350.470,550.924,573.316,545.903,106.573,492.287,660.556,497.165,489.266,477.087,466.523,329.900,745.651,445.451,509.258,279.960,562.590,571.415,565.760,578.845,684.531,494.937,451.005,196.010,218.387,687.746,349.236,571.390,433.263,692.227,317.654,833.662,443.501,248.331,832.499,560.016,335.974,651.377,350.328,943.990,670.402,502.523
1.67012,-179.048,5.25485,236.874,-69.0399,62.2984,52.9600,-104.024,131.120,84.9291,392.088,304.396,287.901,216.068,-91.4713,386.610,-14.0431,228.526,541.611,379.149,385.733,492.484,320.453,391.147,297.436,108.946,295.052,156.263,427.249,200.435,279.703,491.469,167.182,322.068,91.4172,170.636,496.322,572.039,186.880,136.487,651.375,563.150,307.067,637.093,139.535,303.878,609.509,659.713,446.872,480.543,353.308,208.468,426.799,434.694,205.127,566.069,220.505,460.206,558.122,354.320,539.367,585.451,579.361,104.304,480.281,675.674,495.044,524.447,487.930,491.606,347.908,732.067,439.800,502.780,301.136,587.624,586.662,562.561,587.312,712.035,508.300,442.411,208.621,247.264,706.561,381.643,597.572,434.712,714.443,333.294,829.827,465.213,311.135,834.706,527.629,358.110,687.517,361.474,961.934,700.873,512.566
1.67419,-191.260,-19.2846,220.069,-88.8968,67.4882,54.3229,-88.1942,129.979,92.9949,394.395,316.187,297.972,220.870,-112.999,373.623,-14.1660,213.972,536.056,367.543,403.784,505.464,294.620,407.142,329.526,145.964,296.753,169.918,447.055,190.487,257.109,455.675,142.641,340.562,87.6718,157.808,504.703,543.677,239.929,151.685,647.464,527.739,277.420,676.525,130.902,282.929,626.742,693.028,458.144,443.670,347.131,204.189,417.358,460.734,198.287,572.193,240.969,456.244,587.842,358.171,527.810,597.585,612.819,118.974,468.276,681.060,492.922,559.628,498.774,516.688,365.915,718.483,434.150,496.303,337.000,612.657,601.909,559.362,595.778,739.539,521.663,433.816,221.233,276.141,725.376,414.049,623.754,436.160,736.659,348.935,825.991,486.924,373.940,836.914,504.272,380.246,723.658,372.619,979.879,731.344,522.610
1.67827,-187.773,-43.8242,203.264,-108.754,72.6779,39.2675,-72.3647,128.839,93.9180,396.703,327.977,320.227,219.154,-134.527,360.637,-14.2889,199.417,516.246,366.118,421.836,518.444,258.198,397.573,361.616,182.982,298.454,201.015,466.862,192.119,235.262,430.833,118.478,359.056,97.1326,148.029,513.085,515.316,274.780,166.883,643.553,504.539,275.976,710.749,136.163,248.905,643.976,714.584,463.149,406.798,362.877,210.589,407.918,486.775,198.133,578.317,261.432,452.282,617.562,352.081,516.252,609.719,646.912,139.361,456.271,677.930,490.801,600.684,528.850,541.770,383.923,704.899,428.499,489.826,377.821,646.513,617.156,556.163,604.245,749.948,535.026,425.222,233.844,305.018,744.192,446.456,629.780,437.609,758.875,364.575,822.155,508.636,436.745,839.121,496.342,402.382,759.798,383.765,989.180,761.815,532.653
1.68234,-184.285,-68.3636,186.458,-128.611,77.8677,24.2120,-56.5352,127.698,94.8411,399.011,339.768,342.482,205.409,-156.055,347.651,-14.4118,184.862,496.435,364.693,439.887,531.424,221.776,388.005,393.706,220.000,300.155,232.111,486.669,193.752,213.415,405.991,94.3146,377.549,106.593,150.447,521.467,486.954,297.497,182.082,639.642,481.338,274.532,733.067,141.423,214.881,661.210,736.140,456.585,369.925,398.004,228.381,398.477,512.815,209.042,584.441,281.895,448.321,647.283,345.992,504.695,621.854,681.005,169.913,444.265,665.067,488.679,632.340,558.927,566.852,401.931,691.314,422.848,483.349,427.455,680.368,632.403,552.964,612.712,760.358,548.389,416.628,246.456,333.895,763.007,478.862,635.807,439.057,781.091,380.216,818.319,530.348,499.549,841.329,506.471,424.518,795.938,394.911,998.482,792.286,542.697
1.68641,-178.749,-90.3456,155.664,-140.501,94.2615,2.48672,-29.9489,137.671,80.4370,399.653,338.828,362.961,190.661,-177.347,340.984,-25.6781,159.508,490.053,368.995,456.002,534.925,175.648,375.469,419.459,257.701,304.672,256.608,495.870,199.968,209.254,390.640,74.0573,393.048,128.015,161.631,529.849,459.854,310.357,210.346,620.493,465.261,295.248,738.024,157.104,184.558,663.652,748.385,447.128,337.353,444.153,245.699,397.412,515.621,229.402,584.279,306.543,445.648,658.971,336.797,502.211,631.312,701.968,201.735,435.928,654.841,490.563,647.743,599.821,586.444,420.508,679.434,433.258,473.016,482.963,708.342,643.937,561.506,636.571,755.096,571.445,437.644,272.259,379.349,779.195,513.799,641.833,439.476,778.041,419.505,813.262,572.254,545.941,837.689,524.878,446.654,845.593,422.721,1005.26,835.385,567.893
1.69048,-173.214,-112.328,124.869,-152.392,110.655,-19.2386,-3.36255,147.644,66.0328,400.295,337.889,383.439,175.912,-198.639,334.318,-36.9445,134.153,483.672,373.296,472.118,538.426,129.521,362.933,445.213,295.402,309.189,281.105,505.071,206.184,217.050,375.289,59.8475,408.546,149.436,185.013,538.231,432.753,311.083,238.610,601.344,449.183,315.963,731.075,172.786,166.076,666.094,760.631,437.672,304.781,501.930,263.016,396.347,518.427,260.827,584.118,331.192,442.976,670.660,327.601,499.728,640.771,722.931,233.557,427.592,644.614,492.447,663.146,640.716,606.036,439.085,667.554,443.668,462.683,538.472,736.316,655.471,570.049,660.429,749.834,594.502,458.660,298.063,424.803,795.383,548.735,647.860,439.894,774.991,458.794,808.205,614.160,592.332,834.049,552.314,468.789,895.248,450.532,1012.04,878.484,593.089
1.69456,-167.678,-119.604,94.0749,-163.713,144.397,-32.7548,38.8699,157.617,37.3431,400.937,322.594,403.917,166.427,-207.891,327.652,-27.2349,108.799,476.670,377.598,473.395,541.927,93.9810,350.397,470.967,333.104,313.706,305.602,514.272,223.981,231.323,371.619,56.3473,424.045,170.857,219.195,546.613,405.653,318.635,266.874,562.210,433.105,336.678,730.079,200.376,166.095,648.814,772.877,421.708,291.325,556.921,281.046,406.449,521.233,297.783,583.957,334.692,440.948,682.349,329.381,497.245,650.230,743.894,266.014,419.255,628.305,494.330,677.961,681.611,625.629,453.105,655.673,469.193,461.163,593.980,746.648,667.005,596.204,684.288,745.107,617.558,479.675,323.866,470.258,811.571,583.671,674.042,455.145,771.941,498.083,803.758,656.066,638.723,830.410,575.800,490.925,944.903,478.342,1018.82,921.583,618.286
1.69863,-162.142,-116.650,63.2804,-175.035,178.139,-46.2710,81.1025,167.590,8.65350,401.579,294.298,424.396,168.973,-217.143,320.986,-17.5254,83.4443,469.669,381.900,464.349,545.427,58.4415,337.862,496.721,370.805,318.222,330.099,523.473,241.778,257.553,367.950,64.9424,439.543,192.278,259.475,554.995,378.552,326.186,295.138,523.077,417.028,357.394,729.083,227.966,185.849,631.534,785.123,417.314,277.870,606.098,299.075,416.551,524.040,334.740,583.795,338.193,438.920,694.038,341.100,494.762,659.688,764.857,298.471,410.918,621.728,496.214,692.777,722.506,645.221,476.240,643.793,494.719,459.643,649.488,756.980,678.539,622.358,708.147,740.380,640.615,500.691,349.670,515.712,827.759,618.608,700.224,480.285,768.891,537.373,799.312,697.972,685.114,826.770,599.286,513.061,994.557,506.153,1025.60,964.681,643.482
1.70270,-152.461,-105.218,39.3569,-172.429,214.739,-46.9979,119.001,187.884,-21.3987,407.891,261.140,446.937,190.570,-212.133,317.131,13.3682,67.1893,461.795,367.563,450.676,552.008,37.6232,350.679,505.786,396.049,327.018,342.245,526.268,273.251,285.830,372.745,81.4515,445.124,215.689,304.313,567.882,369.406,332.877,325.197,487.737,392.059,374.938,729.669,263.409,216.662,606.470,791.956,426.427,282.548,645.032,310.426,440.889,518.122,377.650,605.029,332.606,452.504,708.518,368.007,494.437,678.083,792.775,331.950,407.479,628.533,515.592,709.306,756.520,662.638,513.950,631.330,529.718,477.735,694.498,756.365,692.634,668.932,730.776,731.907,687.395,521.013,389.229,544.783,835.463,649.091,733.298,511.086,768.929,569.721,813.087,736.647,707.939,831.143,610.956,535.242,1034.65,529.265,1026.55,995.544,688.615
