,FA_20240301_2H_yeast_1.3.2.1r#1,FA_20240301_2H_yeast_1.3.3.1r#2,FA_20240301_2H_yeast_1.3.4.1r#3,FA_20240301_2H_yeast_1.3.5.1r#4,FA_20240301_2H_yeast_1.3.6.1r#5,FA_20240301_2H_yeast_1.3.7.1r#6,FA_20240301_2H_yeast_1.3.8.1r#7,FA_20240301_2H_yeast_1.3.9.1r#8,FA_20240301_2H_yeast_1.3.10.1r#9,FA_20240301_2H_yeast_1.3.11.1r#10,FA_20240301_2H_yeast_1.3.12.1r#11,FA_20240301_2H_yeast_1.3.13.1r#12,FA_20240301_2H_yeast_1.3.14.1r#13,FA_20240301_2H_yeast_1.3.15.1r#14,FA_20240301_2H_yeast_1.3.16.1r#15,FA_20240301_2H_yeast_1.3.17.1r#16,FA_20240301_2H_yeast_1.3.18.1r#17,FA_20240301_2H_yeast_1.3.19.1r#18,FA_20240301_2H_yeast_1.3.20.1r#19,FA_20240301_2H_yeast_1.3.21.1r#20,FA_20240301_2H_yeast_1.3.22.1r#21,FA_20240301_2H_yeast_1.3.23.1r#22,FA_20240301_2H_yeast_1.3.24.1r#23,FA_20240301_2H_yeast_1.3.25.1r#24,FA_20240301_2H_yeast_1.3.26.1r#25,FA_20240301_2H_yeast_1.3.27.1r#26,FA_20240301_2H_yeast_1.3.28.1r#27,FA_20240301_2H_yeast_1.3.29.1r#28,FA_20240301_2H_yeast_1.3.30.1r#29,FA_20240301_2H_yeast_1.3.31.1r#30,FA_20240301_2H_yeast_1.3.32.1r#31,FA_20240301_2H_yeast_1.3.33.1r#32,FA_20240301_2H_yeast_1.3.34.1r#33,FA_20240301_2H_yeast_1.3.35.1r#34,FA_20240301_2H_yeast_1.3.36.1r#35,FA_20240301_2H_yeast_1.3.37.1r#36,FA_20240301_2H_yeast_1.3.38.1r#37,FA_20240301_2H_yeast_1.3.39.1r#38,FA_20240301_2H_yeast_1.3.40.1r#39,FA_20240301_2H_yeast_1.3.41.1r#40,FA_20240301_2H_yeast_1.3.42.1r#41,FA_20240301_2H_yeast_1.3.43.1r#42,FA_20240301_2H_yeast_1.3.44.1r#43,FA_20240301_2H_yeast_1.3.45.1r#44,FA_20240301_2H_yeast_1.3.46.1r#45,FA_20240301_2H_yeast_1.3.47.1r#46,FA_20240301_2H_yeast_1.3.48.1r#47,FA_20240301_2H_yeast_1.3.49.1r#48,FA_20240301_2H_yeast_1.3.50.1r#49,FA_20240301_2H_yeast_1.3.51.1r#50,FA_20240301_2H_yeast_1.3.52.1r#51,FA_20240301_2H_yeast_1.3.53.1r#52,FA_20240301_2H_yeast_1.3.54.1r#53,FA_20240301_2H_yeast_1.3.55.1r#54,FA_20240301_2H_yeast_1.3.56.1r#55,FA_20240301_2H_yeast_1.3.57.1r#56,FA_20240301_2H_yeast_1.3.58.1r#57,FA_20240301_2H_yeast_1.3.59.1r#58,FA_20240301_2H_yeast_1.3.60.1r#59
3.04451,7.55616e+6,7.48036e+6,6.91921e+6,6.81186e+6,4.69977e+6,8.68256e+6,3.37326e+6,9.09234e+6,5.65523e+6,8.94169e+6,4.69984e+6,5.73656e+6,6.26302e+6,5.86550e+6,3.70596e+6,4.06618e+6,5.97774e+6,3.02784e+6,2.92345e+6,2.06086e+6,2.26569e+6,6.66504e+6,8.76860e+6,4.65645e+6,4.77629e+6,4.88670e+6,2.37138e+6,6.41392e+6,6.40961e+6,6.19319e+6,7.05202e+6,5.03490e+6,4.51552e+6,1.58695e+6,5.86756e+6,3.03800e+6,3.75029e+6,1.95150e+6,1.69938e+6,2.53587e+6,4.59267e+6,5.10126e+6,3.31886e+6,3.56311e+6,3.88643e+6,3.44969e+6,6.06398e+6,1.57804e+6,5.61728e+6,491497,1.98880e+6,3.94904e+6,6.17730e+6,1.49703e+6,2.27638e+6,3.75784e+6,4.04200e+6,1.66683e+6,2.93630e+6
3.04655,7.70694e+6,7.46347e+6,7.06797e+6,6.86908e+6,4.65046e+6,8.60038e+6,3.35763e+6,9.06992e+6,5.78201e+6,9.01193e+6,4.73462e+6,5.76388e+6,6.38160e+6,5.91817e+6,3.76252e+6,4.14196e+6,5.97946e+6,3.22151e+6,2.95844e+6,1.98091e+6,2.34959e+6,6.69143e+6,8.76137e+6,4.63298e+6,4.60428e+6,4.82008e+6,2.38095e+6,6.36226e+6,6.64932e+6,6.21863e+6,7.02308e+6,5.15320e+6,4.59123e+6,1.42032e+6,5.82220e+6,3.08635e+6,3.82297e+6,1.83421e+6,1.74570e+6,2.62502e+6,4.58467e+6,5.14767e+6,3.34808e+6,3.61982e+6,3.72935e+6,3.37395e+6,6.09875e+6,1.61691e+6,5.77597e+6,481740,1.98162e+6,3.97733e+6,6.11008e+6,1.54539e+6,2.30809e+6,3.83800e+6,4.14323e+6,1.70096e+6,3.03116e+6
3.04859,7.86234e+6,7.45714e+6,7.21490e+6,6.92416e+6,4.60482e+6,8.52597e+6,3.34667e+6,9.03823e+6,5.91713e+6,9.07381e+6,4.76417e+6,5.80724e+6,6.50267e+6,5.97082e+6,3.82063e+6,4.21940e+6,5.98309e+6,3.41988e+6,3.00375e+6,1.89717e+6,2.45163e+6,6.72323e+6,8.76273e+6,4.59710e+6,4.42119e+6,4.73981e+6,2.38262e+6,6.32543e+6,6.88454e+6,6.24019e+6,6.98558e+6,5.27892e+6,4.66298e+6,1.29247e+6,5.77525e+6,3.13155e+6,3.88661e+6,1.71296e+6,1.81478e+6,2.71122e+6,4.56772e+6,5.18192e+6,3.38699e+6,3.67038e+6,3.56147e+6,3.30666e+6,6.12023e+6,1.65682e+6,5.92531e+6,468707,1.96787e+6,3.99319e+6,6.03827e+6,1.60061e+6,2.35194e+6,3.89796e+6,4.24740e+6,1.73948e+6,3.12238e+6
3.05062,8.01924e+6,7.45759e+6,7.35946e+6,6.97689e+6,4.56364e+6,8.46093e+6,3.34409e+6,8.99921e+6,6.05799e+6,9.12756e+6,4.79103e+6,5.86261e+6,6.62576e+6,6.02241e+6,3.87906e+6,4.29708e+6,5.98791e+6,3.62114e+6,3.05957e+6,1.81194e+6,2.56904e+6,6.76091e+6,8.77284e+6,4.54883e+6,4.22744e+6,4.64667e+6,2.37531e+6,6.30473e+6,7.11084e+6,6.25956e+6,6.93922e+6,5.41106e+6,4.73196e+6,1.20248e+6,5.72849e+6,3.17333e+6,3.93911e+6,1.58932e+6,1.90781e+6,2.79514e+6,4.54182e+6,5.20180e+6,3.43546e+6,3.71587e+6,3.38393e+6,3.24814e+6,6.12834e+6,1.69958e+6,6.06750e+6,453316,1.94635e+6,3.99646e+6,5.96171e+6,1.66288e+6,2.40637e+6,3.93728e+6,4.35556e+6,1.78564e+6,3.20876e+6
3.05266,8.17454e+6,7.46100e+6,7.50119e+6,7.02733e+6,4.52725e+6,8.40611e+6,3.35331e+6,8.95480e+6,6.20203e+6,9.17316e+6,4.81740e+6,5.92572e+6,6.75043e+6,6.07185e+6,3.93689e+6,4.37391e+6,5.99301e+6,3.82364e+6,3.12617e+6,1.72725e+6,2.69886e+6,6.80467e+6,8.79158e+6,4.48905e+6,4.02372e+6,4.54198e+6,2.35853e+6,6.30058e+6,7.32457e+6,6.27804e+6,6.88430e+6,5.54858e+6,4.79900e+6,1.14849e+6,5.68356e+6,3.21165e+6,3.97900e+6,1.46524e+6,2.02545e+6,2.87767e+6,4.50710e+6,5.20558e+6,3.49335e+6,3.75745e+6,3.19764e+6,3.19828e+6,6.12311e+6,1.74719e+6,6.20491e+6,436922,1.91609e+6,3.98704e+6,5.88057e+6,1.73251e+6,2.46959e+6,3.95641e+6,4.46827e+6,1.84197e+6,3.28905e+6
3.05469,8.32521e+6,7.46377e+6,7.63981e+6,7.07580e+6,4.49560e+6,8.36171e+6,3.37726e+6,8.90673e+6,6.34672e+6,9.21040e+6,4.84505e+6,5.99228e+6,6.87639e+6,6.11794e+6,3.99365e+6,4.44904e+6,5.99727e+6,4.02593e+6,3.20385e+6,1.64472e+6,2.83816e+6,6.85443e+6,8.81846e+6,4.41943e+6,3.81092e+6,4.42757e+6,2.33256e+6,6.31252e+6,7.52300e+6,6.29635e+6,6.82166e+6,5.69046e+6,4.86437e+6,1.12791e+6,5.64177e+6,3.24666e+6,4.00555e+6,1.34295e+6,2.16784e+6,2.95994e+6,4.46379e+6,5.19213e+6,3.56049e+6,3.79633e+6,3.00332e+6,3.15657e+6,6.10479e+6,1.80177e+6,6.33987e+6,421269,1.87653e+6,3.96507e+6,5.79551e+6,1.80996e+6,2.53970e+6,3.95672e+6,4.58564e+6,1.91012e+6,3.36213e+6
3.05673,8.46823e+6,7.46279e+6,7.77522e+6,7.12297e+6,4.46828e+6,8.32739e+6,3.41827e+6,8.85638e+6,6.48945e+6,9.23880e+6,4.87526e+6,6.05821e+6,7.00344e+6,6.15939e+6,4.04942e+6,4.52187e+6,5.99952e+6,4.22687e+6,3.29282e+6,1.56550e+6,2.98425e+6,6.90975e+6,8.85259e+6,4.34234e+6,3.59022e+6,4.30572e+6,2.29840e+6,6.33930e+6,7.70433e+6,6.31471e+6,6.75249e+6,5.83575e+6,4.92768e+6,1.13766e+6,5.60411e+6,3.27882e+6,4.01875e+6,1.22489e+6,2.33450e+6,3.04320e+6,4.41230e+6,5.16098e+6,3.63652e+6,3.83373e+6,2.80154e+6,3.12205e+6,6.07387e+6,1.86546e+6,6.47450e+6,408407,1.82744e+6,3.93082e+6,5.70773e+6,1.89582e+6,2.61470e+6,3.94029e+6,4.70736e+6,1.99080e+6,3.42703e+6
3.05877,8.60070e+6,7.45559e+6,7.90747e+6,7.16976e+6,4.44473e+6,8.30236e+6,3.47800e+6,8.80472e+6,6.62765e+6,9.25777e+6,4.90874e+6,6.11987e+6,7.13153e+6,6.19484e+6,4.10487e+6,4.59194e+6,5.99853e+6,4.42557e+6,3.39322e+6,1.49032e+6,3.13484e+6,6.96981e+6,8.89262e+6,4.26069e+6,3.36308e+6,4.17901e+6,2.25771e+6,6.37902e+6,7.86762e+6,6.33278e+6,6.67830e+6,5.98359e+6,4.98788e+6,1.17431e+6,5.57122e+6,3.30877e+6,4.01927e+6,1.11350e+6,2.52433e+6,3.12880e+6,4.35319e+6,5.11234e+6,3.72090e+6,3.87080e+6,2.59285e+6,3.09335e+6,6.03124e+6,1.94037e+6,6.61058e+6,400530,1.76900e+6,3.88478e+6,5.61901e+6,1.99079e+6,2.69258e+6,3.90982e+6,4.83286e+6,2.08394e+6,3.48296e+6
3.06080,8.71990e+6,7.44048e+6,8.03671e+6,7.21723e+6,4.42432e+6,8.28560e+6,3.55738e+6,8.75225e+6,6.75878e+6,9.26667e+6,4.94561e+6,6.17421e+6,7.26068e+6,6.22298e+6,4.16120e+6,4.65890e+6,5.99312e+6,4.62141e+6,3.50507e+6,1.41957e+6,3.28819e+6,7.03344e+6,8.93682e+6,4.17773e+6,3.13126e+6,4.05024e+6,2.21273e+6,6.42933e+6,8.01267e+6,6.34978e+6,6.60067e+6,6.13322e+6,5.04327e+6,1.23432e+6,5.54345e+6,3.33722e+6,4.00835e+6,1.01111e+6,2.73562e+6,3.21804e+6,4.28719e+6,5.04717e+6,3.81271e+6,3.90865e+6,2.37778e+6,3.06872e+6,5.97822e+6,2.02852e+6,6.74942e+6,399820,1.70166e+6,3.82760e+6,5.53167e+6,2.09563e+6,2.77141e+6,3.86842e+6,4.96148e+6,2.18871e+6,3.52934e+6
3.06284,8.82342e+6,7.41656e+6,8.16320e+6,7.26641e+6,4.40652e+6,8.27593e+6,3.65660e+6,8.69901e+6,6.88041e+6,9.26496e+6,4.98539e+6,6.21883e+6,7.39092e+6,6.24261e+6,4.21999e+6,4.72241e+6,5.98224e+6,4.81394e+6,3.62828e+6,1.35350e+6,3.44317e+6,7.09915e+6,8.98306e+6,4.09682e+6,2.89681e+6,3.92226e+6,2.16598e+6,6.48770e+6,8.13982e+6,6.36456e+6,6.52116e+6,6.28401e+6,5.09171e+6,1.31410e+6,5.52100e+6,3.36487e+6,3.98771e+6,919695,2.96610e+6,3.31212e+6,4.21518e+6,4.96713e+6,3.91069e+6,3.94824e+6,2.15702e+6,3.04612e+6,5.91663e+6,2.13176e+6,6.89164e+6,408249,1.62613e+6,3.76011e+6,5.44851e+6,2.21111e+6,2.84933e+6,3.81939e+6,5.09257e+6,2.30375e+6,3.56572e+6
3.06488,8.90931e+6,7.38369e+6,8.28723e+6,7.31802e+6,4.39099e+6,8.27210e+6,3.77514e+6,8.64470e+6,6.99039e+6,9.25238e+6,5.02708e+6,6.25207e+6,7.52215e+6,6.25281e+6,4.28303e+6,4.78210e+6,5.96509e+6,5.00274e+6,3.76272e+6,1.29234e+6,3.59933e+6,7.16524e+6,9.02899e+6,4.02122e+6,2.66205e+6,3.79791e+6,2.12009e+6,6.55167e+6,8.24979e+6,6.37570e+6,6.44115e+6,6.43542e+6,5.13079e+6,1.41015e+6,5.50403e+6,3.39218e+6,3.95937e+6,840748,3.21300e+6,3.41202e+6,4.13812e+6,4.87457e+6,4.01317e+6,3.99035e+6,1.93149e+6,3.02337e+6,5.84880e+6,2.25173e+6,7.03718e+6,427441,1.54320e+6,3.68321e+6,5.37261e+6,2.33792e+6,2.92469e+6,3.76605e+6,5.22566e+6,2.42730e+6,3.59178e+6
3.06691,8.97622e+6,7.34235e+6,8.40900e+6,7.37229e+6,4.37772e+6,8.27284e+6,3.91178e+6,8.58877e+6,7.08685e+6,9.22903e+6,5.06918e+6,6.27295e+6,7.65396e+6,6.25303e+6,4.35206e+6,4.83754e+6,5.94119e+6,5.18724e+6,3.90814e+6,1.23651e+6,3.75688e+6,7.22987e+6,9.07213e+6,3.95386e+6,2.42948e+6,3.67985e+6,2.07755e+6,6.61911e+6,8.34350e+6,6.38167e+6,6.36180e+6,6.58695e+6,5.15811e+6,1.51906e+6,5.49284e+6,3.41927e+6,3.92549e+6,775187,3.47311e+6,3.51851e+6,4.05707e+6,4.77253e+6,4.11817e+6,4.03549e+6,1.70240e+6,2.99839e+6,5.77744e+6,2.38978e+6,7.18516e+6,458516,1.45372e+6,3.59787e+6,5.30706e+6,2.47662e+6,2.99601e+6,3.71155e+6,5.36053e+6,2.55731e+6,3.60725e+6
3.06895,9.02347e+6,7.29350e+6,8.52860e+6,7.42879e+6,4.36708e+6,8.27688e+6,4.06472e+6,8.53051e+6,7.16829e+6,9.19554e+6,5.10990e+6,6.28117e+6,7.78550e+6,6.24325e+6,4.42849e+6,4.88827e+6,5.91046e+6,5.36664e+6,4.06424e+6,1.18671e+6,3.91659e+6,7.29116e+6,9.11010e+6,3.89720e+6,2.20169e+6,3.57054e+6,2.04051e+6,6.68845e+6,8.42197e+6,6.38093e+6,6.28390e+6,6.73816e+6,5.17152e+6,1.63746e+6,5.48794e+6,3.44583e+6,3.88829e+6,723294,3.74290e+6,3.63205e+6,3.97305e+6,4.66459e+6,4.22353e+6,4.08385e+6,1.47136e+6,2.96943e+6,5.70549e+6,2.54684e+6,7.33393e+6,502034,1.35850e+6,3.50509e+6,5.25474e+6,2.62748e+6,3.06203e+6,3.65877e+6,5.49723e+6,2.69160e+6,3.61195e+6
3.07098,9.05112e+6,7.23839e+6,8.64597e+6,7.48636e+6,4.35983e+6,8.28295e+6,4.23166e+6,8.46924e+6,7.23357e+6,9.15315e+6,5.14731e+6,6.27701e+6,7.91530e+6,6.22408e+6,4.51325e+6,4.93378e+6,5.87338e+6,5.53973e+6,4.23048e+6,1.14401e+6,4.07966e+6,7.34738e+6,9.14074e+6,3.85306e+6,1.98122e+6,3.47216e+6,2.01059e+6,6.75885e+6,8.48622e+6,6.37205e+6,6.20786e+6,6.88856e+6,5.16936e+6,1.76202e+6,5.49011e+6,3.47101e+6,3.84981e+6,684727,4.01857e+6,3.75279e+6,3.88709e+6,4.55481e+6,4.32704e+6,4.13529e+6,1.24038e+6,2.93534e+6,5.63591e+6,2.72339e+6,7.48109e+6,557962,1.25824e+6,3.40595e+6,5.21793e+6,2.79041e+6,3.12177e+6,3.61018e+6,5.63608e+6,2.82788e+6,3.60574e+6
3.07302,9.05993e+6,7.17846e+6,8.76083e+6,7.54321e+6,4.35714e+6,8.28980e+6,4.40996e+6,8.40438e+6,7.28188e+6,9.10369e+6,5.17953e+6,6.26134e+6,8.04124e+6,6.19676e+6,4.60660e+6,4.97357e+6,5.83094e+6,5.70494e+6,4.40609e+6,1.10980e+6,4.24759e+6,7.39695e+6,9.16229e+6,3.82255e+6,1.77048e+6,3.38661e+6,1.98887e+6,6.83023e+6,8.53719e+6,6.35386e+6,6.13369e+6,7.03756e+6,5.15068e+6,1.88940e+6,5.50040e+6,3.49354e+6,3.81189e+6,658577,4.29626e+6,3.88055e+6,3.80012e+6,4.44748e+6,4.42665e+6,4.18934e+6,1.01180e+6,2.89572e+6,5.57145e+6,2.91940e+6,7.62362e+6,625697,1.15361e+6,3.30153e+6,5.19811e+6,2.96482e+6,3.17451e+6,3.56783e+6,5.77758e+6,2.96388e+6,3.58859e+6
3.07506,9.05130e+6,7.11514e+6,8.87277e+6,7.59708e+6,4.36045e+6,8.29629e+6,4.59677e+6,8.33563e+6,7.31266e+6,9.04961e+6,5.20496e+6,6.23547e+6,8.16058e+6,6.16316e+6,4.70810e+6,5.00726e+6,5.78473e+6,5.86032e+6,4.58989e+6,1.08569e+6,4.42187e+6,7.43867e+6,9.17352e+6,3.80599e+6,1.57162e+6,3.31545e+6,1.97580e+6,6.90329e+6,8.57576e+6,6.32557e+6,6.06092e+6,7.18442e+6,5.11535e+6,2.01622e+6,5.52001e+6,3.51170e+6,3.77609e+6,643467,4.57206e+6,4.01489e+6,3.71305e+6,4.34691e+6,4.52055e+6,4.24527e+6,788184,2.85104e+6,5.51446e+6,3.13424e+6,7.75805e+6,704179,1.04528e+6,3.19310e+6,5.19575e+6,3.14952e+6,3.21981e+6,3.53331e+6,5.92227e+6,3.09732e+6,3.56058e+6
3.07709,9.02707e+6,7.04984e+6,8.98118e+6,7.64555e+6,4.37140e+6,8.30135e+6,4.78923e+6,8.26305e+6,7.32558e+6,8.99383e+6,5.22246e+6,6.20118e+6,8.27014e+6,6.12560e+6,4.81662e+6,5.03462e+6,5.73679e+6,6.00373e+6,4.78024e+6,1.07346e+6,4.60383e+6,7.47171e+6,9.17374e+6,3.80300e+6,1.38655e+6,3.25990e+6,1.97139e+6,6.97937e+6,8.60269e+6,6.28688e+6,5.98873e+6,7.32819e+6,5.06409e+6,2.13906e+6,5.55015e+6,3.52352e+6,3.74364e+6,637675,4.84215e+6,4.15507e+6,3.62667e+6,4.25714e+6,4.60729e+6,4.30223e+6,572182,2.80264e+6,5.46669e+6,3.36675e+6,7.88063e+6,791968,934045,3.08204e+6,5.21027e+6,3.34265e+6,3.25749e+6,3.50782e+6,6.07062e+6,3.22597e+6,3.52193e+6
3.07913,8.98942e+6,6.98387e+6,9.08541e+6,7.68636e+6,4.39160e+6,8.30416e+6,4.98465e+6,8.18709e+6,7.32049e+6,8.93965e+6,5.23150e+6,6.16057e+6,8.36649e+6,6.08671e+6,4.93046e+6,5.05570e+6,5.68953e+6,6.13301e+6,4.97501e+6,1.07479e+6,4.79434e+6,7.49569e+6,9.16288e+6,3.81250e+6,1.21688e+6,3.22080e+6,1.97529e+6,7.06028e+6,8.61863e+6,6.23802e+6,5.91594e+6,7.46765e+6,4.99845e+6,2.25455e+6,5.59182e+6,3.52688e+6,3.71545e+6,639296,5.10288e+6,4.30015e+6,3.54167e+6,4.18171e+6,4.68585e+6,4.35937e+6,366312,2.75256e+6,5.42927e+6,3.61524e+6,7.98757e+6,887433,820872,2.96998e+6,5.24007e+6,3.54160e+6,3.28763e+6,3.49217e+6,6.22290e+6,3.34761e+6,3.47303e+6
3.08117,8.94067e+6,6.91837e+6,9.18477e+6,7.71769e+6,4.42254e+6,8.30411e+6,5.18063e+6,8.10870e+6,7.29743e+6,8.89052e+6,5.23229e+6,6.11605e+6,8.44627e+6,6.04912e+6,5.04754e+6,5.07088e+6,5.64556e+6,6.24623e+6,5.17160e+6,1.09116e+6,4.99367e+6,7.51069e+6,9.14133e+6,3.83291e+6,1.06402e+6,3.19855e+6,1.98705e+6,7.14801e+6,8.62417e+6,6.17984e+6,5.84117e+6,7.60140e+6,4.92064e+6,2.35948e+6,5.64570e+6,3.51968e+6,3.69211e+6,646421,5.35086e+6,4.44894e+6,3.45864e+6,4.12345e+6,4.75554e+6,4.41593e+6,172796,2.70337e+6,5.40263e+6,3.87755e+6,8.07522e+6,988875,707063,2.85880e+6,5.28278e+6,3.74313e+6,3.31056e+6,3.48683e+6,6.37905e+6,3.46007e+6,3.41443e+6
3.08320,8.88313e+6,6.85435e+6,9.27859e+6,7.73840e+6,4.46536e+6,8.30093e+6,5.37525e+6,8.02917e+6,7.25670e+6,8.84985e+6,5.22578e+6,6.07023e+6,8.50653e+6,6.01527e+6,5.16553e+6,5.08089e+6,5.60748e+6,6.34192e+6,5.36709e+6,1.12369e+6,5.20128e+6,7.51726e+6,9.10988e+6,3.86226e+6,929185,3.19304e+6,2.00635e+6,7.24448e+6,8.61981e+6,6.11368e+6,5.76303e+6,7.72780e+6,4.83339e+6,2.45098e+6,5.71188e+6,3.50002e+6,3.67393e+6,657327,5.58298e+6,4.60009e+6,3.37804e+6,4.08430e+6,4.81605e+6,4.47139e+6,-6540.67,2.65792e+6,5.38659e+6,4.15117e+6,8.14034e+6,1.09465e+6,594293,2.75058e+6,5.33547e+6,3.94341e+6,3.32686e+6,3.49198e+6,6.53863e+6,3.56126e+6,3.34686e+6
3.08524,8.81902e+6,6.79263e+6,9.36624e+6,7.74809e+6,4.52072e+6,8.29470e+6,5.56716e+6,7.95012e+6,7.19889e+6,8.82082e+6,5.21368e+6,6.02575e+6,8.54496e+6,5.98712e+6,5.28218e+6,5.08673e+6,5.57768e+6,6.41923e+6,5.55837e+6,1.17296e+6,5.41578e+6,7.51629e+6,9.06956e+6,3.89848e+6,813423,3.20366e+6,2.03318e+6,7.35121e+6,8.60605e+6,6.04132e+6,5.68024e+6,7.84516e+6,4.73968e+6,2.52672e+6,5.78985e+6,3.46637e+6,3.66094e+6,670639,5.79644e+6,4.75200e+6,3.30021e+6,4.06531e+6,4.86733e+6,4.52546e+6,-170336,2.61907e+6,5.38048e+6,4.43329e+6,8.18023e+6,1.20327e+6,484627,2.64751e+6,5.39506e+6,4.13822e+6,3.33740e+6,3.50750e+6,6.70078e+6,3.64910e+6,3.27116e+6
3.08727,8.75037e+6,6.73386e+6,9.44717e+6,7.74712e+6,4.58879e+6,8.28582e+6,5.75566e+6,7.87325e+6,7.12500e+6,8.80614e+6,5.19823e+6,5.98517e+6,8.56014e+6,5.96605e+6,5.39544e+6,5.08962e+6,5.55819e+6,6.47804e+6,5.74236e+6,1.23894e+6,5.63494e+6,7.50904e+6,9.02143e+6,3.93952e+6,717632,3.22921e+6,2.06800e+6,7.46913e+6,8.58336e+6,5.96481e+6,5.59186e+6,7.95182e+6,4.64255e+6,2.58513e+6,5.87835e+6,3.41768e+6,3.65290e+6,685448,5.98881e+6,4.90293e+6,3.22545e+6,4.06664e+6,4.90947e+6,4.57808e+6,-317619,2.58944e+6,5.38327e+6,4.72097e+6,8.19300e+6,1.31342e+6,380490,2.55184e+6,5.45859e+6,4.32319e+6,3.34331e+6,3.53302e+6,6.86421e+6,3.72171e+6,3.18830e+6
3.08931,8.67903e+6,6.67851e+6,9.52079e+6,7.73647e+6,4.66916e+6,8.27499e+6,5.94074e+6,7.80019e+6,7.03650e+6,8.80798e+6,5.18204e+6,5.95079e+6,8.55166e+6,5.95280e+6,5.50367e+6,5.09083e+6,5.55053e+6,6.51902e+6,5.91621e+6,1.32090e+6,5.85576e+6,7.49692e+6,8.96646e+6,3.98358e+6,642474,3.26798e+6,2.11180e+6,7.59832e+6,8.55230e+6,5.88626e+6,5.49739e+6,8.04629e+6,4.54494e+6,2.62555e+6,5.97550e+6,3.35355e+6,3.64939e+6,701379,6.15802e+6,5.05096e+6,3.15398e+6,4.08765e+6,4.94266e+6,4.62937e+6,-447758,2.57126e+6,5.39372e+6,5.01119e+6,8.17767e+6,1.42397e+6,284553,2.46567e+6,5.52353e+6,4.49402e+6,3.34608e+6,3.56793e+6,7.02728e+6,3.77738e+6,3.09936e+6
3.09135,8.60666e+6,6.62690e+6,9.58652e+6,7.71765e+6,4.76093e+6,8.26312e+6,6.12304e+6,7.73231e+6,6.93544e+6,8.82776e+6,5.16777e+6,5.92444e+6,8.52011e+6,5.94755e+6,5.60573e+6,5.09156e+6,5.55561e+6,6.54350e+6,6.07750e+6,1.41736e+6,6.07467e+6,7.48152e+6,8.90539e+6,4.02928e+6,588306,3.31776e+6,2.16604e+6,7.73791e+6,8.51349e+6,5.80769e+6,5.39689e+6,8.12751e+6,4.44953e+6,2.64835e+6,6.07882e+6,3.27434e+6,3.64981e+6,718553,6.30243e+6,5.19408e+6,3.08610e+6,4.12695e+6,4.96713e+6,4.67953e+6,-560334,2.56624e+6,5.41055e+6,5.30095e+6,8.13428e+6,1.53387e+6,199571,2.39088e+6,5.58797e+6,4.64685e+6,3.34743e+6,3.61147e+6,7.18796e+6,3.81476e+6,3.00546e+6
3.09338,8.53473e+6,6.57924e+6,9.64361e+6,7.69244e+6,4.86276e+6,8.25130e+6,6.30376e+6,7.67054e+6,6.82443e+6,8.86610e+6,5.15779e+6,5.90742e+6,8.46699e+6,5.95004e+6,5.70098e+6,5.09279e+6,5.57375e+6,6.55344e+6,6.22436e+6,1.52617e+6,6.28770e+6,7.46446e+6,8.83869e+6,4.07574e+6,555054,3.37596e+6,2.23255e+6,7.88604e+6,8.46766e+6,5.73084e+6,5.29101e+6,8.19495e+6,4.35868e+6,2.65487e+6,6.18541e+6,3.18131e+6,3.65348e+6,737503,6.42086e+6,5.33028e+6,3.02217e+6,4.18261e+6,4.98302e+6,4.72869e+6,-655039,2.57550e+6,5.43256e+6,5.58733e+6,8.06392e+6,1.64213e+6,128167,2.32893e+6,5.65073e+6,4.77844e+6,3.34927e+6,3.66280e+6,7.34399e+6,3.83293e+6,2.90776e+6
3.09542,8.46454e+6,6.53565e+6,9.69115e+6,7.66280e+6,4.97301e+6,8.24069e+6,6.48454e+6,7.61536e+6,6.70665e+6,8.92283e+6,5.15390e+6,5.90035e+6,8.39457e+6,5.95977e+6,5.78925e+6,5.09517e+6,5.60466e+6,6.55114e+6,6.35563e+6,1.64459e+6,6.49075e+6,7.44733e+6,8.76650e+6,4.12263e+6,542121,3.43970e+6,2.31331e+6,8.03987e+6,8.41562e+6,5.65718e+6,5.18095e+6,8.24879e+6,4.27444e+6,2.64734e+6,6.29220e+6,3.07664e+6,3.65974e+6,759008,6.51264e+6,5.45771e+6,2.96277e+6,4.25214e+6,4.99046e+6,4.77682e+6,-731667,2.59956e+6,5.45874e+6,5.86754e+6,7.96869e+6,1.74774e+6,72622.3,2.28088e+6,5.71127e+6,4.88646e+6,3.35357e+6,3.72114e+6,7.49292e+6,3.83150e+6,2.80747e+6
