,FA_20240301_2H_yeast_1.3.2.1r#1,FA_20240301_2H_yeast_1.3.3.1r#2,FA_20240301_2H_yeast_1.3.4.1r#3,FA_20240301_2H_yeast_1.3.5.1r#4,FA_20240301_2H_yeast_1.3.6.1r#5,FA_20240301_2H_yeast_1.3.7.1r#6,FA_20240301_2H_yeast_1.3.8.1r#7,FA_20240301_2H_yeast_1.3.9.1r#8,FA_20240301_2H_yeast_1.3.10.1r#9,FA_20240301_2H_yeast_1.3.11.1r#10,FA_20240301_2H_yeast_1.3.12.1r#11,FA_20240301_2H_yeast_1.3.13.1r#12,FA_20240301_2H_yeast_1.3.14.1r#13,FA_20240301_2H_yeast_1.3.15.1r#14,FA_20240301_2H_yeast_1.3.16.1r#15,FA_20240301_2H_yeast_1.3.17.1r#16,FA_20240301_2H_yeast_1.3.18.1r#17,FA_20240301_2H_yeast_1.3.19.1r#18,FA_20240301_2H_yeast_1.3.20.1r#19,FA_20240301_2H_yeast_1.3.21.1r#20,FA_20240301_2H_yeast_1.3.22.1r#21,FA_20240301_2H_yeast_1.3.23.1r#22,FA_20240301_2H_yeast_1.3.24.1r#23,FA_20240301_2H_yeast_1.3.25.1r#24,FA_20240301_2H_yeast_1.3.26.1r#25,FA_20240301_2H_yeast_1.3.27.1r#26,FA_20240301_2H_yeast_1.3.28.1r#27,FA_20240301_2H_yeast_1.3.29.1r#28,FA_20240301_2H_yeast_1.3.30.1r#29,FA_20240301_2H_yeast_1.3.31.1r#30,FA_20240301_2H_yeast_1.3.32.1r#31,FA_20240301_2H_yeast_1.3.33.1r#32,FA_20240301_2H_yeast_1.3.34.1r#33,FA_20240301_2H_yeast_1.3.35.1r#34,FA_20240301_2H_yeast_1.3.36.1r#35,FA_20240301_2H_yeast_1.3.37.1r#36,FA_20240301_2H_yeast_1.3.38.1r#37,FA_20240301_2H_yeast_1.3.39.1r#38,FA_20240301_2H_yeast_1.3.40.1r#39,FA_20240301_2H_yeast_1.3.41.1r#40,FA_20240301_2H_yeast_1.3.42.1r#41,FA_20240301_2H_yeast_1.3.43.1r#42,FA_20240301_2H_yeast_1.3.44.1r#43,FA_20240301_2H_yeast_1.3.45.1r#44,FA_20240301_2H_yeast_1.3.46.1r#45,FA_20240301_2H_yeast_1.3.47.1r#46,FA_20240301_2H_yeast_1.3.48.1r#47,FA_20240301_2H_yeast_1.3.49.1r#48,FA_20240301_2H_yeast_1.3.50.1r#49,FA_20240301_2H_yeast_1.3.51.1r#50,FA_20240301_2H_yeast_1.3.52.1r#51,FA_20240301_2H_yeast_1.3.53.1r#52,FA_20240301_2H_yeast_1.3.54.1r#53,FA_20240301_2H_yeast_1.3.55.1r#54,FA_20240301_2H_yeast_1.3.56.1r#55,FA_20240301_2H_yeast_1.3.57.1r#56,FA_20240301_2H_yeast_1.3.58.1r#57,FA_20240301_2H_yeast_1.3.59.1r#58,FA_20240301_2H_yeast_1.3.60.1r#59
0.641725,4.08112e+6,705382,440981,1.98317e+6,3.30897e+6,4.22078e+6,-702332,3.68123e+6,4.41111e+6,2.61663e+6,3.19521e+6,4.81172e+6,3.21233e+6,2.62707e+6,3.42014e+6,-285358,234639,6.29520e+6,1.94464e+6,1.62808e+6,4.22435e+6,4.01101e+6,5.82798e+6,1.07165e+6,3.55084e+6,8.04701e+6,2.58565e+6,4.70390e+6,9.86733e+6,4.16653e+6,8.63585e+6,4.65237e+6,3.04784e+6,5.00779e+6,3.22458e+6,3.75402e+6,4.48955e+6,5.58527e+6,5.14841e+6,5.35945e+6,3.33787e+6,2.16068e+6,6.80737e+6,2.26622e+6,4.80782e+6,4.25368e+6,3.19876e+6,5.45061e+6,5.72336e+6,2.01179e+6,5.16607e+6,4.16774e+6,3.84778e+6,1.73404e+6,5.45518e+6,2.89446e+6,844207,7.56483e+6,7.80234e+6
0.643761,4.16650e+6,524698,465728,1.96511e+6,3.26262e+6,4.31432e+6,-749931,3.68365e+6,4.25248e+6,2.55935e+6,3.21057e+6,4.61458e+6,3.15138e+6,2.71330e+6,3.50139e+6,-221673,306025,6.32773e+6,2.02048e+6,1.79850e+6,4.04612e+6,4.00998e+6,5.81839e+6,1.11179e+6,3.71265e+6,8.23341e+6,2.66759e+6,4.59832e+6,9.97066e+6,4.08613e+6,8.79503e+6,4.62284e+6,3.05842e+6,4.88306e+6,3.21018e+6,3.65222e+6,4.59367e+6,5.68060e+6,5.23415e+6,5.28966e+6,3.39274e+6,2.09389e+6,6.73154e+6,2.32296e+6,4.94927e+6,4.11242e+6,3.10401e+6,5.48533e+6,5.80999e+6,1.96066e+6,5.24628e+6,4.23210e+6,3.87812e+6,1.81142e+6,5.45388e+6,3.02629e+6,880696,7.55079e+6,7.80811e+6
0.645797,4.24817e+6,331936,475419,1.93891e+6,3.22783e+6,4.42573e+6,-800961,3.68472e+6,4.07672e+6,2.50054e+6,3.22323e+6,4.41144e+6,3.08309e+6,2.78509e+6,3.57832e+6,-170600,381589,6.36643e+6,2.09178e+6,1.97645e+6,3.86780e+6,4.00680e+6,5.81511e+6,1.15656e+6,3.87160e+6,8.42080e+6,2.75788e+6,4.50116e+6,1.00866e+7,4.00105e+6,8.95064e+6,4.58630e+6,3.07516e+6,4.76610e+6,3.19469e+6,3.55412e+6,4.68085e+6,5.78247e+6,5.32202e+6,5.21423e+6,3.43925e+6,2.03648e+6,6.65010e+6,2.37288e+6,5.09328e+6,3.98546e+6,3.00982e+6,5.52356e+6,5.87845e+6,1.91525e+6,5.32653e+6,4.27893e+6,3.89386e+6,1.88402e+6,5.46271e+6,3.16132e+6,920362,7.52006e+6,7.81915e+6
0.647833,4.32283e+6,128895,470463,1.90480e+6,3.20574e+6,4.55344e+6,-853489,3.68201e+6,3.88597e+6,2.44203e+6,3.23366e+6,4.20249e+6,3.00630e+6,2.84022e+6,3.64951e+6,-132648,460497,6.41062e+6,2.16107e+6,2.16129e+6,3.69347e+6,4.00135e+6,5.81646e+6,1.20690e+6,4.02522e+6,8.60833e+6,2.85409e+6,4.41426e+6,1.02133e+7,3.91250e+6,9.10473e+6,4.54442e+6,3.09994e+6,4.65718e+6,3.17958e+6,3.46161e+6,4.74968e+6,5.88875e+6,5.41192e+6,5.13422e+6,3.47676e+6,1.98834e+6,6.56440e+6,2.41510e+6,5.23807e+6,3.87369e+6,2.91596e+6,5.56439e+6,5.92793e+6,1.87706e+6,5.40781e+6,4.30746e+6,3.89514e+6,1.94955e+6,5.48142e+6,3.29722e+6,961875,7.47338e+6,7.83578e+6
0.649870,4.38719e+6,-82322.1,451882,1.86375e+6,3.19691e+6,4.69470e+6,-905238,3.67312e+6,3.68289e+6,2.38571e+6,3.24210e+6,3.98840e+6,2.92040e+6,2.87719e+6,3.71385e+6,-108148,541975,6.45889e+6,2.23042e+6,2.35178e+6,3.52705e+6,3.99349e+6,5.82071e+6,1.26376e+6,4.17132e+6,8.79516e+6,2.95327e+6,4.33913e+6,1.03486e+7,3.82179e+6,9.25923e+6,4.49859e+6,3.13415e+6,4.55644e+6,3.16658e+6,3.37610e+6,4.79928e+6,5.99719e+6,5.50348e+6,5.05126e+6,3.50509e+6,1.94936e+6,6.47591e+6,2.44914e+6,5.38189e+6,3.77773e+6,2.82223e+6,5.60687e+6,5.95814e+6,1.84732e+6,5.49108e+6,4.31763e+6,3.88217e+6,2.00567e+6,5.50922e+6,3.43161e+6,1.00420e+6,7.41185e+6,7.85845e+6
0.651906,4.43825e+6,-299327,421391,1.81744e+6,3.20127e+6,4.84574e+6,-953651,3.65589e+6,3.47043e+6,2.33335e+6,3.24858e+6,3.77024e+6,2.82541e+6,2.89535e+6,3.77054e+6,-97311.1,625352,6.50911e+6,2.30135e+6,2.54618e+6,3.37215e+6,3.98317e+6,5.82613e+6,1.32794e+6,4.30801e+6,8.98056e+6,3.05210e+6,4.27680e+6,1.04896e+7,3.73017e+6,9.41575e+6,4.44972e+6,3.17860e+6,4.46395e+6,3.15743e+6,3.29840e+6,4.82952e+6,6.10554e+6,5.59608e+6,4.96738e+6,3.52446e+6,1.91948e+6,6.38625e+6,2.47504e+6,5.52310e+6,3.69797e+6,2.72858e+6,5.65015e+6,5.96926e+6,1.82711e+6,5.57708e+6,4.30996e+6,3.85522e+6,2.05025e+6,5.54478e+6,3.56208e+6,1.04674e+6,7.33692e+6,7.88773e+6
0.653942,4.47351e+6,-519435,381408,1.76826e+6,3.21814e+6,5.00203e+6,-995931,3.62851e+6,3.25165e+6,2.28642e+6,3.25285e+6,3.54949e+6,2.72197e+6,2.89490e+6,3.81903e+6,-100230,710091,6.55863e+6,2.37476e+6,2.74225e+6,3.23180e+6,3.97050e+6,5.83112e+6,1.39993e+6,4.43373e+6,9.16383e+6,3.14714e+6,4.22781e+6,1.06333e+7,3.63878e+6,9.57546e+6,4.39817e+6,3.23332e+6,4.37970e+6,3.15374e+6,3.22875e+6,4.84096e+6,6.21170e+6,5.68885e+6,4.88473e+6,3.53538e+6,1.89862e+6,6.29718e+6,2.49343e+6,5.66023e+6,3.63455e+6,2.63527e+6,5.69370e+6,5.96187e+6,1.81744e+6,5.66613e+6,4.28551e+6,3.81465e+6,2.08157e+6,5.58628e+6,3.68620e+6,1.08933e+6,7.25028e+6,7.92430e+6
0.655979,4.49113e+6,-739755,334989,1.71916e+6,3.24635e+6,5.15863e+6,-1.02915e+6,3.58965e+6,3.02953e+6,2.24600e+6,3.25450e+6,3.32791e+6,2.61129e+6,2.87686e+6,3.85906e+6,-116816,795817,6.60448e+6,2.45102e+6,2.93743e+6,3.10832e+6,3.95572e+6,5.83427e+6,1.47985e+6,4.54723e+6,9.34434e+6,3.23510e+6,4.19223e+6,1.07771e+7,3.54859e+6,9.73901e+6,4.34370e+6,3.29766e+6,4.30365e+6,3.15680e+6,3.16675e+6,4.83490e+6,6.31378e+6,5.78068e+6,4.80530e+6,3.53848e+6,1.88666e+6,6.21043e+6,2.50546e+6,5.79205e+6,3.58730e+6,2.54290e+6,5.73753e+6,5.93686e+6,1.81935e+6,5.75809e+6,4.24567e+6,3.76096e+6,2.09859e+6,5.63157e+6,3.80171e+6,1.13224e+6,7.15384e+6,7.96882e+6
0.658015,4.49015e+6,-957320,285710,1.67350e+6,3.28424e+6,5.31054e+6,-1.05037e+6,3.53851e+6,2.80679e+6,2.21265e+6,3.25300e+6,3.10753e+6,2.49508e+6,2.84289e+6,3.89056e+6,-146682,882346,6.64356e+6,2.53006e+6,3.12901e+6,3.00318e+6,3.93921e+6,5.83441e+6,1.56734e+6,4.64756e+6,9.52149e+6,3.31311e+6,4.16974e+6,1.09182e+7,3.46024e+6,9.90638e+6,4.28554e+6,3.37024e+6,4.23575e+6,3.16751e+6,3.11155e+6,4.81317e+6,6.41026e+6,5.87029e+6,4.73075e+6,3.53433e+6,1.88336e+6,6.12762e+6,2.51279e+6,5.91758e+6,3.55577e+6,2.45254e+6,5.78237e+6,5.89532e+6,1.83393e+6,5.85215e+6,4.19213e+6,3.69487e+6,2.10116e+6,5.67829e+6,3.90649e+6,1.17602e+6,7.04957e+6,8.02179e+6
0.660051,4.47055e+6,-1.16916e+6,237446,1.63483e+6,3.32982e+6,5.45309e+6,-1.05680e+6,3.47475e+6,2.58578e+6,2.18639e+6,3.24777e+6,2.89061e+6,2.37542e+6,2.79522e+6,3.91368e+6,-189006,969708,6.67284e+6,2.61155e+6,3.31427e+6,2.91691e+6,3.92139e+6,5.83062e+6,1.66161e+6,4.73406e+6,9.69466e+6,3.37900e+6,4.15977e+6,1.10546e+7,3.37411e+6,1.00770e+7,4.22257e+6,3.44921e+6,4.17593e+6,3.18621e+6,3.06191e+6,4.77795e+6,6.50004e+6,5.95633e+6,4.66225e+6,3.52333e+6,1.88834e+6,6.05004e+6,2.51740e+6,6.03613e+6,3.53921e+6,2.36560e+6,5.82966e+6,5.83849e+6,1.86233e+6,5.94690e+6,4.12682e+6,3.61735e+6,2.09008e+6,5.72408e+6,3.99870e+6,1.22140e+6,6.93944e+6,8.08346e+6
0.662087,4.43325e+6,-1.37250e+6,194172,1.60666e+6,3.38076e+6,5.58218e+6,-1.04584e+6,3.39849e+6,2.36839e+6,2.16668e+6,3.23835e+6,2.67961e+6,2.25469e+6,2.73643e+6,3.92871e+6,-242433,1.05808e+6,6.68956e+6,2.69511e+6,3.49066e+6,2.84910e+6,3.90262e+6,5.82218e+6,1.76147e+6,4.80626e+6,9.86321e+6,3.43151e+6,4.16168e+6,1.11845e+7,3.29023e+6,1.02496e+7,4.15349e+6,3.53231e+6,4.12413e+6,3.21267e+6,3.01641e+6,4.73160e+6,6.58253e+6,6.03744e+6,4.60043e+6,3.50560e+6,1.90109e+6,5.97862e+6,2.52151e+6,6.14734e+6,3.53663e+6,2.28385e+6,5.88160e+6,5.76768e+6,1.90565e+6,6.04035e+6,4.05184e+6,3.52966e+6,2.06720e+6,5.76679e+6,4.07694e+6,1.26910e+6,6.82535e+6,8.15370e+6
0.664124,4.38008e+6,-1.56490e+6,159683,1.59218e+6,3.43445e+6,5.69455e+6,-1.01527e+6,3.31019e+6,2.15599e+6,2.15251e+6,3.22444e+6,2.47716e+6,2.13556e+6,2.66934e+6,3.93610e+6,-304999,1.14780e+6,6.69131e+6,2.78038e+6,3.65599e+6,2.79846e+6,3.88320e+6,5.80851e+6,1.86543e+6,4.86385e+6,1.00264e+7,3.47047e+6,4.17488e+6,1.13066e+7,3.20840e+6,1.04225e+7,4.07713e+6,3.61713e+6,4.08030e+6,3.24608e+6,2.97356e+6,4.67631e+6,6.65762e+6,6.11236e+6,4.54530e+6,3.48099e+6,1.92099e+6,5.91374e+6,2.52733e+6,6.25111e+6,3.54684e+6,2.20925e+6,5.94098e+6,5.68419e+6,1.96484e+6,6.13000e+6,3.96950e+6,3.43332e+6,2.03520e+6,5.80462e+6,4.14033e+6,1.31975e+6,6.70904e+6,8.23198e+6
0.666160,4.31362e+6,-1.74436e+6,137356,1.59404e+6,3.48800e+6,5.78786e+6,-963266,3.21059e+6,1.94951e+6,2.14250e+6,3.20609e+6,2.28603e+6,2.02090e+6,2.59692e+6,3.93637e+6,-374136,1.23918e+6,6.67616e+6,2.86715e+6,3.80857e+6,2.76299e+6,3.86330e+6,5.78907e+6,1.97171e+6,4.90660e+6,1.01835e+7,3.49687e+6,4.19897e+6,1.14199e+7,3.12827e+6,1.05937e+7,3.99266e+6,3.70126e+6,4.04443e+6,3.28501e+6,2.93200e+6,4.61407e+6,6.72560e+6,6.18005e+6,4.49629e+6,3.44909e+6,1.94735e+6,5.85522e+6,2.53696e+6,6.34765e+6,3.56860e+6,2.14384e+6,6.01096e+6,5.58926e+6,2.04052e+6,6.21310e+6,3.88230e+6,3.33003e+6,1.99741e+6,5.83632e+6,4.18864e+6,1.37386e+6,6.59209e+6,8.31738e+6
0.668196,4.23706e+6,-1.90946e+6,129974,1.61416e+6,3.53823e+6,5.86072e+6,-888504,3.10065e+6,1.74940e+6,2.13499e+6,3.18365e+6,2.10904e+6,1.91369e+6,2.52216e+6,3.93014e+6,-446766,1.33245e+6,6.64266e+6,2.95534e+6,3.94727e+6,2.74016e+6,3.84299e+6,5.76328e+6,2.07841e+6,4.93433e+6,1.03334e+7,3.51287e+6,4.23372e+6,1.15238e+7,3.04939e+6,1.07610e+7,3.89973e+6,3.78246e+6,4.01654e+6,3.32750e+6,2.89061e+6,4.54650e+6,6.78706e+6,6.23974e+6,4.45231e+6,3.40934e+6,1.97947e+6,5.80238e+6,2.55225e+6,6.43742e+6,3.60067e+6,2.08964e+6,6.09479e+6,5.48397e+6,2.13288e+6,6.28677e+6,3.79290e+6,3.22167e+6,1.95749e+6,5.86131e+6,4.22233e+6,1.43180e+6,6.47586e+6,8.40870e+6
0.670232,4.15396e+6,-2.05944e+6,139580,1.65362e+6,3.58177e+6,5.91266e+6,-790183,2.98158e+6,1.55578e+6,2.12824e+6,3.15790e+6,1.94899e+6,1.81700e+6,2.44803e+6,3.91800e+6,-519437,1.42760e+6,6.58988e+6,3.04493e+6,4.07166e+6,2.72722e+6,3.82234e+6,5.73042e+6,2.18359e+6,4.94696e+6,1.04749e+7,3.52168e+6,4.27910e+6,1.16176e+7,2.97142e+6,1.09222e+7,3.79859e+6,3.85881e+6,3.99664e+6,3.37111e+6,2.84864e+6,4.47486e+6,6.84271e+6,6.29101e+6,4.41172e+6,3.36116e+6,2.01659e+6,5.75408e+6,2.57475e+6,6.52103e+6,3.64191e+6,2.04848e+6,6.19551e+6,5.36922e+6,2.24158e+6,6.34823e+6,3.70404e+6,3.11015e+6,1.91910e+6,5.87972e+6,4.24258e+6,1.49382e+6,6.36147e+6,8.50451e+6
0.672269,4.06809e+6,-2.19416e+6,167422,1.71256e+6,3.61509e+6,5.94399e+6,-668071,2.85479e+6,1.36850e+6,2.12048e+6,3.12996e+6,1.80851e+6,1.73377e+6,2.37730e+6,3.90056e+6,-588570,1.52423e+6,6.51743e+6,3.13581e+6,4.18199e+6,2.72142e+6,3.80145e+6,5.68967e+6,2.28535e+6,4.94452e+6,1.06067e+7,3.52731e+6,4.33516e+6,1.17011e+7,2.89420e+6,1.10753e+7,3.69007e+6,3.92873e+6,3.98474e+6,3.41310e+6,2.80578e+6,4.40013e+6,6.89318e+6,6.33377e+6,4.37253e+6,3.30412e+6,2.05789e+6,5.70888e+6,2.60567e+6,6.59919e+6,3.69135e+6,2.02190e+6,6.31568e+6,5.24569e+6,2.36575e+6,6.39491e+6,3.61846e+6,2.99743e+6,1.88560e+6,5.89244e+6,4.25127e+6,1.56014e+6,6.24978e+6,8.60337e+6
0.674305,3.98321e+6,-2.31415e+6,213895,1.79020e+6,3.63471e+6,5.95570e+6,-522540,2.72204e+6,1.18725e+6,2.11004e+6,3.10125e+6,1.68992e+6,1.66671e+6,2.31247e+6,3.87838e+6,-650678,1.62154e+6,6.42540e+6,3.22772e+6,4.27926e+6,2.72033e+6,3.78055e+6,5.64010e+6,2.38199e+6,4.92728e+6,1.07272e+7,3.53427e+6,4.40190e+6,1.17739e+7,2.81783e+6,1.12186e+7,3.57543e+6,3.99105e+6,3.98075e+6,3.45057e+6,2.76217e+6,4.32312e+6,6.93880e+6,6.36833e+6,4.33244e+6,3.23806e+6,2.10245e+6,5.66522e+6,2.64597e+6,6.67262e+6,3.74816e+6,2.01105e+6,6.45714e+6,5.11387e+6,2.50402e+6,6.42465e+6,3.53868e+6,2.88551e+6,1.85974e+6,5.90112e+6,4.25079e+6,1.63090e+6,6.14136e+6,8.70386e+6
0.676341,3.90288e+6,-2.42047e+6,278560,1.88491e+6,3.63729e+6,5.94933e+6,-354532,2.58546e+6,1.01163e+6,2.09546e+6,3.07342e+6,1.59517e+6,1.61805e+6,2.25561e+6,3.85193e+6,-702622,1.71824e+6,6.31438e+6,3.32008e+6,4.36511e+6,2.72201e+6,3.76011e+6,5.58080e+6,2.47210e+6,4.89579e+6,1.08347e+7,3.54715e+6,4.47912e+6,1.18360e+7,2.74278e+6,1.13508e+7,3.45622e+6,4.04500e+6,3.98445e+6,3.48060e+6,2.71846e+6,4.24461e+6,6.97949e+6,6.39537e+6,4.28905e+6,3.16318e+6,2.14911e+6,5.62156e+6,2.69631e+6,6.74194e+6,3.81167e+6,2.01655e+6,6.62086e+6,4.97418e+6,2.65465e+6,6.43569e+6,3.46687e+6,2.77654e+6,1.84354e+6,5.90796e+6,4.24396e+6,1.70620e+6,6.03647e+6,8.80478e+6
0.678377,3.83032e+6,-2.51460e+6,360160,1.99429e+6,3.61992e+6,5.92680e+6,-165573,2.44757e+6,841288,2.07551e+6,3.04820e+6,1.52568e+6,1.58943e+6,2.20824e+6,3.82163e+6,-741844,1.81260e+6,6.18538e+6,3.41197e+6,4.44176e+6,2.72518e+6,3.74080e+6,5.51096e+6,2.55468e+6,4.85097e+6,1.09276e+7,3.57028e+6,4.56633e+6,1.18874e+7,2.66986e+6,1.14711e+7,3.33403e+6,4.09020e+6,3.99544e+6,3.50056e+6,2.67572e+6,4.16546e+6,7.01460e+6,6.41587e+6,4.23999e+6,3.08016e+6,2.19648e+6,5.57662e+6,2.75718e+6,6.80761e+6,3.88128e+6,2.03839e+6,6.80683e+6,4.82696e+6,2.81567e+6,6.42685e+6,3.40465e+6,2.67285e+6,1.83818e+6,5.91572e+6,4.23372e+6,1.78600e+6,5.93507e+6,8.90517e+6
0.680414,3.76831e+6,-2.59830e+6,456618,2.11534e+6,3.58024e+6,5.89027e+6,42286.8,2.31131e+6,675948,2.04926e+6,3.02729e+6,1.48230e+6,1.58167e+6,2.17119e+6,3.78783e+6,-766522,1.90261e+6,6.03982e+6,3.50220e+6,4.51189e+6,2.72929e+6,3.72356e+6,5.42999e+6,2.62923e+6,4.79416e+6,1.10043e+7,3.60727e+6,4.66262e+6,1.19284e+7,2.60019e+6,1.15792e+7,3.21033e+6,4.12660e+6,4.01310e+6,3.50812e+6,2.63537e+6,4.08671e+6,7.04294e+6,6.43114e+6,4.18313e+6,2.99010e+6,2.24286e+6,5.52941e+6,2.82888e+6,6.86989e+6,3.95644e+6,2.07581e+6,7.01404e+6,4.67263e+6,2.98500e+6,6.39753e+6,3.35293e+6,2.57714e+6,1.84399e+6,5.92744e+6,4.22300e+6,1.87010e+6,5.83683e+6,9.00443e+6
0.682450,3.71903e+6,-2.67346e+6,565083,2.24463e+6,3.51663e+6,5.84204e+6,266553,2.17993e+6,515478,2.01613e+6,3.01222e+6,1.46534e+6,1.59474e+6,2.14462e+6,3.75083e+6,-775696,1.98601e+6,5.87944e+6,3.58930e+6,4.57847e+6,2.73455e+6,3.70944e+6,5.33768e+6,2.69576e+6,4.72712e+6,1.10635e+7,3.66074e+6,4.76671e+6,1.19596e+7,2.53511e+6,1.16750e+7,3.08632e+6,4.15444e+6,4.03657e+6,3.50154e+6,2.59910e+6,4.00964e+6,7.06286e+6,6.44272e+6,4.11674e+6,2.89452e+6,2.28631e+6,5.47942e+6,2.91155e+6,6.92884e+6,4.03652e+6,2.12734e+6,7.24051e+6,4.51174e+6,3.16058e+6,6.34785e+6,3.31185e+6,2.49241e+6,1.86054e+6,5.94625e+6,4.21449e+6,1.95805e+6,5.74119e+6,9.10227e+6
0.684486,3.68411e+6,-2.74189e+6,681973,2.37851e+6,3.42829e+6,5.78437e+6,504364,2.05682e+6,359919,1.97587e+6,3.00420e+6,1.47451e+6,1.62769e+6,2.12808e+6,3.71087e+6,-769299,2.06054e+6,5.70625e+6,3.67178e+6,4.64452e+6,2.74188e+6,3.69957e+6,5.23429e+6,2.75479e+6,4.65198e+6,1.11045e+7,3.73209e+6,4.87701e+6,1.19819e+7,2.47608e+6,1.17590e+7,2.96290e+6,4.17426e+6,4.06481e+6,3.47964e+6,2.56872e+6,3.93571e+6,7.07238e+6,6.45236e+6,4.03959e+6,2.79524e+6,2.32467e+6,5.42661e+6,3.00520e+6,6.98430e+6,4.12083e+6,2.19072e+6,7.48342e+6,4.34499e+6,3.34043e+6,6.27873e+6,3.28074e+6,2.42206e+6,1.88675e+6,5.97516e+6,4.21047e+6,2.04914e+6,5.64746e+6,9.19876e+6
0.686522,3.66449e+6,-2.80517e+6,803091,2.51332e+6,3.31526e+6,5.71942e+6,752643,1.94537e+6,209534,1.92855e+6,3.00404e+6,1.50906e+6,1.67872e+6,2.12055e+6,3.66823e+6,-748128,2.12405e+6,5.52236e+6,3.74826e+6,4.71300e+6,2.75278e+6,3.69502e+6,5.12058e+6,2.80724e+6,4.57118e+6,1.11271e+7,3.82136e+6,4.99178e+6,1.19963e+7,2.42448e+6,1.18317e+7,2.84067e+6,4.18681e+6,4.09657e+6,3.44193e+6,2.54602e+6,3.86657e+6,7.06949e+6,6.46198e+6,3.95109e+6,2.69429e+6,2.35572e+6,5.37144e+6,3.10965e+6,7.03594e+6,4.20854e+6,2.26307e+6,7.73925e+6,4.17329e+6,3.52274e+6,6.19185e+6,3.25817e+6,2.36968e+6,1.92108e+6,6.01684e+6,4.21278e+6,2.14243e+6,5.55496e+6,9.29425e+6
0.688559,3.66049e+6,-2.86454e+6,923779,2.64561e+6,3.17840e+6,5.64912e+6,1.00818e+6,1.84870e+6,64856.7,1.87451e+6,3.01209e+6,1.56776e+6,1.74535e+6,2.12071e+6,3.62323e+6,-713767,2.17473e+6,5.32991e+6,3.81766e+6,4.78656e+6,2.76910e+6,3.69663e+6,4.99793e+6,2.85426e+6,4.48741e+6,1.11316e+7,3.92727e+6,5.10933e+6,1.20039e+7,2.38153e+6,1.18936e+7,2.72007e+6,4.19300e+6,4.13052e+6,3.38863e+6,2.53266e+6,3.80389e+6,7.05243e+6,6.47358e+6,3.85128e+6,2.59373e+6,2.37737e+6,5.31485e+6,3.22455e+6,7.08331e+6,4.29877e+6,2.34097e+6,8.00396e+6,3.99765e+6,3.70592e+6,6.08971e+6,3.24205e+6,2.33891e+6,1.96165e+6,6.07335e+6,4.22279e+6,2.23678e+6,5.46310e+6,9.38926e+6
0.690595,3.67174e+6,-2.92070e+6,1.03916e+6,2.77239e+6,3.01933e+6,5.57510e+6,1.26780e+6,1.76952e+6,-73290.0,1.81424e+6,3.02826e+6,1.64903e+6,1.82454e+6,2.12709e+6,3.57632e+6,-668409,2.21124e+6,5.13088e+6,3.87933e+6,4.86746e+6,2.79288e+6,3.70499e+6,4.86822e+6,2.89709e+6,4.40349e+6,1.11190e+7,4.04735e+6,5.22824e+6,1.20060e+7,2.34811e+6,1.19454e+7,2.60159e+6,4.19386e+6,4.16527e+6,3.32065e+6,2.53003e+6,3.74920e+6,7.01992e+6,6.48921e+6,3.74085e+6,2.49555e+6,2.38779e+6,5.25818e+6,3.34942e+6,7.12586e+6,4.39058e+6,2.42076e+6,8.27330e+6,3.81913e+6,3.88857e+6,5.97545e+6,3.22985e+6,2.33320e+6,2.00643e+6,6.14608e+6,4.24147e+6,2.33100e+6,5.37158e+6,9.48444e+6
0.692631,3.69728e+6,-2.97379e+6,1.14444e+6,2.89123e+6,2.84026e+6,5.49865e+6,1.52842e+6,1.70999e+6,-203740,1.74834e+6,3.05204e+6,1.75096e+6,1.91300e+6,2.13834e+6,3.52813e+6,-614693,2.23282e+6,4.92699e+6,3.93317e+6,4.95743e+6,2.82608e+6,3.72032e+6,4.73387e+6,2.93681e+6,4.32229e+6,1.10911e+7,4.17822e+6,5.34760e+6,1.20033e+7,2.32475e+6,1.19873e+7,2.48590e+6,4.19044e+6,4.19949e+6,3.23956e+6,2.53918e+6,3.70382e+6,6.97143e+6,6.51084e+6,3.62105e+6,2.40155e+6,2.38569e+6,5.20309e+6,3.48359e+6,7.16304e+6,4.48305e+6,2.49875e+6,8.54295e+6,3.63880e+6,4.06949e+6,5.85270e+6,3.21882e+6,2.35548e+6,2.05332e+6,6.23560e+6,4.26950e+6,2.42389e+6,5.28044e+6,9.58037e+6
0.694667,3.73550e+6,-3.02330e+6,1.23520e+6,3.00044e+6,2.64387e+6,5.42072e+6,1.78721e+6,1.67155e+6,-324961,1.67740e+6,3.08265e+6,1.87134e+6,2.00743e+6,2.15334e+6,3.47943e+6,-555479,2.23937e+6,4.71959e+6,3.97960e+6,5.05761e+6,2.87030e+6,3.74253e+6,4.59764e+6,2.97424e+6,4.24667e+6,1.10499e+7,4.31592e+6,5.46716e+6,1.19967e+7,2.31157e+6,1.20197e+7,2.37409e+6,4.18376e+6,4.23204e+6,3.14756e+6,2.56076e+6,3.66859e+6,6.90733e+6,6.54026e+6,3.49360e+6,2.31327e+6,2.37042e+6,5.15142e+6,3.62624e+6,7.19429e+6,4.57534e+6,2.57149e+6,8.80881e+6,3.45767e+6,4.24771e+6,5.72528e+6,3.20621e+6,2.40792e+6,2.10026e+6,6.34169e+6,4.30730e+6,2.51434e+6,5.19016e+6,9.67751e+6
