,FA_20240108_2H_yeast_1.11.ser#1,FA_20240108_2H_yeast_1.11.ser#2,FA_20240108_2H_yeast_1.11.ser#3,FA_20240108_2H_yeast_1.11.ser#4,FA_20240108_2H_yeast_1.11.ser#5,FA_20240108_2H_yeast_1.11.ser#6,FA_20240108_2H_yeast_1.11.ser#7,FA_20240108_2H_yeast_1.11.ser#8,FA_20240108_2H_yeast_1.11.ser#9,FA_20240108_2H_yeast_1.11.ser#10,FA_20240108_2H_yeast_1.11.ser#11,FA_20240108_2H_yeast_1.11.ser#12,FA_20240108_2H_yeast_1.11.ser#13,FA_20240108_2H_yeast_1.11.ser#14,FA_20240108_2H_yeast_1.11.ser#15,FA_20240108_2H_yeast_1.11.ser#16,FA_20240108_2H_yeast_1.11.ser#17,FA_20240108_2H_yeast_1.11.ser#18,FA_20240108_2H_yeast_1.11.ser#19,FA_20240108_2H_yeast_1.11.ser#20,FA_20240108_2H_yeast_1.11.ser#21,FA_20240108_2H_yeast_1.11.ser#22,FA_20240108_2H_yeast_1.11.ser#23,FA_20240108_2H_yeast_1.11.ser#24,FA_20240108_2H_yeast_1.11.ser#25,FA_20240108_2H_yeast_1.11.ser#26,FA_20240108_2H_yeast_1.11.ser#27,FA_20240108_2H_yeast_1.11.ser#28,FA_20240108_2H_yeast_1.11.ser#29,FA_20240108_2H_yeast_1.11.ser#30,FA_20240108_2H_yeast_1.11.ser#31,FA_20240108_2H_yeast_1.11.ser#32,FA_20240108_2H_yeast_1.11.ser#33,FA_20240108_2H_yeast_1.11.ser#34,FA_20240108_2H_yeast_1.11.ser#35,FA_20240108_2H_yeast_1.11.ser#36,FA_20240108_2H_yeast_1.11.ser#37,FA_20240108_2H_yeast_1.11.ser#38,FA_20240108_2H_yeast_1.11.ser#39
4.81408,15413.4,8552.46,9426.73,9617.97,10045.8,9044.06,8911.90,9579.48,8644.89,9274.82,9469.73,9092.69,8991.37,9783.25,8258.48,9288.54,8240.24,7812.57,10181.3,8465.39,8397.56,8804.23,9412.54,7546.91,7561.17,8841.11,9001.44,7886.93,9747.00,9852.72,10611.5,8698.41,7045.96,9927.75,8826.78,9066.67,9663.90,9431.54,8901.03
4.82222,13330.7,7429.04,8426.51,9116.03,8456.48,8180.85,8225.84,8680.72,7158.30,8095.85,8577.78,7726.97,8235.11,9279.18,7154.70,7854.64,7244.45,6800.95,9563.41,7763.93,7793.40,8129.67,8213.95,6509.34,6439.26,7880.28,8077.05,6744.62,8768.25,9051.18,9300.85,7665.69,6646.42,8962.68,7833.07,8282.05,8655.92,8209.66,7545.22
4.83037,11764.4,6974.93,7506.90,8476.09,7138.35,7497.70,7621.33,7705.13,6366.65,7089.98,8055.46,6759.08,7771.26,9098.69,6115.37,6505.14,6317.20,6133.16,8857.04,6912.25,7374.98,7744.78,6930.19,5792.37,5524.45,7226.49,7205.33,6183.74,7898.81,7956.02,7770.84,6711.38,6469.35,7931.40,7048.11,7670.52,8034.66,7262.67,6282.49
4.83851,10620.6,6689.95,6813.91,7717.89,6334.73,6795.83,7039.85,6875.39,6250.31,6506.75,7669.88,6199.06,7354.52,8735.33,5176.82,5443.36,5650.72,6045.56,7993.18,6286.61,6760.29,7483.19,5713.80,5401.63,4871.21,6612.60,6515.64,5764.08,6875.24,6693.22,6167.22,5592.27,6046.46,6980.63,6205.30,7213.82,7617.72,6528.50,4959.15
4.84666,9564.63,6341.39,6289.07,6966.45,5938.37,5855.92,6349.34,6047.16,6303.48,6244.91,7364.33,5809.90,6822.84,8118.10,4811.67,4800.37,5379.13,6161.38,7224.00,5995.54,6033.74,7181.47,4903.86,5028.65,4444.05,6014.90,5661.07,5317.91,5551.71,5927.67,4868.52,4733.83,5451.30,6209.67,5189.80,6684.46,7103.24,6007.14,3843.03
4.85480,8376.74,6033.10,5579.13,6063.37,5604.73,4976.60,5507.20,5409.45,6064.52,5913.06,7117.80,5143.31,6298.83,7366.90,4965.73,4332.51,5418.00,5793.52,6491.56,5707.13,5341.20,6571.67,4646.00,4550.76,4392.15,5260.74,4444.12,4928.45,4189.91,5718.36,4037.24,4220.57,4955.78,5580.17,4413.19,5896.61,6466.61,5516.91,3259.01
4.86295,7136.94,5934.53,4725.74,5043.86,5266.34,4542.69,4739.20,5175.01,5869.25,5269.39,6869.32,4311.44,5918.02,6522.54,5246.65,4007.03,5291.81,5175.60,5542.25,5306.43,4855.76,5817.90,4602.72,4354.84,4226.65,4347.62,3315.75,4529.88,3300.02,5504.50,3646.07,4083.03,4348.68,4860.49,4061.92,5194.48,5751.52,5014.98,3214.91
4.87109,5977.96,5568.92,3874.08,4404.92,5049.66,4381.48,4091.07,5000.55,5551.81,4615.39,6367.22,3482.11,5611.92,5788.08,5193.55,3761.80,4982.17,4759.02,4622.33,4952.23,4369.39,4942.27,4204.41,4193.31,4085.77,3778.47,2726.13,3911.53,2856.47,4948.73,3498.74,4269.67,3547.35,4302.85,4089.87,4648.67,4983.89,4544.44,3528.40
4.87924,5001.58,4960.44,3140.61,4286.91,4911.14,4230.03,3607.62,4852.87,5028.50,4039.53,5662.63,2759.37,5023.43,5252.47,4781.99,3458.14,4830.69,4504.78,4063.64,4697.92,3966.91,4052.58,3657.89,3819.17,4175.06,3689.89,2703.78,3092.16,2780.41,4619.95,3431.53,4185.20,2992.87,3908.12,4235.07,4237.09,4346.37,4095.91,3749.36
4.88738,4547.56,4363.21,2353.72,4344.10,4504.98,4188.12,3124.36,4749.76,4452.14,3566.24,5040.97,2410.22,4203.18,4982.68,4331.45,3207.70,4708.89,4282.38,3536.79,4462.96,3757.78,3427.20,3623.15,3514.45,4485.47,3778.74,2804.12,2581.85,2962.84,4516.77,3357.88,3794.49,2835.88,3726.51,4302.97,4041.74,3908.18,3458.50,3618.40
4.89553,4552.10,4037.91,1820.49,4292.64,3972.98,4313.89,2576.40,4495.28,4111.63,3177.82,4560.54,2218.70,3582.05,4795.61,4087.66,3109.19,4393.47,3976.74,2967.30,4086.50,3661.03,3042.73,3927.30,3560.67,4571.82,3911.66,2614.01,2495.10,2975.98,4312.12,3369.92,3353.89,2699.33,3669.77,4145.64,3894.66,3701.92,2747.12,3323.11
4.90367,4562.97,4237.23,1919.95,3983.95,3653.73,4430.46,2057.14,4104.45,4150.35,2613.79,4103.70,2092.48,3343.08,4538.49,4035.61,2881.76,4071.47,3626.14,2716.53,3347.85,3635.10,2694.61,4110.94,3740.28,3808.13,3993.00,2157.15,2498.86,3024.86,3935.15,3513.22,3030.15,2358.27,3564.73,3783.68,3674.73,3542.92,2226.50,3108.64
4.91182,4327.64,4601.94,2441.68,3683.50,3314.86,4217.57,1875.99,3765.56,4292.11,2044.38,3624.44,2212.92,3131.21,4238.76,4114.08,2337.55,3978.18,3102.75,2747.71,2357.95,3543.23,2420.16,4077.55,3618.99,2741.65,3563.80,1958.94,2697.78,3440.63,3650.69,3764.77,2943.15,2140.44,3551.38,3347.47,3557.19,3113.62,1804.67,2876.58
4.91996,3858.98,4443.92,3035.56,3485.44,2734.83,3804.87,2139.38,3522.02,4072.03,1534.45,3176.88,2231.23,2716.94,4104.32,4039.19,1877.64,3864.51,2444.12,2808.95,1609.43,3110.97,2494.56,4103.50,3424.19,2072.63,2806.50,1963.23,3048.58,3978.46,3749.22,3839.33,2799.90,2118.22,3437.82,2939.83,3571.72,2743.09,1378.01,2482.35
4.92811,3325.60,3995.76,3499.62,3103.59,2359.79,3341.50,2391.23,3250.47,3503.47,1250.31,2741.52,1924.79,2425.34,3990.18,3788.78,1771.14,3394.60,2055.43,2790.77,1377.00,2554.09,2714.88,4227.79,3398.02,1881.80,2154.29,1686.00,3504.00,4257.45,3729.71,3884.11,2470.81,2096.65,3232.23,2657.92,3632.57,2751.39,1045.72,2150.44
4.93625,2823.88,3596.74,3660.84,2410.84,2197.23,3135.62,2484.89,3001.90,3014.61,1266.30,2293.64,1568.78,2314.58,3695.99,3540.00,1897.07,2683.23,2028.81,2616.14,1243.83,2092.19,3086.85,4111.73,3233.06,2017.77,1672.05,1332.03,4232.58,4198.91,3492.34,4155.40,2113.49,2165.11,3185.47,2391.12,3467.77,2862.20,922.636,1893.59
4.94440,2393.24,3179.44,3345.98,1512.05,2108.63,3165.51,2604.21,2920.29,2750.01,1300.22,1951.68,1323.69,2171.41,3397.58,3429.67,2078.45,2124.82,2095.57,2555.21,1103.28,1693.22,3223.48,4057.83,2929.04,1941.18,1383.64,1363.27,4827.34,3763.95,3167.70,4232.48,1753.74,2367.71,3217.97,2214.77,2917.31,2847.21,906.470,1785.75
4.95254,2188.67,2918.93,2795.75,828.820,2171.01,3112.86,2610.92,2982.69,2299.79,1112.69,1696.65,1210.74,2120.77,3273.58,3480.57,2281.85,1912.71,2066.44,2509.85,1297.34,1533.07,3037.81,4332.84,2651.09,1657.06,1279.81,1664.04,4849.86,3284.86,2797.05,3899.02,1270.02,2286.91,3251.19,2061.55,2540.76,2932.65,1043.17,1987.08
4.96069,2285.17,2710.49,2447.21,381.291,2185.66,2777.01,2322.92,2995.02,1662.74,981.877,1578.78,1178.81,2355.27,3050.24,3557.45,2507.54,1656.74,2067.85,2303.05,1528.97,1553.04,2737.08,4444.57,2490.04,1455.02,1092.58,1750.12,4380.66,3138.24,2408.40,3336.09,909.115,1881.05,3123.52,1660.19,2245.25,3092.70,1357.86,2429.61
4.96883,2358.64,2375.86,2472.22,35.1206,2143.72,2407.21,1951.56,2838.74,1063.77,1090.96,1727.92,1534.16,2737.72,2563.55,3425.98,2528.94,1250.31,2032.33,2449.36,1460.84,1410.13,2492.28,4255.87,2442.91,1154.06,928.648,1686.90,3924.15,3095.42,2013.53,2761.09,695.075,1507.45,3000.03,1252.16,1880.94,2947.41,1608.89,2742.46
4.97698,2031.22,1807.36,2815.97,-136.742,2115.91,2068.83,1673.65,2337.29,901.504,1161.68,1863.18,2115.11,3160.52,2042.81,3203.08,2235.68,1001.39,1787.55,3198.69,1358.36,1040.77,2280.22,4133.18,2368.74,527.401,1169.10,1574.99,3626.39,3012.56,1795.38,2186.91,439.680,1285.47,2927.16,1110.76,1859.33,2455.30,1872.46,2652.42
4.98512,1526.76,1148.62,2934.98,-385.063,2147.03,1725.13,1381.67,1593.18,1088.06,1152.53,1904.24,2367.65,3371.06,1851.46,3110.48,1931.46,1008.81,1292.63,3963.56,1217.90,787.384,2176.06,3888.71,2033.40,205.697,1550.80,1466.07,3201.97,2618.18,1888.16,1428.58,138.174,1200.69,2680.35,1359.70,2080.22,2074.83,2088.25,2363.61
4.99327,921.925,917.533,2625.94,-639.798,2177.90,1519.76,1101.25,1110.26,1300.21,1168.76,1786.63,2327.89,3024.85,1869.35,3129.60,1842.03,1227.48,681.781,3943.69,954.734,814.679,1973.52,3400.31,1840.64,624.758,1559.96,1452.03,2783.73,1905.92,2136.53,880.453,-23.2830,1045.67,2245.94,1561.94,2150.50,1788.32,2206.96,2286.91
5.00141,344.671,1218.66,2278.52,-528.279,2289.61,1658.16,881.931,1175.42,1420.55,1224.71,1442.93,2121.68,2499.83,1676.44,3177.57,1635.65,1382.63,129.516,3295.64,824.452,872.327,1554.05,2775.22,1766.48,1190.53,1172.62,1350.28,2468.76,1378.11,2129.16,875.302,-44.3635,706.970,1720.08,1627.71,2120.12,1619.40,2422.67,2388.82
5.00956,217.276,1495.42,1745.25,-32.2834,2237.85,1871.02,1009.13,1646.26,1314.23,916.362,1362.72,1910.74,2258.36,1285.91,3172.74,1033.96,1322.17,-205.580,2387.67,1010.41,978.147,1037.41,2177.63,1373.01,1257.68,906.329,1228.91,2145.26,1225.97,1852.33,993.602,-105.624,551.413,1288.76,1644.61,2087.84,1659.86,2599.51,2211.69
5.01770,373.135,1460.80,912.706,441.573,2024.93,1949.24,1303.46,1891.80,1052.17,280.968,1631.17,1641.45,2200.72,907.246,3227.66,596.560,1314.91,-414.588,1633.04,1214.88,1285.81,720.829,1851.07,660.861,981.217,570.940,1060.45,1741.16,1313.04,1586.92,834.685,0.569818,741.324,1082.78,1466.44,2154.28,1662.35,2718.91,1748.76
5.02585,428.707,1466.30,302.339,353.041,1859.67,1835.51,1352.92,1859.94,737.631,-331.932,1818.73,1445.53,1915.69,676.251,3408.16,569.898,1433.26,-387.695,1082.99,1393.44,1443.34,881.984,1669.99,335.253,704.628,196.946,976.192,1476.83,1580.96,1348.05,885.296,154.591,1179.14,1197.13,1410.50,2609.30,1302.09,2740.47,1257.36
5.03399,475.778,1471.67,118.642,-21.9506,1797.55,1717.94,1103.16,1856.27,437.548,-570.130,1923.93,1521.96,1592.26,543.281,3289.27,845.328,1579.33,304.154,862.238,1510.04,1317.26,1240.67,1416.07,662.464,562.082,-153.381,1537.70,1634.46,1810.04,1029.38,1218.00,245.256,1709.42,1309.31,1644.92,3005.60,764.397,2478.11,782.922
5.04214,824.323,1328.15,99.9469,-455.377,1660.19,1767.58,932.524,1625.72,414.726,-375.718,2001.96,1819.00,1388.07,551.982,2839.61,1410.17,1394.06,1050.29,780.394,1364.67,903.137,1392.09,1174.62,1247.25,645.544,-589.442,2221.50,1951.83,1659.01,597.907,1563.83,243.957,1963.06,1237.16,1710.39,2830.02,368.242,1966.07,469.614
5.05028,1486.16,1075.21,205.908,-891.784,1465.62,1920.76,861.341,1237.86,574.343,-281.453,1825.89,1900.86,986.217,549.561,2481.30,1973.11,871.197,1414.44,741.168,1028.54,487.429,1381.09,1265.23,1645.48,688.190,-747.251,2480.60,1964.72,1358.98,508.184,1975.90,280.754,1902.49,1027.97,1511.69,2312.11,64.9724,1482.75,339.985
5.05843,1934.31,1055.56,456.616,-1426.36,1522.97,2291.81,763.946,1013.40,767.271,-441.519,1645.36,1839.09,493.789,461.664,2234.54,2285.25,617.844,1662.33,788.420,692.750,403.382,1503.50,1511.59,1716.18,657.583,-611.837,2291.92,1728.13,1070.34,852.382,2239.89,302.372,1882.07,902.043,1165.23,1826.42,-120.012,1211.92,156.616
5.06657,1867.25,1372.33,650.252,-1750.93,1738.96,2843.13,723.646,885.044,1054.51,-374.475,1570.55,2139.12,180.737,577.653,1796.10,2378.13,501.746,1886.93,875.729,598.950,505.534,1760.00,1719.65,1638.25,518.365,-322.775,1813.62,1584.64,740.143,1204.52,2130.06,75.5484,1986.13,972.685,652.324,1425.63,-124.614,1062.47,-236.022
5.07472,1609.66,1713.38,611.060,-1474.41,1700.29,3076.96,982.804,968.783,1324.33,64.9269,1625.69,2640.09,77.1327,1043.95,1418.18,2385.38,146.562,1865.73,1120.15,759.360,823.685,1939.84,1845.28,1492.71,180.377,-198.926,1419.83,1597.25,647.202,1096.83,1979.31,-65.2173,2005.31,1172.81,365.225,940.942,-247.614,875.260,-523.581
5.08286,1250.32,1660.17,460.701,-892.783,1488.70,2411.86,1560.91,1332.01,1410.26,245.933,1880.74,3131.56,-179.960,1516.95,1227.11,2185.31,-356.419,1606.77,1430.98,971.379,1240.04,1711.81,1884.15,1339.71,-110.343,-224.976,934.684,1560.74,757.014,513.700,2146.33,353.449,1710.84,1403.10,369.136,466.554,-431.979,519.290,-682.775
5.09101,896.535,1361.39,424.254,-408.388,1246.63,1606.94,2004.07,1763.55,1027.51,-128.075,1911.36,3402.28,-636.118,1510.30,1094.80,1701.09,-737.075,1371.96,1476.51,1076.94,1638.51,1262.03,1984.58,1230.83,-146.091,-227.711,441.927,1365.54,1062.50,-147.880,2313.22,948.896,1108.31,1443.32,631.602,256.211,-423.019,11.9111,-892.307
5.09915,892.421,1189.23,313.597,-399.395,926.057,1154.83,2091.02,1994.81,669.633,-361.131,1795.79,3431.04,-889.268,1021.33,1007.48,1392.49,-778.854,1343.45,1364.97,1090.97,1966.56,1120.75,2249.97,1256.21,-92.8879,60.3247,423.322,996.274,1538.28,-594.093,2116.86,1013.13,386.622,1376.72,909.254,412.180,-341.738,-210.646,-996.076
5.10730,1185.09,1114.28,-51.5939,-475.171,655.712,795.567,2022.60,2012.76,536.621,-131.668,1600.45,3307.91,-941.795,427.214,1079.01,1392.95,-705.436,1421.95,1552.80,1212.21,2478.40,1179.52,2363.16,1425.71,-38.1457,459.868,702.300,837.435,1551.51,-397.454,1699.46,642.091,-277.566,1446.71,1182.66,841.733,-335.154,-157.480,-839.197
5.11544,1446.45,1199.45,-308.890,-304.590,652.904,410.201,1976.15,1976.57,260.596,94.2013,1244.58,2894.63,-1019.04,70.0584,1051.50,1527.08,-740.362,1396.55,1713.21,1675.57,2924.43,1238.21,1960.39,1534.57,5.50901,437.550,759.132,1209.96,1133.82,291.207,1453.99,295.419,-916.815,1397.35,1541.78,1275.13,-388.270,-107.561,-722.461
5.12359,1325.32,1360.98,-434.172,-130.306,862.468,276.165,1811.20,1916.01,-2.49943,66.3049,1000.54,2284.41,-1052.20,-130.527,1104.60,1547.20,-547.318,1198.68,1452.05,2010.04,2794.38,1100.10,1411.49,1663.84,269.921,51.5035,561.311,1802.17,738.381,733.827,1224.72,448.101,-1317.85,1137.29,1909.99,1436.43,-196.529,-140.666,-626.669
5.13173,941.526,1568.72,-702.538,79.6378,940.771,366.880,1449.99,1736.74,220.724,93.3445,941.821,1651.75,-991.921,-280.443,1328.57,1309.12,-204.315,1004.44,937.877,1809.34,2459.73,888.050,1206.02,1795.12,609.234,-32.1613,324.059,2076.14,523.099,617.018,1001.01,723.440,-1361.10,878.278,2073.57,1255.54,219.705,33.4807,-398.463
5.13988,787.689,1941.47,-1075.84,379.574,651.763,431.208,834.113,1322.71,655.212,476.306,765.032,1120.95,-1003.15,-450.774,1471.57,890.427,-65.0883,1017.61,212.917,1331.63,2181.79,706.635,1312.92,1753.50,751.589,241.623,263.061,2017.73,437.638,422.234,902.716,785.591,-1098.29,681.799,1825.79,775.823,669.835,483.437,-130.199
5.14802,1052.30,2355.36,-1032.46,384.005,251.830,320.681,464.474,945.802,668.408,1023.18,263.105,817.089,-1255.34,-774.599,1654.72,617.019,-112.206,1041.13,-594.314,823.931,2029.06,630.633,1485.85,1495.25,657.632,354.071,403.905,1939.10,121.199,337.767,860.758,904.413,-791.999,666.973,1411.94,509.698,845.698,1010.70,-0.116305
5.15617,1228.06,2420.91,-546.665,110.722,-173.674,41.7729,613.006,525.351,224.106,1232.67,-339.708,861.262,-1462.49,-1137.61,1838.98,514.531,-263.251,813.321,-1126.33,384.963,1952.71,560.529,1389.57,948.425,350.186,143.446,540.484,1901.97,-279.270,19.9997,808.323,764.916,-533.852,880.913,1203.40,687.671,749.282,1394.65,-120.263
5.16431,1191.59,2006.29,225.223,-312.728,-133.366,-53.7381,716.732,265.223,-127.219,1095.87,-607.525,1175.14,-1371.64,-1340.49,1969.73,514.572,-282.960,420.451,-1335.04,165.166,1726.97,289.251,1161.52,513.128,174.984,-184.323,643.918,1763.67,-441.563,-425.489,790.942,180.735,-438.459,944.251,1340.64,1166.59,761.175,1618.50,-403.286
5.17246,1008.15,1549.88,1022.01,-767.465,171.273,208.152,534.593,246.806,-224.735,717.514,-582.751,1428.90,-945.873,-1228.38,2191.35,679.844,-280.841,193.697,-1118.74,106.451,1460.35,-296.819,939.302,551.544,112.669,-609.533,903.003,1622.31,-276.627,-614.170,780.328,-206.379,-472.663,741.236,1549.23,1821.07,805.143,1517.70,-386.941
5.18060,661.821,1564.04,1632.55,-1178.50,167.577,473.028,360.626,315.049,-306.329,193.567,-234.084,1481.96,-493.465,-953.738,2431.76,904.684,-384.735,448.197,-485.508,61.8800,1212.73,-832.634,761.896,893.633,93.6707,-889.311,1281.58,1610.88,-111.500,-644.697,630.511,-125.751,-511.190,506.045,1561.99,2404.26,773.779,1344.73,-33.4097
5.18875,265.890,2033.44,2006.40,-1377.21,-105.081,691.007,400.509,341.595,-354.606,-187.624,416.671,1287.93,-187.446,-784.752,2536.97,998.800,-383.977,921.828,-188.499,91.8719,907.479,-1006.69,739.721,1327.73,191.412,-750.700,1586.21,1709.36,-179.820,-715.459,766.423,167.526,-569.717,379.256,1464.38,2476.08,622.221,1543.57,230.899
5.19689,-36.4036,2350.65,1977.20,-1250.18,-245.330,821.393,243.412,492.518,-517.381,-463.396,1026.57,1183.83,-293.397,-746.855,2460.38,641.445,-322.991,903.058,-382.221,86.4052,721.377,-818.392,1043.15,1604.52,331.102,-419.955,1869.41,1581.76,-305.964,-555.915,1068.00,547.132,-616.010,397.389,1538.69,1829.23,612.607,1729.86,440.034
5.20504,-174.902,2141.03,1628.54,-933.074,11.2872,587.588,-141.888,778.558,-618.942,-452.958,1328.63,1168.52,-482.952,-742.101,2035.91,94.8000,-425.137,436.780,-471.102,-135.494,705.732,-596.997,1362.61,1477.88,511.274,-320.118,2153.22,1064.73,-260.989,-390.664,1307.87,1024.61,-431.052,417.636,1540.15,922.829,729.951,1720.17,907.127
5.21318,-309.005,1647.38,1464.19,-679.534,504.801,331.641,-449.647,887.840,-598.797,31.1867,1290.01,1060.22,-331.235,-742.415,1485.42,-382.111,-462.146,-119.831,-225.441,-328.125,598.335,-461.451,1152.39,1116.38,465.607,-274.177,2148.36,589.694,33.4228,-331.524,1573.70,1389.37,-9.10023,308.443,1291.87,397.904,776.978,1638.91,1375.45
5.22133,-575.418,1231.36,1569.87,-395.780,877.752,90.1459,-456.910,936.942,-584.105,526.200,1025.81,974.623,-196.495,-736.181,1221.94,-382.420,-506.489,-609.551,215.178,-102.349,540.284,-338.096,521.785,753.325,73.1064,-330.685,1771.52,391.138,333.978,-73.1774,1845.83,1304.53,207.837,227.098,869.960,160.749,1080.64,1482.11,1582.24
5.22947,-629.585,1087.19,1490.71,-313.698,1151.55,-205.780,-139.648,1115.33,-475.672,660.239,749.340,1024.47,-286.010,-709.814,1222.57,74.9876,-809.033,-708.787,560.613,529.688,453.009,-342.866,168.542,862.719,-135.976,-893.995,1205.95,420.926,522.404,154.503,2079.98,1022.21,45.0956,20.8792,497.520,102.644,1684.07,1335.17,1527.03
5.23762,-127.539,986.676,1173.83,-465.610,1471.91,-250.779,329.827,1109.46,-267.224,483.169,735.095,1117.67,-376.089,-932.372,1238.08,635.779,-1321.82,-235.249,611.507,1444.16,233.141,-491.168,508.149,1438.87,70.3223,-1508.95,672.304,666.617,684.166,168.093,2357.23,851.818,-334.035,-321.530,448.721,206.008,1989.49,1261.91,1497.55
5.24577,441.370,659.465,973.126,-603.873,1610.95,98.1480,662.038,798.561,-159.346,369.954,670.820,1232.45,-185.686,-1238.56,1218.21,948.151,-1661.48,421.960,557.369,1886.44,173.438,-681.263,1076.62,1595.04,490.858,-1763.98,366.048,775.621,477.767,87.6354,2372.64,801.497,-669.795,-473.489,628.198,316.748,1841.73,1109.07,1477.39
5.25391,853.348,139.224,741.664,-620.681,1549.09,571.454,1053.35,555.770,-268.619,798.677,518.251,1686.20,-44.9596,-1177.55,1141.34,1082.65,-1525.63,859.444,481.983,1547.19,343.333,-642.374,1486.54,1164.22,672.139,-1657.62,297.775,635.021,8.95724,-2.27085,1900.34,877.833,-991.292,-328.893,698.634,451.726,1511.03,1127.52,1326.97
5.26206,1139.45,-199.845,186.000,-500.953,1290.33,882.013,1459.09,266.135,-312.125,1535.52,458.981,2208.69,-150.955,-513.258,1189.83,1251.04,-1130.90,904.196,374.057,1046.82,486.614,-474.230,1640.13,583.590,760.157,-1291.64,348.801,389.703,-319.719,-72.9056,1200.43,920.955,-1218.72,-95.4118,773.539,630.677,1177.53,1393.77,1082.19
5.27020,1318.01,-297.720,-449.023,-249.378,917.740,1162.34,1615.24,-197.312,-112.422,1871.27,338.620,2491.90,-222.287,393.704,1360.08,1262.78,-1056.86,669.343,342.643,770.670,627.043,-375.927,1758.10,367.094,823.344,-966.915,421.370,384.400,-479.508,-93.3138,882.434,923.774,-1026.52,227.938,1051.94,839.952,1037.68,1546.46,654.213
5.27835,1371.34,-514.612,-762.353,91.9689,911.974,1190.18,1459.11,-526.015,356.912,1668.94,306.659,2643.21,-201.401,963.520,1335.08,994.005,-1076.08,582.003,474.839,501.968,815.303,-522.956,1889.41,511.431,605.513,-829.697,698.978,596.003,-570.794,-38.3503,700.918,741.544,-840.832,418.800,1384.65,924.026,954.581,1597.28,156.543
5.28649,1231.28,-772.504,-636.431,377.175,1045.08,961.652,1138.73,-720.481,768.363,1228.54,489.396,2757.19,-189.502,1209.96,1057.69,453.520,-911.069,631.658,528.258,283.801,1204.40,-681.411,2009.37,686.432,135.248,-809.700,778.453,525.974,-538.298,65.3623,605.727,480.845,-832.334,607.716,1527.22,733.124,632.753,1805.41,-98.9445
5.29464,1149.38,-663.617,-508.211,298.681,988.869,815.804,989.830,-800.776,965.200,1151.38,820.720,2867.66,-244.166,1233.28,989.984,-170.476,-883.633,526.153,680.237,250.668,1328.22,-560.387,2050.20,700.539,-90.9471,-739.748,445.080,145.869,-336.991,352.274,620.412,385.104,-899.752,994.068,1709.44,580.013,143.813,1939.92,-260.166
5.30278,977.676,-239.163,-486.182,-80.1842,1007.54,804.563,1039.35,-716.719,1056.39,1125.97,1118.44,2868.91,-358.618,975.568,1115.61,-660.751,-754.007,270.241,1124.97,2.97988,1060.85,-279.241,1795.52,1060.95,-130.765,-317.400,312.506,-294.809,-71.2209,733.986,430.873,402.135,-922.131,1149.64,1817.40,636.280,-85.2251,1737.48,-282.865
5.31093,539.542,144.142,-323.636,-248.260,1010.32,839.139,1201.32,-328.947,973.172,955.448,1242.93,2563.59,-230.304,623.595,1059.68,-753.340,-216.549,108.921,1260.16,-362.777,886.487,140.590,1151.68,1718.87,-184.674,244.271,495.705,-761.447,245.034,966.339,32.9817,586.629,-666.650,838.425,1771.18,758.720,54.1470,1620.08,-144.278
5.31907,102.709,396.591,58.9348,-297.418,1020.44,797.178,1254.70,359.254,893.569,1044.12,1225.02,1955.77,189.350,361.273,961.961,-680.751,390.553,168.405,680.787,-535.351,748.035,557.189,340.122,1937.42,-114.324,385.418,631.477,-1228.55,577.332,1156.91,-363.917,584.110,-327.149,589.677,1695.58,895.862,509.580,1761.78,143.459
5.32722,-4.53632,573.947,595.598,-435.778,1327.32,643.587,1098.21,1318.85,942.103,1401.46,1110.03,1330.87,640.621,292.270,994.747,-572.512,688.177,245.107,68.5429,-435.978,595.846,630.936,-315.962,1434.92,239.410,124.169,625.231,-1287.67,692.653,1242.19,-535.737,257.777,-34.0737,603.272,1897.51,964.395,1002.65,1932.65,426.452
5.33536,215.088,685.921,823.200,-326.065,1741.16,381.859,821.122,2216.80,1190.31,1695.79,725.046,1021.41,990.482,296.933,1273.47,-498.459,866.304,-114.128,-147.941,-144.078,573.329,567.065,-624.931,492.157,926.883,-145.137,576.903,-1074.19,595.918,1169.80,-363.396,-33.7764,255.570,719.788,2340.23,782.492,1240.37,2025.57,621.623
5.34351,298.318,837.139,627.983,10.1971,1793.73,130.437,694.940,2414.70,1435.05,1791.39,296.907,1087.71,1132.33,307.845,1834.66,-495.909,1171.42,-656.982,-168.823,-51.8712,417.969,569.171,-491.822,-283.151,1392.09,-293.767,600.486,-706.364,510.098,927.969,28.5066,-459.109,501.067,922.817,2389.02,552.088,1229.51,1917.93,810.804
5.35165,233.962,539.835,357.632,253.097,1173.46,27.1416,804.215,2015.79,1297.84,1505.92,242.787,979.958,1270.18,433.284,2198.94,-273.776,1551.41,-906.816,-161.755,-156.289,216.998,587.940,26.7643,-387.371,1571.94,-305.621,615.275,10.2573,297.843,689.508,474.511,-1009.82,593.213,787.323,2135.40,561.778,1081.19,1837.20,977.091
5.35980,239.897,-205.135,188.406,266.473,480.866,164.421,1097.43,1252.03,1018.33,839.074,437.442,585.283,1324.48,627.032,2316.30,78.5519,1575.38,-812.043,-376.552,-371.286,401.264,496.756,758.427,-126.337,1660.24,-335.523,585.626,694.402,140.278,576.473,815.903,-1132.33,696.635,531.021,1938.46,675.193,868.002,1763.96,901.888
