,FA_20240108_2H_yeast_1.11.ser#1,FA_20240108_2H_yeast_1.11.ser#2,FA_20240108_2H_yeast_1.11.ser#3,FA_20240108_2H_yeast_1.11.ser#4,FA_20240108_2H_yeast_1.11.ser#5,FA_20240108_2H_yeast_1.11.ser#6,FA_20240108_2H_yeast_1.11.ser#7,FA_20240108_2H_yeast_1.11.ser#8,FA_20240108_2H_yeast_1.11.ser#9,FA_20240108_2H_yeast_1.11.ser#10,FA_20240108_2H_yeast_1.11.ser#11,FA_20240108_2H_yeast_1.11.ser#12,FA_20240108_2H_yeast_1.11.ser#13,FA_20240108_2H_yeast_1.11.ser#14,FA_20240108_2H_yeast_1.11.ser#15,FA_20240108_2H_yeast_1.11.ser#16,FA_20240108_2H_yeast_1.11.ser#17,FA_20240108_2H_yeast_1.11.ser#18,FA_20240108_2H_yeast_1.11.ser#19,FA_20240108_2H_yeast_1.11.ser#20,FA_20240108_2H_yeast_1.11.ser#21,FA_20240108_2H_yeast_1.11.ser#22,FA_20240108_2H_yeast_1.11.ser#23,FA_20240108_2H_yeast_1.11.ser#24,FA_20240108_2H_yeast_1.11.ser#25,FA_20240108_2H_yeast_1.11.ser#26,FA_20240108_2H_yeast_1.11.ser#27,FA_20240108_2H_yeast_1.11.ser#28,FA_20240108_2H_yeast_1.11.ser#29,FA_20240108_2H_yeast_1.11.ser#30,FA_20240108_2H_yeast_1.11.ser#31,FA_20240108_2H_yeast_1.11.ser#32,FA_20240108_2H_yeast_1.11.ser#33,FA_20240108_2H_yeast_1.11.ser#34,FA_20240108_2H_yeast_1.11.ser#35,FA_20240108_2H_yeast_1.11.ser#36,FA_20240108_2H_yeast_1.11.ser#37,FA_20240108_2H_yeast_1.11.ser#38,FA_20240108_2H_yeast_1.11.ser#39
7.52638,1340.80,1309.04,1564.73,2174.48,631.257,3524.39,3406.02,1945.05,2235.49,3226.11,1648.27,2762.80,2080.22,953.205,3107.51,2840.55,3333.00,2673.88,2886.73,503.892,1193.61,3107.62,1532.04,2897.02,1916.52,1716.91,2092.11,2206.07,1570.08,1808.09,1171.85,2728.14,2538.50,1478.66,1603.99,1018.67,2092.89,2644.08,2547.74
7.53452,1258.69,1353.04,1412.88,1737.54,433.808,3707.35,2854.54,1838.80,2394.73,3565.92,1384.13,3002.97,2442.53,1035.26,3123.52,3001.03,2995.32,3095.74,3209.41,225.988,1296.14,3120.51,1865.92,3235.98,1897.69,1837.27,2247.49,2138.67,1490.70,1807.58,1572.48,2715.13,2290.20,2006.00,1675.04,1129.10,2339.52,2935.36,2993.90
7.54267,1135.78,1523.79,1219.50,1504.85,444.877,3961.18,2646.99,1698.38,2616.05,3542.45,1393.59,3473.15,3019.17,1234.25,3222.11,3359.72,2892.85,3014.77,3222.92,623.015,1580.79,3277.73,2055.46,3325.99,1912.04,2333.21,2648.61,1855.86,1664.03,2021.26,2277.79,2648.85,2176.07,2129.24,2130.66,1268.59,2566.21,3084.61,3412.35
7.55081,1006.95,1567.64,949.102,1659.73,712.890,3820.99,2549.61,1841.89,2814.50,3340.36,1502.33,3730.81,3699.00,1760.80,3472.80,3639.20,3082.67,3018.11,3074.90,1528.45,2175.59,3572.57,2024.43,3352.87,1963.71,2896.71,3177.41,1777.52,2190.43,2329.60,3309.30,2790.62,2166.41,1944.43,2572.46,1286.19,2715.12,3043.67,3472.51
7.55896,868.489,1557.17,628.461,2116.42,1327.18,3427.19,2220.82,2151.40,3066.97,3157.30,1898.84,3736.80,4046.48,2392.92,3552.06,3570.48,3415.94,3340.94,2810.09,2221.71,2749.44,3651.34,2155.43,3301.03,2242.24,3236.59,3538.71,2036.09,2618.74,2412.21,4162.83,2984.04,2221.79,1729.43,2677.78,1658.21,2669.66,2918.12,3404.42
7.56710,883.007,1629.95,172.411,2747.68,2146.38,3377.90,2085.08,2494.55,3228.64,3154.00,2701.98,3986.53,4050.40,2845.65,3464.42,3474.06,3815.44,3780.37,2663.83,2927.08,3127.25,3407.69,2855.42,3289.76,2841.42,3442.97,3722.18,2475.77,2906.64,2492.44,4447.81,2948.93,2403.99,1568.20,2818.60,2323.94,2662.46,3110.08,3598.86
7.57525,999.517,1884.42,-248.578,3217.04,2932.32,3871.81,2383.98,3035.57,3100.26,3242.02,3608.97,4447.50,4145.96,3322.50,3458.67,3523.00,4297.37,4389.99,2562.82,3767.01,3283.20,3103.74,3810.40,3358.43,3742.76,3763.79,3900.01,2965.89,3268.71,2768.48,4529.64,3018.04,2517.96,1742.00,2977.81,2948.38,2991.30,3565.46,3681.42
7.58339,1133.39,2462.20,-281.188,3653.60,3616.22,4535.00,3103.46,3682.70,3115.17,3227.66,4464.52,4786.74,4371.62,4159.80,3739.66,3687.46,4850.67,5177.15,2779.60,4348.75,3338.19,3289.72,4564.29,3860.73,4683.27,4277.64,4167.86,3444.66,3651.66,3412.37,4872.76,3557.72,2822.43,2339.27,3165.03,3465.12,3664.27,4026.03,3678.53
7.59154,1383.11,3043.19,160.862,4156.14,4002.35,5031.77,4052.35,4312.23,3432.00,3332.79,5094.46,4963.41,4518.02,5117.97,4539.51,4081.48,5328.00,6146.50,3513.42,4787.40,3614.45,4021.45,5094.11,4914.06,5172.97,4540.09,4685.47,3747.34,4196.13,4402.56,5272.23,4390.10,3641.55,3152.18,3718.18,4043.21,4229.60,4458.95,4107.02
7.59968,1747.10,3061.59,974.143,4459.08,3884.07,5316.16,4916.54,4888.85,3753.35,3800.88,5710.84,5420.74,4748.66,5676.89,5469.79,4928.58,5527.07,7212.97,4364.15,5193.10,4460.24,4750.94,5620.66,6029.87,5503.66,4764.83,5456.65,4049.94,4974.52,5389.46,5783.09,5321.02,4711.28,3860.23,4434.06,4596.90,4689.22,4758.75,4851.20
7.60783,2428.26,2600.91,1835.86,4565.61,3817.83,5492.57,5475.77,5313.31,4008.30,4549.24,6508.46,5902.55,5336.17,5879.10,6151.63,5785.18,5781.51,8297.18,5206.07,5865.86,5611.40,5389.75,6337.97,7167.20,6294.63,5492.90,6232.65,4862.93,5882.89,6040.91,6401.86,6101.88,5732.79,4589.31,5090.62,5224.98,5501.95,4760.77,5570.54
7.61597,2968.51,2216.66,2713.64,4720.24,4324.46,6106.72,5872.27,5618.71,4459.05,5426.14,7532.82,6172.63,6207.96,6240.64,6744.87,6753.90,6713.22,9516.16,6316.82,7089.53,6788.17,6119.63,7398.99,8409.64,7616.22,6743.54,6876.40,6350.08,6673.06,6441.98,6988.07,6825.09,6769.48,5570.80,5733.82,6020.25,6844.12,5016.52,6233.66
7.62412,3322.04,2387.81,3716.35,5288.18,5149.49,6993.62,6265.02,6220.54,5158.75,6536.25,8435.98,6652.34,7264.44,7073.89,7748.72,7928.28,8507.59,11022.1,7623.84,8678.49,8319.85,7304.01,8729.83,9669.81,9074.40,8035.88,7746.73,8157.23,7607.67,7069.94,7769.46,7712.67,7875.64,6941.54,6907.65,7184.29,8435.52,5992.23,7137.22
7.63226,3800.79,3034.33,4671.40,6323.42,6075.02,7757.37,6959.46,7273.50,5992.04,7833.41,9080.97,7839.67,8583.48,8322.52,9551.26,9305.40,10593.8,12752.9,9221.60,10377.7,10309.7,9124.61,10159.1,10962.7,10699.5,9519.15,8900.23,10013.9,8866.02,8233.07,8760.97,8780.67,8884.31,8775.91,8903.39,8665.67,10046.6,7560.88,8285.24
7.64041,4277.41,3703.57,5778.97,7421.12,6878.66,8507.99,8009.72,8394.67,7279.18,9253.99,9988.30,9275.97,10224.3,9729.46,11659.4,11106.6,12645.4,14408.8,11340.0,11930.0,12628.8,11228.7,11887.5,12489.8,12634.4,11398.7,10263.4,11739.7,10512.2,9993.58,10000.3,10010.6,9925.83,10704.4,11161.5,10166.3,11726.3,9554.16,9571.35
7.64855,4826.56,4302.30,6899.58,8634.49,7636.89,9518.61,9363.45,9634.31,8904.37,10726.9,11405.6,10624.4,11904.6,11206.2,13665.7,13180.0,14481.0,15922.7,13509.4,13236.3,14727.4,13296.9,13612.8,14480.0,14403.1,13140.1,12145.6,13249.9,12548.6,12320.2,11553.8,11766.7,11392.4,12444.8,13302.3,11673.2,13304.2,11678.3,10901.9
7.65670,5474.86,5083.96,7789.77,9770.15,8414.64,10369.9,10641.0,10894.9,10245.9,11820.0,12739.8,12121.1,13380.3,12894.0,15513.7,15006.9,16087.9,17430.9,15247.0,14552.5,16300.4,15273.5,15110.9,16317.6,15764.0,14714.0,14406.7,14560.3,14437.0,14963.2,13147.3,13881.1,13240.3,14206.4,15166.9,13255.7,14924.1,13612.5,12662.4
7.66484,6441.91,6036.38,8368.33,10510.5,9208.35,10811.9,11641.7,11774.4,11154.8,12465.4,13573.6,13604.9,14586.8,14588.9,16957.7,16129.4,17185.0,18517.4,16563.5,15569.0,17414.6,17105.5,16397.1,17646.8,16838.8,16317.7,16115.7,15787.2,16113.2,17220.9,14479.4,15842.8,14856.9,16046.1,16749.5,14590.2,16776.8,15280.7,14984.2
7.67299,7744.18,6945.75,8885.37,11106.1,9814.84,11110.4,12300.7,12136.0,11916.6,12767.6,13820.1,14465.9,15113.6,15219.4,17396.2,16091.8,17632.7,18786.7,17465.1,15952.2,18003.5,18344.5,16886.0,18101.1,17542.8,17535.5,16821.3,16737.4,17370.6,18528.0,15546.3,17129.8,15737.5,17252.6,17734.6,15534.0,18412.4,16294.8,17106.2
7.68113,9134.07,7841.51,9689.17,11794.4,10265.0,11323.8,12587.3,11976.1,12576.1,12586.7,13472.3,14440.4,14963.9,14712.0,16732.7,15023.1,17212.7,18100.4,17668.1,15792.3,17589.0,18317.1,16285.5,17533.3,17498.0,17842.0,16530.5,16779.8,17586.4,18546.1,16122.5,17205.5,15801.8,17346.5,17955.4,15910.8,19138.2,16373.5,18429.9
7.68928,10661.1,9040.76,10938.8,12599.8,10737.4,11553.1,12778.2,11656.5,12774.7,12335.6,12779.5,13557.6,14339.9,13662.2,15419.6,13646.9,15880.1,16594.3,16831.9,15106.3,15935.2,17000.5,14989.2,16285.3,16620.0,17078.3,15613.4,15844.8,16886.9,17585.3,15707.9,16050.9,15259.9,16746.6,17236.3,15656.9,18741.4,15712.3,18855.7
7.69742,12402.3,10621.2,12317.2,13586.5,11535.5,11959.0,12936.8,11599.5,12532.5,12003.2,12090.0,12364.6,13429.7,12340.8,14005.2,12291.8,13968.6,14676.7,14828.3,13991.6,13723.7,14629.4,13320.0,14860.8,15010.6,15288.9,14473.0,14311.7,15564.7,16073.5,14271.2,14468.0,14413.5,15822.9,15841.7,14813.3,17389.0,14500.0,18393.3
7.70557,14410.0,12502.2,13470.2,14857.5,12631.3,12266.2,13200.2,11887.7,12241.3,11661.4,11468.6,11456.0,12530.0,11047.6,12824.7,10936.5,12016.2,12897.5,12321.8,12624.6,11577.6,11917.4,11427.8,13507.2,12926.0,13154.1,13128.5,12646.1,13850.8,14306.7,12378.6,13131.1,13432.5,14501.3,14167.0,13408.9,15468.8,13036.7,17086.2
7.71371,16606.0,14394.6,14444.2,16118.8,13523.4,12478.6,13525.0,12282.9,12185.2,11228.9,10532.0,10685.2,11786.6,10008.7,11827.1,9547.92,10288.8,11394.8,9978.32,11182.2,9844.98,9773.65,9781.00,12063.8,10826.2,11272.0,11653.0,10795.5,12134.3,12590.9,10519.7,11890.8,12530.5,12900.5,12324.0,11677.9,13458.4,11659.6,14968.0
7.72186,18339.8,15878.9,14840.5,16932.4,14013.9,12630.7,13695.1,12342.6,12356.4,10852.4,9371.61,9973.39,10983.7,9095.75,10907.2,8330.58,8805.62,10016.1,8062.21,9614.40,8504.81,8295.66,8579.49,10480.6,9156.07,9544.48,10227.6,8995.64,10514.3,10686.8,9000.70,10495.6,11627.8,11216.3,10654.2,10233.0,11547.4,10206.2,12469.5
7.73000,19008.7,16644.2,14696.0,16962.1,14070.6,12437.0,13721.2,12106.4,12553.8,10713.4,8341.37,9231.72,10157.9,8367.95,9885.65,7377.91,7719.09,8853.08,6647.56,8025.28,7554.16,7192.70,7525.12,9025.42,7936.12,8122.20,8710.91,7660.93,9129.00,8744.57,7611.34,8963.92,10537.2,9512.27,9542.87,9202.47,9634.40,8629.56,10158.8
7.73815,18491.9,16393.3,14341.0,16072.4,13908.9,12058.9,13539.2,11525.2,12448.0,10354.0,7602.00,8395.46,9279.13,7825.75,8740.99,6669.04,7109.71,7778.98,5630.08,6921.44,6678.26,6200.53,6525.64,7658.69,7078.37,7184.08,7323.27,6739.41,8071.54,7204.01,6126.36,7399.23,9382.37,8259.52,8858.67,8423.74,7941.33,7307.91,8211.00
7.74629,16971.7,15426.9,13640.4,14575.6,13567.7,11538.2,12654.7,10694.1,11747.4,9674.99,7089.15,7613.19,8243.22,7402.86,7561.52,6326.26,6697.22,6710.39,4890.74,6471.36,5706.58,5231.54,5788.57,6653.72,6327.34,6587.08,6253.84,5939.84,7072.85,5869.41,4598.96,6129.09,8290.89,7340.06,8259.33,7676.97,6856.92,6372.75,6664.23
7.75444,15130.0,14190.3,12659.6,13109.6,12727.4,10658.1,11015.3,9625.35,10536.8,9045.72,6556.91,7032.90,7188.15,7050.87,6313.58,5897.70,6077.99,5734.98,4090.04,6049.51,4901.30,4540.14,5270.88,6023.58,5434.65,6039.44,5471.32,5129.36,5959.08,4787.26,3487.54,5124.04,7301.55,6620.56,7658.69,6777.77,6293.77,5734.95,5466.46
7.76258,13041.6,12792.8,11335.7,11887.8,11390.9,9704.48,9104.87,8368.84,9152.94,8298.63,5874.01,6541.74,6292.85,6543.60,5290.93,5106.54,5235.51,4882.93,3491.04,5418.27,4264.04,4298.92,4763.58,5347.91,4819.32,5744.14,4946.75,4563.64,5012.66,4308.39,3030.60,4160.35,6260.41,6064.44,6955.30,5900.82,5714.04,5135.21,4637.59
7.77073,10938.5,11171.0,9731.49,10810.2,9945.71,9089.46,7386.37,7164.59,7983.75,7312.95,5312.45,6036.96,5462.28,5748.23,4672.69,4324.50,4521.56,4139.63,3081.29,4687.43,3680.00,4248.93,4198.49,4605.52,4444.81,5819.97,4349.03,4377.01,4293.92,4208.90,2990.96,3357.41,5281.62,5527.57,5983.96,5028.45,4904.77,4497.75,4198.75
7.77887,9275.70,9441.90,8337.85,9882.08,8741.21,8451.46,6112.26,6151.23,7247.08,6496.36,4903.28,5468.09,4781.54,4803.75,4176.72,3767.54,4011.57,4068.41,2725.44,3995.60,3293.96,4002.40,3805.91,3823.71,3985.02,5948.80,3742.57,4318.63,3724.12,4140.15,3077.85,3074.51,4630.13,4971.26,4708.70,4143.23,4118.55,3907.51,4050.51
7.78702,8322.20,8218.19,7304.61,8976.33,7790.58,7457.91,5406.37,5454.82,6697.62,5763.75,4654.48,4801.08,4310.79,3953.29,3731.33,3289.89,3552.63,4437.59,2625.29,3574.50,3053.11,3616.50,3497.92,3061.50,3640.76,5641.43,3554.47,4352.15,3151.29,4047.98,2956.19,3006.22,4106.89,4769.72,3407.57,3365.58,3304.27,3449.90,3899.38
7.79516,7624.35,7582.71,6494.75,8056.37,6990.78,6398.53,4871.18,4886.28,5830.77,5016.77,4700.55,4065.00,3838.72,3439.82,3650.64,2808.64,3298.05,4482.36,2581.24,3389.81,2903.62,3189.76,3041.73,2569.45,3827.92,4691.35,3628.87,4486.30,2410.47,3638.49,2517.38,2667.25,3474.28,4776.26,2497.27,2779.51,2655.81,2873.67,3450.24
7.80331,6901.61,7065.67,5778.39,7102.95,6221.12,5536.32,4205.88,4017.63,4823.65,4312.49,4807.57,3352.62,3429.69,3369.87,3699.61,2393.99,3220.95,4064.11,2684.11,3296.72,3009.21,2731.00,2779.35,2380.80,4036.54,3865.40,3469.02,4598.65,1830.08,2998.24,1957.79,2318.36,2994.75,4506.34,2007.54,2264.77,2302.20,2339.36,2814.14
7.81145,6382.11,6532.94,5059.47,6166.40,5343.76,4952.02,3774.68,3155.79,4147.76,3589.93,4698.25,2736.70,3180.05,3417.07,3681.54,2221.83,2922.41,3494.85,3046.18,3231.57,3294.66,2459.46,2686.79,2313.46,3890.72,3524.33,3146.88,4511.92,1620.00,2724.52,1792.08,2026.92,2805.16,4038.14,1816.20,1944.46,2073.76,1995.36,2309.65
7.81960,5986.11,6049.70,4532.56,5435.77,4493.21,4698.81,3536.05,2601.23,3954.90,3015.32,4162.76,2216.05,2923.04,3380.73,3821.78,2218.72,2479.94,2810.90,3347.01,2979.96,3512.94,2367.83,2508.65,2262.47,3182.26,3266.39,2781.95,4060.08,1461.16,2886.17,1919.60,1388.88,2805.53,3860.49,1911.68,1988.43,1916.10,1864.99,2118.21
7.82774,5505.71,5095.60,4206.93,4862.03,3902.45,4408.09,3513.08,2400.93,3822.14,2765.99,3352.82,1561.27,2543.92,3503.94,3801.83,2168.97,2270.40,2013.10,3324.70,2686.79,3685.37,2398.15,2577.02,2141.45,2164.35,3159.50,2450.36,3325.51,1163.41,2960.96,2054.68,784.987,3063.54,3824.16,2280.02,1864.33,1937.42,1886.64,2203.25
7.83589,4864.38,3678.01,4035.60,4320.78,3547.81,3886.29,3516.04,2381.30,3465.37,2654.12,2810.47,847.038,2178.55,3701.81,3605.96,2378.76,2267.93,1527.44,3092.86,2537.38,3509.43,2536.24,2975.03,1892.40,1430.15,3317.74,2219.77,2843.32,816.362,2959.90,2017.55,594.514,3247.45,3605.31,2510.14,1268.72,1998.20,1871.11,2394.08
7.84403,4147.92,2630.91,3813.78,3900.66,3212.59,3444.69,3471.97,2236.86,3059.52,2476.43,2702.87,356.962,2270.50,3701.41,3419.03,2812.20,2237.34,1448.34,2963.79,2490.04,3078.31,2616.22,3088.42,1788.70,1086.18,3307.15,2042.81,2788.96,646.628,3134.63,2090.53,702.106,3046.72,2982.21,2329.26,568.076,1904.85,1773.48,2587.82
7.85218,3535.98,2491.18,3329.83,3619.58,2764.67,3364.74,3373.67,1984.72,2944.61,2326.95,2462.09,243.626,2668.49,3216.21,3215.06,3132.99,2107.19,1517.87,2925.45,2474.02,2805.93,2312.07,3002.90,1951.03,983.748,3066.54,1988.45,2686.46,853.669,3162.46,2273.19,1067.61,2613.76,2348.54,2144.94,388.453,1678.56,1874.00,2915.31
7.86032,2914.17,2769.94,2982.60,3717.53,2223.79,3220.99,3029.86,1736.21,2978.87,2272.16,2231.05,485.705,2584.50,2688.56,2790.36,3372.24,2107.63,1490.10,2749.46,2477.61,2652.05,1754.13,2842.99,2218.21,1242.25,3028.40,2050.82,2309.25,1332.40,2947.22,2357.82,1267.99,2323.39,2098.74,2266.38,915.010,1622.78,2083.05,3329.01
7.86847,2199.83,2696.99,3091.16,3887.70,1851.55,2784.45,2707.35,1562.14,2757.18,2402.25,2297.73,862.986,2184.96,2577.80,2199.25,3415.51,2340.57,1246.61,2299.32,2375.45,2383.23,1272.50,2568.34,2506.87,1781.35,3188.19,2160.58,1965.43,1727.62,2626.30,2373.21,1187.27,2277.34,2136.99,2433.57,1615.76,1805.29,1966.12,3592.35
7.87661,1701.30,2513.64,3455.18,3821.54,1501.94,2172.97,2583.34,1430.66,2274.73,2702.05,2366.45,1391.64,1985.01,2458.45,1669.07,3159.61,2291.69,757.986,1880.32,2200.89,2119.39,1028.94,2249.43,2745.43,2175.68,3211.19,1949.04,1696.03,1565.30,2500.89,2366.31,1010.80,2163.79,2424.28,2530.39,1915.99,2168.26,1699.53,3514.86
7.88476,1659.86,2615.45,3638.98,3454.79,983.787,1793.38,2587.80,1309.71,1956.74,2674.29,2502.88,1590.18,2083.43,2282.87,1366.89,3108.49,1913.10,357.555,1556.35,1851.65,2017.27,941.082,2128.08,2824.48,2202.48,3295.87,1633.29,1481.96,1252.23,2821.78,2511.37,831.556,2048.96,2737.73,2462.90,1742.97,2612.81,1532.21,3092.65
7.89291,1860.45,3008.22,3589.61,2946.89,571.921,1858.23,2438.88,1182.69,2129.37,2162.59,2846.33,1351.13,2276.41,2343.71,1301.03,3300.18,1497.60,237.771,1376.21,1412.58,1718.33,1038.75,2149.52,2802.21,2245.11,3547.50,1396.42,1210.82,985.334,3353.06,2667.26,648.123,1949.34,2771.22,2364.12,1481.11,2638.74,1662.41,2497.60
7.90105,1885.67,3139.23,3148.98,2525.19,459.741,2072.54,2224.86,1155.64,2269.00,1310.88,3097.35,1192.29,2272.97,2622.15,1462.09,3335.41,995.439,279.050,1236.36,977.483,1270.06,1296.42,1872.63,2733.44,2255.26,3659.78,1015.71,914.965,710.223,3881.06,2526.01,516.577,1723.44,2684.85,2532.39,1367.58,2198.38,1962.72,2120.77
7.90920,2017.86,2948.32,2597.84,2185.20,931.111,2130.65,2109.78,1303.23,2310.62,588.927,3155.85,1363.05,2024.74,3068.54,1768.98,3180.14,478.021,415.912,859.548,760.283,896.511,1483.29,1238.17,2789.90,2200.69,3448.84,699.835,837.542,682.219,4189.02,2021.42,716.014,1394.92,2742.57,2840.63,1230.96,1924.42,2183.29,2174.89
7.91734,2441.13,2454.21,2210.19,2157.19,1765.91,1963.20,2071.85,1549.66,2326.02,309.960,3404.30,1484.95,1721.07,3290.82,1977.80,2876.21,200.512,573.089,477.083,695.494,652.791,1499.64,900.834,2903.67,2105.28,3077.51,582.808,1155.01,839.912,3964.98,1514.59,1002.64,981.072,2794.82,2897.51,1114.21,1723.85,2175.29,2353.53
7.92549,2697.82,1683.05,2067.92,2144.76,2287.31,1628.95,1914.41,1931.25,2277.74,31.0358,3701.09,1362.54,1620.91,3183.70,1926.01,2483.57,505.590,777.216,672.483,657.967,363.565,1434.90,1123.88,2958.10,1740.72,2807.49,585.062,1555.19,812.113,3474.92,1397.34,1246.02,778.256,2409.42,2921.98,1109.45,1283.83,2052.76,2429.47
7.93363,2501.00,1224.20,2223.20,1947.06,2417.40,1391.30,1799.65,2233.91,2083.06,-172.556,3658.23,1058.96,1910.55,2971.03,1701.51,2196.20,1247.65,1018.46,1257.73,678.724,158.719,1253.12,1426.90,3038.78,1206.04,2406.46,752.634,1889.95,679.095,2962.49,1524.32,1493.12,957.231,1726.53,3102.72,1207.63,799.837,1796.30,2408.01
7.94178,1841.75,1378.90,2310.13,1899.86,2402.86,1231.31,1982.60,2225.78,1820.61,-174.912,3576.50,744.111,2303.06,2740.18,1631.94,1882.50,1830.77,1076.35,1493.07,734.898,346.932,766.951,1559.51,2989.17,795.715,1781.35,1133.79,2386.84,703.468,2316.83,1609.98,1714.39,1137.36,1427.83,3398.98,1466.75,375.062,1539.50,2285.10
7.94992,1290.90,1797.23,2022.25,2088.50,2224.87,1133.63,2354.08,2117.16,1542.11,37.4806,3625.56,385.304,2447.28,2670.08,1721.23,1487.38,2128.60,973.798,1355.39,681.557,496.660,201.119,1599.33,2566.96,508.496,1363.53,1704.86,2824.13,574.477,1659.43,1463.61,1981.56,1245.64,1498.37,3677.68,1509.01,178.888,1436.25,2097.81
7.95807,1353.14,2061.67,1778.82,2197.92,1901.07,1049.39,2629.14,2230.69,1036.22,337.557,3539.41,24.7915,2435.92,2642.93,1519.14,1356.31,1994.40,700.339,854.766,621.636,371.425,-215.702,1622.21,1841.94,381.979,1184.91,2098.42,2851.84,386.892,1291.75,1328.51,2360.38,1455.16,1722.67,3619.90,1221.00,232.013,1285.66,2127.48
7.96621,1790.60,2284.87,2032.43,2130.76,1897.43,1338.86,2642.14,2258.72,518.657,444.142,3242.57,9.73408,2534.66,2448.35,1047.20,1828.90,1570.83,345.257,224.366,498.702,548.396,-423.460,1686.09,1368.51,442.416,1114.26,2131.35,2522.24,380.212,1410.40,1325.61,2598.11,1908.73,1847.30,3141.25,1028.84,361.618,1212.89,2434.76
7.97436,2363.27,2674.49,2621.21,2261.15,2016.08,1914.39,2306.85,2174.48,243.352,601.494,3049.44,35.9687,2551.33,2221.89,410.918,2545.00,1349.59,139.276,-242.046,346.199,984.611,-370.570,1561.16,1379.59,411.523,1222.81,2115.88,1982.70,39.5339,1787.20,1351.11,2615.27,2119.48,1720.87,2681.95,835.046,428.088,1350.87,2941.40
7.98250,2854.95,2686.89,2909.47,2485.51,1846.86,2239.74,1797.96,1925.91,202.388,962.407,3337.10,-126.892,2331.28,1626.99,-27.8648,3103.35,1194.31,35.1703,-469.456,112.801,1404.46,-263.038,1483.76,1464.24,286.188,1448.34,2265.64,1466.92,-715.275,2123.08,1412.62,2446.67,1751.77,1448.63,2128.14,615.818,357.460,1589.96,3515.82
7.99065,3039.50,2135.15,2845.70,2337.80,1601.70,2406.15,1345.17,1685.70,209.142,1299.66,3788.23,-208.779,2066.29,834.928,-35.2175,3199.93,945.868,29.7930,-381.166,-49.6862,1638.61,-145.228,1393.79,1210.36,258.770,1466.24,2443.13,845.599,-1196.16,2341.05,1545.44,2193.63,1069.73,1245.42,1499.33,529.284,410.888,1649.19,3874.04
7.99879,2960.56,1777.31,2627.78,1861.47,1393.23,2676.43,1048.71,1412.12,169.627,1649.14,3716.56,-130.657,1873.96,656.212,113.444,2894.90,1032.93,462.042,-132.693,9.61082,1676.98,-112.996,1086.77,776.602,459.800,1407.95,2456.82,232.953,-1037.46,2407.96,1596.28,1753.49,723.353,1230.05,989.182,477.908,715.188,1558.39,3754.83
8.00694,2651.68,1835.16,2476.65,1754.75,1076.01,3065.86,931.273,985.570,2.40870,1982.49,3024.10,123.062,1435.65,773.402,220.221,2505.76,1535.57,1117.58,22.0848,106.253,1828.44,-198.738,983.522,601.194,765.332,1305.44,2268.01,26.7964,-495.178,2384.79,1699.55,1159.41,976.735,1342.21,942.877,230.257,920.155,1570.72,2992.96
8.01508,2143.03,2058.69,2351.89,2064.73,1134.54,3419.01,896.223,638.063,-337.959,2136.36,2500.55,412.462,1024.71,783.904,472.611,2320.82,2005.53,1491.51,-28.2397,-54.3843,1812.68,-83.5876,1145.76,650.266,904.559,981.204,2161.74,263.896,115.388,2424.43,1967.43,756.276,1299.88,1267.19,1316.04,28.2754,855.089,1772.05,2313.15
8.02323,1450.35,2458.40,2282.73,2241.10,1576.44,3357.27,924.790,825.924,-372.013,1885.51,2306.26,570.441,1019.91,990.754,638.880,2212.35,2085.63,1447.10,-57.4203,-154.766,1455.86,300.339,1408.36,642.304,869.567,760.873,2162.85,586.218,590.648,2571.87,2146.60,732.825,1423.14,1144.80,1399.00,44.1547,725.710,1905.29,2108.02
8.03137,779.302,2784.00,2300.26,2525.32,2008.61,3042.86,1270.87,1333.65,-3.67635,1348.65,2233.83,504.131,1263.69,1398.86,548.838,2029.67,1843.21,1253.44,189.467,324.032,930.171,829.902,1758.45,516.325,646.562,1194.86,2145.80,720.306,850.823,2766.93,1955.01,864.236,1084.46,1173.33,1034.97,153.547,685.458,1922.11,1998.17
8.03952,549.945,2935.56,2428.18,2759.07,2423.32,2789.51,1626.50,1565.31,465.090,828.801,2197.15,464.432,1451.32,1926.72,474.419,1987.08,1608.13,1281.49,701.696,1077.36,509.512,1167.32,2017.62,305.245,248.580,1756.73,2330.54,472.385,930.413,2709.90,1447.82,1057.98,497.139,1425.39,893.834,145.322,719.970,2085.08,1925.00
8.04766,758.012,2832.69,2660.23,2695.16,2809.02,2533.99,1555.52,1551.49,1100.54,662.510,2257.08,534.821,1503.36,2435.81,497.040,2176.51,1614.01,1412.17,1206.65,1496.58,376.399,989.393,1956.82,78.4490,-214.444,1853.72,2606.30,317.766,606.746,2351.55,1058.81,1209.06,260.217,1786.55,1118.46,227.015,773.303,2289.92,1916.62
8.05581,1333.03,2590.64,3047.06,2777.53,2948.59,1989.23,1261.54,1560.05,1710.08,916.649,2321.63,640.769,1511.42,2770.62,577.848,2416.32,1722.33,1541.57,1350.97,1612.36,644.874,519.121,1779.85,108.302,-535.172,1902.20,2878.48,302.865,232.499,1973.75,1270.16,1307.30,357.433,1802.41,1409.63,576.484,876.927,2382.43,2022.46
