,FA_20240213_2H_E.coli_1.9.ser#1,FA_20240213_2H_E.coli_1.9.ser#2,FA_20240213_2H_E.coli_1.9.ser#3,FA_20240213_2H_E.coli_1.9.ser#4,FA_20240213_2H_E.coli_1.9.ser#5,FA_20240213_2H_E.coli_1.9.ser#6,FA_20240213_2H_E.coli_1.9.ser#7,FA_20240213_2H_E.coli_1.9.ser#8,FA_20240213_2H_E.coli_1.9.ser#9,FA_20240213_2H_E.coli_1.9.ser#10,FA_20240213_2H_E.coli_1.9.ser#11,FA_20240213_2H_E.coli_1.9.ser#12,FA_20240213_2H_E.coli_1.9.ser#13,FA_20240213_2H_E.coli_1.9.ser#14,FA_20240213_2H_E.coli_1.9.ser#15,FA_20240213_2H_E.coli_1.9.ser#16,FA_20240213_2H_E.coli_1.9.ser#17,FA_20240213_2H_E.coli_1.9.ser#18,FA_20240213_2H_E.coli_1.9.ser#19,FA_20240213_2H_E.coli_1.9.ser#20,FA_20240213_2H_E.coli_1.9.ser#21,FA_20240213_2H_E.coli_1.9.ser#22,FA_20240213_2H_E.coli_1.9.ser#23,FA_20240213_2H_E.coli_1.9.ser#24,FA_20240213_2H_E.coli_1.9.ser#25,FA_20240213_2H_E.coli_1.9.ser#26,FA_20240213_2H_E.coli_1.9.ser#27,FA_20240213_2H_E.coli_1.9.ser#28,FA_20240213_2H_E.coli_1.9.ser#29,FA_20240213_2H_E.coli_1.9.ser#30,FA_20240213_2H_E.coli_1.9.ser#31,FA_20240213_2H_E.coli_1.9.ser#32,FA_20240213_2H_E.coli_1.9.ser#33,FA_20240213_2H_E.coli_1.9.ser#34,FA_20240213_2H_E.coli_1.9.ser#35,FA_20240213_2H_E.coli_1.9.ser#36,FA_20240213_2H_E.coli_1.9.ser#37,FA_20240213_2H_E.coli_1.9.ser#38,FA_20240213_2H_E.coli_1.9.ser#39,FA_20240213_2H_E.coli_1.9.ser#40,FA_20240213_2H_E.coli_1.9.ser#41,FA_20240213_2H_E.coli_1.9.ser#42,FA_20240213_2H_E.coli_1.9.ser#43,FA_20240213_2H_E.coli_1.9.ser#44,FA_20240213_2H_E.coli_1.9.ser#45,FA_20240213_2H_E.coli_1.9.ser#46,FA_20240213_2H_E.coli_1.9.ser#47,FA_20240213_2H_E.coli_1.9.ser#48,FA_20240213_2H_E.coli_1.9.ser#49,FA_20240213_2H_E.coli_1.9.ser#50,FA_20240213_2H_E.coli_1.9.ser#51,FA_20240213_2H_E.coli_1.9.ser#52,FA_20240213_2H_E.coli_1.9.ser#53,FA_20240213_2H_E.coli_1.9.ser#54,FA_20240213_2H_E.coli_1.9.ser#55,FA_20240213_2H_E.coli_1.9.ser#56,FA_20240213_2H_E.coli_1.9.ser#57,FA_20240213_2H_E.coli_1.9.ser#58,FA_20240213_2H_E.coli_1.9.ser#59,FA_20240213_2H_E.coli_1.9.ser#60,FA_20240213_2H_E.coli_1.9.ser#61,FA_20240213_2H_E.coli_1.9.ser#62,FA_20240213_2H_E.coli_1.9.ser#63,FA_20240213_2H_E.coli_1.9.ser#64,FA_20240213_2H_E.coli_1.9.ser#65,FA_20240213_2H_E.coli_1.9.ser#66,FA_20240213_2H_E.coli_1.9.ser#67,FA_20240213_2H_E.coli_1.9.ser#68,FA_20240213_2H_E.coli_1.9.ser#69,FA_20240213_2H_E.coli_1.9.ser#70,FA_20240213_2H_E.coli_1.9.ser#71,FA_20240213_2H_E.coli_1.9.ser#72,FA_20240213_2H_E.coli_1.9.ser#73,FA_20240213_2H_E.coli_1.9.ser#74,FA_20240213_2H_E.coli_1.9.ser#75,FA_20240213_2H_E.coli_1.9.ser#76,FA_20240213_2H_E.coli_1.9.ser#77,FA_20240213_2H_E.coli_1.9.ser#78,FA_20240213_2H_E.coli_1.9.ser#79,FA_20240213_2H_E.coli_1.9.ser#80,FA_20240213_2H_E.coli_1.9.ser#81,FA_20240213_2H_E.coli_1.9.ser#82,FA_20240213_2H_E.coli_1.9.ser#83,FA_20240213_2H_E.coli_1.9.ser#84,FA_20240213_2H_E.coli_1.9.ser#85,FA_20240213_2H_E.coli_1.9.ser#86,FA_20240213_2H_E.coli_1.9.ser#87,FA_20240213_2H_E.coli_1.9.ser#88,FA_20240213_2H_E.coli_1.9.ser#89,FA_20240213_2H_E.coli_1.9.ser#90,FA_20240213_2H_E.coli_1.9.ser#91,FA_20240213_2H_E.coli_1.9.ser#92,FA_20240213_2H_E.coli_1.9.ser#93,FA_20240213_2H_E.coli_1.9.ser#94,FA_20240213_2H_E.coli_1.9.ser#95,FA_20240213_2H_E.coli_1.9.ser#96,FA_20240213_2H_E.coli_1.9.ser#97,FA_20240213_2H_E.coli_1.9.ser#98,FA_20240213_2H_E.coli_1.9.ser#99,FA_20240213_2H_E.coli_1.9.ser#100,FA_20240213_2H_E.coli_1.9.ser#101,FA_20240213_2H_E.coli_1.9.ser#102,FA_20240213_2H_E.coli_1.9.ser#103,FA_20240213_2H_E.coli_1.9.ser#104,FA_20240213_2H_E.coli_1.9.ser#105,FA_20240213_2H_E.coli_1.9.ser#106,FA_20240213_2H_E.coli_1.9.ser#107,FA_20240213_2H_E.coli_1.9.ser#108,FA_20240213_2H_E.coli_1.9.ser#109,FA_20240213_2H_E.coli_1.9.ser#110,FA_20240213_2H_E.coli_1.9.ser#111,FA_20240213_2H_E.coli_1.9.ser#112,FA_20240213_2H_E.coli_1.9.ser#113,FA_20240213_2H_E.coli_1.9.ser#114,FA_20240213_2H_E.coli_1.9.ser#115,FA_20240213_2H_E.coli_1.9.ser#116,FA_20240213_2H_E.coli_1.9.ser#117,FA_20240213_2H_E.coli_1.9.ser#118,FA_20240213_2H_E.coli_1.9.ser#119,FA_20240213_2H_E.coli_1.9.ser#120,FA_20240213_2H_E.coli_1.9.ser#121,FA_20240213_2H_E.coli_1.9.ser#122,FA_20240213_2H_E.coli_1.9.ser#123,FA_20240213_2H_E.coli_1.9.ser#124,FA_20240213_2H_E.coli_1.9.ser#125,FA_20240213_2H_E.coli_1.9.ser#126,FA_20240213_2H_E.coli_1.9.ser#127,FA_20240213_2H_E.coli_1.9.ser#128,FA_20240213_2H_E.coli_1.9.ser#129,FA_20240213_2H_E.coli_1.9.ser#130
1.71481,78.0460,-199.061,-160.022,-67.1300,104.615,-118.282,-28.7752,67.4663,93.1774,-261.814,-124.326,-248.910,37.7885,-17.3965,29.3129,57.5183,-164.498,-216.707,47.8199,-91.4151,37.6126,91.8251,0.00567850,-233.142,113.393,-127.102,-214.269,35.4465,-223.210,111.809,-180.216,-214.803,-205.303,-153.311,-104.540,-245.634,-34.2106,-42.6562,101.593,110.297,39.6783,6.03021,-17.2253,49.7027,-234.365,-175.107,-40.7857,-37.8449,-165.042,-116.819,-210.807,-62.1435,-1.63392,-143.949,-8.74346,-187.566,72.7937,-53.4616,-44.7823,44.3512,-37.5682,-420.533,-68.3044,-64.6191,153.784,-163.596,-44.4063,-231.238,-151.904,-104.536,-33.7454,147.642,53.0258,-142.197,-36.8522,-146.038,27.1063,35.5389,-47.0008,157.693,-92.3209,-30.7583,-200.258,270.827,78.3447,-315.970,98.7588,136.968,221.845,-95.8627,-90.0865,-150.602,-122.036,150.826,-119.120,-69.3853,-87.0185,-158.758,1.38586,-313.917,-274.858,376.687,-48.6570,-22.7712,-246.354,-79.1006,149.203,-189.975,-61.7134,-50.0835,144.738,-88.9727,-244.711,118.075,249.493,-88.0634,391.091,268.150,184.721,-111.125,-273.726,22.6335,-86.2953,-134.838,-375.176,-99.9987,-298.654,-141.160,-295.623,52.3266
1.71889,78.0328,-232.497,-153.964,-70.8466,131.280,-139.670,-31.9905,59.1608,111.453,-246.450,-122.224,-279.533,9.11984,-9.25581,37.2337,67.3088,-159.661,-210.974,62.4644,-101.226,23.5363,91.0169,11.3055,-219.752,97.4206,-135.048,-198.459,53.7347,-217.383,90.6063,-172.698,-242.189,-209.350,-146.385,-92.8017,-227.633,-43.6564,-71.7777,105.242,120.143,41.6059,19.6331,-10.1292,62.5714,-223.794,-135.865,-77.9138,-52.7024,-162.461,-137.463,-250.844,-70.7744,-13.7068,-144.799,-18.3214,-187.058,101.258,-58.9756,-38.1408,51.2205,-35.3770,-411.315,-51.7726,-72.3866,129.061,-151.357,-56.8401,-230.045,-158.358,-89.4840,-1.57843,162.124,42.3303,-147.004,-42.9102,-129.106,49.2090,70.6116,-51.4642,141.673,-84.4035,-8.13858,-196.425,238.517,77.8662,-316.043,95.0173,139.779,208.387,-87.0616,-110.489,-169.048,-100.922,134.448,-97.6075,-85.6650,-84.5758,-173.131,-10.5784,-300.282,-253.090,378.292,-55.4465,-22.8864,-228.686,-43.5758,182.374,-186.383,-45.9030,-37.1261,146.550,-92.7775,-219.196,132.424,244.069,-99.2293,403.867,253.899,189.705,-96.7816,-265.415,7.41244,-86.2312,-120.326,-366.090,-106.389,-290.104,-115.237,-277.262,77.9236
1.72296,60.9660,-256.597,-148.355,-72.8357,147.420,-156.982,-31.0988,56.1621,135.964,-224.251,-121.642,-300.749,-20.4876,3.80300,42.2184,77.9259,-158.663,-203.110,84.4436,-108.527,12.3954,82.8733,19.4175,-201.361,77.6584,-144.859,-187.648,73.4794,-211.621,66.0896,-162.824,-271.976,-218.576,-133.483,-80.4827,-204.166,-55.2016,-96.6961,111.359,126.070,40.7146,32.7252,0.898778,74.9788,-217.627,-101.323,-123.052,-64.3962,-156.201,-151.413,-293.970,-76.3636,-27.9892,-142.502,-23.6054,-179.353,127.357,-69.0088,-25.6511,62.4452,-33.2073,-401.181,-42.3386,-84.1748,94.9165,-139.667,-70.1642,-231.565,-157.919,-80.9825,35.6930,175.933,24.4962,-153.819,-45.2310,-109.111,68.8488,107.754,-45.4911,123.566,-72.7553,18.2441,-197.181,210.649,78.6557,-308.326,84.9615,142.703,187.331,-72.0298,-114.559,-180.682,-78.9097,123.834,-74.7093,-98.7015,-81.0608,-189.933,-24.8093,-285.534,-233.688,371.740,-61.1853,-17.3930,-214.431,-10.1955,214.584,-187.601,-28.2124,-21.9943,149.359,-100.509,-186.033,145.556,235.791,-108.323,410.623,232.352,193.364,-76.6228,-252.138,-11.7087,-87.3876,-109.671,-358.328,-117.360,-274.057,-87.3463,-257.502,98.6120
1.72703,28.7576,-271.435,-140.587,-71.5092,153.318,-167.489,-24.6191,57.8480,163.384,-195.375,-121.092,-311.601,-51.1396,20.4891,41.0578,88.3992,-159.117,-191.740,111.204,-111.777,6.23440,65.6450,23.4117,-181.263,55.4925,-155.739,-181.439,90.8324,-206.008,41.0630,-150.870,-299.705,-229.374,-116.928,-68.3673,-175.160,-68.6564,-115.465,115.678,129.248,37.4019,42.0796,14.7984,86.5686,-215.548,-75.1914,-172.858,-72.3368,-148.969,-155.413,-335.896,-74.9541,-42.1995,-135.908,-23.4904,-167.033,150.505,-82.3781,-6.68671,74.8763,-32.2884,-390.823,-38.0810,-97.6779,51.9964,-130.594,-84.7160,-235.486,-150.167,-78.7169,74.7488,187.562,2.70273,-162.418,-44.5096,-83.1941,80.7808,144.037,-32.0302,103.222,-61.4026,46.8652,-202.126,193.009,83.5260,-291.858,71.7561,145.286,160.825,-49.1332,-102.617,-180.543,-60.5469,118.765,-55.7677,-107.446,-76.6857,-208.211,-38.6363,-272.230,-219.002,356.881,-64.9713,-10.1596,-204.975,17.6732,244.992,-194.751,-12.3369,-6.12536,151.443,-110.685,-149.512,154.971,228.367,-116.374,413.233,203.791,196.217,-53.4621,-232.573,-32.5902,-91.8253,-103.326,-353.727,-132.633,-251.900,-61.2626,-235.186,114.613
1.73110,-13.5857,-278.485,-128.281,-66.8095,152.009,-170.350,-13.0546,62.2089,191.304,-161.687,-119.842,-311.429,-81.7526,37.5927,32.4031,97.3371,-158.682,-176.401,140.169,-111.454,4.91411,38.9419,22.7453,-162.328,32.6583,-165.903,-177.776,102.628,-201.183,17.0808,-137.616,-322.010,-239.098,-97.4880,-56.3544,-141.567,-82.9983,-127.600,116.268,131.499,32.3672,46.5919,30.4821,97.3648,-215.530,-58.7569,-222.092,-77.9796,-143.122,-148.601,-373.401,-63.7002,-53.8656,-124.968,-18.2805,-152.458,169.701,-97.8857,16.5689,85.6653,-33.8030,-380.715,-36.6234,-109.762,3.34949,-126.218,-99.6661,-240.394,-136.128,-82.3867,113.269,195.868,-21.2618,-172.454,-42.4963,-48.4593,81.9519,177.559,-15.3358,80.4255,-54.2803,73.3815,-210.681,188.235,94.1478,-266.496,58.5522,145.394,132.200,-18.7174,-76.3638,-167.797,-49.8853,117.242,-43.9019,-110.421,-71.7071,-226.186,-50.2874,-262.263,-210.994,335.709,-67.8498,-4.49748,-199.657,37.8972,272.844,-206.628,-1.28566,9.56006,151.655,-121.787,-115.108,158.445,224.004,-124.359,412.321,170.224,199.781,-30.9653,-206.143,-54.0760,-100.783,-100.610,-353.166,-149.749,-225.122,-40.0590,-210.242,126.274
1.73518,-60.3561,-280.616,-110.484,-59.8967,147.684,-166.421,1.10497,66.2856,218.394,-126.308,-118.605,-300.656,-109.600,50.6304,17.8332,103.103,-156.159,-158.299,169.716,-110.013,6.72478,3.83605,18.7645,-146.998,10.8148,-172.985,-173.594,107.468,-198.089,-5.88503,-123.749,-336.291,-246.368,-75.0858,-44.2533,-105.766,-96.9423,-133.287,113.991,133.836,26.4982,47.5807,46.9933,107.645,-215.739,-51.6666,-265.171,-84.1115,-139.526,-132.864,-404.906,-42.4663,-61.1292,-110.266,-9.33202,-136.601,183.939,-114.398,41.1186,92.6271,-38.5746,-370.075,-36.1824,-117.617,-45.9830,-127.689,-112.842,-244.740,-118.060,-91.9917,150.139,199.836,-47.2505,-184.599,-41.7010,-3.90633,72.5890,207.029,0.436237,55.1633,-53.4594,91.8803,-221.731,194.980,110.172,-233.366,47.0768,140.426,105.277,16.9798,-39.2493,-146.237,-49.3965,116.929,-38.6585,-105.913,-66.2804,-241.349,-59.0751,-256.123,-210.340,310.939,-72.6022,-2.35647,-197.113,49.9518,297.536,-220.207,4.47328,24.9165,149.834,-132.581,-87.0138,154.909,223.132,-133.326,407.011,134.878,206.476,-12.5196,-173.635,-74.7300,-114.294,-100.263,-355.942,-165.365,-195.853,-25.6324,-184.181,133.318
1.73925,-107.164,-281.468,-88.5180,-52.3556,144.133,-157.510,14.8212,66.8736,243.686,-92.4018,-119.165,-280.815,-131.252,55.5963,1.15859,104.533,-151.181,-140.022,198.783,-110.453,9.04937,-36.9383,15.6862,-137.501,-8.90493,-174.494,-166.180,106.203,-197.709,-28.0907,-109.506,-340.889,-251.223,-50.2637,-33.0237,-70.6938,-110.102,-132.794,111.425,135.467,20.8260,47.7322,63.6565,117.559,-215.380,-52.4995,-297.271,-93.7641,-137.260,-112.521,-429.857,-14.0786,-63.6899,-92.5197,1.15182,-119.143,192.220,-130.782,65.1905,94.6414,-46.6776,-356.453,-35.7307,-119.363,-90.4981,-134.887,-121.432,-247.513,-98.9041,-107.538,184.682,198.436,-75.3424,-200.182,-43.7899,48.9320,55.7420,231.133,12.2174,27.7352,-58.5748,97.7295,-233.603,208.991,129.819,-194.526,36.3067,128.670,82.9031,54.9867,3.97612,-122.572,-59.9003,115.584,-36.0278,-93.2632,-59.7943,-250.691,-65.2489,-252.860,-215.770,284.708,-82.2993,-4.22360,-196.432,54.8518,318.417,-231.933,7.26855,39.7788,146.127,-141.909,-66.2804,145.512,224.806,-144.028,396.395,100.976,218.646,0.259503,-137.208,-92.0739,-131.218,-101.189,-360.114,-177.023,-166.650,-18.7497,-159.606,135.350
1.74332,-151.249,-284.127,-65.9358,-45.3421,143.859,-145.378,26.0864,61.3629,265.983,-62.0276,-123.571,-253.599,-144.430,50.9642,-13.5752,101.282,-143.578,-124.556,225.989,-114.482,9.41175,-79.1172,19.4730,-135.697,-25.8629,-168.552,-154.500,101.143,-200.723,-48.5474,-94.7999,-335.846,-255.579,-25.0472,-24.9863,-38.3774,-123.265,-126.855,111.151,134.182,16.5219,49.6535,80.2511,126.755,-213.774,-58.7278,-315.288,-109.260,-134.258,-93.1274,-447.595,16.8358,-62.9793,-72.6608,10.3399,-99.6627,193.400,-146.088,88.3200,91.9880,-57.1140,-336.666,-34.7438,-113.759,-125.999,-146.272,-123.277,-247.896,-81.4933,-128.022,215.686,191.220,-104.471,-219.506,-48.3669,106.563,35.9107,248.314,18.9171,-0.802338,-67.5484,90.3070,-244.901,225.210,151.196,-152.566,22.6943,110.429,65.6430,92.8201,48.4428,-103.605,-80.6663,110.955,-30.4860,-73.8881,-50.6536,-251.736,-69.8593,-250.777,-224.233,258.327,-98.5964,-9.61860,-197.555,54.6031,334.662,-238.529,10.9538,52.8641,140.304,-147.997,-50.8620,133.617,227.256,-156.204,380.799,70.7383,237.639,8.01610,-99.3042,-103.622,-149.303,-102.835,-363.320,-183.694,-139.585,-18.9495,-138.933,132.489
1.74740,-190.422,-289.645,-47.1974,-38.9366,147.701,-130.962,34.2626,48.5362,283.976,-35.8319,-133.515,-220.021,-149.396,38.6788,-23.8451,93.3642,-133.266,-114.356,249.355,-121.307,6.69685,-117.654,34.6258,-142.187,-39.6795,-154.898,-139.705,94.6712,-206.822,-64.9403,-79.7415,-323.042,-263.058,-2.42512,-22.5686,-9.51614,-137.153,-117.458,114.475,128.249,14.7051,54.8044,96.6781,134.183,-209.357,-66.8841,-318.903,-131.298,-128.390,-79.5584,-456.827,45.4336,-61.8192,-52.4617,15.2714,-78.8916,186.384,-159.972,109.871,86.1818,-67.8187,-308.541,-33.0172,-99.8587,-150.584,-158.881,-117.880,-244.993,-67.8223,-150.370,241.247,179.476,-132.693,-240.884,-53.4004,164.527,17.6145,257.361,21.7806,-27.9252,-77.7151,73.7537,-255.277,239.760,172.964,-110.643,2.55497,88.4742,52.0934,129.175,90.1323,-93.7287,-109.153,101.317,-18.2782,-51.1233,-37.5295,-243.981,-74.3958,-248.606,-232.149,232.948,-120.750,-17.6689,-200.763,50.8063,345.663,-237.071,19.0667,61.6852,131.579,-148.332,-37.2873,123.226,228.366,-168.696,361.519,45.3562,263.454,12.6057,-61.6527,-108.608,-165.315,-105.292,-363.095,-185.325,-115.358,-24.5976,-123.429,125.645
1.75147,-221.960,-296.504,-35.7296,-32.1963,154.652,-114.223,39.3378,28.9708,296.991,-13.2962,-149.916,-180.690,-148.705,23.2722,-28.9692,80.6526,-120.568,-110.816,266.862,-127.826,1.50167,-148.078,61.0159,-155.111,-50.2997,-135.410,-124.646,88.1802,-214.158,-74.9631,-65.1085,-305.009,-277.328,15.1387,-26.5746,15.6523,-150.884,-107.795,121.270,118.616,16.0603,62.9652,111.864,138.417,-200.224,-73.5245,-310.864,-158.155,-118.390,-74.1065,-456.066,67.7314,-63.9760,-34.7130,13.6210,-58.8509,170.940,-172.746,128.025,79.3249,-76.4939,-272.124,-30.5803,-77.4609,-164.620,-168.918,-106.551,-238.584,-58.8338,-169.713,259.342,166.766,-158.301,-261.418,-56.5560,218.283,4.41359,258.142,23.3919,-49.5598,-86.4353,55.1482,-265.225,250.973,193.907,-72.5542,-24.8951,67.4210,40.6675,163.945,126.177,-93.9643,-141.128,86.6865,-0.0461432,-29.0339,-20.9455,-229.481,-80.0789,-246.603,-236.851,210.245,-145.721,-27.3556,-205.542,43.4813,351.683,-225.602,33.2436,63.5890,118.738,-140.881,-22.7250,116.880,225.680,-180.519,339.722,25.3383,294.281,15.4570,-25.5433,-108.358,-175.751,-109.268,-356.912,-182.544,-92.8822,-33.4574,-113.453,116.692
1.75554,-242.702,-301.605,-32.8282,-24.1458,162.016,-94.7363,41.4103,4.77981,305.710,6.83941,-172.605,-136.964,-145.493,9.52249,-29.2137,63.2648,-106.469,-113.958,277.107,-130.254,-4.74707,-168.026,93.1649,-170.160,-58.2864,-113.536,-112.797,81.5622,-219.683,-78.0342,-52.1263,-283.522,-299.864,26.8306,-35.1768,36.4593,-161.781,-101.239,130.469,109.447,20.6414,72.0358,122.914,138.457,-185.884,-76.3050,-295.705,-185.754,-104.257,-75.9528,-444.359,81.0220,-73.1006,-22.3686,4.57365,-41.6862,148.741,-184.819,140.159,73.5171,-82.0679,-229.688,-27.5130,-48.0426,-170.122,-172.743,-91.7639,-229.941,-54.6951,-181.443,268.385,157.967,-179.890,-278.480,-56.1920,264.023,-1.70114,251.322,25.6492,-61.4431,-91.3379,41.0554,-275.144,258.887,212.442,-42.1738,-56.2039,52.4136,30.9988,197.369,155.061,-102.926,-171.867,69.2506,18.9285,-11.0748,-3.24793,-211.847,-87.1685,-246.617,-236.834,192.171,-169.247,-37.6365,-210.082,31.9175,353.914,-204.643,52.3672,56.9730,100.603,-125.736,-6.54550,114.433,216.333,-191.278,315.668,10.5069,325.923,16.4928,7.49828,-105.067,-178.106,-115.658,-342.748,-176.533,-69.7682,-43.5227,-109.171,108.350
1.75961,-250.588,-302.193,-37.9664,-14.8993,166.507,-72.5124,40.9137,-21.0766,311.873,25.7842,-200.120,-91.7719,-141.775,0.350545,-24.8198,42.6637,-92.3849,-122.216,279.388,-126.198,-10.9503,-177.990,122.469,-182.819,-64.8067,-93.0336,-107.145,73.2043,-220.450,-76.1804,-41.7187,-259.303,-329.036,33.2491,-44.4184,51.5765,-166.716,-100.207,140.221,106.259,28.0864,78.4081,125.845,134.292,-168.482,-74.3279,-277.453,-209.176,-86.9809,-82.4938,-421.416,84.0864,-90.9182,-17.4221,-10.8165,-28.3249,123.464,-195.920,143.897,70.5196,-85.4604,-185.035,-23.7436,-15.1148,-169.860,-167.628,-76.0847,-221.305,-55.0892,-183.661,267.501,157.273,-195.637,-290.558,-51.8313,299.394,-0.821249,237.148,28.3432,-61.2999,-90.8648,34.3561,-284.500,263.655,226.978,-22.3710,-85.1917,47.7146,23.8281,228.593,177.078,-118.664,-197.700,52.0390,31.2172,0.328306,12.9422,-194.356,-94.8870,-250.829,-230.884,179.907,-187.377,-47.8190,-212.185,16.9439,353.835,-177.884,73.1348,41.7140,76.9337,-105.536,9.17787,113.239,198.061,-200.303,288.564,-0.0119709,352.488,14.0319,36.1059,-100.637,-171.970,-124.681,-320.051,-168.554,-43.6647,-53.6781,-110.440,103.321
1.76369,-246.249,-297.352,-49.7183,-5.68911,166.122,-48.3276,38.7452,-45.6049,316.912,43.6812,-229.719,-49.3371,-137.871,-3.62024,-15.7478,22.1739,-79.4827,-132.322,273.606,-115.942,-16.8223,-180.644,140.877,-191.298,-71.0089,-76.8556,-109.228,60.6935,-215.226,-73.1723,-34.2297,-232.701,-361.039,35.3186,-50.1249,59.2903,-163.792,-105.561,147.902,112.998,37.9121,78.5211,117.584,126.722,-152.276,-68.1857,-257.960,-225.181,-67.7649,-91.1420,-387.083,77.6023,-115.762,-20.4709,-30.4328,-18.0568,99.3390,-204.654,137.935,71.3188,-88.8053,-143.003,-19.0102,16.4307,-166.411,-152.469,-61.2841,-214.289,-59.1860,-178.050,256.840,166.356,-203.552,-297.251,-44.5068,323.857,4.66289,214.643,29.6658,-50.1494,-85.0071,33.1567,-291.695,264.546,236.872,-14.2774,-106.442,55.2764,20.0587,254.872,194.270,-139.802,-216.787,36.9546,30.7882,3.24677,26.1017,-178.891,-102.307,-259.997,-217.558,173.055,-197.597,-57.9209,-210.690,1.71430,352.561,-150.805,92.2215,18.9502,49.1608,-84.1197,20.6300,109.622,171.060,-205.958,257.135,-7.40858,368.865,5.74595,60.0946,-96.4840,-159.345,-135.326,-290.218,-159.682,-13.4779,-63.8079,-115.992,102.994
1.76776,-232.901,-288.338,-66.5357,2.20525,161.176,-23.5229,35.7570,-66.7091,320.911,59.2313,-257.824,-14.1343,-132.915,-3.06497,-2.11651,5.80346,-68.1603,-139.476,260.570,-102.468,-22.8040,-179.205,143.988,-197.564,-77.2501,-66.4969,-118.548,42.2988,-205.255,-72.3908,-29.8764,-204.429,-391.567,33.7045,-49.8444,58.3223,-153.151,-116.718,150.910,130.055,49.2429,71.1324,97.7372,116.814,-141.894,-60.1137,-237.090,-234.086,-47.4061,-99.9253,-340.991,64.4603,-142.642,-30.8962,-52.4016,-8.97148,78.8408,-208.815,122.316,75.3841,-93.8935,-109.197,-13.0211,41.4870,-161.377,-128.608,-47.8808,-208.905,-65.4288,-168.708,237.902,183.308,-202.896,-298.907,-36.9641,338.401,10.6735,182.118,28.0991,-31.8581,-75.4899,32.2058,-294.730,260.535,243.025,-17.3154,-118.345,73.5783,20.0025,272.245,209.124,-165.414,-228.924,24.0304,15.1815,-3.91812,36.2125,-166.513,-109.405,-272.418,-196.036,169.715,-198.901,-68.4473,-206.125,-10.1027,350.548,-128.356,108.498,-8.85475,20.3451,-64.5240,24.4463,100.911,138.796,-206.349,220.609,-12.9256,372.983,-9.56887,80.6182,-93.5609,-144.172,-145.632,-255.794,-151.329,20.5602,-74.1170,-123.261,106.448
1.77183,-214.708,-278.025,-87.3033,8.32367,153.466,0.256120,32.1085,-83.9514,322.780,70.4931,-280.616,10.2699,-125.732,1.17248,15.4446,-3.89355,-58.2769,-138.418,242.279,-90.3900,-29.7542,-175.886,132.111,-205.692,-82.9959,-61.9058,-132.935,18.4749,-193.575,-75.2356,-29.1325,-175.781,-417.060,29.1686,-43.6126,49.0761,-136.598,-132.261,147.826,154.232,59.9665,58.4579,68.9957,105.506,-140.874,-53.2302,-214.230,-239.277,-26.3557,-106.994,-283.209,49.2569,-165.059,-47.2531,-75.3997,1.32218,61.2322,-206.468,98.4666,80.2089,-101.088,-88.9287,-5.77038,56.1422,-154.982,-100.050,-35.1184,-204.209,-71.7141,-160.105,213.354,202.909,-195.241,-296.162,-33.2979,344.695,12.8836,138.461,23.8300,-11.4146,-65.1737,25.6772,-292.250,251.626,247.523,-29.6508,-123.363,97.7727,22.8929,277.130,222.837,-194.141,-234.580,12.1216,-14.4049,-21.7247,44.5343,-158.379,-116.775,-284.287,-167.674,167.433,-191.183,-79.6594,-200.175,-16.3854,347.461,-113.328,123.216,-37.6858,-5.67050,-47.9322,19.9643,86.7550,106.554,-200.749,179.501,-18.0304,365.888,-30.4725,99.0830,-91.8862,-131.174,-153.401,-218.735,-145.636,57.6270,-84.1262,-129.442,110.375
1.77590,-195.200,-270.118,-111.632,12.7905,144.797,21.1365,27.1955,-98.2944,321.169,76.0039,-294.441,22.2180,-115.392,8.45054,36.1553,-7.00549,-49.6130,-125.346,221.290,-84.2243,-38.3718,-171.270,109.117,-218.913,-87.4115,-61.9833,-149.747,-7.89916,-183.474,-81.1924,-32.5460,-148.162,-435.034,23.1449,-33.5855,34.2468,-116.678,-150.564,138.726,180.061,66.4849,44.8445,35.8376,93.3892,-150.997,-49.4037,-189.422,-244.505,-5.42943,-110.345,-215.593,36.7653,-177.541,-67.7962,-97.7800,14.8177,43.2615,-197.206,69.5241,82.0873,-109.219,-84.8925,2.16118,59.2479,-146.085,-72.6857,-21.8078,-199.588,-76.2527,-155.450,186.418,218.710,-184.078,-289.474,-37.5792,344.232,8.23746,84.1742,18.6897,6.88276,-57.0481,9.71007,-284.246,239.427,252.439,-48.6544,-125.512,121.504,26.4785,267.639,234.418,-223.525,-233.671,-0.150551,-54.0622,-49.3098,52.9539,-155.477,-124.233,-291.126,-136.545,164.853,-175.010,-91.0472,-194.559,-16.6472,342.189,-105.819,137.989,-62.6246,-25.6321,-34.0656,9.98217,68.8206,79.0167,-190.149,135.915,-24.3321,350.041,-52.7981,115.783,-89.9286,-124.216,-156.776,-179.305,-144.713,96.8171,-92.3536,-132.804,110.423
