2H chemical shift,FA_20240206_2H_yeast_1.3.ser#1,FA_20240206_2H_yeast_1.3.ser#2,FA_20240206_2H_yeast_1.3.ser#3,FA_20240206_2H_yeast_1.3.ser#4,FA_20240206_2H_yeast_1.3.ser#5,FA_20240206_2H_yeast_1.3.ser#6,FA_20240206_2H_yeast_1.3.ser#7,FA_20240206_2H_yeast_1.3.ser#8,FA_20240206_2H_yeast_1.3.ser#9,FA_20240206_2H_yeast_1.3.ser#10,FA_20240206_2H_yeast_1.3.ser#11,FA_20240206_2H_yeast_1.3.ser#12,FA_20240206_2H_yeast_1.3.ser#13,FA_20240206_2H_yeast_1.3.ser#14,FA_20240206_2H_yeast_1.3.ser#15,FA_20240206_2H_yeast_1.3.ser#16,FA_20240206_2H_yeast_1.3.ser#17,FA_20240206_2H_yeast_1.3.ser#18,FA_20240206_2H_yeast_1.3.ser#19,FA_20240206_2H_yeast_1.3.ser#20,FA_20240206_2H_yeast_1.3.ser#21,FA_20240206_2H_yeast_1.3.ser#22,FA_20240206_2H_yeast_1.3.ser#23,FA_20240206_2H_yeast_1.3.ser#24,FA_20240206_2H_yeast_1.3.ser#25,FA_20240206_2H_yeast_1.3.ser#26,FA_20240206_2H_yeast_1.3.ser#27,FA_20240206_2H_yeast_1.3.ser#28,FA_20240206_2H_yeast_1.3.ser#29,FA_20240206_2H_yeast_1.3.ser#30,FA_20240206_2H_yeast_1.3.ser#31,FA_20240206_2H_yeast_1.3.ser#32,FA_20240206_2H_yeast_1.3.ser#33,FA_20240206_2H_yeast_1.3.ser#34,FA_20240206_2H_yeast_1.3.ser#35,FA_20240206_2H_yeast_1.3.ser#36,FA_20240206_2H_yeast_1.3.ser#37,FA_20240206_2H_yeast_1.3.ser#38,FA_20240206_2H_yeast_1.3.ser#39,FA_20240206_2H_yeast_1.3.ser#40,FA_20240206_2H_yeast_1.3.ser#41,FA_20240206_2H_yeast_1.3.ser#42,FA_20240206_2H_yeast_1.3.ser#43,FA_20240206_2H_yeast_1.3.ser#44,FA_20240206_2H_yeast_1.3.ser#45,FA_20240206_2H_yeast_1.3.ser#46,FA_20240206_2H_yeast_1.3.ser#47,FA_20240206_2H_yeast_1.3.ser#48,FA_20240206_2H_yeast_1.3.ser#49,FA_20240206_2H_yeast_1.3.ser#50,FA_20240206_2H_yeast_1.3.ser#51,FA_20240206_2H_yeast_1.3.ser#52,FA_20240206_2H_yeast_1.3.ser#53,FA_20240206_2H_yeast_1.3.ser#54,FA_20240206_2H_yeast_1.3.ser#55,FA_20240206_2H_yeast_1.3.ser#56,FA_20240206_2H_yeast_1.3.ser#57,FA_20240206_2H_yeast_1.3.ser#58,FA_20240206_2H_yeast_1.3.ser#59,FA_20240206_2H_yeast_1.3.ser#60,FA_20240206_2H_yeast_1.3.ser#61,FA_20240206_2H_yeast_1.3.ser#62,FA_20240206_2H_yeast_1.3.ser#63,FA_20240206_2H_yeast_1.3.ser#64,FA_20240206_2H_yeast_1.3.ser#65,FA_20240206_2H_yeast_1.3.ser#66,FA_20240206_2H_yeast_1.3.ser#67,FA_20240206_2H_yeast_1.3.ser#68,FA_20240206_2H_yeast_1.3.ser#69,FA_20240206_2H_yeast_1.3.ser#70,FA_20240206_2H_yeast_1.3.ser#71,FA_20240206_2H_yeast_1.3.ser#72,FA_20240206_2H_yeast_1.3.ser#73,FA_20240206_2H_yeast_1.3.ser#74,FA_20240206_2H_yeast_1.3.ser#75,FA_20240206_2H_yeast_1.3.ser#76,FA_20240206_2H_yeast_1.3.ser#77,FA_20240206_2H_yeast_1.3.ser#78,FA_20240206_2H_yeast_1.3.ser#79,FA_20240206_2H_yeast_1.3.ser#80,FA_20240206_2H_yeast_1.3.ser#81,FA_20240206_2H_yeast_1.3.ser#82,FA_20240206_2H_yeast_1.3.ser#83,FA_20240206_2H_yeast_1.3.ser#84,FA_20240206_2H_yeast_1.3.ser#85,FA_20240206_2H_yeast_1.3.ser#86,FA_20240206_2H_yeast_1.3.ser#87,FA_20240206_2H_yeast_1.3.ser#88,FA_20240206_2H_yeast_1.3.ser#89,FA_20240206_2H_yeast_1.3.ser#90,FA_20240206_2H_yeast_1.3.ser#91,FA_20240206_2H_yeast_1.3.ser#92,FA_20240206_2H_yeast_1.3.ser#93,FA_20240206_2H_yeast_1.3.ser#94,FA_20240206_2H_yeast_1.3.ser#95,FA_20240206_2H_yeast_1.3.ser#96,FA_20240206_2H_yeast_1.3.ser#97,FA_20240206_2H_yeast_1.3.ser#98,FA_20240206_2H_yeast_1.3.ser#99,FA_20240206_2H_yeast_1.3.ser#100,FA_20240206_2H_yeast_1.3.ser#101,FA_20240206_2H_yeast_1.3.ser#102,FA_20240206_2H_yeast_1.3.ser#103,FA_20240206_2H_yeast_1.3.ser#104,FA_20240206_2H_yeast_1.3.ser#105,FA_20240206_2H_yeast_1.3.ser#106,FA_20240206_2H_yeast_1.3.ser#107,FA_20240206_2H_yeast_1.3.ser#108,FA_20240206_2H_yeast_1.3.ser#109,FA_20240206_2H_yeast_1.3.ser#110,FA_20240206_2H_yeast_1.3.ser#111,FA_20240206_2H_yeast_1.3.ser#112,FA_20240206_2H_yeast_1.3.ser#113,FA_20240206_2H_yeast_1.3.ser#114,FA_20240206_2H_yeast_1.3.ser#115,FA_20240206_2H_yeast_1.3.ser#116,FA_20240206_2H_yeast_1.3.ser#117,FA_20240206_2H_yeast_1.3.ser#118,FA_20240206_2H_yeast_1.3.ser#119,FA_20240206_2H_yeast_1.3.ser#120,FA_20240206_2H_yeast_1.3.ser#121,FA_20240206_2H_yeast_1.3.ser#122,FA_20240206_2H_yeast_1.3.ser#123,FA_20240206_2H_yeast_1.3.ser#124,FA_20240206_2H_yeast_1.3.ser#125,FA_20240206_2H_yeast_1.3.ser#126,FA_20240206_2H_yeast_1.3.ser#127,FA_20240206_2H_yeast_1.3.ser#128,FA_20240206_2H_yeast_1.3.ser#129,FA_20240206_2H_yeast_1.3.ser#130
4.90768,645.974,683.875,643.041,670.657,144.276,638.298,475.274,203.423,181.104,629.473,623.382,-21.0027,248.619,614.172,69.8771,696.256,409.994,278.453,180.608,174.906,114.379,248.368,351.259,-61.8575,487.303,294.826,233.537,263.58,317.213,298.667,411.65,422.176,563.768,201.335,792.727,511.707,711.001,418.879,749.67,-53.5673,584.702,408.71,335.427,540.498,350.91,426.041,521.258,334.253,726.805,152.443,668.675,534.1,389.839,752.732,326.988,447.215,404.581,702.363,594.459,641.362,601.206,378.413,440.462,555.435,618.906,649.765,679.539,494.909,602.794,455.281,666.83,516.926,651.552,693.588,740.922,496.534,601.636,566.351,222.079,430.687,361.278,585.122,553.597,451.193,698.801,745.554,359.683,365.085,728.723,587.262,551.978,568.608,183.082,-107.61,284.077,392.718,676.519,197.436,468.698,442.465,526.985,441.15,294.328,286.847,504.935,252.086,598,248.917,129.192,76.3116,843.852,454.812,255.008,407.834,303.706,338.377,594.633,170.038,266.808,568.467,339.26,482.84,767.968,451.818,448.067,329.812,285.215,416.549,202.762,859.73
4.91175,636.788,706.187,672.262,678.5,178.701,611.483,451.103,204.514,162.002,610.226,625.602,-69.3062,303.011,671.261,113.049,618.559,397.936,354.581,137.193,168.142,151.969,249.65,375.327,-89.9502,407.189,288.613,219.711,218.17,328.415,321.086,462.793,401.012,546.748,224.922,846.252,541.951,691.299,382.415,740.659,-105.255,596.102,407.817,274.539,525.215,293.924,415.254,485.155,306.273,666.165,120.323,606.882,587.796,401.155,726.912,308.963,416.911,363.828,662.5,587.671,683.437,601.932,374.745,469.28,612.32,614.363,566.481,600.106,506.818,575.202,440.145,648.39,467.022,629.195,724.344,708.779,561.611,511.573,558.813,229.976,387.931,336.099,566.676,548.212,497.102,695.642,776.072,297.611,361.522,742.545,574.071,517.416,568.669,220.388,-140.127,321.758,381.298,632.773,173.237,465.279,417.494,514.446,397.024,245.673,270.886,416.625,243.342,587.645,271.448,154.543,107.804,864.611,440.692,297.679,456.153,295.678,337.599,557.473,137.073,224.936,534.388,308.407,547.405,748.055,466.028,416.865,338.443,241.418,444.356,205.121,846.797
4.91583,627.602,695.932,679.661,656.274,194.632,595.211,426.933,205.605,191.231,590.978,627.822,-89.5059,317.361,688.897,148.105,540.862,385.877,430.71,93.7781,198.682,221.478,214.464,399.396,-78.9574,338.805,282.399,205.884,172.76,339.617,343.504,482.457,328.782,500.021,281.987,866.839,570.454,671.597,345.951,699.876,-128.903,634.483,406.923,190.546,509.933,276.912,404.467,448.152,258.211,604.744,124.058,528.975,641.492,412.471,673.851,290.938,415.077,350.977,622.637,598.146,725.513,602.659,354.558,462.618,657.419,582.019,509.66,492.282,518.727,547.611,454.308,597.856,417.118,606.839,755.101,690.295,612.569,407.136,551.275,237.872,345.175,346.68,548.231,569.489,497.29,653.136,793.424,235.539,378.21,756.367,560.88,482.854,568.729,232.44,-170.247,359.438,388.846,589.027,185.208,461.86,392.523,474.457,368.716,199.242,254.926,346.446,234.599,570.656,293.978,165.58,149.644,867.537,462.404,342.444,470.775,322.338,336.82,520.314,104.108,216.834,515.224,277.554,558.349,695.913,480.237,385.664,363.259,197.621,474.176,207.479,796.027
4.9199,618.416,647.919,687.06,598.146,210.562,578.938,402.763,206.696,220.461,571.731,630.042,-76.1487,331.712,706.534,183.16,463.164,373.819,487.87,50.3632,229.221,290.986,179.279,423.465,-32.5663,305.61,276.186,192.058,127.351,350.819,365.923,502.122,256.552,453.294,368.271,859.192,598.956,651.895,309.487,659.093,-152.552,672.864,406.03,106.553,494.651,259.9,393.68,411.149,210.15,543.322,127.792,451.067,695.187,423.787,620.789,272.913,413.242,338.125,582.774,608.62,767.589,603.385,317.85,455.955,675.58,549.675,452.839,384.458,530.637,520.02,468.471,547.322,367.215,584.483,785.857,703.028,631.257,302.698,543.737,245.768,302.419,357.262,529.786,590.766,497.477,610.63,767.191,173.466,394.898,770.19,547.689,448.291,568.789,214.339,-200.368,397.118,396.395,545.282,197.18,458.441,367.552,417.133,340.409,152.811,238.965,276.268,225.856,583.153,316.509,176.617,208.612,834.796,484.115,387.21,485.397,348.999,336.041,483.154,71.1423,208.732,496.06,246.7,569.293,643.77,494.447,354.462,388.076,153.824,503.997,209.838,713.112
4.92397,602.143,568.922,670.373,536.957,189.867,568.979,366.738,246.075,244.41,581.575,610.347,-41.5038,355.2,725.13,167.941,455.893,363.045,526.727,78.2734,277.781,346.002,132.033,428.56,42.5166,291.91,284.13,204.767,134.822,362.658,385.598,498.299,183.564,417.968,450.198,814.113,593.857,595.674,290.867,600.541,-123.253,691.36,434.304,43.8525,478.68,247.112,393.635,390.181,173.338,500.244,122.05,380.892,709.04,453.856,584.712,227.977,461.82,351.376,559.823,603.495,783.226,581.513,256.577,441.66,664.513,485.357,416.512,266.643,491.801,502.275,467.746,472.884,335.954,609.868,788.379,735.353,641.783,216.903,554.136,235.473,299.233,372.977,472.975,604.705,496.584,544.385,702.479,86.8138,408.385,766.282,530.542,436.636,565.946,183.35,-215.422,438.004,414.011,489.895,214.947,465.906,333.629,360.114,362.158,103.241,228.672,242.755,248.715,628.051,323.529,187.106,269.204,766.25,517.987,418.242,510.363,376.428,324.584,471.743,56.035,238.963,492.753,222.675,541.896,568.337,505.694,329.54,394.799,143.192,502.99,251.357,604.875
4.92804,585.871,489.924,653.686,475.768,169.172,559.021,330.712,285.453,268.36,591.418,590.652,-6.85901,378.688,743.726,152.721,448.622,352.272,527.647,106.184,326.34,364.1,84.7875,433.656,117.6,313.399,292.073,217.476,142.293,374.496,405.272,494.477,110.576,382.642,502.907,740.802,560.881,539.453,272.246,541.989,-93.9551,709.857,462.579,24.1389,462.709,234.323,393.59,390.799,136.527,475.932,116.308,310.716,692.078,483.926,574.785,183.042,510.398,364.628,536.872,598.37,798.862,559.641,162.264,427.365,626.508,421.04,380.185,176.084,452.966,484.531,467.021,398.446,304.693,635.253,790.901,767.678,620.038,131.107,564.535,225.179,296.048,388.692,416.164,618.643,495.691,478.14,615.974,0.161377,421.872,762.374,513.395,424.981,563.103,152.361,-230.476,478.89,431.627,434.508,232.715,473.372,299.706,303.094,383.907,89.2505,218.378,209.241,271.574,690.64,330.55,197.596,329.797,662.037,517.461,449.275,535.329,403.857,313.127,460.331,40.9276,269.194,489.446,198.65,514.5,492.903,516.94,304.618,401.522,132.559,501.983,292.877,496.638
4.93212,569.598,408.567,586.078,433.876,148.477,549.062,294.687,324.832,292.31,601.262,570.957,9.74902,422.196,762.323,137.502,441.352,341.499,510.784,134.094,374.899,359.894,74.0087,402.683,179.408,357.247,265.5,264.165,149.764,386.334,424.947,438.19,37.5877,377.023,541.617,653.374,498.867,454.83,253.626,483.437,-64.6568,683.385,490.853,43.1137,446.737,245.519,431.728,415.253,139.881,461.003,110.565,272.769,661.634,485.961,593.735,162.63,558.976,377.879,513.921,552.965,779.308,537.769,87.5691,438.413,576.717,384.524,343.857,128.112,414.13,466.786,466.296,324.008,273.432,660.639,745.776,786.346,582.158,81.5886,574.934,214.884,292.863,368.646,359.353,601.476,508.515,411.895,517.21,-86.4911,415.109,756.572,462.689,413.326,560.26,144.741,-200.811,483.168,468.211,379.121,250.482,480.837,265.783,262.327,405.657,98.6085,208.085,193.86,294.433,742.172,302.04,208.085,391.46,557.825,478.953,480.307,558.188,396.596,301.671,448.919,25.8203,299.425,486.139,174.625,454.93,449.699,528.187,279.695,370.477,121.926,468.754,366.744,401.46
4.93619,553.325,327.209,518.471,391.985,127.781,539.104,258.662,364.211,316.26,611.106,551.261,26.357,465.705,780.919,122.283,434.081,330.726,493.921,162.004,423.459,355.688,63.23,371.711,205.819,401.095,238.926,310.854,157.235,398.172,444.621,381.903,-35.4004,371.405,551.109,565.946,436.853,370.208,235.005,424.885,-35.3585,656.914,519.128,87.8809,430.766,256.715,469.865,439.706,143.234,477.349,104.823,234.823,631.19,487.996,612.685,142.218,607.554,391.13,490.97,507.559,759.753,515.897,12.8738,449.461,526.926,348.008,307.53,125.566,375.295,449.042,465.571,249.57,242.171,686.024,700.651,805.013,544.278,64.9257,585.333,204.59,289.678,348.601,302.543,557.646,521.338,345.65,418.446,-173.143,408.346,750.769,411.983,401.67,557.418,167.273,-171.146,487.446,504.795,323.734,268.25,488.303,231.861,221.56,427.406,125.756,197.791,178.479,317.292,764.217,273.53,218.574,453.124,489.278,440.446,511.34,581.048,389.335,290.214,437.508,10.713,329.655,482.832,150.6,395.36,406.495,539.434,254.773,339.433,111.294,435.524,440.611,338.426
4.94026,523.067,291.162,428.131,361.762,98.2794,500.594,193.849,385.375,334.6,623.529,539.201,22.4114,466.252,773.213,120.456,408.974,308.663,439.913,163.312,491.058,346.482,40.2956,334.728,185.769,444.944,216.667,394.355,152.25,386.741,446.056,295.449,-56.6844,347.219,549.644,497.34,370.193,277.301,183.231,377.424,-19.4954,612.456,498,156.828,436.971,271.908,515.161,473.603,139.057,507.77,132.695,237.162,622.573,453.82,627.821,165.743,611.65,388.105,513.086,431.584,726.269,498.524,-35.6646,476.032,513.054,362.46,323.028,147.436,368.047,420.333,484.99,233.303,210.91,668.031,635.872,786.285,541.358,61.268,576.984,194.295,248.625,346.436,265.068,486.042,523.589,301.046,351.918,-233.254,388.925,713.895,354.984,406.161,562.284,212.42,-123.513,487.148,560.743,334.403,277.728,470.024,227.308,220.522,443.368,159.204,180.258,209.938,329.292,746.456,233.916,194.711,455.554,457.884,402.655,517.241,561.786,369.065,305.096,455.648,25.8864,352.147,497.28,81.5294,317.694,393.843,522.637,247.083,287.819,131.471,394.91,514.478,312.56
4.94433,492.808,255.114,337.792,331.539,68.7775,462.084,129.036,406.538,352.939,635.953,527.14,18.4659,466.799,765.508,118.63,383.868,286.6,385.905,164.62,558.658,337.277,17.3611,297.744,165.719,471.198,194.409,477.855,147.266,375.309,447.492,208.994,-77.9684,323.034,548.179,428.733,331.409,184.395,131.456,329.962,-3.63232,567.997,476.872,225.776,443.176,287.101,560.458,507.5,134.88,538.191,160.566,239.502,613.956,419.644,642.957,189.269,615.746,385.081,535.201,355.608,692.785,481.151,-51.163,502.602,526.12,376.913,338.525,196.561,360.799,391.624,504.408,217.036,179.649,650.038,571.093,767.556,538.438,57.6103,568.636,184.001,207.572,344.271,227.594,387.776,525.839,256.443,285.39,-293.365,369.505,646.706,297.985,410.651,567.151,257.566,-75.8802,486.85,616.691,345.073,287.206,451.744,222.755,219.484,459.331,192.652,162.726,241.397,341.293,699.209,194.303,170.847,457.985,462.157,364.864,523.142,508.827,348.796,319.979,473.787,41.0597,374.639,511.728,12.4587,240.027,381.19,505.84,239.393,236.205,151.647,354.296,588.345,302.766
4.94841,462.55,241.722,283.824,301.316,39.2757,423.575,66.4043,427.701,371.279,648.377,494.721,13.262,427.306,755.336,97.3227,358.762,264.536,331.896,165.928,604.497,328.072,-5.57336,260.761,143.457,473.993,165.678,561.356,142.282,363.877,416.503,154.019,-48.1868,298.848,544.888,407.182,323.406,91.488,79.6809,296.888,12.2307,550.519,433.541,253.348,449.38,262.32,605.754,519.811,130.702,570.566,188.438,257.956,605.34,385.468,670.079,212.794,619.843,382.056,557.317,296.896,659.301,463.777,-26.7377,510.799,567.247,391.365,380.486,233.195,353.551,387.977,511.008,200.77,148.388,577.821,506.314,748.828,535.517,56.006,560.287,173.706,147.181,342.106,221.582,290.621,528.089,235.447,240.655,-296.089,329.834,546.171,261.122,376.392,572.018,294.798,-28.2475,486.552,643.395,355.742,332.855,433.465,218.202,253.117,504.999,209.422,145.193,303.076,318.547,632.427,154.69,112.63,460.416,482.034,327.073,495.535,443.232,363.216,332.726,491.927,73.1339,397.131,526.177,-56.6121,162.36,352.422,489.043,231.703,200.777,171.824,313.682,647.049,285.94
4.95248,432.292,228.33,229.856,271.093,9.77386,385.065,3.77234,448.865,389.619,660.801,462.302,8.05804,387.812,745.165,76.0156,333.655,242.473,277.888,167.237,619.251,318.866,-28.5078,223.777,121.195,459.193,119.688,644.856,137.298,352.445,385.513,99.0434,-18.4051,274.662,541.598,385.631,315.402,-1.41852,27.9061,263.813,28.0938,533.041,390.21,280.92,455.585,237.54,651.051,532.122,126.525,602.942,216.31,276.41,596.723,351.292,671.05,236.319,623.938,379.032,579.432,238.183,625.817,446.404,30.7276,488.585,608.374,405.818,422.447,269.828,346.303,384.33,488.309,184.503,117.127,505.605,441.535,730.099,532.597,54.4018,551.939,163.412,86.7909,339.94,215.57,220.128,530.34,214.451,195.92,-298.813,290.163,427.447,224.259,342.132,576.884,313.938,19.3853,486.254,651.132,366.411,378.504,415.185,213.649,286.751,550.668,226.193,127.66,364.755,295.801,565.646,115.077,54.4138,462.847,501.91,289.282,467.927,377.636,377.636,345.474,510.067,105.208,419.622,540.625,-125.683,84.6938,323.655,472.246,224.013,165.348,192.001,273.068,673.405,269.115
4.95655,403.282,200.306,225.899,239.187,28.4877,329.205,-34.4338,489.111,371.495,681.342,405.708,16.0671,351.655,717.835,52.1718,311.792,268.594,204.319,176.76,607.096,295.24,-25.0415,143.775,122.9,433.764,72.9792,647.301,154.456,353.247,339.493,93.3358,-16.9489,268.502,525.676,376.872,342.825,-43.5126,15.1183,242.879,43.0807,575.146,378.796,269.535,429.815,239.742,684.415,550.279,158.747,625.348,201.23,299.9,566.6,339.894,637.015,246.561,620.917,414.662,575.959,220.291,608.462,409.724,97.2274,436.908,630.279,412.162,447.386,275.516,338.178,388.353,442.109,170.911,75.9432,431.694,411.821,680.641,494.885,59.9846,542.184,159.377,70.9159,341.5,214.474,177.965,542.092,247.559,145.964,-267.104,229.186,323.312,210.626,293.241,582.329,303.491,63.8239,476.042,635.751,364.983,448.267,421.989,225.327,309.189,587.367,219.058,106.688,424.923,281.199,488.728,105.442,-18.1165,495.608,506.368,266.54,422.867,346.879,420.422,334.373,560.222,130.592,450.557,534.655,-156.935,72.5453,289.516,484.16,235.451,148.467,188.234,246.552,685.357,251.033
4.96062,374.272,172.282,221.942,207.281,47.2015,273.345,-37.746,529.357,353.371,701.882,349.115,3.94208,315.497,651.053,28.3281,289.928,294.714,130.75,186.283,563.855,271.614,-21.5753,63.7732,124.605,373.146,43.5292,649.745,171.614,354.049,293.474,87.6282,-15.4927,262.342,509.755,368.114,370.247,-85.6067,2.33051,221.944,58.0675,617.251,367.382,258.15,404.045,241.943,717.78,568.436,190.969,647.754,186.151,323.389,536.477,328.496,559.394,256.803,617.896,450.292,572.486,202.398,591.107,373.044,163.727,385.232,625.245,418.506,472.325,281.203,330.052,392.375,395.91,157.319,34.759,357.783,382.107,631.183,457.173,65.5674,532.43,155.343,55.041,343.06,213.378,180.239,553.844,280.666,96.0072,-235.395,168.209,219.178,196.992,244.349,587.774,262.89,108.262,465.829,588.757,363.555,518.03,428.792,237.005,331.627,605.548,211.924,85.7167,485.091,266.597,429.502,95.8079,-90.6469,528.368,475.16,243.798,377.807,349.819,463.208,289.101,610.376,155.976,481.491,528.685,-188.188,60.3968,255.376,496.075,246.889,131.585,184.466,220.035,681.134,232.952
4.9647,345.262,144.258,239.808,175.375,65.9154,238.569,-2.67487,527.968,335.247,722.423,303.548,-30.4144,279.34,567.01,43.446,268.065,320.835,95.1166,195.807,498.854,217.224,-18.1089,1.80518,126.311,290.169,43.5629,572.903,188.773,354.851,247.454,134.385,-44.676,256.182,493.834,359.355,397.67,-80.3646,-10.4573,213.598,73.0544,632.375,378.172,246.766,353.521,284.118,751.145,598.735,243.274,670.161,171.071,346.879,506.354,363.822,445.269,242.522,614.875,513.823,532.349,184.506,573.752,336.365,199.252,331.656,608.426,424.85,497.264,286.89,321.927,396.397,333.23,143.727,31.1172,338.096,352.393,581.725,389.208,71.1503,522.675,151.308,58.503,344.62,196.551,221.396,565.596,311.314,67.8438,-203.686,140.984,150.283,149.799,212.411,593.219,207.967,152.701,419.009,520.423,362.127,527.509,435.594,248.683,336.728,595.951,204.79,64.7452,527.127,251.995,408.24,86.1735,-143.854,560.059,424.633,221.057,366.256,367.501,471.305,206.1,660.53,164.46,512.426,522.714,-187.169,101.869,221.237,507.989,291.413,114.704,162.615,193.519,651.64,214.87
4.96877,316.253,116.234,257.675,143.469,84.6292,203.793,53.3327,526.579,317.123,742.963,278.339,-84.9049,243.183,482.967,58.564,246.201,346.955,59.4835,205.33,433.853,162.833,-14.6426,-24.0951,128.016,207.192,72.3612,496.062,205.931,355.653,201.435,181.143,-73.8593,250.022,477.912,350.597,425.092,-75.1224,-23.2451,234.027,88.0413,647.499,388.961,235.381,302.997,326.294,784.509,607.449,295.578,692.567,155.991,370.369,476.231,399.148,331.145,228.241,611.854,577.354,492.212,166.613,556.397,299.685,234.776,278.079,591.607,431.194,522.203,292.577,313.802,400.419,299.849,130.135,27.4754,318.408,322.679,532.266,321.242,76.7331,512.921,147.274,61.965,346.18,179.724,262.552,577.347,341.961,39.6803,-171.978,113.758,81.3891,102.606,219.222,598.664,153.044,197.14,372.189,452.089,360.699,536.987,442.397,260.361,341.83,555.491,197.655,43.7736,569.164,237.393,404.669,76.5391,-168.433,591.749,338.439,198.315,354.705,385.183,479.401,123.098,710.684,172.943,543.36,516.744,-186.15,143.342,187.098,519.903,335.938,97.8222,172.913,167.002,622.146,196.789
4.97284,314.715,92.9304,249.171,119.641,140.771,163.307,108.032,492.228,285.621,734.262,285.364,-123.875,175.327,406.321,96.8154,190.288,367.43,53.0929,156.173,369.241,110.365,-37.767,-25.5744,110.548,122.382,102.238,405.062,207.867,340.713,184.462,220.03,-90.9144,248.194,461.383,358.896,437.415,-24.3193,-7.79034,272.141,81.707,626.086,396.698,240.116,265.107,371.966,800.215,587.83,321.943,686.043,157.345,384.794,462.8,429.801,206.669,213.449,580.661,610.95,478.045,156.993,519.247,300.493,236.572,256.497,572.824,438.117,548.244,272.144,333.754,374.94,294.547,125.235,16.7944,282.792,304.281,534.187,245.881,105.588,464.422,133.483,58.9813,318.685,146.51,305.376,528.518,344.083,30.1317,-148.16,118.597,29.1678,67.1592,226.841,596.399,100.006,204.844,320.792,384.546,313.953,493.716,449.2,251.944,337.902,504.228,170.137,90.8522,576.069,233.649,409.207,62.4633,-160.806,636.285,255.218,139.742,352.229,376.89,458.59,59.3179,729.176,159.596,569.37,508.643,-177.735,170.068,193.582,520.467,368.054,108.929,204.643,158.611,565.358,190.092
4.97691,313.178,69.6265,240.668,95.8135,196.912,122.821,162.731,457.878,254.12,725.561,326.318,-129.289,107.47,329.676,135.067,134.375,387.906,46.7023,107.015,304.629,57.8974,-60.8914,9.01404,93.0789,37.5717,114.856,314.062,209.802,325.774,167.49,258.918,-107.97,246.367,444.853,367.195,449.738,26.4839,7.66437,310.254,75.3727,604.674,404.434,244.851,227.218,417.639,815.92,568.211,348.308,679.519,158.699,399.22,449.368,460.454,108.344,198.656,549.468,644.545,463.878,147.372,482.097,301.302,238.369,234.916,554.04,445.04,574.286,251.711,353.706,349.462,318.543,120.335,6.1134,247.177,285.883,536.107,202.791,134.444,415.923,119.693,55.9977,291.189,113.296,348.199,479.689,306.856,20.5831,-124.342,123.435,-23.0535,31.712,234.46,594.135,46.9677,212.549,269.396,317.002,267.207,450.446,456.004,243.527,333.974,452.965,142.619,137.931,582.975,229.905,396.053,48.3876,-136.003,663.693,171.996,81.1683,349.752,368.598,437.778,-4.46259,747.668,146.25,595.379,500.543,-169.321,196.795,200.065,521.03,400.171,120.036,236.374,150.219,508.571,183.396
4.98099,311.64,84.0808,232.165,122.25,253.054,62.5686,176.865,423.527,222.618,716.859,383.389,-105.76,39.614,255.496,134.357,78.4625,369.673,78.2479,57.8572,240.016,48.4998,-84.0158,51.4922,42.4244,-47.2383,130.351,279.695,211.737,327.26,150.517,297.806,-125.025,274.247,415.54,403.727,434.185,77.2872,72.2366,335.779,69.0385,556.281,412.17,249.587,214.083,423.339,778.17,547.243,334.508,672.995,160.053,381.416,435.937,463.073,41.6194,224.736,518.275,650.24,486.375,166.523,447.147,302.11,207.125,213.335,521.788,424.162,600.327,231.279,401.737,311.452,342.539,115.435,-4.56763,197.327,296.074,538.028,195.333,163.299,367.423,105.903,20.7858,263.694,64.3511,364.36,430.859,252.416,32.8275,-134.956,128.274,-38.8976,29.8243,244.5,591.87,36.1433,220.254,254.607,248.274,220.461,407.175,462.807,235.109,347.383,430.637,115.101,185.009,547.573,226.161,352.676,34.3119,-119.073,659.701,125.927,22.595,364.031,360.305,416.967,-30.5132,757.013,99.1013,587.618,492.442,-160.906,223.522,206.549,521.593,399.202,168.91,268.105,174.051,451.783,170.672
4.98506,310.103,98.5352,223.661,148.686,309.195,2.31628,191,389.176,191.117,708.158,440.46,-62.0967,-28.2425,181.316,133.646,22.5497,351.441,109.793,8.69952,175.404,39.1022,-107.14,112.004,-8.2301,-132.048,163.105,245.328,213.673,328.747,133.545,336.693,-142.08,302.126,357.01,440.258,418.632,128.09,136.809,361.303,62.7042,507.888,419.907,254.322,200.948,429.038,740.421,526.275,320.708,666.471,161.407,363.613,422.506,465.692,1.04675,250.816,487.082,655.934,508.873,185.675,412.196,302.918,175.88,191.754,489.535,403.284,626.369,210.846,449.767,273.443,337.236,110.535,-15.2487,147.478,306.264,539.949,187.874,192.154,318.924,92.1121,-14.4262,236.199,15.4059,380.52,382.03,197.975,45.0718,-145.571,133.113,-54.7416,27.9366,254.541,589.605,25.3189,227.959,239.819,179.545,173.715,363.904,469.609,226.692,360.791,408.309,87.5828,232.088,512.171,222.418,279.813,20.2361,-102.143,627.163,115.525,-35.9781,378.309,352.012,396.155,-22.3932,732.584,51.9528,579.857,484.341,-152.492,250.249,213.033,522.157,398.233,217.785,299.835,197.882,394.995,141.875
