2H chmeical shift,FA_20240704_2H_yeast_1.6.ser#1,FA_20240704_2H_yeast_1.6.ser#2,FA_20240704_2H_yeast_1.6.ser#3,FA_20240704_2H_yeast_1.6.ser#4,FA_20240704_2H_yeast_1.6.ser#5,FA_20240704_2H_yeast_1.6.ser#6,FA_20240704_2H_yeast_1.6.ser#7,FA_20240704_2H_yeast_1.6.ser#8,FA_20240704_2H_yeast_1.6.ser#9,FA_20240704_2H_yeast_1.6.ser#10,FA_20240704_2H_yeast_1.6.ser#11,FA_20240704_2H_yeast_1.6.ser#12,FA_20240704_2H_yeast_1.6.ser#13,FA_20240704_2H_yeast_1.6.ser#14,FA_20240704_2H_yeast_1.6.ser#15,FA_20240704_2H_yeast_1.6.ser#16,FA_20240704_2H_yeast_1.6.ser#17,FA_20240704_2H_yeast_1.6.ser#18,FA_20240704_2H_yeast_1.6.ser#19,FA_20240704_2H_yeast_1.6.ser#20,FA_20240704_2H_yeast_1.6.ser#21,FA_20240704_2H_yeast_1.6.ser#22,FA_20240704_2H_yeast_1.6.ser#23,FA_20240704_2H_yeast_1.6.ser#24,FA_20240704_2H_yeast_1.6.ser#25,FA_20240704_2H_yeast_1.6.ser#26,FA_20240704_2H_yeast_1.6.ser#27,FA_20240704_2H_yeast_1.6.ser#28,FA_20240704_2H_yeast_1.6.ser#29,FA_20240704_2H_yeast_1.6.ser#30,FA_20240704_2H_yeast_1.6.ser#31,FA_20240704_2H_yeast_1.6.ser#32,FA_20240704_2H_yeast_1.6.ser#33,FA_20240704_2H_yeast_1.6.ser#34,FA_20240704_2H_yeast_1.6.ser#35,FA_20240704_2H_yeast_1.6.ser#36,FA_20240704_2H_yeast_1.6.ser#37,FA_20240704_2H_yeast_1.6.ser#38,FA_20240704_2H_yeast_1.6.ser#39,FA_20240704_2H_yeast_1.6.ser#40,FA_20240704_2H_yeast_1.6.ser#41,FA_20240704_2H_yeast_1.6.ser#42,FA_20240704_2H_yeast_1.6.ser#43,FA_20240704_2H_yeast_1.6.ser#44,FA_20240704_2H_yeast_1.6.ser#45,FA_20240704_2H_yeast_1.6.ser#46,FA_20240704_2H_yeast_1.6.ser#47,FA_20240704_2H_yeast_1.6.ser#48,FA_20240704_2H_yeast_1.6.ser#49,FA_20240704_2H_yeast_1.6.ser#50,FA_20240704_2H_yeast_1.6.ser#51,FA_20240704_2H_yeast_1.6.ser#52,FA_20240704_2H_yeast_1.6.ser#53,FA_20240704_2H_yeast_1.6.ser#54,FA_20240704_2H_yeast_1.6.ser#55,FA_20240704_2H_yeast_1.6.ser#56,FA_20240704_2H_yeast_1.6.ser#57,FA_20240704_2H_yeast_1.6.ser#58,FA_20240704_2H_yeast_1.6.ser#59,FA_20240704_2H_yeast_1.6.ser#60,FA_20240704_2H_yeast_1.6.ser#61,FA_20240704_2H_yeast_1.6.ser#62,FA_20240704_2H_yeast_1.6.ser#63,FA_20240704_2H_yeast_1.6.ser#64,FA_20240704_2H_yeast_1.6.ser#65,FA_20240704_2H_yeast_1.6.ser#66,FA_20240704_2H_yeast_1.6.ser#67,FA_20240704_2H_yeast_1.6.ser#68,FA_20240704_2H_yeast_1.6.ser#69,FA_20240704_2H_yeast_1.6.ser#70,FA_20240704_2H_yeast_1.6.ser#71,FA_20240704_2H_yeast_1.6.ser#72,FA_20240704_2H_yeast_1.6.ser#73,FA_20240704_2H_yeast_1.6.ser#74,FA_20240704_2H_yeast_1.6.ser#75,FA_20240704_2H_yeast_1.6.ser#76,FA_20240704_2H_yeast_1.6.ser#77,FA_20240704_2H_yeast_1.6.ser#78,FA_20240704_2H_yeast_1.6.ser#79,FA_20240704_2H_yeast_1.6.ser#80,FA_20240704_2H_yeast_1.6.ser#81,FA_20240704_2H_yeast_1.6.ser#82,FA_20240704_2H_yeast_1.6.ser#83,FA_20240704_2H_yeast_1.6.ser#84,FA_20240704_2H_yeast_1.6.ser#85,FA_20240704_2H_yeast_1.6.ser#86,FA_20240704_2H_yeast_1.6.ser#87,FA_20240704_2H_yeast_1.6.ser#88,FA_20240704_2H_yeast_1.6.ser#89,FA_20240704_2H_yeast_1.6.ser#90,FA_20240704_2H_yeast_1.6.ser#91,FA_20240704_2H_yeast_1.6.ser#92,FA_20240704_2H_yeast_1.6.ser#93,FA_20240704_2H_yeast_1.6.ser#94,FA_20240704_2H_yeast_1.6.ser#95,FA_20240704_2H_yeast_1.6.ser#96,FA_20240704_2H_yeast_1.6.ser#97,FA_20240704_2H_yeast_1.6.ser#98,FA_20240704_2H_yeast_1.6.ser#99,FA_20240704_2H_yeast_1.6.ser#100,FA_20240704_2H_yeast_1.6.ser#101,FA_20240704_2H_yeast_1.6.ser#102,FA_20240704_2H_yeast_1.6.ser#103,FA_20240704_2H_yeast_1.6.ser#104,FA_20240704_2H_yeast_1.6.ser#105,FA_20240704_2H_yeast_1.6.ser#106,FA_20240704_2H_yeast_1.6.ser#107,FA_20240704_2H_yeast_1.6.ser#108,FA_20240704_2H_yeast_1.6.ser#109,FA_20240704_2H_yeast_1.6.ser#110,FA_20240704_2H_yeast_1.6.ser#111,FA_20240704_2H_yeast_1.6.ser#112,FA_20240704_2H_yeast_1.6.ser#113,FA_20240704_2H_yeast_1.6.ser#114,FA_20240704_2H_yeast_1.6.ser#115,FA_20240704_2H_yeast_1.6.ser#116,FA_20240704_2H_yeast_1.6.ser#117,FA_20240704_2H_yeast_1.6.ser#118,FA_20240704_2H_yeast_1.6.ser#119,FA_20240704_2H_yeast_1.6.ser#120,FA_20240704_2H_yeast_1.6.ser#121,FA_20240704_2H_yeast_1.6.ser#122,FA_20240704_2H_yeast_1.6.ser#123,FA_20240704_2H_yeast_1.6.ser#124,FA_20240704_2H_yeast_1.6.ser#125,FA_20240704_2H_yeast_1.6.ser#126,FA_20240704_2H_yeast_1.6.ser#127,FA_20240704_2H_yeast_1.6.ser#128,FA_20240704_2H_yeast_1.6.ser#129,FA_20240704_2H_yeast_1.6.ser#130
4.52903,621.705,44.3405,663.918,1022.27,1078.08,1381.53,1069.97,1189.03,833.645,1568.38,1868.11,1886.04,1509.53,1445.32,1573.68,1419.04,1194.14,1475.7,1422.71,881.836,1303.21,1540.42,1717.14,1006.91,1328.64,1016.58,1250.88,950.322,1543.65,1554.85,1439.18,841.116,1749.33,724.334,1553.86,1388.92,1285.06,1184.33,1839.87,828.216,1289.52,1525.04,1397.07,1239.09,1635.65,1625.76,1550.08,1890.01,1463.9,1051.41,1686.36,1210.78,1734.65,1482.82,1763.5,1652.07,1333.4,1679.22,1681.92,1535.41,2182.78,1352.4,1688.35,1849.09,1552.58,1066.01,1528.49,1345.35,928.67,1956.18,1933,1723.49,1291.98,1466.49,1746.69,1490.9,1543.64,1448.68,1644.15,1698.61,1506.43,1636.91,1980.68,1825.53,1602.3,1314.92,1813.95,786.538,1619.79,1402.48,1357.16,1814.97,1658.37,1754.31,932.092,1076.59,1396.61,1224.22,1745.29,1497.76,1253.56,1266.43,1732.57,1435.54,1458.27,1530.19,1306.7,1424.34,1750.12,1405.8,743.591,1689.81,1250.89,1653.04,1510.77,1526.22,1487.7,1164.21,997.993,1723.61,1823.14,971.581,1972.9,1264.83,1440.91,1481.97,1522.17,1610.08,1762.51,1136.73
4.53718,646.724,218.252,768.506,1167.05,1316.85,1493.51,1229.62,1319.54,1107.67,1644.21,2005.97,1989.83,1480.62,1424.3,1598.71,1432.5,1310.72,1533.13,1547.87,1029.44,1326.82,1730.56,1813.86,1135.45,1398.91,1059.16,1255.89,1025.03,1558.51,1485.08,1609.09,905.247,1705.44,695.956,1513.95,1418.72,1409.42,1160.07,1789.28,816.453,1362.13,1604.01,1537.1,1351.55,1572.05,1660.97,1650.96,1996.35,1568.19,1090.18,1722.42,1301.56,1724.42,1470.5,1740.3,1642.05,1459.4,1699.41,1775.44,1449.76,2268.26,1438.65,1605.57,1860.59,1553.07,986.938,1483.53,1385.1,1001.56,1972.37,1996.65,1850.05,1319.2,1624.01,1887.84,1556.53,1597.24,1496.94,1633.03,1627.21,1538.7,1662.15,2076.84,1753.39,1695.69,1369.11,1814.5,629.542,1617.97,1384.69,1489.71,1859.61,1695.46,1707.69,971.087,1136.64,1459.45,1346.53,1809.27,1434.64,1249.13,1329.16,1690.29,1535,1326.95,1621.42,1310.13,1469.11,1867.16,1565.27,706.179,1593.97,1254.36,1658.61,1630.15,1548.96,1561.91,1255.14,1072.36,1717.86,1815.15,1044.49,2005.04,1223.75,1581.6,1386.62,1594.56,1628.65,1850.38,1191.58
4.54532,671.743,392.164,873.095,1311.82,1555.62,1605.49,1389.26,1450.05,1381.69,1720.05,2143.83,2048.66,1451.71,1403.27,1623.74,1445.97,1427.29,1590.57,1673.03,1177.05,1350.44,1920.71,1910.58,1263.98,1469.17,1101.75,1260.9,1099.75,1573.37,1415.31,1778.99,969.378,1661.55,667.578,1474.05,1448.53,1533.78,1135.81,1738.7,804.69,1434.73,1754.52,1677.13,1464,1508.45,1696.18,1751.83,2102.69,1672.48,1128.95,1758.48,1392.34,1714.19,1458.17,1717.1,1632.02,1585.41,1719.6,1868.96,1364.12,2353.75,1524.9,1522.78,1872.1,1468.83,1075.91,1438.56,1424.84,1074.44,1988.57,2060.29,1976.6,1346.43,1781.52,2028.99,1622.15,1650.85,1545.21,1621.91,1651.63,1570.98,1687.39,2173.01,1681.25,1789.09,1423.3,1815.05,565.348,1616.16,1366.9,1622.26,1904.26,1732.55,1661.07,1010.08,1338.83,1522.28,1468.84,1873.25,1371.51,1244.7,1391.89,1648.02,1634.47,1195.62,1712.65,1313.56,1513.88,1984.21,1724.75,668.768,1498.12,1257.84,1664.17,1851.26,1571.69,1636.12,1346.08,1146.73,1712.11,1807.16,1117.41,2037.18,1182.67,1722.28,1291.28,1666.96,1647.23,1938.25,1246.43
4.55347,696.761,611.818,977.684,1456.6,1772.49,1791.47,1548.91,1601.97,1633.95,1896,2257.59,2058.78,1613.12,1519.09,1694.49,1503.34,1490.72,1692.18,1752.42,1369.66,1419,2088.44,2050.19,1381.29,1642.9,1271.99,1423.04,1245.53,1659.46,1472.16,1906.49,1103.33,1637.68,703.747,1474.92,1571.06,1697.13,1249.27,1688.12,926.765,1507.33,1936.34,1716.49,1522.74,1621.74,1701.44,1825.64,2158.49,1751.7,1124.15,1778.77,1563.78,1703.96,1504.33,1796.25,1590.03,1745.05,1706.01,1905.59,1336.21,2243.42,1533.01,1537.86,1916.69,1400.47,1224.4,1415.14,1631.89,1281.89,1960.58,2022.51,2108.66,1417.67,1962.79,2059.84,1712.22,1752.19,1641.18,1725.99,1733.95,1718.46,1712.63,2194.72,1753.51,1888.33,1524.67,1792.17,690.624,1658.49,1371.84,1801.95,1926.89,1769.64,1720.87,1091.18,1645.84,1564.97,1565.6,1937.23,1300,1358.78,1505.39,1630.61,1852.92,1236.96,1803.87,1398.35,1584.21,2144.19,1884.23,691.112,1427.87,1316.92,1669.73,2096.74,1645.49,1761.05,1437.01,1378.85,1748.17,1881.61,1338.33,2069.33,1223.22,1812.28,1312.68,1763.66,1747.08,2002.23,1383.78
4.56161,721.78,831.471,1082.27,1601.37,1989.36,1977.45,1708.55,1753.88,1886.21,2071.95,2282.35,2023.95,1774.52,1634.92,1765.24,1560.71,1554.15,1793.79,1831.8,1562.28,1487.57,2256.18,2189.8,1498.6,1816.63,1442.24,1585.19,1391.32,1745.55,1529.02,2033.99,1237.28,1613.82,739.917,1475.8,1693.6,1860.49,1362.73,1637.54,1048.84,1579.94,2046.61,1755.84,1581.48,1735.04,1706.71,1899.45,2214.3,1830.92,1119.35,1799.06,1735.23,1693.73,1550.48,1875.39,1548.05,1904.69,1692.41,1942.22,1308.3,2133.1,1541.12,1552.94,1961.28,1473.35,1372.88,1391.72,1838.93,1489.34,1932.59,1984.73,2152.6,1488.9,2144.07,2090.68,1802.29,1853.52,1737.15,1830.07,1816.27,1865.94,1737.87,2216.43,1825.78,1987.58,1626.05,1769.3,908.703,1700.83,1376.79,1981.63,1949.51,1806.73,1780.68,1172.29,1952.86,1607.65,1662.36,2001.21,1329.17,1472.87,1618.89,1613.19,2071.38,1278.29,1895.1,1483.13,1654.54,2304.18,2043.7,812.361,1357.62,1376.01,1675.29,2342.22,1719.28,1885.97,1527.94,1610.96,1784.23,1956.05,1559.25,2101.47,1263.77,1902.27,1334.08,1860.35,1846.94,2066.21,1521.14
4.56976,775.805,993.828,1334.69,1762.56,2233.27,2194.52,1897.1,1921.51,2054.81,2270.92,2247.8,2025.65,2009.81,1827.48,1906.34,1724.54,1629.92,1957.87,1851.83,1721.37,1590.78,2298.55,2317.68,1628.77,2075.34,1651.17,1823.22,1547.1,1919.89,1724.48,2071.04,1344.06,1761.93,874.924,1591.69,1837.97,1981.7,1518.24,1670.31,1235.98,1594.67,2071.54,1852.35,1597.25,1932.52,1831.76,1955.93,2189.55,1863.92,1163.43,1818.86,1888.22,1716.26,1549.85,2007.09,1582.17,2112.74,1733.46,2065.43,1389.5,2044.2,1528.52,1598.94,2017.3,1651.94,1492.7,1408.02,2105.97,1705.78,1907.71,1957.26,2137.69,1670.98,2232.66,2172.73,1952.95,1931.49,1882.82,1902.53,1965.47,2004.04,1878.79,2268.26,1929.14,2093.29,1743.52,1682.39,1205.57,1866.27,1428.5,2170.65,1974.54,1871.92,1904.56,1372.25,2183.26,1656.74,1758.59,2196.33,1522.07,1635.76,1898.97,1736.9,2243.61,1411.22,2000.29,1593.21,1756.29,2484.42,2251.75,995.427,1496.52,1540.65,1837.64,2462.66,1774.46,2013.8,1600.05,1761.48,1863.41,2048.01,1856.88,2159.6,1378.01,2057.35,1613.34,1949.22,1952.06,2129.69,1699.87
4.5779,829.83,1156.19,1587.11,1923.76,2477.17,2411.6,2085.64,2089.15,2223.42,2469.89,2213.24,2117.26,2245.1,2020.04,2047.45,1888.37,1705.69,2121.94,1871.86,1880.46,1693.99,2340.92,2445.56,1848.76,2334.06,1860.1,2061.25,1702.88,2094.24,1919.94,2108.09,1450.85,1910.04,1009.93,1707.59,1982.34,2102.91,1673.76,1703.08,1423.12,1609.41,2024.93,1948.86,1613.01,2129.99,1956.8,2012.41,2164.81,1896.93,1207.5,1838.66,2041.21,1738.8,1549.22,2138.78,1616.29,2320.78,1774.5,2188.65,1470.7,1955.3,1515.92,1644.94,2073.31,1915.28,1612.53,1424.31,2373.02,1922.22,1882.83,1929.78,2122.77,1853.06,2321.25,2254.79,2103.62,2009.46,2028.48,1974.98,2114.66,2142.13,2019.7,2320.09,2032.5,2199,1860.99,1595.48,1502.43,2031.72,1480.21,2359.67,1999.58,1937.11,2028.45,1572.22,2413.65,1705.82,1854.82,2391.45,1815.66,1798.66,2179.05,1860.61,2415.85,1544.15,2105.49,1703.29,1858.05,2664.67,2459.79,1178.49,1635.43,1804.16,1999.98,2481.37,1829.64,2141.62,1672.17,1912,1942.59,2139.97,2154.5,2217.72,1492.24,2212.42,1892.59,2038.1,2057.19,2193.18,1878.6
4.58605,957.813,1364.28,1862.74,2163.38,2704.65,2791.48,2404.23,2283.53,2366.64,2711.76,2236.15,2302.53,2524.3,2241.11,2217.12,2183.92,1870.66,2389.1,1926.21,2084.56,1902.08,2405.7,2530.56,2123.02,2592.77,2069.02,2342.14,1879.99,2268.59,2136.5,2215.82,1627.45,2058.15,1235.31,1864.26,2065.45,2263.11,1829.27,1872.32,1671.1,1681.97,2037.93,2045.37,1628.78,2296.25,2151.73,2068.89,2114.8,1879.79,1312.58,1932.05,2194.2,1928.86,1611.46,2236.36,1788.89,2346.61,1894.37,2346,1725.11,2062.2,1581.46,1690.95,2074.17,2182.15,1737.6,1512.42,2594.44,2183.52,1942.63,1951.2,2181.29,2167.19,2439.55,2478.68,2368.35,2017.82,2221.85,2129.72,2263.86,2280.23,2239.03,2479.46,2194.02,2351.52,2088.56,1680.32,1702.63,2270.73,1577.39,2548.69,2103.53,2135.52,2152.33,1870.43,2544.55,1800.24,2070.3,2636.38,2065.19,1986.95,2543.74,2100.33,2613.59,1724.36,2259.46,1992.35,2079.1,2801.98,2667.84,1349.19,1927.9,2127.39,2246.58,2411.06,2037.99,2294.81,1777.28,2004.4,2180.65,2281.39,2452.13,2499.87,1674.33,2418.19,2255.23,2181.64,2243.59,2286.52,2082.08
4.59419,1085.8,1572.38,2138.37,2403,2932.13,3171.35,2722.82,2477.92,2683.96,2953.63,2348.05,2577.72,2803.51,2462.18,2386.8,2479.47,2035.63,2656.26,2072.11,2288.67,2110.17,2470.48,2615.55,2397.29,2851.49,2277.95,2623.03,2057.09,2442.94,2353.07,2323.55,1804.05,2206.26,1460.68,2020.94,2148.55,2423.32,1984.78,2041.56,1919.08,1754.53,2122.49,2141.88,1644.55,2462.51,2346.65,2125.36,2064.79,1862.65,1417.65,2025.45,2347.19,2118.93,1790.65,2333.94,1961.49,2372.44,2014.25,2503.35,1979.52,2169.1,1646.99,1736.95,2075.03,2449.01,1862.67,1600.53,2815.86,2444.81,2002.43,1972.62,2239.8,2481.32,2557.84,2702.57,2633.08,2026.18,2415.22,2284.46,2413.05,2418.32,2458.37,2638.82,2451.82,2504.05,2316.13,1765.15,1902.82,2509.74,1674.57,2737.71,2207.47,2333.93,2276.21,2168.64,2533.3,1894.67,2285.77,2881.31,2314.73,2175.24,2908.43,2340.04,2811.33,1904.57,2413.43,2281.4,2300.14,2939.28,2875.89,1519.9,2220.37,2450.62,2493.17,2340.76,2246.35,2447.99,1981.37,2096.8,2418.7,2422.81,2749.75,2782.02,1958.2,2623.95,2617.88,2325.17,2430,2379.87,2285.57
4.60234,1342.28,1911.51,2487.98,2698.25,3113.99,3614.12,3174.15,2729.38,3062.04,3241.99,2602.71,2908.16,3124.8,2718.89,2596.01,2824.42,2267.97,2967.59,2326.72,2549.03,2355.72,2739.77,2775.6,2626.17,3138.84,2512.58,2903.03,2253.3,2603.94,2488.29,2577.94,2154.33,2382.33,1753.83,2223.49,2311.14,2637.96,2117.61,2282.92,2209.64,1974.53,2296.48,2290.82,1717.39,2582.6,2505.39,2128.29,2064.26,1870.06,1509.65,2230.23,2608.93,2389.28,2088.27,2415.88,2244.61,2371.64,2166.5,2593.85,2213.71,2358.06,1810.2,1899.16,2131.04,2712.35,2083.15,1848.87,2955.53,2767.78,2132.2,2070.11,2395.61,2818.37,2785.01,3030.86,2941.09,2133.98,2676.17,2610.98,2629.12,2631.51,2753.18,2854.02,2821.94,2641.95,2594.82,2107.13,2097.22,2800.26,1863.15,2966.5,2380.7,2587.84,2459.96,2483.52,2491.86,2082.69,2539.05,3094.07,2581.57,2475.17,3230.82,2634.14,3051.03,2159.81,2702.53,2686.38,2631.44,3060.49,3083.93,1835.35,2550.7,2722.37,2814.54,2401.86,2582.34,2797.14,2205.06,2188.16,2721.57,2776.48,3017.57,3132.03,2321.59,2831.83,2872.12,2548.16,2713.94,2559.81,2581.35
4.61048,1598.77,2250.64,2837.58,3081.05,3383.44,4056.89,3625.49,3066.46,3440.11,3530.34,3005.69,3283.56,3446.1,3066.83,2896.64,3169.37,2591.41,3278.92,2733.91,2809.4,2601.27,3009.05,2935.65,2855.05,3426.19,2747.22,3183.02,2449.5,2764.93,2623.52,2832.33,2504.6,2558.4,2046.98,2426.05,2553.21,2852.6,2250.43,2524.27,2500.2,2194.53,2542.03,2439.76,1790.23,2702.68,2664.13,2131.21,2063.73,1877.47,1601.66,2435.01,2870.67,2659.63,2385.88,2497.82,2527.72,2505.4,2318.75,2684.35,2447.91,2547.03,1973.41,2061.38,2187.06,2975.69,2387.64,2097.2,3095.2,3090.75,2438.7,2254.54,2639.54,3155.42,3107.22,3359.15,3249.1,2400.89,2937.13,2937.51,2845.2,2844.7,3048,3069.22,3192.05,2779.84,2873.5,2449.1,2384.41,3090.77,2051.74,3195.29,2642.02,2841.76,2643.71,2798.4,2535.69,2351.32,2792.33,3306.83,2949.08,2775.1,3553.21,2928.23,3290.73,2513.7,2991.64,3091.36,2962.73,3181.69,3291.98,2249.71,2881.03,2994.11,3135.91,2564.68,2918.34,3146.29,2527.73,2279.52,3024.43,3130.15,3285.39,3482.04,2786.75,3039.7,3126.36,2868.31,2997.88,2835.3,2877.13
4.61863,1929.22,2618.36,3363.19,3536.81,3764.2,4603.26,4158.11,3501.63,3861.71,3940.26,3538.44,3732.95,3833.27,3515.51,3252.51,3569.21,3017.34,3645.47,3234.55,3073.52,2912.37,3394.13,3177.9,3138.2,3746.8,3038.6,3473.73,2727.45,3039.89,2818.54,3143.26,2863.6,2844.63,2365.95,2688.08,2830.05,3075.37,2433.33,2711.34,2710.16,2418.87,2866.57,2626.46,1938.27,2822.77,2772.96,2260.41,2124.27,2001.87,1789.51,2692.36,3213.08,2904.84,2725.89,2622.41,2864.1,2731.67,2493.52,2774.85,2628.71,2793.59,2281.74,2343.21,2364.4,3366.14,2790.16,2514.29,3291.91,3469.78,2851.97,2505.98,3035.84,3452.12,3569.99,3778.06,3658.96,2836.85,3353.12,3276.37,3220.98,3222.47,3462.4,3358.87,3626.35,3011.37,3183.65,2875,2743.15,3489.79,2308.52,3459.44,2965.73,3056.82,2949.08,3122.06,2696.79,2703.9,3118.01,3527.89,3427.77,3125.82,3879.82,3317.61,3538.93,2984.76,3414.87,3532.95,3308.93,3453.19,3572.02,2767.1,3224.15,3307.05,3461.49,2877.98,3386.23,3592.63,2961.77,2449.76,3298.02,3611.59,3625.15,3870.81,3301.74,3446.12,3443.14,3289.68,3407.81,3188.43,3243.04
4.62677,2259.66,2986.07,3888.79,4080.11,4320.16,5149.63,4690.72,4079.5,4283.32,4435.99,4160.18,4272.26,4308.28,4055.42,3791.25,3969.04,3625.47,4012.03,3735.19,3427.66,3313.36,3779.2,3420.15,3421.35,4156.09,3415.09,3764.44,3005.39,3400.33,3097.98,3539,3222.6,3210.98,2762.38,3031.67,3186.38,3298.14,2691.35,2898.41,2920.11,2643.21,3262.66,2813.15,2086.3,2942.85,2881.78,2389.61,2285.89,2126.27,1977.36,2949.72,3555.49,3150.06,3065.9,2747,3200.48,2957.93,2735.86,2933.63,2809.5,3040.14,2590.06,2625.04,2541.74,3756.59,3276.7,2931.39,3488.61,3848.82,3353.62,2902.3,3579,3836.86,4127.79,4196.97,4166.59,3368.28,3769.12,3615.24,3692.58,3764.82,3876.81,3847.04,4060.65,3398.97,3588.16,3300.9,3194.68,3888.82,2656.24,3723.59,3289.45,3360.69,3345.67,3445.71,3000.04,3137.07,3545.91,3848.57,4007.13,3679.72,4307.98,3707,3889.12,3554.49,3935.64,4072.16,3655.13,3896.44,3953.7,3284.49,3567.28,3718.84,3888.17,3293.01,3854.13,4038.97,3560.78,2786.05,3571.62,4093.03,4063.59,4362.99,3867.63,3852.53,3759.92,3711.04,3817.74,3637.11,3707.95
4.63492,2636.33,3455.75,4440.5,4739.7,5039.43,5860.18,5357.44,4790.91,4840.94,5068.92,4912.17,4945.96,4927.85,4640.94,4454.75,4438.86,4381.17,4464.28,4307.35,3945.67,3848.62,4312.29,3820.54,3787.77,4664.22,3880.67,4175.68,3477.01,3878.97,3482.06,4031.93,3674.99,3677.9,3227.38,3450.45,3608.53,3581.02,3055.58,3136.28,3234.63,2906.03,3688.75,3010.51,2390.28,3121.47,3018.69,2655.23,2535.95,2338.93,2147.78,3261.28,3986.66,3473.46,3486.87,2991.34,3526.04,3300.53,3027.12,3130.81,3019.88,3361.93,2966.93,2994.03,2794.92,4271.96,3838.94,3486.71,3888.73,4330.18,3961.12,3424.96,4213.95,4320.63,4763.79,4776.42,4853.97,3976.78,4352.58,4171.14,4282.97,4452.21,4409.34,4434.74,4605.27,3961.65,4079.18,3799.01,3752.55,4371.3,3170.2,4055.99,3711.8,3801.01,3881.47,3938.23,3454.75,3602.14,4102.64,4365.38,4769.11,4417.21,4882.74,4279.45,4402.38,4204.38,4596.64,4712.04,4190.93,4527.83,4500.02,3910.57,4068.77,4294.38,4457.54,3899.31,4389.04,4549.76,4308.53,3359.23,3974.31,4693.98,4635.65,4969.06,4564.97,4458.01,4303.02,4246.78,4364.57,4266.94,4322.78
4.64306,3013,4016.92,5085.05,5574.38,5933.9,6570.73,6168.65,5702.08,5572.67,5902.08,5753.14,5769.52,5752.37,5317.7,5301.12,5084.31,5227.96,5093.25,4971.05,4613.71,4563.67,5024.66,4392.49,4303.9,5320.16,4431.37,4758.34,4119.21,4443.09,4006.83,4609.68,4267,4278.35,3769.85,4032.37,4110.16,3993.9,3494.93,3498.2,3622.15,3238.24,4114.85,3274.98,2694.26,3300.09,3155.59,2920.85,2786.01,2551.59,2318.21,3572.85,4417.83,3930.88,3907.83,3372.14,3851.6,3643.13,3385.95,3396.27,3299.55,3683.71,3343.8,3363.02,3048.09,4787.32,4569.23,4214.39,4471.36,4990.95,4656.99,4092.51,4937.01,4951.12,5558.17,5544.98,5704.3,4744.38,5126.87,4924.54,4969.18,5304.19,5098.71,5220.96,5310.34,4680.39,4664.57,4390.81,4403.22,4942.07,3896.33,4576.95,4280.98,4418.96,4508.49,4571.1,4108.45,4067.22,4829.73,5114.63,5766,5357.87,5626.74,5050.77,5153.62,4952.93,5420.21,5514.63,4965.31,5399.68,5215.74,4701.49,4775.02,5100.6,5195.42,4675.15,5128.18,5263.37,5155.27,4164.88,4577.68,5492.77,5405.06,5747.46,5431.95,5266.25,5046.25,4944.46,5106.48,5056.03,5102.62
4.65121,3434.05,4709.59,5841.77,6571.4,7045.51,7464.42,7073.78,6764.87,6473.05,6914.02,6725.74,6701.73,6734.27,6123.7,6343.68,5916.37,6192.42,5915.48,5835.01,5514.32,5456.64,5963.01,5214.62,4992.19,6123.9,5198.39,5533.85,5010.18,5167.47,4754.96,5334.08,5003.89,4990.63,4425.27,4694.14,4712.8,4559.53,4039.13,4077.23,4087.23,3687.54,4636.34,3655.5,3108.35,3626.99,3422.26,3276.66,3067.66,2914.66,2549.63,4042.13,4897.98,4532.11,4480.84,3838.23,4222.43,4131.5,3805.31,3741.38,3667.26,4086.12,3763.92,3829.88,3400.54,5387.42,5493.81,5164.67,5259.31,5853.56,5435.71,4932.12,5812.45,5730.16,6562.4,6526.29,6709.43,5760.59,6084.03,5998.86,5849.04,6388.64,5995.9,6118.86,6195.93,5623.47,5407.25,5144.59,5247.23,5665.49,4859.27,5258.97,5053.86,5134.96,5268.54,5349.59,4962.93,4641.43,5857.08,6185.57,7010.4,6499.59,6639.38,6103.82,6132.21,5921.42,6436.83,6542.97,5995.33,6484.08,6200.39,5714.95,5703.08,6164.27,6162.88,5715.92,6122.61,6238.99,6173.17,5238.29,5523.9,6448.18,6388.25,6827.43,6529,6235,6048,5947.81,6067.84,6006.36,6082.52
