,FA_20240108_2H_yeast_1.7.ser#1,FA_20240108_2H_yeast_1.7.ser#2,FA_20240108_2H_yeast_1.7.ser#3,FA_20240108_2H_yeast_1.7.ser#4,FA_20240108_2H_yeast_1.7.ser#5,FA_20240108_2H_yeast_1.7.ser#6,FA_20240108_2H_yeast_1.7.ser#7,FA_20240108_2H_yeast_1.7.ser#8,FA_20240108_2H_yeast_1.7.ser#9,FA_20240108_2H_yeast_1.7.ser#10,FA_20240108_2H_yeast_1.7.ser#11,FA_20240108_2H_yeast_1.7.ser#12,FA_20240108_2H_yeast_1.7.ser#13,FA_20240108_2H_yeast_1.7.ser#14,FA_20240108_2H_yeast_1.7.ser#15,FA_20240108_2H_yeast_1.7.ser#16,FA_20240108_2H_yeast_1.7.ser#17,FA_20240108_2H_yeast_1.7.ser#18,FA_20240108_2H_yeast_1.7.ser#19,FA_20240108_2H_yeast_1.7.ser#20,FA_20240108_2H_yeast_1.7.ser#21,FA_20240108_2H_yeast_1.7.ser#22,FA_20240108_2H_yeast_1.7.ser#23,FA_20240108_2H_yeast_1.7.ser#24,FA_20240108_2H_yeast_1.7.ser#25,FA_20240108_2H_yeast_1.7.ser#26,FA_20240108_2H_yeast_1.7.ser#27,FA_20240108_2H_yeast_1.7.ser#28,FA_20240108_2H_yeast_1.7.ser#29,FA_20240108_2H_yeast_1.7.ser#30,FA_20240108_2H_yeast_1.7.ser#31,FA_20240108_2H_yeast_1.7.ser#32,FA_20240108_2H_yeast_1.7.ser#33,FA_20240108_2H_yeast_1.7.ser#34,FA_20240108_2H_yeast_1.7.ser#35,FA_20240108_2H_yeast_1.7.ser#36,FA_20240108_2H_yeast_1.7.ser#37,FA_20240108_2H_yeast_1.7.ser#38,FA_20240108_2H_yeast_1.7.ser#39,FA_20240108_2H_yeast_1.7.ser#40
4.91993,1106.70,956.238,601.109,528.042,624.635,864.428,1091.68,867.631,822.828,1100.22,863.260,918.842,753.273,946.145,925.536,1241.84,435.275,530.533,530.873,867.279,381.737,652.829,1028.73,811.084,457.195,497.647,882.190,501.448,274.170,1277.98,481.953,715.113,645.098,663.169,700.039,1587.02,1075.87,324.670,841.345,651.661
4.92808,1034.01,883.350,591.087,621.662,444.242,752.407,1123.29,834.992,718.461,1041.29,801.911,917.149,747.083,937.106,945.097,1275.48,449.592,481.109,551.600,862.255,316.045,647.074,1023.16,723.617,393.405,412.599,719.362,403.502,226.277,1209.66,467.245,679.166,582.745,716.544,617.247,1495.46,1135.82,304.111,806.934,632.785
4.93622,906.657,830.414,535.056,715.938,412.228,623.102,1105.59,866.200,584.169,942.541,752.336,910.943,784.985,973.875,1017.82,1206.15,481.682,453.058,519.835,839.293,365.311,640.679,962.606,599.238,342.598,431.678,626.814,382.994,217.130,1215.32,519.827,656.991,599.452,733.542,576.175,1426.83,1087.80,300.726,714.259,517.264
4.94437,779.307,777.478,479.026,810.213,380.214,493.798,1087.89,897.408,449.878,843.789,702.761,904.736,822.888,1010.64,1090.54,1136.83,513.772,425.007,488.070,816.332,414.578,634.285,902.051,474.860,291.792,450.756,534.267,362.486,207.983,1220.98,572.409,634.817,616.160,750.539,535.102,1358.20,1039.77,297.341,621.583,401.743
4.95251,717.549,755.435,477.123,810.008,317.234,425.945,992.416,897.660,346.812,745.037,682.931,898.529,829.666,1047.41,1088.84,1100.45,493.202,396.955,487.412,825.259,495.740,689.277,841.495,350.482,313.691,502.395,603.902,373.478,277.736,1226.65,624.991,612.642,692.486,666.798,548.298,1232.24,914.728,241.114,602.230,361.391
4.96066,655.790,733.391,475.220,809.803,254.254,358.092,896.939,897.912,243.746,646.285,663.101,892.322,836.444,1084.18,1087.13,1064.07,472.631,368.904,486.754,834.186,576.903,744.269,780.939,226.104,335.590,554.034,673.537,384.471,347.490,1232.31,677.573,590.467,768.813,583.058,561.494,1106.29,789.681,184.886,582.877,321.038
4.96880,576.096,639.908,455.049,723.483,110.633,362.093,788.962,844.313,281.191,657.548,580.373,951.570,727.154,1085.94,971.802,1119.67,394.792,385.378,604.691,836.470,687.802,852.973,822.261,232.079,377.612,490.355,749.085,372.986,332.531,1112.79,665.790,498.776,851.620,458.742,553.322,958.477,641.080,129.319,615.241,304.847
4.97695,496.403,546.425,434.878,637.162,-32.9874,366.093,680.985,790.715,318.636,668.811,497.644,1010.82,617.864,1087.70,856.469,1175.27,316.953,401.853,722.627,838.753,798.700,961.678,863.582,238.054,419.635,426.675,824.634,361.502,317.572,993.277,654.008,407.085,934.427,334.426,545.150,810.667,492.480,73.7526,647.606,288.655
4.98509,416.709,452.943,447.183,550.842,9.18750,400.820,695.233,737.117,408.123,755.667,325.681,997.840,539.698,1016.17,773.033,1197.92,239.115,384.132,871.671,841.037,856.439,1039.69,904.904,297.235,461.658,330.435,781.247,318.517,246.255,873.762,724.144,367.859,944.654,333.234,569.539,743.109,398.896,49.8910,627.598,272.464
4.99324,337.015,359.460,459.489,464.522,51.3624,435.547,709.480,683.518,497.610,842.523,153.718,984.862,461.533,944.632,689.596,1220.57,161.276,366.410,1020.71,843.321,914.178,1117.70,946.225,356.416,503.680,234.195,737.861,275.532,174.939,754.247,794.280,328.633,954.880,332.043,593.929,675.552,305.313,26.0295,607.590,256.272
5.00138,253.905,345.783,482.620,402.478,152.889,431.226,675.115,613.797,536.356,826.789,4.68335,887.404,435.890,842.995,728.428,1104.57,157.162,266.049,1088.75,908.053,898.157,1222.57,940.310,425.572,548.949,276.337,618.452,236.485,236.415,747.750,876.850,430.407,900.304,395.212,608.821,671.052,252.305,-94.9294,619.006,319.276
5.00953,170.796,332.107,505.751,340.433,254.415,426.905,640.751,544.076,575.103,811.054,-144.351,789.947,410.247,741.358,767.260,988.572,153.048,165.687,1156.79,972.785,882.137,1327.44,934.394,494.729,594.217,318.479,499.042,197.438,297.891,741.254,959.420,532.181,845.727,458.381,623.713,666.551,199.297,-215.888,630.421,382.280
5.01767,153.277,287.537,388.150,246.896,294.009,361.132,506.385,505.311,665.891,719.726,-105.001,764.716,353.479,608.310,752.932,872.575,148.934,99.5217,1110.76,963.111,866.116,1493.69,928.478,595.809,587.553,284.647,347.196,189.891,342.459,679.961,983.476,678.551,791.150,487.971,671.167,662.050,146.289,-336.847,715.159,445.284
5.02582,135.758,242.968,270.550,153.358,333.604,295.360,372.019,466.545,756.679,628.399,-65.6511,739.485,296.711,475.262,738.603,756.578,144.819,33.3561,1064.74,953.436,850.095,1537.17,922.563,696.889,580.889,250.814,195.350,182.344,387.028,618.667,1007.53,824.921,736.573,517.560,718.620,657.549,93.2811,-457.806,799.897,508.287
5.03396,182.347,182.108,133.201,-27.1973,361.868,236.308,268.198,463.542,788.879,629.032,37.7592,791.720,332.091,423.524,699.107,757.093,25.7986,63.0549,999.490,872.095,798.929,1414.00,920.690,766.597,409.857,147.960,154.467,186.282,410.275,538.955,1047.67,887.182,739.449,571.930,789.700,630.141,92.8513,-449.054,884.062,604.429
5.04211,228.935,121.247,-4.14783,-207.753,390.133,177.257,164.377,460.539,821.080,629.664,141.169,843.956,367.471,371.785,659.611,757.608,-93.2223,92.7538,934.239,790.754,747.762,1168.06,918.817,836.304,238.825,45.1062,113.583,190.219,433.523,459.242,1087.81,823.527,742.324,626.300,860.779,602.733,92.4215,-440.302,968.227,700.570
5.05025,308.319,122.172,-0.764771,-369.937,449.363,212.944,182.780,509.130,697.156,630.297,244.580,782.692,402.850,320.047,673.275,758.122,-285.968,122.453,868.987,709.413,622.172,952.806,837.981,767.678,43.1246,61.6409,56.4810,225.657,490.585,379.530,1069.43,757.249,745.200,736.635,877.590,575.325,36.9742,-378.708,916.222,700.067
5.05840,387.703,123.098,2.61816,-427.142,508.593,248.631,201.183,557.720,573.233,630.930,347.990,721.428,438.230,268.308,686.938,758.637,-478.714,152.151,803.736,628.073,496.581,737.554,757.144,699.051,-152.576,78.1755,-0.621094,261.095,547.647,299.817,1051.05,690.971,748.076,846.971,894.401,547.917,-18.4729,-317.114,864.217,699.563
5.06654,510.132,219.919,122.375,-386.586,596.854,335.527,257.086,567.615,507.856,596.466,439.626,585.359,411.361,198.901,608.901,714.538,-514.136,228.870,768.943,676.279,337.101,615.661,650.222,571.898,-269.079,176.790,-123.610,295.220,599.425,268.052,940.517,746.018,695.220,830.684,893.913,597.897,-58.1027,-261.465,721.869,601.073
5.07469,632.560,316.741,242.133,-283.042,685.115,299.521,312.990,577.511,442.479,562.002,531.262,449.289,384.492,129.493,530.863,670.438,-549.558,305.588,734.150,724.486,177.621,493.768,543.299,444.745,-281.717,275.404,-246.599,329.345,651.204,236.287,829.982,801.066,642.365,814.397,893.426,647.876,-97.7324,-205.815,579.521,502.583
5.08283,645.670,413.562,286.111,-176.874,711.444,196.941,313.337,432.627,491.593,527.538,593.154,406.082,357.623,91.4972,452.826,626.339,-511.256,382.306,792.678,655.767,135.093,402.568,492.779,392.080,-196.982,374.019,-250.653,415.971,646.625,204.522,660.933,856.113,620.615,798.110,892.938,663.461,-82.3447,-97.3239,531.445,436.307
5.09098,658.779,510.384,330.090,-133.693,737.773,94.3615,313.684,287.743,540.707,493.074,655.045,362.875,330.754,53.5010,374.788,582.239,-472.954,459.024,851.206,587.049,92.5652,311.368,442.259,339.415,-112.247,472.633,-254.708,502.596,642.046,172.757,491.885,911.161,598.865,781.823,892.450,679.046,-66.9570,11.1676,483.368,370.031
5.09912,585.971,540.271,337.364,-218.291,637.658,67.9564,327.921,121.899,532.575,572.674,640.095,398.988,272.436,32.1921,391.110,490.093,-340.192,432.799,750.959,489.100,136.588,206.100,387.685,355.584,0.401978,436.935,-226.833,597.589,604.356,166.335,420.115,880.296,575.171,819.403,793.261,609.361,-4.80457,52.2854,417.616,380.938
5.10727,513.163,570.158,344.637,-365.877,537.543,164.455,342.157,-43.9442,524.444,652.275,625.145,435.101,214.118,10.8832,407.432,397.948,-207.430,406.573,650.713,391.150,180.611,100.832,333.111,371.754,113.051,401.237,-198.958,692.582,566.667,159.914,348.344,849.432,551.477,856.983,694.072,539.677,57.3479,93.4032,351.863,391.844
5.11541,505.947,661.831,384.387,-488.530,437.428,335.207,323.060,-55.0085,443.454,677.880,560.620,419.624,62.4275,20.9855,423.754,213.828,-127.328,414.543,581.573,325.089,192.739,56.9508,244.695,334.718,152.994,267.858,-268.392,693.074,528.978,186.370,335.088,745.116,496.678,749.053,578.602,435.599,152.511,60.5420,317.534,402.750
5.12356,498.730,753.504,424.137,-506.204,337.313,505.960,303.962,-66.0729,362.465,703.486,496.095,404.147,-89.2634,31.0878,440.076,29.7081,-47.2267,422.513,512.433,259.028,204.866,13.0693,156.280,297.682,192.938,134.478,-337.827,693.566,491.289,212.827,321.831,640.801,441.878,641.122,463.132,331.520,247.674,27.6808,283.205,413.656
5.13170,466.233,834.235,423.629,-439.895,273.970,616.541,209.169,-26.1890,343.275,676.446,445.203,395.119,-156.011,38.5725,340.110,-92.6379,-84.9529,485.339,580.682,284.647,185.761,36.9683,75.6198,262.973,223.144,91.3184,-328.873,620.230,490.585,187.227,302.722,632.890,461.603,393.627,350.036,317.368,264.437,-69.9120,256.078,391.676
5.13985,433.737,914.967,423.122,-373.586,210.627,727.122,114.376,13.6949,324.085,649.406,394.312,386.090,-222.758,46.0573,240.144,-105.164,-122.679,548.165,648.931,310.266,166.657,60.8673,-5.04041,228.265,253.350,48.1587,-319.919,546.893,489.880,161.626,283.614,624.979,481.327,146.132,236.941,303.216,281.200,-167.505,228.950,369.696
5.14799,401.240,892.723,455.091,-300.716,209.216,735.284,52.9169,53.5789,252.853,622.367,343.420,449.289,-196.132,105.894,140.178,-36.6985,-44.5525,531.201,748.286,367.773,147.552,115.459,-85.7006,225.480,283.556,80.9736,-192.031,489.307,489.176,136.026,299.614,648.548,449.209,21.7614,178.114,289.065,297.963,-229.429,233.247,294.024
5.15614,368.743,870.478,487.060,-227.846,207.805,743.445,-8.54224,93.4626,181.621,595.327,292.528,512.487,-169.506,165.731,40.2115,31.7673,33.5742,514.237,847.642,425.281,128.448,170.052,-166.361,222.695,313.762,113.789,-64.1428,431.721,488.471,110.425,315.614,672.116,417.091,-102.609,119.287,274.913,314.726,-185.669,237.543,218.353
5.16428,373.825,728.041,514.631,-176.136,227.199,691.915,-57.8485,137.538,111.853,562.972,254.030,477.663,-169.303,210.762,46.8982,57.5063,117.296,460.316,947.645,497.155,60.4199,135.922,-194.320,190.148,258.604,51.2961,120.510,409.408,497.718,8.06616,303.454,690.110,317.576,-144.430,51.9808,250.819,392.954,-130.020,259.678,213.823
5.17243,378.906,585.605,542.203,-124.426,246.593,640.386,-107.155,181.614,42.0853,530.617,215.532,442.840,-169.101,255.793,53.5847,83.2454,201.018,406.395,1047.65,569.029,-7.60828,101.792,-222.279,157.602,203.446,-11.1964,305.162,387.096,506.964,-94.2928,291.294,708.104,218.062,-186.252,-15.3253,226.725,471.182,-74.3705,281.814,209.292
5.18057,416.784,474.061,586.012,-188.192,235.021,588.856,-156.461,194.734,-27.6827,465.865,177.034,356.426,-262.271,227.531,155.960,108.984,284.740,400.918,1075.07,531.950,-43.7405,67.6614,-171.274,109.093,54.8094,2.28564,446.565,396.283,533.117,-119.936,244.026,799.549,118.548,-244.862,36.7601,219.828,549.410,-86.0949,303.950,279.930
5.18872,454.661,362.517,629.822,-251.958,223.449,537.326,-205.767,207.854,-97.4507,401.113,138.536,270.012,-355.442,199.269,258.334,134.723,368.462,395.441,1102.49,367.317,-79.8727,33.5313,-120.269,60.5847,-93.8270,15.7678,479.847,405.471,559.270,-145.579,196.758,890.994,19.0338,-303.473,88.8456,212.931,627.638,-97.8192,326.086,350.568
5.19686,444.028,308.897,664.835,-224.525,194.459,454.430,-191.878,282.886,-162.015,260.093,131.022,219.711,-387.660,129.125,382.638,87.0204,467.324,352.919,1076.77,222.614,-96.7344,11.5506,-113.682,106.516,-211.953,72.6639,396.897,507.518,633.328,-88.3423,183.867,903.742,31.6300,-335.850,129.399,185.255,573.824,-153.138,348.876,388.991
5.20501,433.395,255.277,699.849,-197.091,165.469,371.534,-177.989,357.918,-226.578,119.073,123.508,169.411,-419.879,58.9817,506.941,39.3174,566.186,173.613,1051.05,77.9109,-113.596,-10.4302,-107.094,152.447,-330.079,129.560,205.825,609.566,707.385,-31.1051,170.976,916.489,44.2262,-368.227,169.952,157.578,520.010,-208.457,371.667,427.414
5.21316,357.171,263.443,702.386,-75.1759,74.5465,257.913,-197.434,432.949,-259.917,75.2446,145.740,150.064,-420.973,104.013,556.820,-41.3315,528.130,14.2545,973.487,20.9016,-130.458,-40.0842,-100.506,214.340,-271.635,132.189,-6.87195,708.988,798.349,26.1321,158.085,897.757,87.9282,-367.025,69.4063,112.704,389.172,-210.934,342.084,369.193
5.22130,280.947,271.608,704.924,46.7389,-16.3755,144.291,-216.879,507.981,-293.256,31.4159,167.971,130.718,-422.067,149.044,606.700,-121.980,490.075,-145.104,895.922,-36.1075,-147.319,53.0342,-93.9187,276.233,-213.191,134.817,-219.568,682.410,889.314,83.3693,145.194,879.026,131.630,-365.823,-31.1397,67.8306,258.333,-213.411,312.501,310.971
5.22945,308.575,288.141,703.909,192.930,-54.0748,77.3982,-256.462,455.965,-260.243,88.8278,197.948,88.8004,-449.747,177.714,579.497,-123.696,365.130,-137.401,790.491,-22.3639,-121.653,215.852,-33.9248,330.810,-145.983,70.9681,-330.225,616.292,929.557,121.427,150.588,934.401,146.171,-367.768,-105.908,55.9180,214.147,-168.165,190.612,246.037
5.23759,336.204,304.673,702.894,339.121,-91.7742,10.5054,-296.046,403.948,-227.229,146.240,227.926,46.8832,-477.427,206.385,552.294,-125.412,240.184,-129.698,685.060,-8.62024,-95.9868,378.669,26.0691,385.388,-78.7747,7.11890,-440.881,550.175,969.800,159.486,155.982,989.776,160.711,-369.714,-180.676,44.0054,169.962,-122.919,68.7220,181.104
5.24574,429.424,290.313,685.641,327.844,-67.5417,5.06433,-280.074,320.976,-194.215,171.255,188.498,77.1925,-473.982,140.823,471.930,-72.2184,62.5786,3.39014,652.211,37.0121,-70.3205,405.925,86.0631,344.195,-146.591,19.2443,-454.227,476.182,908.599,197.544,79.4576,887.756,61.1967,-371.660,-255.444,112.346,92.7654,-130.515,41.1035,234.292
5.25388,522.643,275.953,668.388,316.567,-43.3093,-0.376709,-264.101,238.004,-161.201,196.270,149.070,107.502,-470.537,75.2599,391.567,-19.0244,-115.027,136.478,619.363,82.6443,-44.6542,433.181,146.057,303.002,-214.408,31.3698,-467.573,402.189,847.398,235.602,2.93323,785.736,-38.3175,-373.605,-330.213,180.687,15.5691,-138.111,13.4850,287.481
5.26203,495.613,300.208,673.124,273.797,-16.4964,23.6279,-225.906,289.819,-95.0112,135.567,43.9561,164.896,-433.374,28.6747,349.745,50.6426,-221.541,318.011,609.845,44.5690,2.27618,355.569,77.0298,228.224,-282.224,137.107,-444.429,282.259,728.079,179.135,-3.37524,702.734,-148.200,-299.298,-362.922,191.345,-93.2622,-147.028,118.763,349.394
5.27017,468.582,324.464,677.860,231.026,10.3165,47.6326,-187.711,341.634,-28.8210,74.8650,-61.1583,222.291,-396.211,-17.9105,307.923,120.309,-328.055,499.543,600.326,6.49365,49.2065,277.957,8.00269,153.445,-350.041,242.844,-421.284,162.328,608.759,122.669,-9.68372,619.733,-258.083,-224.990,-395.632,202.004,-202.094,-155.946,224.040,411.307
5.27832,288.505,286.934,571.635,156.762,-24.8024,102.363,-116.183,445.041,89.4104,46.5598,-116.698,248.731,-359.049,-64.4957,340.525,157.031,-255.524,592.736,590.808,21.5660,0.448792,261.731,-61.0244,78.6663,-365.925,316.020,-344.078,115.899,545.797,33.3242,-15.9922,610.182,-220.213,-184.262,-374.073,132.409,-211.893,-112.021,329.318,473.220
5.28646,108.428,249.404,335.503,82.4973,-59.9213,157.093,-44.6539,548.449,207.642,18.2545,-172.237,275.171,-321.886,-111.081,373.127,193.751,-182.992,685.929,581.290,36.6383,-48.3089,245.506,-130.052,3.88757,-381.809,389.197,-266.872,69.4686,482.836,-56.0206,-22.3007,600.632,-57.9207,-143.534,-352.514,62.8147,-221.693,-68.0955,434.596,535.133
5.29461,2.73950,238.905,124.321,47.1490,-126.530,205.703,12.8339,527.671,276.475,84.2297,-47.7577,161.753,-334.611,-183.638,389.864,132.836,-154.152,695.858,627.261,87.7100,-54.2894,233.596,-152.833,-32.1093,-391.343,345.782,-141.264,27.4272,539.854,-47.8439,-50.1859,545.011,66.7657,-168.303,-337.102,19.1053,-194.314,56.3724,512.664,625.696
5.30275,-102.949,228.407,-86.8616,11.8007,-193.139,254.312,70.3217,506.893,345.308,150.205,76.7220,48.3341,-347.336,-256.194,406.601,71.9202,-125.312,569.004,673.233,138.782,-60.2699,221.686,-175.614,-68.1061,-400.878,302.368,-15.6569,-14.6140,596.871,-39.6671,-78.0712,489.390,191.452,-193.072,-321.691,-24.6041,-166.934,180.840,590.733,716.258
5.31090,-143.047,187.015,-165.431,112.925,-156.528,241.469,161.143,434.521,299.650,216.180,171.457,-34.1300,-360.062,-234.517,370.178,65.9144,-170.197,439.299,719.205,157.965,8.17358,107.467,-232.237,-29.6152,-379.253,334.929,12.6407,-56.6553,653.889,1.38782,-187.875,441.638,189.123,-139.490,-306.279,-10.9897,-194.572,351.545,595.479,718.230
5.31904,-183.145,145.624,-244.001,214.049,-119.918,228.627,251.965,362.150,253.991,282.155,266.191,-116.594,-372.787,-212.840,333.755,59.9086,-215.082,309.595,765.176,177.148,76.6171,-6.75336,-288.860,8.87561,-357.628,367.490,40.9384,-98.6965,710.907,42.4427,-297.679,393.886,186.794,-85.9069,-290.868,2.62476,-222.209,522.250,600.225,591.341
5.32719,-156.968,64.3287,-212.962,326.327,-8.47266,146.651,386.537,287.844,149.787,342.056,289.042,-121.672,-323.912,-161.715,338.531,129.404,-343.565,332.348,764.488,186.365,168.983,-42.3222,-200.951,77.2946,-374.952,436.681,-26.7224,-119.081,648.518,90.3473,-261.931,416.307,115.125,-61.7062,-249.000,36.3025,-295.924,596.518,525.757,355.057
5.33533,-130.791,-16.9659,-181.923,438.605,102.972,64.6758,521.109,213.538,45.5818,401.957,311.893,-126.751,-275.037,-110.590,343.308,198.899,-472.049,355.101,763.799,195.583,261.348,-77.8911,-113.043,145.714,-392.276,505.872,-94.3832,-139.466,586.128,138.252,-226.183,564.644,43.4567,-37.5054,-207.132,69.9802,-369.639,565.102,451.290,118.772
5.34348,-39.0236,45.9058,-96.7567,456.402,152.485,13.4260,577.902,139.231,97.5012,468.607,225.679,-59.6028,-226.162,-90.8762,379.980,191.521,-600.532,471.892,732.004,151.653,279.290,-11.1495,53.8298,214.133,-440.760,477.381,-107.983,-86.3507,540.646,186.156,-155.327,707.735,-28.2122,-13.3046,-89.2880,160.982,-388.336,498.017,376.822,-58.4524
5.35162,52.7443,108.777,-11.5903,474.199,201.999,-37.8239,634.696,64.9253,149.421,427.267,139.465,7.54541,-177.287,-71.1624,416.652,184.142,-729.015,588.684,700.208,107.723,297.231,55.5920,220.702,282.551,-489.244,448.891,-121.583,-33.2352,495.164,234.061,-84.4711,850.826,-99.8811,10.8962,28.5562,251.983,-407.033,430.932,302.354,-106.817
5.35977,57.9113,161.352,102.331,412.606,141.518,-141.564,704.684,-14.5402,145.396,302.910,3.36658,164.332,-174.774,-36.3973,487.878,91.6534,-801.218,619.630,656.100,45.1918,234.104,183.080,247.273,334.676,-581.221,358.332,-132.479,47.9352,588.814,294.980,-67.3741,840.456,-205.248,5.01538,153.862,299.634,-311.570,347.169,294.007,-35.0462
5.36791,63.0782,213.926,216.253,351.013,81.0381,-245.303,774.672,-94.0057,141.370,178.552,-132.732,321.119,-172.262,-1.63232,559.105,-0.835449,-873.420,513.791,611.991,-17.3397,170.976,310.569,273.844,386.801,-673.199,267.773,-143.376,129.106,682.464,355.899,-50.2773,704.169,-310.615,-0.865356,279.169,347.284,-216.106,263.406,285.660,36.7244
5.37606,101.041,297.392,254.396,289.420,82.4896,-274.789,844.660,-142.515,106.121,144.637,-219.256,475.326,-138.625,-19.2192,598.435,-16.4504,-892.962,382.306,619.728,-79.8713,161.009,407.364,266.573,438.926,-709.348,209.774,-186.709,178.776,674.671,416.817,-91.6937,544.273,-288.966,-6.74609,328.498,314.681,-120.642,211.349,277.313,62.8571
5.38420,139.003,380.859,292.539,227.827,83.9412,-181.371,914.648,-191.025,70.8707,110.721,-305.780,567.624,-104.988,-36.8063,637.765,-32.0656,-912.504,250.821,627.464,-142.403,151.041,504.159,259.303,491.050,-641.633,151.776,-230.043,228.446,666.878,477.736,-133.110,384.377,-142.895,-12.6268,377.828,282.078,-25.1782,159.291,268.967,88.9897
5.39235,154.419,480.416,321.886,305.987,158.937,-62.9886,858.939,-100.878,110.430,122.701,-292.534,558.032,-29.2031,-104.128,676.431,-40.1304,-849.764,167.780,672.787,-111.926,174.299,452.604,274.593,438.427,-489.528,112.771,-237.223,325.367,565.038,489.338,-133.567,300.556,5.12122,42.0052,329.473,315.398,26.9594,190.459,304.482,129.216
5.40049,169.835,579.973,351.234,384.147,233.932,55.3940,803.231,-10.7312,149.990,134.681,-279.288,445.258,46.5815,-171.449,715.097,-48.1953,-787.024,84.7391,718.111,-81.4492,197.556,401.049,289.884,385.803,-337.423,73.7662,-244.403,422.287,463.198,500.939,-134.025,216.734,153.137,96.6373,281.119,348.717,79.0969,221.628,339.997,169.443
5.40864,185.250,535.364,348.104,367.826,246.996,120.006,647.521,110.371,189.549,179.059,-236.297,252.519,122.366,-81.7146,753.762,-56.2601,-608.431,149.881,690.852,-50.9723,125.126,380.188,384.138,279.974,-234.653,51.0417,-197.522,487.708,417.716,457.744,-75.9684,132.913,174.137,151.269,178.495,462.290,131.235,280.539,344.089,209.670
5.41678,200.666,490.754,344.975,351.505,260.060,184.619,491.812,231.474,229.109,223.436,-193.307,59.7808,198.151,8.02014,792.428,-64.3251,-429.838,215.022,663.593,-20.4954,52.6951,359.326,478.392,174.145,-131.884,28.3171,-150.641,553.128,372.234,414.548,-17.9122,49.0916,195.138,205.901,75.8719,575.863,183.372,339.449,348.181,249.897
5.42493,257.759,362.155,297.867,269.409,265.866,247.631,402.032,269.222,365.758,396.642,-60.9260,-31.5504,223.034,103.726,680.916,54.4176,-285.310,295.124,585.299,-35.5262,-45.4848,308.410,481.961,135.987,-57.1903,11.1890,-128.256,533.071,415.867,419.857,27.7098,0.684204,115.207,284.669,-1.48254,607.928,225.796,302.749,363.238,315.459
5.43307,314.853,233.555,250.759,187.312,271.672,310.643,312.252,306.969,502.408,569.848,71.4547,-122.882,247.917,199.432,569.405,173.160,-140.781,375.227,507.006,-50.5571,-143.665,257.495,485.530,97.8286,-44.8158,-5.93921,-105.871,513.014,459.500,425.165,73.3320,-47.7231,35.2751,363.436,-78.8370,639.994,268.219,202.638,378.295,381.021
5.44122,371.946,104.956,203.651,157.705,277.478,373.655,322.474,231.212,564.898,710.657,203.835,-183.259,272.801,221.846,383.469,215.029,-69.9777,352.741,459.819,-97.4766,-273.741,104.269,410.136,75.6319,-111.638,-6.78711,-99.7048,398.457,469.319,463.352,83.8461,-96.1305,-75.7620,425.414,-101.923,614.735,310.643,131.590,393.352,478.799
5.44936,429.039,-23.6433,156.543,128.098,283.284,436.667,332.695,155.455,481.672,851.466,336.216,-243.635,297.684,244.259,197.532,256.898,0.826050,330.255,412.632,-144.396,-403.817,-48.9564,334.741,53.4352,-240.780,-7.63513,-93.5385,283.900,479.137,501.539,94.3602,-144.538,-186.799,487.391,-125.008,589.477,353.066,166.226,408.409,576.576
5.45751,469.735,-154.173,150.031,128.672,200.063,395.339,404.723,88.7266,307.374,807.342,352.715,-316.910,316.083,202.541,47.4796,138.842,11.0701,339.116,366.742,-238.484,-476.081,-193.869,283.318,89.4321,-367.324,74.2750,-138.392,259.905,466.413,427.392,121.697,-133.266,-150.084,541.324,-122.994,641.606,339.785,248.421,389.424,519.319
5.46565,510.430,-284.704,143.519,129.246,116.842,354.011,476.751,21.9982,133.076,763.218,369.214,-390.185,334.482,160.823,-102.573,20.7853,21.3142,347.977,320.851,-332.572,-548.345,-338.782,231.895,125.429,-390.004,156.185,-183.246,235.911,453.688,353.244,149.034,-121.994,-113.368,595.256,-120.980,693.735,326.503,330.615,370.439,462.062
5.47380,441.807,-312.258,137.007,203.305,-28.3102,343.409,548.779,-44.7302,-50.3289,686.697,296.479,-366.727,301.007,45.8118,-244.652,-97.2710,-63.2305,322.641,202.378,-479.808,-503.658,-340.461,180.471,214.631,-339.979,162.121,-174.039,264.417,474.778,246.219,176.370,-58.2572,-24.8101,570.837,-135.247,780.258,313.222,303.162,351.454,458.497
5.48194,373.184,-339.812,130.495,277.364,-173.463,332.807,620.807,-111.459,-233.734,610.176,223.743,-240.089,267.532,-69.1992,-386.731,-215.327,-147.775,297.306,83.9044,-627.043,-458.970,-342.140,129.048,303.834,-289.953,168.056,-164.832,292.923,495.868,139.194,203.707,5.47986,63.7483,546.418,-149.514,866.781,299.940,275.709,332.469,454.931
5.49009,242.899,-281.124,69.8547,360.609,-215.396,386.217,655.681,-147.554,-310.454,619.371,161.542,-57.3457,138.739,-217.585,-433.122,-252.392,-206.319,164.396,60.6958,-660.676,-488.374,-240.868,69.8694,313.228,-198.950,103.105,-162.044,212.491,471.168,97.2397,229.946,6.91443,70.9780,502.060,-141.395,942.914,290.785,246.274,314.138,505.729
5.49823,112.613,-222.435,9.21497,443.854,-257.329,439.627,690.556,-183.649,-387.175,628.568,99.3406,125.397,9.94556,-365.970,-351.928,-289.456,-264.863,31.4860,37.4872,-694.308,-517.778,-139.597,10.6907,322.622,-107.946,38.1532,-159.256,132.059,446.467,55.2858,256.186,8.34900,78.2076,457.703,-133.276,1019.05,281.630,216.839,295.808,556.526
