,FA_20240108_2H_yeast_1.7.ser#1,FA_20240108_2H_yeast_1.7.ser#2,FA_20240108_2H_yeast_1.7.ser#3,FA_20240108_2H_yeast_1.7.ser#4,FA_20240108_2H_yeast_1.7.ser#5,FA_20240108_2H_yeast_1.7.ser#6,FA_20240108_2H_yeast_1.7.ser#7,FA_20240108_2H_yeast_1.7.ser#8,FA_20240108_2H_yeast_1.7.ser#9,FA_20240108_2H_yeast_1.7.ser#10,FA_20240108_2H_yeast_1.7.ser#11,FA_20240108_2H_yeast_1.7.ser#12,FA_20240108_2H_yeast_1.7.ser#13,FA_20240108_2H_yeast_1.7.ser#14,FA_20240108_2H_yeast_1.7.ser#15,FA_20240108_2H_yeast_1.7.ser#16,FA_20240108_2H_yeast_1.7.ser#17,FA_20240108_2H_yeast_1.7.ser#18,FA_20240108_2H_yeast_1.7.ser#19,FA_20240108_2H_yeast_1.7.ser#20,FA_20240108_2H_yeast_1.7.ser#21,FA_20240108_2H_yeast_1.7.ser#22,FA_20240108_2H_yeast_1.7.ser#23,FA_20240108_2H_yeast_1.7.ser#24,FA_20240108_2H_yeast_1.7.ser#25,FA_20240108_2H_yeast_1.7.ser#26,FA_20240108_2H_yeast_1.7.ser#27,FA_20240108_2H_yeast_1.7.ser#28,FA_20240108_2H_yeast_1.7.ser#29,FA_20240108_2H_yeast_1.7.ser#30,FA_20240108_2H_yeast_1.7.ser#31,FA_20240108_2H_yeast_1.7.ser#32,FA_20240108_2H_yeast_1.7.ser#33,FA_20240108_2H_yeast_1.7.ser#34,FA_20240108_2H_yeast_1.7.ser#35,FA_20240108_2H_yeast_1.7.ser#36,FA_20240108_2H_yeast_1.7.ser#37,FA_20240108_2H_yeast_1.7.ser#38,FA_20240108_2H_yeast_1.7.ser#39,FA_20240108_2H_yeast_1.7.ser#40
5.50638,47.9188,-194.640,-18.9484,474.609,-154.754,390.618,669.874,-219.744,-387.134,605.367,86.7145,242.363,-66.9738,-420.122,-183.020,-326.520,-355.003,-98.5743,149.075,-589.757,-547.182,23.0605,-48.4880,193.682,-48.1021,5.76221,-124.032,20.1265,455.581,111.966,177.102,9.78369,33.5944,413.346,-108.876,991.998,305.485,261.383,183.206,532.155
5.51452,-16.7755,-166.844,-47.1116,505.365,-52.1798,341.609,649.193,-255.839,-387.094,582.166,74.0884,359.328,-143.893,-474.273,-14.1115,-363.584,-445.142,-91.8510,260.662,-485.206,-576.587,185.718,-107.667,64.7414,11.7419,-26.6288,-88.8082,-91.8059,464.696,168.647,98.0172,11.2183,-11.0189,368.989,-84.4759,964.948,329.340,305.928,70.6041,507.784
5.52267,-60.9728,-254.253,-17.7643,475.758,36.2020,170.336,597.260,-210.675,-321.351,420.602,122.811,365.374,-222.109,-490.470,173.403,-351.916,-399.682,32.4210,275.689,-302.261,-447.840,198.747,-133.709,-87.4763,-99.1420,-33.5818,-102.239,-231.629,479.445,136.968,-46.1631,30.3599,-54.3362,314.138,-136.731,803.188,333.939,234.880,-72.1120,375.359
5.53081,-105.170,-341.662,11.5830,446.150,124.584,-0.936768,545.328,-165.510,-193.158,259.039,171.534,371.419,-300.326,-506.666,360.917,-340.247,-354.221,156.693,290.716,-119.317,-319.093,211.775,-159.751,-239.694,-210.026,-40.5348,-115.670,-371.452,494.195,105.288,-190.344,49.5015,-97.6534,259.287,-188.986,641.427,338.538,163.832,-214.828,242.933
5.53896,-149.367,-429.071,8.45374,385.049,212.966,-172.209,571.175,-68.7533,-114.405,97.4755,220.257,243.330,-285.169,-365.806,474.007,-229.741,-256.100,289.514,233.161,10.4797,-222.242,224.804,-185.793,-296.142,-320.910,-14.9272,-262.902,-495.525,384.958,73.6085,-299.416,142.094,-89.1277,148.471,-273.803,559.920,310.127,92.7839,-357.544,164.200
5.54710,-193.564,-516.480,5.32458,323.948,301.348,-220.579,597.022,28.0039,-139.734,-64.0879,268.980,115.240,-270.012,-224.947,587.097,-119.235,-157.978,422.335,175.605,140.276,-125.391,237.832,-211.835,-352.589,-431.794,10.6802,-410.134,-619.598,275.722,41.9291,-408.488,234.687,-80.6019,37.6548,-358.619,478.412,281.716,21.7361,-500.260,85.4662
5.55525,-174.092,-491.581,-43.9823,221.471,415.696,-143.404,588.276,99.3677,-227.961,-50.4204,238.344,54.0172,-329.464,-69.2810,545.399,-78.2671,-63.5185,442.283,144.984,208.538,-138.889,326.834,-211.086,-345.190,-436.683,23.4415,-521.339,-613.651,207.521,100.065,-464.807,284.693,-55.0854,-82.1686,-331.294,462.738,267.833,91.5455,-582.216,14.0313
5.56339,-154.620,-466.681,-93.2892,118.994,530.044,56.6742,579.530,170.731,-316.187,-36.7529,207.708,-7.20618,-388.917,86.3846,503.702,-37.2991,30.9413,462.230,114.363,276.799,-152.386,415.836,-210.337,-337.792,-441.572,36.2029,-524.422,-607.704,139.319,158.201,-521.126,334.699,-29.5690,-201.992,-303.968,447.063,253.949,161.355,-664.171,-57.4037
5.57154,-69.5559,-441.782,-45.1664,-14.9771,541.172,249.071,537.451,107.953,-275.611,9.31165,226.648,24.4332,-396.495,84.9940,462.004,3.66882,178.061,379.590,83.7424,249.395,-165.884,471.588,-175.747,-330.393,-311.436,32.6840,-397.759,-528.256,127.475,161.541,-472.122,353.226,-35.1583,-288.236,-330.912,465.783,240.066,262.870,-651.856,-128.839
5.57968,15.5076,-416.883,2.95642,-148.948,552.300,441.468,495.371,45.1748,-235.035,55.3762,245.587,56.0728,-404.074,83.6035,420.307,44.6368,325.182,296.950,53.1216,221.991,-179.382,404.566,-141.156,-322.994,-181.301,29.1650,-206.222,-448.808,115.631,164.880,-423.117,371.753,-40.7477,-374.480,-357.856,484.503,226.183,364.384,-639.540,-200.274
5.58783,-3.28162,-397.776,117.386,-204.185,576.976,450.149,371.346,4.32349,-163.234,41.3712,355.620,104.479,-230.742,130.639,462.337,171.401,318.270,220.009,69.1611,265.007,-210.821,254.418,-199.630,-152.320,-70.6400,6.99170,-34.9583,-407.095,96.3906,164.109,-264.399,375.851,-13.9352,-443.934,-360.378,477.427,222.615,428.249,-636.389,-146.205
5.59597,-22.0707,-378.669,231.815,-259.422,601.652,335.927,247.321,-36.5277,-91.4333,27.3662,465.653,152.885,-57.4095,177.674,504.366,298.166,311.358,143.068,85.2006,308.024,-242.260,104.269,-258.103,18.3528,40.0208,-15.1816,136.305,-365.382,77.1498,163.339,-105.682,379.950,12.8774,-513.388,-362.901,470.351,219.047,492.114,-633.239,-92.1354
5.60412,-40.8599,-328.669,205.512,-283.165,564.396,260.113,178.852,15.4886,-113.307,-40.6338,506.281,201.292,115.922,352.971,546.396,348.057,209.658,123.120,101.240,382.929,-241.803,7.83386,-260.174,173.065,57.2031,125.448,192.689,-355.169,74.8163,195.446,-99.0994,384.049,16.3606,-526.877,-246.032,497.670,270.497,439.726,-630.088,15.6252
5.61226,-59.6489,-278.670,179.209,-306.908,527.141,184.299,110.383,67.5049,-135.181,-108.634,546.910,249.698,289.255,528.269,588.426,397.948,107.957,103.173,117.279,457.834,-241.346,-88.6017,-262.245,327.776,74.3854,266.077,249.073,-344.956,72.4827,227.554,-92.5166,388.148,-104.579,-540.366,-129.163,524.988,321.947,387.338,-626.938,123.386
5.62041,7.65027,-249.265,106.560,-401.184,490.530,189.140,151.291,148.220,-137.376,-182.033,480.332,238.131,253.794,596.245,607.863,394.301,61.5502,101.392,73.0494,512.808,-328.936,-96.7945,-158.738,315.888,112.260,402.975,192.267,-299.469,0.0545654,217.365,-156.881,411.266,-310.736,-508.382,3.98682,472.053,368.927,364.013,-532.462,111.683
5.62855,74.9496,-219.861,33.9106,-495.460,453.919,193.980,192.198,228.935,-139.572,-255.433,413.754,226.563,218.333,538.576,627.299,390.655,15.1431,99.6107,28.8195,567.783,-416.525,-104.987,-55.2300,304.000,150.134,539.874,135.461,-253.983,-72.3737,207.176,-221.246,434.383,-516.893,-476.399,137.136,419.118,415.907,340.688,-437.986,99.9797
5.63670,32.9302,-252.242,101.993,-558.242,386.342,104.083,199.772,237.420,-110.542,-188.445,396.752,214.995,89.4991,394.526,614.840,354.063,63.5249,97.8297,57.1720,590.869,-472.219,-51.7939,48.2777,324.035,188.008,492.262,2.96887,-239.996,-110.987,196.987,-203.692,457.500,-741.195,-477.994,150.895,263.000,407.869,391.342,-395.883,34.5851
5.64484,-9.08911,-284.623,170.075,-621.024,318.766,14.1862,207.346,245.904,-81.5129,-121.458,379.749,203.428,-39.3347,250.476,602.380,317.470,111.907,96.0487,85.5245,613.955,-527.912,1.39948,151.785,344.070,225.882,444.651,-129.523,-226.010,-149.601,186.799,-186.138,480.618,-841.074,-479.590,164.653,106.882,399.831,441.996,-353.780,-30.8096
5.65299,-86.6370,-364.631,258.456,-503.374,321.508,-45.6252,96.1683,216.339,-16.0547,40.0214,417.279,178.963,-131.208,141.763,615.837,237.637,96.4377,102.817,116.469,553.334,-496.556,0.240479,197.480,370.424,204.683,363.123,-159.299,-249.758,-41.3330,170.445,-145.910,456.517,-815.233,-472.791,72.5862,1.63940,388.355,406.782,-363.395,-74.7277
5.66113,-164.185,-444.638,346.836,-385.724,324.249,17.4668,-15.0094,186.774,49.4036,201.500,454.809,154.498,-223.082,33.0510,629.293,157.803,80.9686,109.585,147.414,492.712,-465.200,-0.918518,243.175,396.777,183.484,281.594,-189.075,-273.506,66.9351,154.092,-105.682,432.416,-664.969,-465.992,-19.4803,-103.604,376.879,371.568,-373.011,-118.646
5.66928,-176.142,-493.753,337.786,-268.074,471.499,113.845,-126.187,157.208,62.8206,330.582,492.338,37.1697,-263.082,-23.3093,589.589,77.9689,12.8392,82.1566,178.359,463.979,-433.844,-63.4637,232.468,306.078,214.218,297.747,-99.9160,-281.504,96.3025,137.738,-65.4542,408.314,-545.812,-380.842,-57.2778,-105.664,398.413,283.511,-246.456,-108.872
5.67742,-188.098,-542.868,328.737,-150.424,618.748,210.224,-237.365,127.643,76.2374,459.664,529.868,-80.1583,-303.081,-79.6696,549.885,-1.86499,-55.2903,54.7285,209.304,435.246,-402.488,-126.009,221.760,215.379,244.951,313.900,-10.7576,-289.502,125.670,121.385,-25.2263,384.213,-426.654,-295.691,-95.0753,-107.724,419.947,195.455,-119.902,-99.0986
5.68557,-151.203,-496.730,218.367,-132.135,705.436,244.510,-201.449,123.229,81.3602,510.960,572.975,-139.125,-241.441,-66.4180,519.982,-13.4047,-127.945,97.7406,290.473,333.850,-350.034,-138.838,191.752,149.455,342.466,427.905,70.7986,-240.899,80.2759,85.3385,23.0471,432.579,-402.150,-86.0162,-64.0190,-147.940,433.658,106.573,-6.93225,-39.9959
5.69371,-114.308,-450.591,107.998,-113.846,792.125,278.797,-165.532,118.816,86.4832,562.255,616.082,-198.091,-179.800,-53.1664,490.080,-24.9443,-200.600,140.753,371.643,232.454,-297.580,-151.666,161.744,83.5296,439.982,541.909,152.355,-192.295,34.8817,49.2924,71.3206,480.946,-377.646,123.658,-32.9628,-188.156,447.370,17.6903,106.038,19.1068
5.70186,-77.4132,-404.453,30.1049,-64.0629,693.018,210.664,14.8304,165.995,164.464,473.163,659.189,-226.103,-190.782,-8.50342,534.601,18.4259,-273.255,183.765,400.967,162.947,-213.230,-195.188,131.736,177.221,444.019,601.646,179.850,-143.691,23.3020,13.2462,154.702,529.312,-322.036,187.822,-56.1755,-228.372,461.081,-39.4865,145.686,110.424
5.71000,-40.5182,-358.315,-47.7882,-14.2799,593.911,142.531,195.193,213.175,242.445,384.071,702.296,-254.115,-201.765,36.1594,579.123,61.7961,-345.910,226.777,430.292,93.4399,-128.880,-238.710,101.728,270.913,448.056,661.382,207.345,-95.0872,11.7223,-22.7999,238.083,577.679,-266.427,251.986,-79.3882,-268.589,474.792,-96.6633,185.333,201.742
5.71815,-30.9529,-387.478,-35.0175,15.8195,485.772,116.646,358.889,257.775,295.706,328.726,671.041,-239.565,-190.701,99.7999,609.025,130.562,-315.219,207.809,354.631,110.298,-23.2656,-222.764,66.0798,315.389,347.579,623.437,172.670,-0.873657,-8.66321,-53.3663,280.506,577.515,-232.850,299.360,-192.145,-160.479,464.434,-149.877,203.378,192.388
5.72629,-21.3875,-416.642,-22.2467,45.9188,377.633,90.7607,522.585,302.374,348.967,273.381,639.785,-225.015,-179.638,163.440,638.928,199.328,-284.528,188.841,278.970,127.156,82.3484,-206.818,30.4315,359.866,247.102,585.492,137.995,93.3398,-29.0488,-83.9327,322.928,577.351,-199.274,346.734,-304.901,-52.3704,454.075,-203.091,221.422,183.034
5.73444,-11.8220,-507.590,-41.9525,76.0182,269.495,64.8759,541.834,254.107,371.003,250.433,558.955,-158.874,-75.2007,227.081,594.406,213.184,-159.048,169.873,203.309,175.902,71.0104,-129.486,-5.21667,287.290,177.784,406.452,135.756,114.053,-32.5271,-213.134,330.242,461.763,-196.803,494.846,-385.096,-1.58496,410.706,-302.541,208.042,141.465
5.74258,-2.25671,-598.539,-61.6583,106.118,161.356,38.9908,561.084,205.839,393.039,227.485,478.124,-92.7335,29.2362,290.721,549.885,227.041,-33.5679,150.905,127.648,224.648,59.6724,-52.1536,-40.8649,214.714,108.466,227.411,133.518,134.766,-36.0055,-342.335,337.556,346.176,-194.332,642.958,-465.291,49.2003,367.337,-401.992,194.662,99.8958
5.75073,48.3031,-614.830,-73.2450,176.568,142.244,15.8264,461.581,122.746,358.969,176.865,346.170,9.52039,83.0959,264.709,370.469,207.951,83.6840,134.074,86.4967,274.059,75.5789,14.3082,-58.5348,93.2562,140.741,13.0968,107.628,56.5486,10.8857,-433.178,256.369,185.337,-147.147,693.131,-392.177,-43.6821,269.982,-503.919,199.613,108.663
5.75887,98.8630,-631.121,-84.8318,247.019,123.132,-7.33801,362.079,39.6527,324.898,126.245,214.215,111.774,136.956,238.697,191.054,188.861,200.936,117.243,45.3450,323.470,91.4854,80.7699,-76.2047,-28.2020,173.017,-201.218,81.7375,-21.6687,57.7770,-524.021,175.182,24.4985,-99.9620,743.303,-319.062,-136.565,172.627,-500.163,204.564,117.429
5.76702,83.8317,-544.436,-63.9419,285.976,42.0887,30.9493,262.577,-43.4404,197.152,108.021,151.665,162.438,138.942,160.332,14.2960,136.825,223.399,100.412,97.5137,298.474,107.392,44.9214,-127.716,-53.8903,205.292,-231.022,1.78638,-47.3856,48.3107,-450.473,93.9945,-20.9167,-21.6710,670.351,-278.509,-263.841,108.282,-376.190,209.515,93.9813
5.77516,68.8004,-457.752,-43.0520,324.933,-38.9548,69.2366,163.075,-126.534,69.4070,89.7980,89.1157,213.101,140.927,81.9675,-34.8772,84.7897,245.862,83.5814,149.682,273.478,123.298,9.07275,-179.228,-79.5786,237.567,-260.827,-78.1649,-73.1027,38.8444,-376.925,12.8073,-66.3319,56.6199,597.399,-237.955,-391.118,43.9374,-252.217,214.466,70.5332
5.78331,27.8059,-331.163,-42.4600,312.056,-140.642,107.524,108.017,-221.880,-6.29687,120.170,104.027,186.379,89.0939,91.9471,81.4108,62.9543,149.839,86.6982,182.409,208.621,68.1033,-6.31378,-238.495,-101.276,228.945,-187.524,-115.543,-26.6316,35.3660,-392.423,-14.9866,3.02051,97.9728,376.138,-276.770,-389.416,-30.0352,-190.995,239.711,-60.2980
5.79145,-13.1886,-204.575,-41.8679,299.180,-242.330,145.811,52.9603,-317.226,-82.0009,150.542,118.938,159.657,37.2605,101.927,197.699,41.1191,53.8157,89.8151,215.136,143.764,12.9082,-21.7003,-297.761,-122.974,220.324,-114.220,-152.921,19.8394,31.8877,-407.920,-42.7803,72.3730,139.326,154.877,-315.585,-387.715,-104.008,-129.772,264.957,-191.129
5.79960,11.4081,-77.9873,-95.4036,359.789,-199.510,122.647,31.2369,-237.156,-64.0303,126.920,133.849,19.4354,-14.5730,59.5542,321.960,74.1937,10.4530,-32.4532,175.281,153.314,10.8732,65.2235,-232.942,-219.160,242.862,13.3512,-222.736,34.8102,143.942,-557.670,34.7498,141.725,180.679,-99.9639,-321.839,-351.619,-122.963,-68.5496,258.778,-203.839
5.80774,36.0048,48.6008,-148.939,420.398,-156.690,99.4824,9.51355,-157.086,-46.0598,103.297,148.761,-120.786,-66.4064,17.1818,446.222,107.268,-32.9095,-154.722,135.425,162.864,8.83813,152.147,-168.123,-315.345,265.400,140.922,-292.551,49.7810,255.997,-707.420,112.280,211.078,222.031,-354.804,-328.093,-315.522,-141.918,-7.32703,252.600,-216.549
5.81589,132.769,178.407,-175.474,528.288,-108.225,62.3954,-5.24365,-21.1304,5.29041,72.3340,20.7565,-230.174,42.1237,-15.5383,505.986,140.557,-1.39563,-209.756,191.523,240.676,35.1689,307.212,-97.2014,-362.898,287.025,207.019,-260.959,-14.2859,303.658,-810.164,137.468,238.048,194.976,-492.970,-307.784,-247.495,-96.9587,-5.13904,235.824,-147.169
5.82403,229.533,308.213,-202.010,636.178,-59.7599,25.3082,-20.0007,114.825,56.6406,41.3712,-107.248,-339.562,150.654,-48.2583,565.750,173.847,30.1184,-264.790,247.620,318.487,61.4998,462.276,-26.2795,-410.450,308.650,273.115,-229.367,-78.3527,216.062,-781.396,162.656,265.019,167.920,-631.135,-287.476,-179.468,-51.9991,-2.95105,219.049,-77.7897
5.83218,234.743,335.043,-152.766,712.575,-11.2951,-11.7788,-34.7579,157.914,55.9495,-43.5867,-264.997,-335.450,290.308,-28.6263,487.297,152.226,93.2288,-262.831,303.718,364.410,-29.1215,474.105,-34.3213,-298.386,299.115,241.529,-197.775,-110.919,80.5621,-640.293,59.1151,344.454,109.759,-623.789,-267.167,-54.1169,-84.0640,-32.4684,275.595,23.8048
5.84032,130.634,361.873,-103.523,788.972,37.1697,-48.8658,-49.5150,201.002,55.2583,-128.545,-422.746,-331.339,429.963,-8.99426,408.844,130.605,156.339,-260.871,359.815,410.333,-119.743,485.935,-42.3632,-186.322,289.581,209.944,-166.183,-143.486,-54.9380,-499.191,-44.4260,423.890,51.5977,-616.444,-246.859,71.2341,-116.129,-61.9857,332.141,125.399
5.84847,-13.1031,298.599,-19.0963,740.050,124.342,-73.7906,-34.4106,186.693,74.0826,-271.547,-503.034,-328.518,545.625,-27.3175,262.612,23.1876,223.399,-209.043,305.095,352.618,-218.338,449.167,-1.75757,-33.0237,272.905,176.663,-40.3221,-145.865,-90.0514,-436.860,-104.082,476.437,-22.1166,-623.090,-197.381,152.159,-133.752,-30.0740,301.618,181.356
5.85661,-156.840,235.325,65.3301,691.128,211.514,-98.7155,-19.3063,172.384,92.9070,-414.550,-583.322,-325.697,661.288,-45.6407,116.380,-84.2299,290.459,-157.215,250.375,294.903,-316.933,412.399,38.8479,120.275,256.230,143.381,85.5387,-148.244,-125.165,-374.528,-163.738,528.984,-95.8308,-629.736,-147.903,233.084,-151.374,1.83777,271.094,237.313
5.86476,-198.091,202.944,217.416,642.206,298.686,-146.685,51.3544,158.075,163.773,-525.155,-574.375,-353.830,704.327,-95.3752,87.1006,-191.647,262.730,-71.1909,164.547,205.299,-341.104,437.018,79.4534,220.367,239.555,229.489,195.181,-119.122,-103.921,-345.075,-188.286,487.094,-169.545,-558.030,-98.4247,187.897,-168.997,-19.0928,240.571,218.101
5.87290,-239.341,170.563,369.502,593.285,385.859,-194.654,122.015,143.766,234.638,-635.761,-565.429,-381.962,747.367,-145.110,57.8209,-299.065,235.001,14.8333,78.7200,115.696,-365.276,461.636,120.059,320.460,222.880,315.596,304.824,-90.0012,-82.6765,-315.621,-212.835,445.204,-243.259,-486.324,-48.9467,142.710,-186.620,-40.0232,210.047,198.890
5.88105,-175.031,140.113,471.181,600.953,432.388,-155.726,137.120,157.188,141.574,-560.083,-466.627,-392.039,689.252,-134.639,134.197,-326.177,145.889,77.7040,-45.5048,31.0745,-279.804,480.500,67.4237,329.023,193.546,327.764,262.758,-82.2081,-123.073,-271.270,-228.240,283.300,-174.405,-297.440,-80.1937,86.0577,-171.232,-45.9266,223.058,171.960
5.88919,-110.721,109.662,442.955,608.621,478.918,6.10461,152.224,170.610,48.5092,-484.406,-367.826,-402.115,631.136,-124.169,210.573,-353.288,56.7778,140.575,-169.730,-53.5466,-194.333,499.363,14.7886,337.586,164.212,339.932,220.691,-74.4152,-163.470,-226.919,-243.646,121.395,-105.551,-108.556,-111.441,29.4056,-155.845,-51.8301,236.070,145.030
5.89734,56.0751,48.3192,337.596,521.809,422.227,193.540,133.994,153.077,-75.7803,-354.733,-127.736,-319.328,521.147,-61.3463,286.950,-281.562,41.3910,78.0602,-200.634,-106.279,-76.9655,456.840,-94.2491,292.943,166.038,335.819,146.188,-119.122,-186.960,-182.567,-223.943,-92.9744,15.1455,24.3629,-142.688,30.0774,-173.467,37.3823,133.861,171.792
5.90548,222.871,-13.0239,102.331,434.996,365.537,380.976,115.765,135.543,-200.070,-225.061,112.354,-236.542,411.158,1.47620,363.326,-209.836,26.0043,15.5458,-231.538,-159.012,40.4019,414.318,-203.287,248.300,167.864,331.707,71.6855,-163.830,-210.449,-138.216,-204.240,-307.344,135.842,157.281,-173.935,30.7491,-191.090,126.595,31.6517,198.554
5.91363,257.119,-45.4050,-136.993,263.545,261.753,471.113,71.1464,131.553,-264.512,-160.182,382.189,-122.801,389.355,-43.6775,403.819,-82.5139,123.838,-104.674,-218.375,-119.400,84.6742,291.225,-252.397,87.9356,124.898,346.927,-24.7797,-170.474,-173.707,-87.7001,-172.835,-422.030,205.344,227.588,-234.352,27.1217,-275.421,325.454,-146.498,256.860
5.92177,182.048,-77.7861,-311.364,92.0930,157.969,438.347,26.5277,127.563,-328.953,-95.3038,533.044,-9.06018,367.552,-88.8312,444.312,44.8083,221.671,-224.895,-205.211,-79.7883,128.947,168.133,-301.507,-72.4291,81.9319,362.147,-121.245,-177.119,-136.965,-37.1841,-141.430,-536.715,274.846,297.895,-294.768,23.4941,-359.753,524.314,-324.648,315.165
5.92992,22.2546,-48.3817,-401.838,36.1180,85.1508,290.359,-73.6473,51.3418,-320.537,-84.4204,589.707,32.4540,397.623,-133.985,484.805,95.2568,287.908,-219.729,-188.159,-8.28809,56.2668,45.0413,-271.653,-158.306,-6.47504,344.807,-120.400,-131.263,23.7643,-41.4651,-51.5116,-452.033,313.243,351.412,-355.185,100.120,-367.060,593.711,-429.475,255.350
5.93806,-137.538,-18.9772,-362.405,-19.8569,12.3325,142.371,-173.822,-24.8790,-312.121,-73.5370,527.389,73.9681,427.693,-179.139,525.298,145.705,354.145,-214.564,-171.107,63.2122,-16.4129,-78.0509,-241.799,-244.183,-94.8819,327.467,-119.555,-85.4073,184.493,-45.7461,38.4069,-367.351,351.639,404.929,-415.601,176.746,-374.367,536.286,-534.303,195.534
5.94621,-258.558,26.1954,-316.883,11.7186,-26.2943,-33.9430,-193.788,-128.670,-268.740,-17.9390,522.548,83.2383,379.142,-258.403,591.042,112.759,339.746,-132.904,-61.8683,60.4718,25.6998,-154.464,-227.765,-168.531,-53.1331,373.213,-106.547,14.0972,289.745,-145.751,86.8175,-273.324,344.389,342.143,-472.796,197.123,-349.824,388.370,-547.151,189.578
5.95435,-270.258,71.3682,-336.314,43.2943,-64.9210,-210.257,-213.753,-232.461,-225.359,37.6591,517.707,92.5084,330.592,-337.667,656.786,79.8135,325.346,-51.2433,109.584,57.7313,67.8125,-230.877,-213.730,-92.8799,92.4807,418.959,-93.5385,113.602,394.997,-245.755,135.228,-179.296,337.139,279.356,-529.990,217.499,-325.281,240.453,-559.998,183.621
5.96250,-190.404,85.6481,-408.519,169.351,-103.548,-355.844,-178.163,-305.295,-150.752,147.252,614.494,70.8243,313.165,-385.520,626.842,-8.04236,279.351,30.4174,277.147,54.9910,226.877,-164.056,-165.854,35.9771,231.603,464.705,-48.0934,160.606,421.349,-269.044,148.531,-179.706,278.046,182.991,-619.746,111.764,-392.892,137.452,-572.846,177.665
5.97064,-110.550,99.9280,-480.724,295.407,-142.174,-501.432,-142.572,-378.130,-76.1462,256.845,711.282,49.1403,295.739,-433.373,596.898,-95.8983,233.355,112.078,382.498,52.2505,385.942,-97.2341,-117.978,164.834,370.725,445.329,-2.64832,207.610,447.700,-292.333,161.833,-180.116,218.953,86.6248,-709.502,6.02832,-460.503,34.4512,-585.694,171.708
5.97879,-105.170,76.2354,-538.045,483.795,-198.219,-559.323,-169.482,-356.808,0.411499,203.103,793.196,-71.8555,368.443,-420.367,530.406,-145.317,251.868,131.046,394.527,101.993,491.182,-16.3450,-10.8790,283.050,428.054,393.394,54.9604,186.364,394.447,-264.249,240.963,-248.731,104.777,111.634,-738.883,-154.165,-475.848,2.78723,-563.190,195.953
5.98693,-99.7894,52.5428,-595.365,672.183,-254.265,-617.214,-196.392,-335.486,76.9692,149.361,875.111,-192.851,441.148,-407.361,463.915,-194.736,270.382,150.014,344.343,151.736,596.422,64.5442,96.2200,401.266,485.382,276.337,112.569,165.118,341.193,-236.166,320.094,-317.345,-9.39893,136.644,-768.265,-314.358,-381.158,-28.8767,-540.686,220.198
5.99508,-127.204,-32.9353,-598.558,682.106,-248.378,-675.105,-223.302,-221.295,80.6691,-1.57178,875.228,-282.893,461.979,-362.943,450.583,-211.209,215.171,168.982,212.504,201.479,563.447,84.0470,237.160,495.540,470.005,134.860,29.6193,196.372,231.583,-208.082,317.305,-207.578,-123.575,60.9155,-678.255,-440.157,-161.303,34.5751,-518.182,298.135
