,FA_20231109_2H_yeast_1.5.ser#1,FA_20231109_2H_yeast_1.5.ser#2,FA_20231109_2H_yeast_1.5.ser#3,FA_20231109_2H_yeast_1.5.ser#4,FA_20231109_2H_yeast_1.5.ser#5,FA_20231109_2H_yeast_1.5.ser#6,FA_20231109_2H_yeast_1.5.ser#7,FA_20231109_2H_yeast_1.5.ser#8,FA_20231109_2H_yeast_1.5.ser#9,FA_20231109_2H_yeast_1.5.ser#10,FA_20231109_2H_yeast_1.5.ser#11,FA_20231109_2H_yeast_1.5.ser#12,FA_20231109_2H_yeast_1.5.ser#13,FA_20231109_2H_yeast_1.5.ser#14,FA_20231109_2H_yeast_1.5.ser#15,FA_20231109_2H_yeast_1.5.ser#16,FA_20231109_2H_yeast_1.5.ser#17,FA_20231109_2H_yeast_1.5.ser#18,FA_20231109_2H_yeast_1.5.ser#19,FA_20231109_2H_yeast_1.5.ser#20,FA_20231109_2H_yeast_1.5.ser#21,FA_20231109_2H_yeast_1.5.ser#22,FA_20231109_2H_yeast_1.5.ser#23,FA_20231109_2H_yeast_1.5.ser#24,FA_20231109_2H_yeast_1.5.ser#25,FA_20231109_2H_yeast_1.5.ser#26,FA_20231109_2H_yeast_1.5.ser#27,FA_20231109_2H_yeast_1.5.ser#28,FA_20231109_2H_yeast_1.5.ser#29,FA_20231109_2H_yeast_1.5.ser#30,FA_20231109_2H_yeast_1.5.ser#31,FA_20231109_2H_yeast_1.5.ser#32,FA_20231109_2H_yeast_1.5.ser#33,FA_20231109_2H_yeast_1.5.ser#34,FA_20231109_2H_yeast_1.5.ser#35,FA_20231109_2H_yeast_1.5.ser#36,FA_20231109_2H_yeast_1.5.ser#37,FA_20231109_2H_yeast_1.5.ser#38,FA_20231109_2H_yeast_1.5.ser#39,FA_20231109_2H_yeast_1.5.ser#40,FA_20231109_2H_yeast_1.5.ser#41,FA_20231109_2H_yeast_1.5.ser#42,FA_20231109_2H_yeast_1.5.ser#43,FA_20231109_2H_yeast_1.5.ser#44,FA_20231109_2H_yeast_1.5.ser#45,FA_20231109_2H_yeast_1.5.ser#46,FA_20231109_2H_yeast_1.5.ser#47,FA_20231109_2H_yeast_1.5.ser#48,FA_20231109_2H_yeast_1.5.ser#49,FA_20231109_2H_yeast_1.5.ser#50,FA_20231109_2H_yeast_1.5.ser#51,FA_20231109_2H_yeast_1.5.ser#52,FA_20231109_2H_yeast_1.5.ser#53,FA_20231109_2H_yeast_1.5.ser#54,FA_20231109_2H_yeast_1.5.ser#55,FA_20231109_2H_yeast_1.5.ser#56,FA_20231109_2H_yeast_1.5.ser#57,FA_20231109_2H_yeast_1.5.ser#58,FA_20231109_2H_yeast_1.5.ser#59,FA_20231109_2H_yeast_1.5.ser#60,FA_20231109_2H_yeast_1.5.ser#61,FA_20231109_2H_yeast_1.5.ser#62,FA_20231109_2H_yeast_1.5.ser#63,FA_20231109_2H_yeast_1.5.ser#64,FA_20231109_2H_yeast_1.5.ser#65,FA_20231109_2H_yeast_1.5.ser#66,FA_20231109_2H_yeast_1.5.ser#67,FA_20231109_2H_yeast_1.5.ser#68,FA_20231109_2H_yeast_1.5.ser#69,FA_20231109_2H_yeast_1.5.ser#70
2.18317,-254.687,304.229,397.142,-97.8475,-479.759,-442.000,-524.836,-284.452,47.4384,-130.184,-127.974,-482.035,373.774,-184.552,-300.487,145.381,438.236,119.472,-445.293,42.0221,-111.896,214.611,49.9021,-142.732,-6.79398,133.082,507.841,-106.415,51.9340,171.500,339.714,726.362,475.349,32.7041,235.740,146.397,9.19164,697.494,360.469,645.525,-45.1529,-449.807,208.342,-5.74270,214.542,-116.573,-218.167,318.176,46.4362,16.0354,760.462,49.2860,414.972,-584.844,-58.4914,378.294,251.410,290.224,-82.8891,265.808,-301.686,-838.287,-5.24107,105.594,555.492,471.814,342.947,-14.9712,487.677,1004.71
2.19132,-324.946,405.188,286.572,-54.3286,-488.979,-557.837,-532.129,-229.454,60.8341,-118.938,-229.796,-460.649,428.226,-234.039,-374.318,121.507,418.871,103.196,-455.223,10.2152,-205.545,254.843,102.027,-137.299,33.8519,129.021,643.545,14.9388,-41.2861,112.857,301.181,845.511,555.111,-59.1403,273.927,124.750,-42.5231,813.886,464.038,568.628,-102.198,-573.878,290.247,27.1379,165.225,-147.631,-169.678,242.502,-5.17420,-19.5547,714.994,123.838,461.650,-626.732,-36.2154,344.567,238.325,409.388,-147.174,359.699,-416.884,-786.360,-17.5860,143.151,525.018,520.414,508.306,35.2940,472.748,965.896
2.19946,-351.420,456.235,265.326,29.8397,-488.177,-671.080,-474.712,-114.029,99.4411,-125.389,-354.680,-451.618,424.463,-199.175,-434.128,100.520,441.385,54.6713,-427.334,-43.5668,-259.376,239.913,157.343,-196.651,91.2533,119.341,711.716,209.171,-36.4623,47.9828,187.138,929.666,643.149,-106.427,272.916,153.576,-61.1038,885.448,463.873,464.339,-159.336,-574.798,357.507,42.1281,105.207,-165.406,-141.861,170.205,-117.226,-31.7049,571.933,99.0463,437.859,-652.872,-28.6869,288.822,180.916,464.483,-240.032,411.807,-485.065,-733.478,2.86918,144.447,482.624,510.119,607.628,65.8668,472.343,922.003
2.20761,-317.388,428.441,351.275,140.081,-496.979,-739.633,-354.891,-2.11159,152.048,-130.620,-447.020,-437.518,350.270,-112.561,-468.867,81.4888,486.089,13.1943,-353.732,-101.717,-225.083,175.138,190.939,-294.178,143.760,83.3228,709.532,425.109,52.2429,31.8481,33.4929,927.895,676.298,-74.9559,255.347,244.576,-64.5873,901.427,396.669,352.426,-197.387,-503.846,386.271,61.4263,81.6982,-153.655,-156.212,130.715,-270.345,-14.9621,369.747,42.1277,377.478,-645.465,-16.1836,224.443,76.6275,442.150,-358.829,431.097,-512.475,-736.637,53.7882,135.519,414.686,423.442,633.668,85.3896,464.847,851.783
2.21575,-229.801,320.284,477.105,248.780,-484.227,-737.472,-226.590,62.4292,197.653,-125.061,-464.348,-414.436,253.217,-32.7074,-464.344,98.3997,515.016,25.0103,-258.460,-131.501,-123.551,80.6295,199.031,-345.653,159.053,25.3022,665.061,628.987,120.300,89.9819,-89.8632,868.516,634.320,25.8705,261.155,372.146,-81.9787,859.642,354.603,260.480,-225.270,-444.326,385.598,82.7972,127.988,-100.033,-223.549,152.557,-424.233,-3.23412,205.876,0.258928,327.617,-600.237,-23.7568,158.863,-60.6240,354.413,-490.419,406.396,-523.802,-776.593,82.0495,128.795,318.433,278.247,604.369,80.2728,449.543,738.432
2.22390,-113.355,186.730,581.465,329.294,-434.488,-684.067,-133.141,83.6080,212.913,-96.4914,-421.704,-385.540,185.876,13.2362,-390.395,170.873,516.262,80.3578,-175.900,-139.722,-33.2703,-12.6861,190.903,-320.278,111.519,-45.5519,628.850,765.656,94.1960,185.478,-135.696,762.675,568.913,145.826,278.756,496.742,-110.870,754.801,366.318,200.956,-246.215,-426.956,343.508,69.6968,233.154,-6.74594,-297.407,229.611,-548.673,-27.7617,130.732,-45.8099,324.679,-506.963,-57.3619,96.0582,-184.270,229.973,-581.589,316.697,-521.889,-789.188,78.0450,114.171,211.353,106.233,532.315,29.4819,450.949,611.488
2.23204,25.2841,79.3844,646.545,380.628,-382.075,-601.396,-55.8151,79.2898,191.116,-36.7653,-357.850,-367.034,169.084,35.0500,-246.573,253.808,504.461,145.113,-123.401,-122.986,-6.71048,-68.2970,179.105,-248.652,1.64888,-129.242,603.018,797.225,2.04245,258.452,-106.002,601.733,533.323,272.387,268.681,592.606,-117.019,608.746,392.236,151.565,-240.885,-431.612,271.711,-3.53845,333.748,102.525,-311.923,310.903,-640.402,-77.8880,105.931,-114.912,363.288,-383.077,-83.6947,21.2239,-250.137,88.1810,-597.077,184.102,-495.049,-751.694,98.1854,88.3796,112.328,-30.7906,456.123,-51.0976,507.722,528.497
2.24019,166.851,5.91339,657.796,418.713,-335.815,-507.222,26.8957,64.2207,169.076,36.4337,-304.187,-358.182,193.841,46.2739,-76.3618,306.768,476.934,211.547,-84.5098,-84.6081,-30.3147,-65.4113,162.827,-172.714,-118.385,-216.596,583.016,760.094,-70.6998,292.024,-37.3498,430.667,518.246,397.210,245.087,632.235,-76.0056,463.309,396.426,105.841,-196.825,-412.194,200.913,-113.452,391.258,204.335,-264.060,342.327,-711.045,-136.617,63.7532,-173.103,395.596,-269.967,-89.2046,-64.7057,-235.557,-41.0089,-550.252,53.7970,-441.992,-676.366,164.848,68.8042,39.4104,-114.006,413.329,-141.274,602.430,497.861
2.24833,244.925,-43.9005,629.816,445.283,-270.935,-430.748,104.825,65.1676,171.851,102.110,-262.246,-350.491,208.982,61.1621,101.609,338.085,415.057,267.355,-39.2459,-69.1592,-37.8443,-28.1519,141.617,-125.829,-190.525,-272.866,574.075,699.685,-72.1082,281.760,31.5922,293.392,484.273,466.515,241.564,571.839,-23.1100,363.638,389.465,87.3945,-107.385,-341.709,141.340,-217.540,399.590,281.571,-224.249,324.271,-750.719,-207.482,-20.8064,-185.887,379.534,-186.600,-74.0334,-124.993,-170.977,-118.725,-481.550,-20.5728,-375.215,-588.385,253.868,65.4720,4.53401,-177.851,395.063,-238.270,648.006,497.091
2.25648,225.015,-54.7584,570.642,452.033,-194.260,-416.625,156.241,102.056,192.382,147.441,-208.517,-342.498,170.810,98.5032,283.951,330.585,330.382,278.763,16.2449,-96.9400,5.61959,2.51514,129.087,-119.990,-217.405,-288.810,564.747,630.823,-2.69183,226.054,68.1805,202.129,416.256,468.083,255.798,415.370,-0.685823,326.587,369.996,105.232,8.27591,-248.164,100.251,-292.844,344.475,303.232,-254.152,280.425,-718.324,-282.591,-100.251,-164.227,331.306,-111.994,-42.6182,-141.434,-110.999,-134.147,-414.414,-17.5916,-324.800,-546.170,324.926,67.8835,5.61519,-220.839,361.282,-310.167,613.741,509.285
2.26462,140.725,-7.88061,484.794,433.298,-138.020,-475.507,173.403,195.178,210.085,186.830,-127.702,-318.783,66.0113,157.931,408.371,261.111,253.178,209.867,77.6582,-136.312,48.0980,12.1043,150.520,-151.525,-232.122,-267.750,555.713,571.341,99.8479,165.340,42.5226,166.907,334.390,448.653,266.548,226.203,20.5084,335.978,308.784,161.757,102.176,-186.913,78.1740,-342.021,224.208,265.754,-347.218,211.706,-586.874,-329.307,-111.474,-134.078,294.999,-36.8540,-0.123294,-114.974,-82.3912,-108.800,-336.412,45.2745,-299.335,-584.362,337.139,81.8724,14.9049,-232.123,284.508,-322.216,547.810,507.247
2.27277,53.3201,74.8097,407.103,382.376,-108.745,-562.070,170.473,330.194,196.385,230.876,-35.2423,-283.933,-88.7062,219.755,416.818,156.955,207.527,66.6985,115.116,-161.620,29.8654,16.1002,223.621,-193.680,-242.607,-184.203,526.258,530.576,187.327,124.621,-22.0755,171.353,244.890,442.623,281.220,40.8833,75.5564,354.249,232.849,230.896,163.476,-193.903,60.1888,-374.903,90.3620,221.417,-452.639,125.852,-394.500,-331.665,-67.5702,-94.5180,291.342,2.57259,66.9563,-43.9028,-97.1732,-64.8692,-240.897,135.873,-280.052,-648.207,306.098,123.886,9.85921,-224.632,184.750,-268.409,483.174,486.211
2.28091,5.74348,139.927,374.302,314.526,-99.7698,-622.469,161.244,433.939,135.225,270.919,35.4168,-254.652,-235.723,266.771,348.064,49.0706,201.972,-80.0193,100.385,-164.938,-36.1767,27.6103,317.108,-215.738,-243.107,-49.0587,441.552,526.168,247.050,74.0041,-71.3769,168.322,133.378,450.226,299.511,-119.297,153.900,361.221,168.450,276.857,232.517,-252.050,43.9229,-384.293,-5.67961,202.251,-508.172,43.3477,-196.407,-302.547,-45.8690,-26.4153,313.903,6.20197,160.865,42.5912,-147.524,-25.3951,-147.973,216.737,-265.865,-645.204,287.510,181.295,1.19716,-198.451,99.6508,-163.146,427.850,476.978
2.28906,7.26392,163.668,377.685,266.754,-132.329,-631.634,157.515,471.618,37.2942,282.613,79.5681,-234.916,-320.619,295.955,283.869,-73.6227,226.499,-166.919,43.9618,-142.274,-113.084,29.1129,367.134,-213.732,-221.311,68.2140,314.082,585.856,271.531,-10.0054,-74.1081,127.717,10.9329,464.302,302.769,-223.859,230.043,377.846,92.0064,314.527,318.103,-310.748,26.3563,-368.800,-42.9874,196.279,-484.224,-11.8743,-19.5918,-262.394,-96.8363,53.9987,333.799,25.1607,273.731,91.8680,-184.288,-23.9733,-83.5752,258.025,-275.933,-547.254,297.780,222.847,19.2982,-141.165,40.7747,-59.1078,366.981,492.929
2.29720,36.6368,159.166,365.169,245.012,-225.539,-600.278,155.058,468.838,-61.6523,232.004,127.732,-215.879,-333.469,303.340,267.523,-199.549,255.323,-187.048,-6.70350,-103.634,-188.589,19.7242,329.629,-189.312,-159.804,120.408,190.412,696.743,248.731,-115.176,-43.3812,64.1891,-71.0669,483.215,292.247,-254.251,293.066,416.151,10.3164,377.457,381.129,-343.705,0.810924,-333.565,-21.0744,188.353,-418.135,-27.8340,124.411,-236.144,-201.121,125.822,308.574,67.2821,385.732,78.9372,-156.437,-77.5966,-67.5826,267.097,-315.869,-393.825,330.994,232.194,63.9942,-54.6176,-10.3505,6.51810,297.764,525.265
2.30535,47.0061,129.147,291.908,215.336,-367.842,-555.470,127.893,459.490,-123.980,114.907,155.035,-185.406,-309.581,293.604,284.731,-275.618,269.925,-160.415,-0.923232,-52.4142,-242.993,28.2321,219.280,-132.298,-63.7030,133.744,113.138,798.747,210.517,-214.803,-39.8963,-1.62412,-77.1967,504.578,306.599,-190.136,351.001,441.945,-47.4601,467.121,400.790,-360.608,-13.0499,-280.379,20.4722,173.939,-365.052,-28.1697,231.925,-243.307,-323.080,204.371,230.845,97.1422,469.305,12.3834,-63.3600,-173.213,-102.874,291.404,-374.299,-224.954,392.743,235.913,88.6600,54.9488,-60.8647,48.8767,252.698,562.852
2.31349,27.1598,89.5807,159.561,138.317,-519.010,-524.838,68.3727,439.248,-149.756,-17.5241,105.779,-140.915,-277.055,289.081,284.173,-271.778,271.415,-131.015,62.3421,16.5203,-260.780,65.7637,79.8838,-31.7412,29.9330,133.611,98.5186,814.013,210.742,-295.868,-104.156,-52.8873,-27.5628,516.027,367.409,-52.9162,395.309,421.809,-95.9353,565.541,392.019,-352.275,-9.47645,-211.322,60.2153,166.874,-339.791,-18.1000,295.750,-277.307,-433.792,288.522,138.726,95.0773,519.815,-82.6917,46.4335,-269.506,-169.051,348.345,-425.509,-68.2398,481.938,267.906,57.4083,167.495,-109.342,82.1329,243.703,603.193
2.32164,-1.17603,74.6937,28.0798,15.9992,-611.182,-493.423,5.39228,373.650,-174.921,-116.822,1.60081,-83.3306,-238.457,310.574,228.917,-221.116,283.309,-122.025,140.738,102.024,-226.673,101.577,-58.1291,134.698,76.7725,117.319,141.227,685.950,249.761,-344.544,-199.400,-55.6451,30.4866,500.322,446.523,83.4444,399.353,357.958,-145.254,659.705,368.377,-303.476,19.1647,-125.388,104.822,180.876,-313.586,25.1209,300.236,-304.286,-494.729,347.357,64.5199,72.5271,558.841,-172.734,133.444,-306.278,-243.102,396.016,-441.853,27.6040,601.471,321.942,-8.95017,244.767,-151.474,98.4973,245.976,652.516
2.32978,-42.2398,117.701,-48.2393,-96.7733,-593.942,-436.528,-16.3031,259.956,-228.856,-196.686,-118.359,5.00016,-191.264,354.918,135.915,-159.976,305.720,-122.766,204.530,185.510,-142.476,111.431,-186.701,358.837,69.2875,97.7775,220.881,448.333,297.856,-349.068,-261.154,-5.40020,74.4997,437.223,518.908,173.732,349.318,270.512,-173.448,718.192,309.387,-231.762,92.2392,-56.0367,149.141,196.495,-257.094,97.6408,276.072,-290.519,-493.338,369.685,-3.08760,52.1927,601.331,-221.875,190.645,-248.046,-304.451,373.491,-408.225,53.1401,737.238,372.189,-34.9774,267.532,-161.759,82.3770,243.422,706.470
2.33793,-125.659,230.580,-78.4149,-156.194,-478.862,-357.011,13.2371,118.962,-295.351,-289.147,-220.903,123.526,-125.100,401.822,46.8497,-85.4003,304.683,-129.854,255.243,248.972,-39.9537,110.913,-292.566,578.948,45.7843,89.9875,306.902,228.330,352.435,-323.118,-278.653,86.1870,113.147,319.660,560.482,241.689,293.665,190.765,-162.207,698.087,171.094,-154.561,196.705,-44.8959,195.039,189.109,-179.025,165.390,275.702,-234.445,-451.737,358.083,-80.0746,42.6010,625.696,-209.604,214.611,-128.663,-327.168,240.170,-304.592,54.8999,832.147,407.685,49.3447,261.046,-134.324,38.0994,247.484,751.297
2.34607,-267.370,357.296,-81.2869,-158.501,-313.176,-248.509,62.8839,-24.6270,-332.152,-384.555,-259.819,233.589,-37.4172,436.509,-29.1550,-11.8903,285.464,-150.657,299.211,295.553,38.4783,128.624,-357.599,709.893,36.8113,103.711,378.625,114.326,431.717,-289.668,-268.714,188.429,151.229,177.718,543.986,328.971,284.184,159.547,-112.571,616.943,-40.7461,-71.7306,294.301,-111.752,261.193,160.732,-105.128,192.612,307.686,-162.386,-389.616,319.084,-148.433,11.7585,627.831,-131.074,211.164,12.8303,-294.418,28.4812,-142.176,63.6070,827.170,408.596,239.919,277.407,-87.8237,-2.40774,273.208,770.515
2.35422,-438.423,407.514,-52.6156,-119.982,-137.656,-106.631,104.282,-131.152,-324.980,-441.016,-222.354,293.889,54.7427,443.748,-97.5081,23.8153,283.648,-185.185,329.962,327.258,68.0116,150.672,-380.181,712.133,34.9397,142.688,439.856,97.8550,516.516,-252.178,-236.446,247.007,185.296,57.9243,487.939,410.525,305.385,207.242,-32.7043,522.378,-230.232,-4.36538,333.485,-234.097,348.190,126.112,-37.8474,179.492,370.282,-93.4469,-320.096,262.824,-168.621,-45.1827,624.166,-13.4049,208.307,185.539,-221.678,-167.500,1.48143,88.6558,723.642,338.826,461.371,329.948,-30.6129,-23.5312,315.295,744.358
2.36236,-592.040,355.607,-37.5146,-52.3784,32.3296,43.6355,139.658,-178.857,-280.734,-432.497,-135.545,277.658,108.944,408.474,-144.749,18.4990,294.281,-237.179,346.560,345.154,64.5612,146.126,-372.354,642.959,43.3428,185.840,501.850,135.194,563.036,-204.429,-193.597,269.877,228.398,10.7446,437.559,446.274,321.821,319.184,71.2455,424.677,-318.065,14.6874,287.639,-367.864,410.578,104.761,47.2390,139.957,453.755,-38.6175,-272.327,214.450,-129.749,-78.2255,612.248,81.1193,219.798,368.149,-155.727,-258.367,73.0270,138.115,582.477,196.473,615.956,384.026,34.0696,-19.4641,333.650,651.708
2.37051,-703.800,250.040,-85.6883,19.5696,194.560,162.053,177.681,-175.142,-231.341,-359.833,-46.3079,197.161,87.1234,362.260,-174.953,-40.1468,279.374,-291.793,353.958,356.792,66.2920,115.654,-350.629,581.628,102.274,203.311,557.179,193.929,546.887,-147.201,-148.807,313.261,316.332,57.4508,393.501,452.284,331.079,429.723,197.112,336.812,-327.381,-7.50805,199.831,-488.990,411.212,99.8999,133.737,82.9049,529.318,10.4652,-245.568,205.819,-74.9801,-75.1036,584.405,102.394,234.300,507.374,-127.085,-237.202,113.883,192.253,465.542,47.8226,654.842,418.377,109.576,15.4233,300.015,504.380
2.37865,-743.310,153.043,-164.950,35.5103,351.121,189.737,212.343,-140.349,-211.836,-216.757,18.5960,100.855,-12.0284,338.623,-233.417,-184.878,229.769,-328.672,357.775,372.545,81.2948,99.6578,-318.419,543.684,236.194,185.096,594.860,254.957,463.059,-62.9395,-84.7586,399.504,446.658,149.258,350.179,463.700,331.778,483.635,331.849,290.608,-293.585,-23.0833,133.496,-569.098,363.482,117.004,168.503,40.1667,576.246,72.7393,-202.235,225.516,-27.0168,-86.1424,556.754,59.1660,273.034,598.263,-125.688,-143.962,168.952,210.012,404.403,-48.7458,606.253,447.815,209.501,60.2574,247.905,361.479
2.38680,-674.372,111.379,-218.379,-48.9136,471.674,132.703,239.862,-92.5426,-215.960,-9.43384,69.9688,20.2478,-129.331,315.415,-328.997,-360.928,166.142,-355.014,374.549,401.331,90.1665,127.967,-262.396,486.838,417.700,160.963,632.842,317.612,351.237,56.7744,-13.8292,491.727,577.862,231.145,336.283,485.797,294.065,489.734,432.891,291.113,-222.365,0.915298,104.301,-584.241,298.098,148.799,128.068,32.2278,580.935,155.902,-131.989,244.873,41.2781,-128.112,554.510,1.17411,370.684,677.406,-124.741,5.57318,221.034,170.708,389.853,-84.0105,508.341,478.257,325.734,81.3013,226.666,280.610
2.39494,-523.016,140.119,-216.748,-199.158,518.970,80.3089,253.732,-21.8900,-234.486,205.665,112.159,-33.6023,-195.788,250.927,-397.399,-440.786,118.435,-367.149,433.678,445.270,77.0366,172.596,-176.605,383.654,592.922,185.125,692.317,382.761,276.228,170.000,12.8094,555.634,680.962,293.168,358.138,529.950,217.854,475.625,476.271,325.815,-129.471,66.0535,96.3803,-523.954,253.460,168.558,54.8089,40.6625,554.192,262.495,-67.4627,265.167,144.218,-167.594,567.750,-50.3676,509.884,765.277,-103.826,181.303,230.860,100.500,401.265,-48.2401,367.233,500.197,414.332,62.1816,280.462,268.826
2.40309,-374.964,216.597,-148.446,-328.049,501.646,75.3965,250.753,89.7004,-271.421,349.420,120.918,-33.0133,-196.146,160.306,-382.510,-374.093,139.848,-338.700,549.869,511.886,72.2993,192.553,-59.1910,247.044,745.828,280.650,762.263,409.681,269.846,225.169,-21.0052,604.105,729.697,313.707,361.771,624.901,166.314,467.481,471.688,379.600,-14.5880,141.854,91.1878,-378.329,253.920,167.019,19.5750,78.2515,527.895,391.023,-44.9711,325.566,278.307,-202.645,571.849,-93.6320,630.619,861.287,-85.3822,330.933,209.637,26.2641,450.574,36.3417,213.817,513.070,440.180,30.2625,417.935,289.402
2.41123,-286.027,317.085,-28.1085,-361.177,442.345,86.7611,237.309,218.303,-315.116,378.481,100.940,44.8754,-160.356,119.564,-279.307,-213.312,239.497,-242.454,702.754,598.509,109.566,183.633,61.9763,116.807,881.964,429.154,794.794,375.808,289.003,230.215,-73.2559,654.923,720.918,284.684,319.149,754.385,190.658,490.436,442.073,420.481,117.223,196.319,58.0086,-191.802,277.228,150.475,48.0141,173.309,503.018,506.784,-55.2365,434.760,426.897,-219.953,567.964,-102.357,688.642,943.957,-92.2770,423.250,193.224,-32.6959,542.657,97.8621,119.985,524.494,421.814,45.2069,581.956,335.830
2.41938,-265.724,421.977,110.332,-290.974,347.825,109.504,225.100,310.036,-347.964,306.309,109.490,194.434,-124.235,172.530,-134.259,-11.7470,340.709,-94.1251,857.585,683.766,153.228,203.615,134.038,32.8674,989.217,568.147,767.861,335.619,254.356,245.709,-87.9688,695.645,689.334,239.421,294.772,854.320,259.441,551.421,414.426,435.391,221.847,229.238,-9.52211,-49.9267,290.269,155.654,103.440,303.455,463.802,536.147,-56.5604,545.334,555.289,-181.837,582.186,-33.4075,691.138,982.591,-86.5071,457.763,202.959,-30.9862,639.625,81.0817,127.444,537.563,398.220,114.134,705.356,442.086
2.42752,-319.602,512.517,237.205,-179.058,239.292,153.507,196.081,328.178,-358.623,199.988,174.403,393.374,-94.9634,265.035,-4.80109,174.309,399.070,26.0780,963.770,708.326,150.082,311.246,165.808,8.62409,1044.11,636.407,704.745,353.998,155.528,282.654,-24.9731,696.091,660.432,202.505,359.878,905.519,299.739,644.868,396.395,434.733,255.918,246.381,-71.0060,23.0216,303.409,196.564,118.102,428.251,433.934,447.363,-31.4546,610.778,645.614,-92.2516,624.813,100.012,658.755,954.448,-37.2089,452.025,214.876,41.8474,702.480,6.00699,212.794,531.936,372.968,191.153,755.898,598.967
2.43567,-427.121,576.220,326.436,-89.8043,138.563,185.921,127.188,260.218,-349.318,132.665,278.534,581.990,-79.2849,300.006,91.0828,271.858,437.825,47.2772,992.470,636.866,100.137,477.656,216.170,26.8350,1021.51,620.753,618.316,458.530,45.3890,299.974,91.7991,647.031,621.476,179.534,493.720,944.063,309.717,743.404,351.697,413.313,224.483,238.068,-83.6702,72.1287,338.352,223.131,49.0425,506.629,431.861,296.856,-8.06902,596.602,711.549,28.2712,694.529,221.658,583.849,838.487,21.0954,415.933,171.333,131.693,701.559,-80.0190,299.707,490.584,343.707,242.199,738.045,734.225
2.44381,-543.648,610.956,344.933,-47.3647,31.2954,187.669,57.5476,150.117,-354.403,112.930,387.090,691.220,-101.896,252.071,130.471,267.226,455.556,-17.9707,955.946,517.584,62.6587,618.553,286.403,56.8045,941.434,542.499,519.992,621.946,-37.0188,296.691,191.353,561.422,535.991,172.735,623.392,989.077,324.313,780.274,247.445,352.380,171.655,219.795,-35.7232,115.320,384.058,207.747,-88.6799,486.549,418.924,163.367,7.06084,465.070,738.286,144.337,789.186,269.381,462.591,642.112,47.2475,345.780,60.8011,177.134,618.187,-165.384,331.487,429.222,314.690,271.802,674.825,795.469
2.45196,-602.040,629.821,285.400,-60.2984,-100.457,154.539,48.3013,60.4853,-405.057,109.377,440.344,706.635,-178.763,171.621,101.026,235.594,422.242,-113.508,867.383,426.871,56.3450,673.852,321.706,76.3340,863.742,428.924,431.812,766.880,-86.6304,293.409,226.191,441.731,392.722,184.991,705.452,1025.94,314.767,718.446,116.794,250.492,134.251,233.071,37.4512,121.536,411.274,163.909,-240.383,379.083,367.168,70.1552,44.6316,252.220,701.481,188.386,881.066,239.588,350.798,429.732,64.7089,235.875,-68.7681,154.874,474.888,-243.954,321.034,362.243,271.423,290.177,587.770,788.585
2.46010,-548.664,653.110,190.912,-136.385,-236.450,80.6531,98.2761,5.01123,-488.226,118.630,428.527,652.607,-287.859,102.236,24.5082,259.568,348.925,-189.384,759.782,399.469,23.9666,637.606,310.866,77.6152,802.981,297.844,355.239,821.260,-125.314,270.370,195.781,301.397,248.262,223.707,745.086,1031.31,233.602,592.718,20.2966,144.101,125.588,280.792,96.0607,79.1708,405.699,102.488,-336.814,274.099,307.358,-10.1768,104.897,64.7168,588.318,127.173,941.915,170.811,301.626,288.137,108.318,96.7152,-166.250,84.9870,334.237,-301.689,306.014,286.203,201.402,277.204,508.119,748.451
2.46825,-386.712,659.456,95.3087,-257.687,-322.451,-28.1964,132.734,-34.5786,-556.997,110.469,387.945,551.807,-374.165,35.3722,-84.7053,320.559,281.651,-210.872,673.405,435.968,-56.9024,526.830,274.991,70.3663,733.153,158.134,298.681,760.628,-152.762,219.657,135.488,172.679,187.095,298.777,754.126,996.613,110.979,452.567,-16.4466,80.9209,127.249,321.073,152.307,-0.933282,375.333,41.4381,-334.696,236.709,279.225,-116.470,155.925,-52.6591,424.376,23.4718,983.993,109.728,271.653,242.542,163.144,-22.8122,-193.607,-9.61608,234.693,-334.447,313.014,191.205,122.636,218.516,456.258,708.635
2.47639,-183.639,599.639,6.62681,-370.098,-312.321,-145.127,107.681,-55.3057,-560.714,45.3773,332.575,437.421,-418.913,-60.5360,-189.659,343.964,252.440,-165.956,603.723,525.065,-149.130,398.623,220.412,76.6786,645.091,42.3810,269.412,614.152,-143.279,164.333,71.4352,67.8247,238.107,407.613,749.594,933.509,25.6431,309.580,7.97868,90.4351,100.920,321.937,211.150,-101.335,310.774,4.00354,-243.195,244.531,273.172,-249.943,194.132,-127.986,281.849,-47.7907,1028.14,106.177,196.746,254.756,212.883,-61.6030,-139.338,-107.415,182.642,-358.760,353.236,78.1388,75.9639,137.653,408.363,702.513
2.48454,-29.6811,483.114,-83.3030,-426.568,-216.175,-241.631,43.2329,-26.6982,-474.253,-53.0785,271.887,347.300,-444.732,-174.969,-250.201,309.491,278.671,-64.5461,530.998,616.064,-206.908,319.445,151.889,106.832,534.359,4.53306,256.278,447.051,-81.1132,127.965,15.7283,-15.3449,362.214,537.693,742.961,882.965,6.49459,161.035,80.3896,149.506,14.2977,293.861,246.004,-188.263,202.374,-4.47007,-122.798,244.593,263.746,-368.602,227.059,-184.042,198.214,-79.8947,1071.42,205.751,98.3881,282.589,249.091,8.53472,-27.5793,-184.405,172.972,-381.133,424.347,-48.8952,74.7704,59.5953,332.648,720.368
