,FA_20231206_2H_yeast_1.3.ser#1,FA_20231206_2H_yeast_1.3.ser#2,FA_20231206_2H_yeast_1.3.ser#3,FA_20231206_2H_yeast_1.3.ser#4,FA_20231206_2H_yeast_1.3.ser#5,FA_20231206_2H_yeast_1.3.ser#6,FA_20231206_2H_yeast_1.3.ser#7,FA_20231206_2H_yeast_1.3.ser#8,FA_20231206_2H_yeast_1.3.ser#9,FA_20231206_2H_yeast_1.3.ser#10,FA_20231206_2H_yeast_1.3.ser#11,FA_20231206_2H_yeast_1.3.ser#12,FA_20231206_2H_yeast_1.3.ser#13,FA_20231206_2H_yeast_1.3.ser#14,FA_20231206_2H_yeast_1.3.ser#15,FA_20231206_2H_yeast_1.3.ser#16,FA_20231206_2H_yeast_1.3.ser#17,FA_20231206_2H_yeast_1.3.ser#18,FA_20231206_2H_yeast_1.3.ser#19,FA_20231206_2H_yeast_1.3.ser#20,FA_20231206_2H_yeast_1.3.ser#21,FA_20231206_2H_yeast_1.3.ser#22,FA_20231206_2H_yeast_1.3.ser#23,FA_20231206_2H_yeast_1.3.ser#24,FA_20231206_2H_yeast_1.3.ser#25,FA_20231206_2H_yeast_1.3.ser#26,FA_20231206_2H_yeast_1.3.ser#27,FA_20231206_2H_yeast_1.3.ser#28,FA_20231206_2H_yeast_1.3.ser#29,FA_20231206_2H_yeast_1.3.ser#30,FA_20231206_2H_yeast_1.3.ser#31,FA_20231206_2H_yeast_1.3.ser#32,FA_20231206_2H_yeast_1.3.ser#33,FA_20231206_2H_yeast_1.3.ser#34,FA_20231206_2H_yeast_1.3.ser#35,FA_20231206_2H_yeast_1.3.ser#36,FA_20231206_2H_yeast_1.3.ser#37,FA_20231206_2H_yeast_1.3.ser#38,FA_20231206_2H_yeast_1.3.ser#39,FA_20231206_2H_yeast_1.3.ser#40,FA_20231206_2H_yeast_1.3.ser#41,FA_20231206_2H_yeast_1.3.ser#42,FA_20231206_2H_yeast_1.3.ser#43,FA_20231206_2H_yeast_1.3.ser#44,FA_20231206_2H_yeast_1.3.ser#45,FA_20231206_2H_yeast_1.3.ser#46,FA_20231206_2H_yeast_1.3.ser#47,FA_20231206_2H_yeast_1.3.ser#48,FA_20231206_2H_yeast_1.3.ser#49,FA_20231206_2H_yeast_1.3.ser#50,FA_20231206_2H_yeast_1.3.ser#51,FA_20231206_2H_yeast_1.3.ser#52,FA_20231206_2H_yeast_1.3.ser#53,FA_20231206_2H_yeast_1.3.ser#54,FA_20231206_2H_yeast_1.3.ser#55,FA_20231206_2H_yeast_1.3.ser#56,FA_20231206_2H_yeast_1.3.ser#57,FA_20231206_2H_yeast_1.3.ser#58,FA_20231206_2H_yeast_1.3.ser#59,FA_20231206_2H_yeast_1.3.ser#60,FA_20231206_2H_yeast_1.3.ser#61,FA_20231206_2H_yeast_1.3.ser#62,FA_20231206_2H_yeast_1.3.ser#63,FA_20231206_2H_yeast_1.3.ser#64,FA_20231206_2H_yeast_1.3.ser#65,FA_20231206_2H_yeast_1.3.ser#66,FA_20231206_2H_yeast_1.3.ser#67,FA_20231206_2H_yeast_1.3.ser#68,FA_20231206_2H_yeast_1.3.ser#69,FA_20231206_2H_yeast_1.3.ser#70,FA_20231206_2H_yeast_1.3.ser#71,FA_20231206_2H_yeast_1.3.ser#72,FA_20231206_2H_yeast_1.3.ser#73,FA_20231206_2H_yeast_1.3.ser#74,FA_20231206_2H_yeast_1.3.ser#75,FA_20231206_2H_yeast_1.3.ser#76,FA_20231206_2H_yeast_1.3.ser#77,FA_20231206_2H_yeast_1.3.ser#78,FA_20231206_2H_yeast_1.3.ser#79,FA_20231206_2H_yeast_1.3.ser#80,FA_20231206_2H_yeast_1.3.ser#81,FA_20231206_2H_yeast_1.3.ser#82,FA_20231206_2H_yeast_1.3.ser#83,FA_20231206_2H_yeast_1.3.ser#84,FA_20231206_2H_yeast_1.3.ser#85,FA_20231206_2H_yeast_1.3.ser#86,FA_20231206_2H_yeast_1.3.ser#87,FA_20231206_2H_yeast_1.3.ser#88,FA_20231206_2H_yeast_1.3.ser#89,FA_20231206_2H_yeast_1.3.ser#90,FA_20231206_2H_yeast_1.3.ser#91,FA_20231206_2H_yeast_1.3.ser#92,FA_20231206_2H_yeast_1.3.ser#93,FA_20231206_2H_yeast_1.3.ser#94,FA_20231206_2H_yeast_1.3.ser#95,FA_20231206_2H_yeast_1.3.ser#96,FA_20231206_2H_yeast_1.3.ser#97,FA_20231206_2H_yeast_1.3.ser#98,FA_20231206_2H_yeast_1.3.ser#99,FA_20231206_2H_yeast_1.3.ser#100
5.57966,382.039,76.6314,34.7370,111.423,275.059,24.2972,113.043,136.435,194.253,144.038,40.2651,224.627,12.6641,-7.61887,189.960,143.442,-40.3724,-185.581,289.560,215.488,11.3606,113.962,209.204,186.575,58.9244,269.962,243.960,243.752,180.666,201.588,237.015,-41.4509,46.4191,-72.3293,-78.7083,-6.32983,-24.4241,76.2963,48.8891,64.4060,-33.7306,-12.1948,-17.9959,172.553,269.864,16.9315,83.1587,31.8513,100.752,74.3027,87.6140,-23.2229,156.335,140.605,-47.6997,277.270,-14.7413,74.9961,-225.864,30.0687,111.136,153.008,323.001,-106.894,206.580,190.093,37.9501,-71.1792,117.747,35.3527,361.989,-121.378,-68.7975,105.760,237.982,157.024,411.005,219.720,-219.976,210.858,-93.5899,103.159,-58.4969,285.364,57.3052,335.367,-129.178,379.407,-241.580,-33.9058,172.156,225.854,16.4326,98.6320,212.181,142.728,-23.7980,21.5986,257.972,67.9234
5.58373,359.789,79.7729,-8.45032,85.2190,260.122,23.9990,134.127,118.361,184.315,151.270,70.1789,203.228,10.6144,0.516222,224.929,121.844,-70.3957,-177.357,269.968,217.611,38.1821,109.891,192.108,167.899,47.1071,282.885,240.060,222.686,177.721,205.861,224.584,-32.3169,75.2688,-98.5785,-86.3449,-7.97112,-35.7382,87.4420,54.9362,40.3055,-26.6872,0.710763,-32.7315,178.072,250.512,3.62935,67.9185,64.8177,114.544,66.0658,101.252,-39.0908,155.316,124.838,-34.0025,254.402,-2.32078,43.6207,-235.299,25.6509,98.3534,170.866,310.812,-90.0281,213.577,191.590,18.1987,-74.2512,152.487,5.66841,330.123,-117.788,-107.375,119.098,226.964,157.570,395.928,228.502,-185.273,215.557,-126.797,91.4313,-31.2622,260.276,56.2415,347.406,-144.087,353.418,-246.885,6.34748,178.654,222.255,-10.8118,80.0315,222.247,161.923,-9.21420,29.0431,278.934,86.2216
5.58780,329.126,80.0616,-49.1832,56.4534,242.619,18.9599,147.771,98.6600,177.433,152.970,97.1585,176.973,12.5993,7.30084,255.972,100.629,-82.4185,-168.637,249.540,218.241,61.5096,104.333,167.050,152.649,35.8652,297.856,239.284,200.377,168.750,211.956,215.699,-25.1187,98.8872,-119.795,-84.1250,-16.2537,-47.5289,102.769,64.7075,16.7945,-13.7820,13.6652,-39.1757,184.384,224.973,-9.56695,51.8315,98.2270,132.484,52.8628,115.440,-55.0642,155.847,99.5697,-20.7197,229.180,12.3672,15.6705,-237.246,22.0321,80.2685,184.577,298.446,-71.4965,214.027,191.577,0.441475,-77.9722,183.668,-14.1083,291.634,-113.846,-144.169,126.566,216.456,160.891,372.067,236.024,-147.638,207.817,-161.957,84.2945,-0.923858,239.830,63.9993,360.103,-149.845,323.313,-244.140,50.7619,181.314,205.620,-28.5598,51.1841,230.317,175.625,7.99951,27.9904,293.481,112.590
5.59188,295.066,79.7857,-81.2725,27.9021,223.543,8.94629,154.835,78.0486,172.375,146.529,121.101,148.802,18.1736,12.5656,280.605,81.8943,-74.7191,-161.135,229.926,220.182,78.6293,98.8151,138.465,140.179,28.8405,312.243,240.370,179.229,154.484,216.143,207.462,-21.3944,119.177,-131.540,-71.4185,-31.1405,-60.6718,118.886,77.1289,-3.40421,0.963371,25.4273,-39.1573,188.012,195.440,-22.9066,37.8794,127.888,152.937,34.8121,129.493,-69.1828,155.885,65.6675,-11.8577,203.249,26.3884,-6.57273,-232.995,17.7660,56.8307,190.552,288.038,-51.7003,210.717,189.405,-13.5191,-80.2543,211.574,-23.0499,250.583,-107.022,-175.687,131.751,208.680,167.708,340.055,244.696,-111.645,191.607,-197.050,82.4276,30.2385,223.343,81.2600,372.567,-142.882,290.119,-235.361,94.7392,183.734,178.568,-34.7670,18.1288,234.311,185.108,22.4963,18.1601,298.835,145.579
5.59595,262.504,80.6336,-101.661,2.00274,204.382,-5.28910,156.665,58.0585,166.890,132.518,142.817,121.535,25.7967,16.6181,297.466,66.3515,-49.6902,-155.189,212.617,224.650,89.5718,94.3912,110.180,130.165,28.5672,322.779,240.903,160.846,137.023,216.328,196.060,-22.0282,138.170,-131.306,-49.5389,-50.9543,-75.2603,131.390,90.9834,-16.8043,14.7074,34.9883,-34.7680,186.560,164.418,-36.3949,27.6008,150.673,173.623,13.6440,142.214,-80.3805,153.570,26.4963,-9.72450,179.389,38.2897,-22.9484,-225.008,11.2052,30.5976,187.563,279.999,-31.2327,207.625,184.629,-23.2330,-79.8787,236.118,-21.6378,211.748,-95.5356,-198.336,140.024,205.671,178.710,301.359,256.550,-80.3870,172.041,-229.064,86.0951,59.7394,209.182,107.343,384.020,-122.621,255.239,-221.455,131.926,188.561,146.616,-29.2293,-11.5447,232.975,193.500,30.1620,1.19957,294.034,182.071
5.60002,235.244,82.4849,-110.403,-19.2089,186.928,-22.1151,155.016,40.8014,159.491,115.087,163.513,97.2115,34.2464,20.6715,306.760,53.6618,-12.8932,-149.191,198.280,230.197,95.9395,91.6347,84.1114,122.645,34.8825,326.291,238.758,145.303,119.809,212.554,178.713,-26.4675,156.598,-119.508,-21.6138,-72.6032,-90.1889,135.587,105.571,-20.3938,26.2534,40.9731,-27.5788,179.573,134.252,-49.6923,21.9111,165.231,191.669,-7.90435,151.988,-88.5872,147.721,-13.3360,-13.9699,161.061,47.8289,-35.3202,-216.064,2.11263,5.08040,177.790,273.163,-10.8962,208.245,177.883,-29.4480,-76.4369,255.613,-12.1514,179.400,-78.9178,-210.414,155.826,208.461,193.731,258.866,273.111,-55.8416,153.550,-254.621,94.3547,84.8116,195.964,139.866,393.406,-91.7511,220.690,-202.322,156.106,196.677,115.986,-12.5646,-31.7349,227.108,204.171,30.1032,-18.8959,279.989,217.279
5.60409,215.296,83.5377,-109.574,-34.3991,172.802,-39.3685,151.791,27.9950,151.176,99.9710,184.253,76.9881,43.4058,26.5744,310.328,43.3073,29.2152,-140.255,186.578,232.809,99.2979,90.4743,59.6205,118.149,45.1397,320.701,233.311,131.581,106.393,206.149,154.913,-32.2933,173.354,-99.3804,8.19830,-92.9431,-103.477,128.227,120.829,-13.5538,35.4185,41.8518,-19.0988,168.505,106.611,-62.1014,21.8398,172.438,204.243,-27.2964,157.348,-94.5719,138.184,-49.8364,-22.2361,151.184,55.3302,-46.2888,-207.887,-7.83771,-16.4531,165.793,265.798,8.54651,214.150,171.037,-33.6689,-69.8593,266.902,2.08148,156.680,-58.3435,-213.458,180.055,216.886,211.276,216.564,295.109,-39.7495,138.626,-270.952,105.065,103.093,182.902,174.966,399.182,-55.2419,188.520,-178.056,163.507,207.400,90.9300,14.3990,-39.3733,219.264,218.847,25.5044,-36.8604,259.613,245.230
5.60817,202.665,81.7056,-101.803,-43.3268,163.047,-54.6772,148.501,19.9860,145.399,91.2713,205.666,61.4749,53.6424,35.7949,310.848,35.2749,71.0551,-125.556,176.550,227.725,100.325,90.1016,34.2186,117.974,55.3659,305.604,225.304,118.886,98.9340,198.499,125.966,-35.9870,185.822,-75.4785,36.2696,-110.326,-113.384,109.098,136.938,1.16170,41.9009,37.4042,-11.3953,155.946,82.0838,-72.9299,28.5781,175.105,209.513,-43.4344,157.719,-99.2668,126.099,-80.6398,-31.6616,151.091,61.1224,-57.7406,-200.295,-16.1082,-31.6531,156.208,256.726,27.1123,224.472,166.248,-37.8320,-60.2667,266.966,18.2503,145.069,-36.5916,-211.663,209.168,229.674,229.399,178.509,321.937,-34.0553,127.959,-276.557,115.560,113.770,169.366,208.493,399.561,-18.8241,159.798,-150.442,154.341,219.109,72.5617,49.9709,-34.3372,212.133,236.897,22.1281,-48.3750,237.197,259.911
5.61224,195.729,76.1387,-89.2607,-46.9360,158.082,-65.4907,146.090,15.3538,145.947,89.3888,227.830,51.0558,64.7029,48.4627,310.237,29.7412,108.536,-103.265,167.219,212.277,99.2042,89.2894,5.63396,123.913,61.6025,282.527,215.358,107.691,97.4997,190.581,93.9057,-34.6315,190.947,-51.3388,60.7263,-125.210,-119.354,81.0355,153.568,18.9535,44.7758,30.0973,-6.75999,144.508,60.2923,-81.9941,43.0167,176.610,207.567,-57.1340,153.809,-102.716,113.761,-104.831,-39.7290,160.452,65.5723,-69.8701,-191.493,-20.8047,-39.7081,152.425,245.918,46.1575,236.516,164.597,-43.7742,-47.7726,254.580,35.0462,143.705,-17.2409,-209.426,236.928,244.544,247.141,147.558,351.547,-40.1898,121.248,-271.371,123.205,118.109,154.860,237.372,392.942,12.4358,134.316,-123.285,132.322,229.842,59.9494,90.3916,-18.6727,206.987,256.186,25.0617,-51.7536,216.590,257.044
5.61631,191.753,67.7455,-73.4038,-46.9840,157.727,-69.2455,145.347,11.1889,154.338,91.3020,250.393,45.9134,75.4144,63.4177,308.756,26.2576,138.927,-72.7090,158.035,187.674,96.4698,87.0737,-26.0788,137.115,61.3597,255.064,202.963,99.9270,100.466,183.249,61.0426,-27.0293,186.706,-27.8325,81.1682,-139.351,-121.783,48.4843,169.205,34.6902,42.8997,24.5663,-6.74688,135.878,40.4672,-89.8445,64.9136,179.065,200.872,-70.1773,147.280,-103.473,103.904,-122.372,-43.9788,177.830,69.6692,-81.1280,-179.125,-21.2699,-41.6046,156.780,234.242,67.6214,247.334,165.390,-52.4649,-32.0173,230.784,52.3935,149.290,-3.26283,-209.091,257.585,258.823,264.998,124.414,381.055,-57.6950,117.507,-256.621,125.818,118.618,140.034,260.027,378.321,34.9935,111.257,-101.016,102.551,237.914,52.1038,129.554,4.25116,203.245,274.106,36.0426,-48.0884,199.668,235.646
5.62038,187.252,58.4321,-54.9186,-45.6187,161.314,-64.3990,147.173,4.18161,168.920,92.4796,272.943,45.8609,84.3677,79.0737,305.664,23.6263,160.543,-34.2107,148.910,158.180,93.2400,83.3177,-57.7980,156.985,54.3714,228.545,187.255,98.4886,105.776,177.414,29.7532,-13.4081,173.068,-3.81545,97.5345,-154.147,-120.930,15.9699,181.329,44.7008,35.6494,25.4961,-11.5557,130.599,22.0303,-97.5615,91.8517,182.294,193.722,-83.4366,139.833,-99.2458,98.8659,-133.540,-41.7759,200.904,75.1811,-89.3209,-161.498,-17.9046,-39.6580,170.708,222.732,92.1524,255.419,166.540,-63.6101,-12.1724,198.242,70.7088,157.427,4.15453,-210.578,268.003,270.380,283.906,107.454,407.442,-83.2877,115.041,-234.397,122.501,117.273,127.592,276.015,355.868,46.9869,90.0408,-86.3375,69.9296,242.269,48.8638,160.410,30.6746,199.065,287.830,53.2188,-40.3373,186.550,198.383
5.62446,178.693,49.7770,-33.5682,-45.0870,168.091,-51.8448,152.000,-7.64349,186.285,89.0142,295.209,50.1306,90.7512,94.0239,300.333,20.5806,172.638,10.8018,139.801,128.637,90.7662,78.7290,-84.3942,181.141,41.8291,208.898,168.473,106.210,112.152,173.846,1.82034,5.39190,152.000,21.1450,109.851,-169.299,-116.200,-12.6752,187.814,47.6207,23.3773,35.7617,-20.2475,128.668,4.90641,-106.138,118.738,184.395,190.297,-95.5578,132.116,-88.4267,99.8898,-138.426,-31.3595,226.282,83.8596,-92.9380,-138.655,-11.9943,-36.4942,193.974,212.234,117.950,261.204,165.679,-75.8934,12.0676,160.247,90.4496,164.576,5.82350,-212.616,267.767,277.884,304.056,93.5346,427.914,-111.039,111.877,-207.045,114.405,114.332,121.572,285.743,327.463,48.0364,70.7873,-78.6315,39.1673,242.229,50.3361,177.244,57.4111,192.377,294.559,73.0944,-32.1312,176.990,150.610
5.62853,163.560,42.3853,-8.40716,-47.0949,177.647,-35.0289,158.827,-23.4813,203.414,79.1227,316.671,57.0530,94.5376,107.169,292.525,16.4316,175.518,59.4191,130.402,102.631,89.7173,74.3454,-101.001,206.352,24.9543,200.797,148.405,124.560,119.115,173.060,-22.1944,28.1817,126.918,44.5244,118.894,-182.757,-106.423,-34.5190,188.629,44.1847,7.16890,55.8508,-31.5906,130.276,-10.1969,-115.577,138.850,183.396,192.244,-103.163,123.209,-71.1195,106.397,-136.864,-13.6542,249.956,96.6330,-91.6047,-112.502,-5.36144,-34.0633,223.889,203.660,141.440,266.017,161.442,-87.4752,39.3707,120.119,111.873,168.883,3.90459,-214.222,258.308,280.441,325.182,79.2978,439.927,-133.887,106.551,-176.725,104.323,108.816,125.121,290.254,296.408,39.1963,54.4447,-74.4953,15.0550,236.758,56.0590,177.526,82.4013,181.712,292.485,92.8856,-26.4232,171.193,98.7105
5.63260,140.854,36.4594,21.3763,-52.0268,189.894,-18.2588,165.355,-39.7695,218.504,63.6871,336.048,63.6698,96.0751,118.010,282.141,11.1331,170.600,107.464,120.588,82.0404,89.5630,70.9822,-105.115,229.624,4.41224,205.924,129.686,152.572,125.811,175.391,-42.9357,53.3063,101.966,61.5511,126.093,-192.049,-90.7313,-47.6622,186.248,36.4292,-11.8924,84.1971,-44.8832,135.879,-21.7621,-124.074,146.354,178.917,197.869,-102.500,111.410,-48.8734,115.730,-128.762,7.09147,268.814,113.712,-85.9366,-85.5855,0.426528,-33.2798,255.821,198.262,158.906,270.646,154.179,-96.6177,66.9799,81.0098,134.655,169.633,1.11726,-215.209,241.923,277.274,347.753,62.2669,441.240,-145.944,98.5317,-145.479,95.1982,99.8814,138.482,290.815,266.173,23.0189,42.6189,-69.8344,1.65951,223.869,64.7826,162.889,104.770,166.418,281.721,111.673,-24.1819,169.429,48.5534
5.63667,110.821,32.6474,55.3816,-58.8533,204.525,-4.74623,169.648,-51.9853,230.188,45.6927,351.627,66.0142,95.7904,127.103,269.284,4.85139,160.398,150.685,111.290,66.8851,88.7096,69.0575,-97.1801,248.570,-19.2428,222.513,114.946,186.599,130.338,180.877,-61.7124,78.9120,81.1654,68.4461,132.304,-196.039,-69.2982,-51.6294,184.043,26.7606,-32.9575,117.921,-59.9506,145.375,-28.4718,-128.259,138.717,172.919,203.733,-91.6215,95.9590,-23.7147,123.898,-114.304,25.1061,282.094,135.184,-77.4665,-59.8158,4.54802,-34.2518,284.901,197.261,167.941,274.712,145.470,-102.356,92.3345,45.8111,157.449,166.660,0.381893,-215.602,220.750,267.794,373.058,41.3671,430.463,-144.251,87.9745,-115.571,89.0644,87.5494,158.775,288.561,239.277,3.13466,37.1066,-61.5470,0.989128,200.982,74.9370,138.795,124.664,146.386,264.318,129.958,-24.0372,171.386,4.60967
5.64075,74.6881,31.9255,91.5709,-65.8453,220.383,4.21307,171.528,-57.0193,236.615,28.6990,362.311,60.8933,94.3262,136.025,254.334,-2.54882,148.484,186.021,104.693,54.8982,85.8249,68.6687,-79.5727,260.901,-44.9149,246.391,106.230,221.277,130.921,188.943,-79.6909,103.542,67.5026,65.2606,137.060,-195.757,-43.5390,-48.0647,183.889,17.2779,-54.6577,153.743,-76.1549,156.850,-30.8061,-124.917,117.349,168.974,207.158,-71.5726,78.2590,2.51225,126.822,-93.9688,36.2930,291.357,161.156,-68.3660,-36.4558,6.48381,-36.7283,307.621,200.956,168.562,277.016,136.851,-104.636,114.329,17.0761,177.795,160.434,4.55702,-214.884,196.099,252.132,401.704,17.0381,408.112,-129.095,75.3010,-89.3265,87.2503,72.4025,181.369,284.483,217.118,-16.7938,39.2562,-47.8649,12.3172,166.536,85.3614,112.464,142.576,121.723,243.431,148.407,-23.3257,176.080,-30.1104
5.64482,34.6992,34.6928,127.009,-71.4842,235.352,9.18383,172.100,-54.4184,235.798,14.9840,368.184,48.4204,92.7097,146.682,237.404,-11.6053,138.967,211.904,103.360,41.7254,81.4241,69.6666,-55.0167,263.963,-70.5870,272.600,104.492,251.592,127.712,198.451,-96.9565,126.422,62.1888,55.9397,139.166,-193.519,-15.9030,-41.1049,185.213,9.55234,-74.3886,188.635,-91.4051,166.327,-31.3635,-113.014,86.4143,170.276,207.667,-45.7497,61.7913,28.0392,121.588,-68.7151,40.2493,298.858,191.308,-60.5481,-16.8265,5.20525,-40.5949,322.538,208.200,163.618,276.389,128.872,-103.872,132.772,-3.08899,192.718,152.121,15.4691,-211.952,168.829,231.808,431.799,-8.86885,377.435,-103.238,60.9967,-68.3589,90.6167,55.0768,201.323,279.657,200.265,-33.9972,49.3563,-27.8969,32.1785,121.762,95.6099,89.9943,158.117,92.6884,222.171,167.030,-19.6142,182.264,-53.6572
5.64889,-5.95191,40.1655,159.141,-74.9871,246.861,12.3022,172.386,-45.8537,226.870,4.46566,370.164,32.8270,92.1246,160.718,217.665,-22.8221,135.064,227.846,108.856,22.4395,78.0722,71.7999,-25.3365,255.419,-93.4135,296.983,109.255,275.038,123.046,208.267,-111.895,147.395,64.4287,45.7788,137.757,-191.079,10.5559,-36.4586,186.182,4.68069,-88.9004,219.981,-102.324,169.602,-33.2754,-94.6233,51.0661,177.773,206.706,-18.2180,51.1909,50.6477,107.532,-40.2079,39.5325,305.683,224.600,-54.7389,-2.29347,-0.885808,-46.1154,330.234,216.613,157.676,272.426,121.076,-100.600,147.000,-13.4161,199.784,142.890,32.6287,-205.704,140.324,209.742,458.397,-33.3710,343.768,-71.0762,45.5302,-53.0769,98.8767,36.4071,214.050,275.364,188.469,-46.6566,66.3951,-1.11944,54.8343,70.7482,105.624,74.6174,169.487,60.0767,202.447,185.271,-11.6860,188.979,-64.8535
5.65296,-43.6638,46.4806,186.658,-76.2123,252.830,16.5136,172.755,-33.5890,210.865,-4.64961,369.340,20.2510,93.4064,179.630,193.619,-36.2405,137.444,234.362,120.826,-6.17930,78.7404,75.1223,8.94371,234.929,-110.443,317.633,118.782,292.410,119.983,217.896,-121.643,166.746,71.7447,38.2599,132.993,-188.600,32.7379,-39.0591,185.464,3.35892,-95.9385,245.624,-105.603,164.940,-38.3045,-74.1348,16.2322,189.616,206.313,7.68224,50.9165,67.7046,86.6114,-10.4802,37.2569,311.127,259.571,-50.4478,6.63271,-12.8856,-53.6533,332.753,223.195,154.737,265.743,112.638,-95.2777,155.286,-13.9956,198.073,132.974,53.1912,-195.351,112.585,189.282,475.013,-52.8759,312.180,-38.1123,29.4706,-43.1249,110.194,17.9905,215.568,272.679,180.503,-53.3685,88.4080,32.7777,73.4608,18.6598,115.115,66.8799,174.505,25.6168,184.326,202.358,-0.00818653,195.785,-63.3973
5.65704,-75.2326,51.4732,209.546,-75.1665,252.702,24.0842,173.076,-19.1326,190.169,-14.0324,366.518,15.1689,96.7108,204.981,164.368,-51.4603,143.578,233.419,137.248,-43.9191,84.7245,80.6149,47.8940,205.362,-119.581,335.434,130.851,306.606,120.736,227.781,-123.695,184.572,80.4776,33.2943,126.269,-185.049,47.9290,-50.5309,182.960,5.94068,-95.2509,264.120,-99.4539,153.953,-46.1583,-56.1646,-13.8881,202.042,207.880,29.8867,63.6684,77.2282,62.4527,18.9034,35.4490,313.572,294.770,-46.8469,10.7885,-30.1927,-63.1922,332.604,225.107,156.549,257.693,103.058,-87.9588,155.239,-6.26559,188.692,121.668,73.3297,-179.979,86.9278,172.831,476.496,-64.0849,285.280,-10.0387,13.8174,-38.0997,122.283,1.89060,202.849,271.778,174.438,-52.9845,113.093,73.5961,81.9936,-30.0673,122.936,65.8852,172.349,-8.26893,166.766,217.385,13.3457,202.243,-50.2475
5.66111,-98.3801,53.9135,228.448,-71.5739,247.836,35.2097,172.925,-2.82288,167.150,-24.2653,362.022,18.0585,101.621,237.883,130.846,-67.7095,148.651,228.622,155.370,-87.2410,95.1277,90.5938,90.7190,172.123,-120.144,352.895,143.570,320.485,126.035,239.092,-117.475,199.916,86.4191,27.8487,119.789,-179.102,54.0287,-68.2897,179.481,12.4248,-87.7806,274.961,-84.0672,139.906,-54.8077,-43.4767,-36.0221,211.188,211.866,47.6152,89.1812,79.1413,38.6912,47.2986,35.0969,311.801,328.795,-43.5681,11.6332,-50.5835,-74.1032,331.643,220.463,162.621,249.800,92.4396,-78.2700,144.881,7.59076,174.736,108.361,89.5561,-158.214,62.5854,161.062,461.242,-65.1156,263.313,8.90612,0.0594406,-37.4979,133.948,-10.6644,174.647,271.883,168.463,-45.1196,138.327,120.130,77.0022,-72.5070,127.045,70.4007,164.500,-39.0321,149.539,229.260,25.7101,207.033,-27.8325
5.66518,-111.897,54.1707,243.903,-64.6732,240.697,47.9279,172.026,15.4085,143.200,-35.7055,355.700,25.4348,107.606,278.048,96.2579,-83.7583,147.727,224.389,172.215,-131.213,108.252,108.098,134.788,140.775,-112.929,372.254,155.625,335.460,135.275,252.913,-104.580,210.728,85.9759,18.3172,115.461,-169.554,50.0642,-87.0286,176.081,22.2296,-73.9653,278.555,-61.0507,125.518,-61.0761,-36.2169,-47.9778,215.070,218.294,61.3397,123.984,75.5723,17.9079,74.5316,36.8186,305.570,360.145,-40.6332,9.91265,-71.5095,-85.0327,330.433,208.727,171.513,243.234,81.4182,-65.9493,124.020,25.1560,160.545,93.3920,99.3199,-128.843,36.8426,153.265,431.203,-56.2487,246.200,17.2989,-10.2204,-39.8924,145.331,-19.8213,132.596,272.136,161.774,-30.7482,162.451,169.921,58.8040,-107.731,125.751,79.2915,154.174,-64.1651,134.449,236.750,35.3454,207.686,0.547232
5.66925,-115.694,53.4509,256.046,-53.3345,233.314,59.3078,170.948,34.6874,118.784,-49.4705,347.093,31.9536,114.488,323.318,65.4760,-98.1588,138.022,224.344,184.581,-171.642,122.920,134.946,176.282,114.799,-100.174,394.593,166.236,351.430,146.842,269.068,-87.9523,214.935,77.5529,2.80687,113.995,-155.105,37.1694,-101.563,173.501,33.9060,-53.1356,276.183,-32.6314,112.248,-61.6007,-32.4447,-48.8418,214.502,227.186,72.6100,162.212,69.8496,1.53478,100.108,41.1220,295.396,387.366,-37.8515,4.85829,-91.1106,-93.7316,328.557,190.637,182.177,238.466,71.1273,-51.2736,94.7131,43.9847,150.164,77.6005,101.295,-92.0172,6.77445,148.404,390.306,-39.9511,235.137,16.4379,-15.6654,-42.5175,156.857,-25.8395,81.2956,272.569,154.976,-12.5756,184.279,219.576,31.3131,-137.248,119.467,91.4624,144.660,-81.2742,124.529,238.804,42.3128,201.350,32.0472
5.67333,-110.722,52.3469,264.909,-36.8155,226.097,66.6396,171.284,52.6626,93.8130,-66.8925,335.751,33.3460,122.531,369.980,43.2945,-109.813,119.890,229.896,189.357,-205.872,138.051,169.784,211.875,94.8276,-85.5006,420.009,175.425,367.402,158.490,285.469,-71.1989,211.672,62.1556,-18.0424,114.983,-134.088,19.1820,-108.837,171.916,45.3835,-24.5990,270.007,-1.06611,100.902,-54.2034,-29.1284,-39.2258,212.164,238.702,83.2515,197.336,64.8789,-10.0038,122.773,48.3404,282.261,409.505,-34.4969,-5.39313,-108.056,-97.3489,325.538,167.985,194.265,235.039,63.1873,-34.9568,60.2298,61.9282,145.502,61.0514,95.5920,-49.9329,-28.7593,145.971,343.062,-20.3592,232.190,9.10429,-15.1667,-42.1766,168.148,-27.5554,26.7970,274.247,149.715,4.97283,203.171,265.429,0.714726,-164.309,111.282,105.906,137.555,-88.9042,122.095,235.049,48.1103,185.978,65.1661
