2H chemical shift (ppm),FA_20240228_2H_E.coli_1.4.ser#1,FA_20240228_2H_E.coli_1.4.ser#2,FA_20240228_2H_E.coli_1.4.ser#3,FA_20240228_2H_E.coli_1.4.ser#4,FA_20240228_2H_E.coli_1.4.ser#5,FA_20240228_2H_E.coli_1.4.ser#6,FA_20240228_2H_E.coli_1.4.ser#7,FA_20240228_2H_E.coli_1.4.ser#8,FA_20240228_2H_E.coli_1.4.ser#9,FA_20240228_2H_E.coli_1.4.ser#10,FA_20240228_2H_E.coli_1.4.ser#11,FA_20240228_2H_E.coli_1.4.ser#12,FA_20240228_2H_E.coli_1.4.ser#13,FA_20240228_2H_E.coli_1.4.ser#14,FA_20240228_2H_E.coli_1.4.ser#15,FA_20240228_2H_E.coli_1.4.ser#16,FA_20240228_2H_E.coli_1.4.ser#17,FA_20240228_2H_E.coli_1.4.ser#18,FA_20240228_2H_E.coli_1.4.ser#19,FA_20240228_2H_E.coli_1.4.ser#20,FA_20240228_2H_E.coli_1.4.ser#21,FA_20240228_2H_E.coli_1.4.ser#22,FA_20240228_2H_E.coli_1.4.ser#23,FA_20240228_2H_E.coli_1.4.ser#24,FA_20240228_2H_E.coli_1.4.ser#25,FA_20240228_2H_E.coli_1.4.ser#26,FA_20240228_2H_E.coli_1.4.ser#27,FA_20240228_2H_E.coli_1.4.ser#28,FA_20240228_2H_E.coli_1.4.ser#29,FA_20240228_2H_E.coli_1.4.ser#30,FA_20240228_2H_E.coli_1.4.ser#31,FA_20240228_2H_E.coli_1.4.ser#32,FA_20240228_2H_E.coli_1.4.ser#33,FA_20240228_2H_E.coli_1.4.ser#34,FA_20240228_2H_E.coli_1.4.ser#35,FA_20240228_2H_E.coli_1.4.ser#36,FA_20240228_2H_E.coli_1.4.ser#37,FA_20240228_2H_E.coli_1.4.ser#38,FA_20240228_2H_E.coli_1.4.ser#39,FA_20240228_2H_E.coli_1.4.ser#40,FA_20240228_2H_E.coli_1.4.ser#41,FA_20240228_2H_E.coli_1.4.ser#42,FA_20240228_2H_E.coli_1.4.ser#43,FA_20240228_2H_E.coli_1.4.ser#44,FA_20240228_2H_E.coli_1.4.ser#45,FA_20240228_2H_E.coli_1.4.ser#46,FA_20240228_2H_E.coli_1.4.ser#47,FA_20240228_2H_E.coli_1.4.ser#48,FA_20240228_2H_E.coli_1.4.ser#49,FA_20240228_2H_E.coli_1.4.ser#50,FA_20240228_2H_E.coli_1.4.ser#51,FA_20240228_2H_E.coli_1.4.ser#52,FA_20240228_2H_E.coli_1.4.ser#53,FA_20240228_2H_E.coli_1.4.ser#54,FA_20240228_2H_E.coli_1.4.ser#55,FA_20240228_2H_E.coli_1.4.ser#56,FA_20240228_2H_E.coli_1.4.ser#57,FA_20240228_2H_E.coli_1.4.ser#58,FA_20240228_2H_E.coli_1.4.ser#59,FA_20240228_2H_E.coli_1.4.ser#60,FA_20240228_2H_E.coli_1.4.ser#61,FA_20240228_2H_E.coli_1.4.ser#62,FA_20240228_2H_E.coli_1.4.ser#63,FA_20240228_2H_E.coli_1.4.ser#64,FA_20240228_2H_E.coli_1.4.ser#65,FA_20240228_2H_E.coli_1.4.ser#66,FA_20240228_2H_E.coli_1.4.ser#67,FA_20240228_2H_E.coli_1.4.ser#68,FA_20240228_2H_E.coli_1.4.ser#69,FA_20240228_2H_E.coli_1.4.ser#70,FA_20240228_2H_E.coli_1.4.ser#71,FA_20240228_2H_E.coli_1.4.ser#72,FA_20240228_2H_E.coli_1.4.ser#73,FA_20240228_2H_E.coli_1.4.ser#74,FA_20240228_2H_E.coli_1.4.ser#75,FA_20240228_2H_E.coli_1.4.ser#76,FA_20240228_2H_E.coli_1.4.ser#77,FA_20240228_2H_E.coli_1.4.ser#78,FA_20240228_2H_E.coli_1.4.ser#79,FA_20240228_2H_E.coli_1.4.ser#80,FA_20240228_2H_E.coli_1.4.ser#81,FA_20240228_2H_E.coli_1.4.ser#82,FA_20240228_2H_E.coli_1.4.ser#83,FA_20240228_2H_E.coli_1.4.ser#84,FA_20240228_2H_E.coli_1.4.ser#85,FA_20240228_2H_E.coli_1.4.ser#86,FA_20240228_2H_E.coli_1.4.ser#87,FA_20240228_2H_E.coli_1.4.ser#88,FA_20240228_2H_E.coli_1.4.ser#89,FA_20240228_2H_E.coli_1.4.ser#90,FA_20240228_2H_E.coli_1.4.ser#91,FA_20240228_2H_E.coli_1.4.ser#92,FA_20240228_2H_E.coli_1.4.ser#93,FA_20240228_2H_E.coli_1.4.ser#94,FA_20240228_2H_E.coli_1.4.ser#95,FA_20240228_2H_E.coli_1.4.ser#96,FA_20240228_2H_E.coli_1.4.ser#97,FA_20240228_2H_E.coli_1.4.ser#98,FA_20240228_2H_E.coli_1.4.ser#99,FA_20240228_2H_E.coli_1.4.ser#100,FA_20240228_2H_E.coli_1.4.ser#101,FA_20240228_2H_E.coli_1.4.ser#102,FA_20240228_2H_E.coli_1.4.ser#103,FA_20240228_2H_E.coli_1.4.ser#104,FA_20240228_2H_E.coli_1.4.ser#105,FA_20240228_2H_E.coli_1.4.ser#106,FA_20240228_2H_E.coli_1.4.ser#107,FA_20240228_2H_E.coli_1.4.ser#108,FA_20240228_2H_E.coli_1.4.ser#109,FA_20240228_2H_E.coli_1.4.ser#110,FA_20240228_2H_E.coli_1.4.ser#111,FA_20240228_2H_E.coli_1.4.ser#112,FA_20240228_2H_E.coli_1.4.ser#113,FA_20240228_2H_E.coli_1.4.ser#114,FA_20240228_2H_E.coli_1.4.ser#115,FA_20240228_2H_E.coli_1.4.ser#116,FA_20240228_2H_E.coli_1.4.ser#117,FA_20240228_2H_E.coli_1.4.ser#118,FA_20240228_2H_E.coli_1.4.ser#119,FA_20240228_2H_E.coli_1.4.ser#120,FA_20240228_2H_E.coli_1.4.ser#121,FA_20240228_2H_E.coli_1.4.ser#122,FA_20240228_2H_E.coli_1.4.ser#123,FA_20240228_2H_E.coli_1.4.ser#124,FA_20240228_2H_E.coli_1.4.ser#125,FA_20240228_2H_E.coli_1.4.ser#126,FA_20240228_2H_E.coli_1.4.ser#127,FA_20240228_2H_E.coli_1.4.ser#128,FA_20240228_2H_E.coli_1.4.ser#129,FA_20240228_2H_E.coli_1.4.ser#130
0.248771,181.961,-96.7739,-215.697,-104.354,-94.2768,-14.5418,-109.812,-152.893,-172.1,70.7261,22.0007,59.4009,-115.901,-273.25,-24.5808,62.6561,-134.456,153.864,-176.733,-130.057,-82.6667,25.7995,-42.7303,91.7192,116.536,-248.387,152.174,116.307,156.214,182.967,188.899,38.609,-186.169,-257.169,-269.579,-25.1652,-3.61189,-138.644,9.16798,-28.863,81.028,96.9137,118.636,-142.183,145.164,-34.2246,-79.5797,41.2457,-121.871,122.271,129.674,268.079,-7.34906,-257.434,-284.682,78.9921,152.977,-116.521,-151.134,-25.4596,-76.8898,203.404,39.2784,138.41,87.4691,7.34548,64.1633,53.8975,-96.2847,-148.58,-108.668,83.1799,-96.0218,21.9833,-244.221,-85.734,160.585,23.9784,-8.56509,-48.0695,399.644,-103.382,13.3339,256.69,-262.185,-159.893,53.6193,-30.5246,335.628,11.6832,278.255,19.7821,-7.22445,4.71032,-219.634,10.5695,57.2638,22.6497,-232.249,-223.426,35.6968,42.5801,395.895,138.783,-204.105,70.0468,-197.76,-22.7537,-288.57,-39.9946,-185.207,235.422,219.543,184.657,-13.5377,-47.0229,-43.3201,-126.892,156.232,-8.44635,50.9527,147.288,-16.644,170.233,114.454,-73.0974,32.195,-180.25,33.2265,-89.101
0.252844,158.31,-81.3014,-225.639,-103.99,-98.6433,-3.37273,-116.955,-146.882,-189.108,92.8498,43.608,52.6003,-126.312,-230.78,-17.025,53.5299,-141.215,160.346,-172.558,-130.76,-86.9042,34.7805,-34.9999,81.7082,128.708,-208.482,137.572,138.567,153.211,201.671,222.281,36.3387,-198.453,-256.199,-256.001,-31.6331,2.51748,-129.909,27.1681,-9.9775,70.9308,114.22,95.802,-186.401,131.045,-43.549,-58.2172,59.6883,-143.83,101.302,117.533,270.4,29.5623,-256.576,-246.847,85.6649,138.005,-122.446,-166.653,-23.0336,-106.371,205.241,57.3937,121.901,90.7644,27.5125,67.5289,61.9683,-74.8496,-159.284,-106.127,83.5861,-114.34,30.9616,-226.476,-101.828,156.197,27.7755,-9.60059,-60.4314,387.296,-112.076,14.6649,245.888,-272.276,-142.926,56.3565,6.5941,355.402,8.69522,311.339,22.0471,2.28762,-20.5199,-194.29,-11.4582,45.01,29.2659,-258.646,-210.24,17.7716,35.3142,401.355,109.926,-223.506,63.5782,-199.758,-25.3988,-302.592,-42.2926,-182.796,222.021,209.232,158.793,-15.0728,-33.1707,-7.4656,-152.524,160.272,1.20733,39.2665,130.625,-5.53254,142.518,141.357,-76.7933,25.8976,-153.161,18.8619,-99.7641
0.256916,138.551,-72.1817,-233.449,-102.949,-96.2418,7.22889,-120.534,-141.027,-200.844,118.344,64.0783,42.7376,-128.951,-191.595,-11.4253,45.1963,-137.062,165.208,-167.4,-129.083,-88.6244,39.0311,-20.9752,75.575,134.981,-155.185,130.681,155.073,149.535,213.674,251.289,40.6015,-212.241,-259.22,-238.239,-42.2862,13.1256,-117.439,49.6582,9.72063,57.9435,141.065,66.5373,-223.311,114.652,-55.4654,-34.1834,74.5329,-158.253,80.4721,108.945,271.28,65.9775,-255.462,-212.338,88.0441,123.087,-131.137,-181.549,-20.8852,-131.449,199.094,79.6079,103.326,91.2367,47.1428,70.0817,54.8525,-58.5809,-163.529,-97.0326,87.3425,-126.376,37.4514,-202.839,-112.524,149.463,37.8485,-8.07232,-73.2504,376.379,-121.266,16.879,241.043,-276.823,-127.002,56.8338,37.7679,369.893,2.11739,340.189,24.2757,15.894,-39.6337,-161.538,-34.0953,40.3726,36.1504,-273.84,-192.483,2.97214,33.7991,405.415,80.654,-237.996,55.6634,-205.548,-36.8782,-307.792,-44.5031,-183.372,197.883,195.656,138.027,-18.1937,-17.1381,22.3616,-170.291,163.251,12.0305,25.767,113.231,5.09761,112.69,161.42,-73.8258,22.4015,-107.287,14.0557,-106.762
0.260989,121.741,-70.8515,-239.216,-102.641,-87.896,18.8152,-119.943,-139.21,-210.852,146.077,80.7033,30.5294,-127.255,-157.498,-9.87906,36.9137,-125.892,166.966,-164.325,-127.205,-84.5875,37.93,-1.52821,74.2699,135.807,-93.0733,129.727,163.224,145.024,218.549,276.541,50.9759,-223.78,-265.662,-220.075,-55.1635,29.1631,-102.992,74.4407,30.9893,42.8401,174.527,28.8618,-250.586,98.497,-70.5431,-9.18865,80.7116,-164.662,62.2338,104.298,271.543,97.233,-255.073,-182.895,83.6456,104.892,-143.212,-195.772,-20.3817,-148.606,186.678,103.168,84.1143,90.4796,66.9488,70.3823,34.566,-48.2272,-161.248,-82.5187,95.4462,-131.593,42.4259,-176.203,-119.782,138.48,50.6222,-3.12391,-81.9483,366.034,-130.792,21.1133,241.989,-273.59,-110.599,57.485,60.4125,377.585,-7.91609,359.87,24.4192,34.6723,-49.6371,-125.242,-54.6816,42.546,42.2007,-279.339,-173.618,-10.553,34.5194,405.922,53.604,-245.747,47.3566,-213.282,-56.1207,-302.747,-44.6427,-184.949,163.652,178.746,123.066,-22.1644,-0.97269,43.8767,-184.455,164.148,23.5918,11.6982,94.9121,15.3084,84.0871,169.479,-61.5376,22.1963,-48.2903,15.5637,-110.62
0.265061,106.122,-75.3086,-244.019,-103.956,-75.4455,33.6353,-115.135,-142.824,-220.648,173.518,92.0657,16.0407,-124.863,-129.783,-12.9978,27.9365,-111.515,164.725,-164.708,-125.734,-73.9859,32.3238,21.5443,77.5513,132.598,-29.1513,132.265,162.045,139.574,217.161,297.766,66.3481,-229.212,-274.705,-205.047,-67.9014,48.9874,-88.764,97.9747,53.2838,28.0885,209.466,-16.4271,-268.687,84.1733,-88.8755,15.0075,75.1269,-164.281,47.3843,103.371,270.903,118.954,-255.197,-159.499,72.2834,80.9321,-158.208,-208.99,-21.6747,-156.222,171.599,125.291,63.7682,89.0641,87.4799,67.118,4.52154,-42.7735,-153.265,-64.9256,107.093,-128.635,46.5544,-149.873,-124.855,121.546,61.3974,5.71739,-82.6869,354.754,-140.727,27.8597,248.054,-262.976,-91.9889,59.2643,73.715,377.704,-20.4122,367.665,21.526,59.5488,-49.1231,-89.5538,-70.865,48.8149,47.796,-276.802,-154.904,-25.1883,34.2676,400.902,30.3097,-245.612,39.2098,-219.776,-80.2629,-288.462,-40.8471,-185.104,122.843,158.259,113.755,-26.344,13.4841,57.3276,-199.885,161.963,33.5461,-1.32879,76.5854,24.7083,57.8829,162.993,-40.1501,26.1953,15.976,18.9055,-111.327
0.269134,91.0139,-81.6501,-249.147,-106.745,-61.6283,53.0238,-107.268,-150.916,-228.942,196.427,98.4175,-0.945105,-123.221,-109.118,-19.3751,17.393,-97.0156,158.148,-168.407,-123.521,-58.0332,24.1217,46.3731,83.6209,126.147,28.5297,135.855,152.826,133.301,211.047,314.088,85.7337,-226.105,-285.408,-195.191,-78.0573,69.316,-75.6445,115.032,74.2316,16.6465,240.598,-65.1695,-279.982,71.9576,-109.521,37.0049,57.4226,-159.428,34.7147,105.532,267.345,128.274,-254.81,-141.728,56.4508,50.8786,-174.625,-219.775,-24.1507,-154.744,158.505,143.838,40.6974,87.0131,109.116,60.0722,-31.6791,-39.9903,-141.084,-46.9109,120.553,-116.503,49.7623,-126.384,-127.21,98.8469,66.2347,17.6371,-73.6111,341.526,-151.114,36.9263,259.115,-248.246,-70.3773,61.0929,78.9856,370.24,-33.8676,364.337,15.4892,90.0651,-38.397,-57.2457,-81.7407,55.5959,54.7926,-266.845,-135.397,-42.301,31.8053,390.171,11.8015,-238.262,32.2514,-222.011,-105.825,-267.514,-32.5291,-182.802,80.2237,134.119,109.19,-30.3368,25.7762,64.9251,-220.113,156.753,39.3517,-11.9693,60.0518,32.5518,32.8844,143.048,-11.5932,35.4734,77.807,20.6726,-108.289
0.273206,77.5414,-86.8754,-254.804,-109.662,-49.5364,76.3383,-98.4597,-161.905,-232.735,210.205,100.739,-19.9095,-121.109,-95.1682,-26.2295,4.64373,-84.813,146.958,-173.878,-119.346,-39.0599,15.3105,71.4955,90.0176,115.325,73.0738,138.307,138.448,127.005,201.631,324.594,108.237,-214.733,-296.79,-190.961,-83.8873,86.9721,-62.6688,119.802,90.4816,10.4437,264.752,-111.154,-287.176,61.0313,-130.524,55.7378,29.0023,-152.358,21.8914,108.689,257.89,125.044,-252.385,-128.172,39.9479,16.7153,-190.402,-225.567,-27.1121,-145.59,151.848,157.757,13.7093,84.2645,132.009,50.081,-70.4608,-37.6157,-126.411,-30.6949,134.103,-96.3864,50.9947,-106.722,-124.715,73.3958,63.4916,30.2936,-55.2609,326.427,-161.889,47.1732,275.912,-234.106,-46.3966,60.4951,78.8575,356.406,-46.343,354.006,6.61719,123.07,-19.093,-29.1487,-88.0306,60.4553,65.5183,-248.641,-113.601,-61.2318,27.9204,375.92,-0.424285,-226.74,28.4405,-219.292,-129.614,-242.874,-21.2688,-178.922,39.8901,107.343,108.038,-33.9446,36.964,69.635,-246.508,149.922,40.1283,-20.015,47.3065,38.1265,7.06839,113.721,21.2689,50.209,131.206,19.4458,-100.906
0.277279,67.7497,-90.4193,-259.726,-110.56,-41.7951,101.304,-90.7521,-174.714,-229.379,212.123,100.071,-39.2021,-116.346,-86.5016,-30.9951,-10.0884,-76.9016,130.477,-178.071,-113.604,-19.6458,6.97036,95.7661,95.1632,97.4728,100.917,137.916,121.916,122.054,189.809,328.693,132.761,-197.871,-307.761,-192.111,-84.7359,99.9105,-48.296,108.656,99.1204,9.33551,281.938,-148.374,-292.002,49.6143,-150.024,70.451,-8.26925,-143.955,7.27134,108.81,240.7,112.2,-246.145,-117.792,25.9058,-17.9951,-203.438,-223.647,-30.3445,-129.789,154.102,166.992,-16.7937,80.6286,155.733,38.3797,-107.986,-34.6202,-110.828,-17.819,146.619,-72.2196,48.4515,-90.4036,-115.097,50.4777,54.0699,40.6557,-30.7856,310.162,-173.022,56.5316,299.621,-224.61,-21.4799,54.8665,75.4072,338.885,-55.7314,341.9,-4.61636,153.325,6.26581,-4.78521,-91.1568,63.7189,81.164,-220.777,-88.8241,-78.9106,24.3437,361.98,-4.32938,-215.324,29.8335,-214.183,-149.286,-216.885,-10.4836,-175.104,4.42123,80.6599,109.051,-37.1235,48.5019,74.2446,-278.214,143.459,36.8675,-26.692,39.9919,41.3628,-20.4416,80.0339,54.6143,68.8622,172.263,15.1885,-89.1691
0.281351,62.9443,-93.4441,-262.222,-107.379,-40.0296,125.187,-85.2905,-188.561,-218.152,202.543,97.6274,-56.8934,-107.824,-80.9942,-32.8008,-25.2506,-74.4464,107.945,-176.861,-108.239,-1.82497,-1.09719,117.887,99.0252,70.1888,112.742,133.92,105.519,119.466,176.187,326.068,158.153,-179.443,-317.041,-198.376,-80.7174,107.232,-32.3014,82.7476,98.749,11.1358,294.703,-172.861,-294.582,35.1094,-167.686,80.7714,-52.5357,-133.342,-8.43868,101.573,216.8,94.6969,-234.435,-110.607,15.6733,-49.1395,-212.183,-212.511,-34.1707,-107.476,164.479,172.175,-48.5899,75.5482,178.579,26.1432,-140.573,-31.5952,-95.5369,-8.88927,157.529,-49.0607,40.2384,-76.3374,-97.7664,35.8662,40.2109,46.1894,-5.71221,293.322,-184.387,62.8878,331.298,-221.802,3.32903,42.7715,68.7963,320.993,-60.6976,331.41,-17.6086,175.809,34.3712,16.6522,-92.4033,68.509,100.646,-182.98,-61.1753,-90.5447,22.7312,352.083,1.5921,-207.099,37.3,-211.147,-163.652,-190.656,-3.74524,-171.934,-24.5798,57.7556,111.624,-40.2984,60.9598,81.0353,-312.478,138.737,31.0913,-33.6487,39.5355,43.0111,-48.6933,45.8304,84.071,88.3499,198.672,8.07903,-73.9803
0.285424,62.572,-96.9933,-261.3,-99.3963,-44.9383,145.558,-82.0731,-202.106,-200.48,184.335,94.654,-72.24,-96.1974,-76.6844,-32.8391,-38.0694,-76.6842,79.4761,-166.6,-105.271,13.5577,-9.91489,135.941,102.43,33.093,112.078,126.812,91.3196,118.831,161.543,316.582,183.551,-163.365,-323.268,-209.136,-72.1855,108.74,-16.4486,48.3343,90.0239,13.0437,306.389,-183.38,-293.308,15.0646,-184.962,86.7565,-101.61,-118.849,-22.0626,84.88,189.728,77.4137,-216.169,-107.01,9.02092,-72.8718,-216.453,-192.636,-39.1369,-78.3775,179.259,174.441,-78.7617,68.2626,197.075,14.3148,-165.953,-29.9873,-81.0887,-3.17177,166.493,-30.8024,25.3042,-63.7408,-74.7001,33.7588,23.8803,45.3796,13.6182,276.373,-195.337,65.2017,371.157,-225.834,27.748,24.7662,57.8739,305.204,-61.6416,323.016,-31.7257,187.613,61.1998,35.7029,-93.0285,78.973,120.672,-137.452,-31.0026,-91.4175,24.5965,347.817,16.9353,-202.197,50.1152,-213.861,-172.982,-164.038,-2.78005,-167.95,-45.8232,41.6553,116.212,-44.9375,73.7959,91.5012,-345.411,135.776,23.8659,-41.0868,47.4061,44.178,-75.6764,13.0764,106.039,105.291,209.16,-2.36493,-57.1126
0.289497,64.1957,-100.785,-256.538,-88.1936,-56.7004,160.39,-80.1051,-212.983,-179.183,161.44,91.7089,-86.3033,-83.2792,-72.5733,-33.4725,-45.4669,-80.4236,46.944,-145.981,-105.302,26.6101,-20.5484,147.508,106.042,-11.4056,102.464,117.817,82.0783,117.813,146.809,300.567,208.225,-152.64,-325.306,-222.853,-59.6862,104.583,-3.64324,14.0922,75.5805,13.4679,319.393,-181.16,-285.391,-11.2421,-203.85,89.2737,-152.581,-99.4677,-29.6747,59.7945,163.575,63.1871,-191.342,-107.002,5.13268,-86.1967,-218.046,-166.12,-45.7695,-42.8736,193.478,175.172,-105.526,58.7548,206.518,3.64373,-183.98,-30.8763,-67.3738,1.21171,173.344,-19.0894,4.2341,-52.5814,-49.9037,45.2594,5.95532,37.5099,22.6638,260.26,-204.541,63.7899,417.346,-235.837,51.4091,3.23553,42.0997,292.448,-60.6446,315.808,-46.5701,188.213,82.825,52.1384,-94.8134,97.6556,136.863,-88.5853,1.11365,-79.0384,31.6275,347.536,38.6696,-198.153,66.6357,-223.229,-179.036,-136.449,-6.63208,-160.281,-58.6295,34.0962,124.336,-53.6237,86.046,105.824,-373.092,133.331,16.2141,-46.9414,64.4913,45.7375,-99.2187,-17.2631,118.634,117.572,203.563,-17.4567,-40.5789
0.293569,64.357,-103.617,-247.237,-77.3468,-75.1326,168.058,-77.9142,-218.564,-157.635,137.776,88.4507,-100.841,-70.8837,-68.5648,-36.7656,-45.4504,-81.1963,14.1453,-116.537,-106.892,37.1825,-33.5626,150.731,109.772,-58.685,85.7564,107.586,81.0058,113.013,132.657,279.411,231.035,-148.328,-322.501,-237.542,-44.3532,95.1028,3.13757,-13.1054,59.251,12.3962,334.222,-169.177,-268.367,-42.0194,-225.151,90.6935,-201.83,-75.8852,-28.7715,29.3567,141.331,52.0057,-161.453,-110.239,3.41447,-87.5977,-220.553,-135.703,-54.3871,-2.89304,202.853,175.373,-129.147,48.8001,202.784,-5.09916,-195.881,-34.1655,-53.8245,6.12198,178.021,-13.6303,-20.7071,-43.5555,-28.2948,67.9376,-13.7128,22.5954,20.4472,246.408,-210.388,59.722,464.902,-250.246,73.1502,-18.8295,22.9601,282.704,-60.3094,309.525,-61.9086,178.905,96.9731,64.3209,-100.037,123.672,145.506,-41.2071,33.7338,-54.6928,45.1707,347.161,61.7378,-191.716,85.378,-237.109,-184.179,-108.397,-12.6022,-146.612,-63.4862,36.4145,137.832,-68.9848,96.9266,122.664,-392.861,129.675,9.79016,-48.2547,89.767,48.1038,-117.377,-44.0226,121.294,125.126,183.409,-38.8192,-25.9912
0.297642,60.11,-104.631,-232.111,-70.6335,-99.3067,167.465,-74.1774,-217.872,-139.26,116.727,84.537,-116.527,-59.8556,-64.5522,-43.3544,-38.2445,-75.3657,-14.1582,-81.4444,-107.211,44.1776,-48.6618,145.675,112.536,-103.543,62.6322,95.4374,89.888,102.158,119.332,255.802,250.356,-149.22,-314.809,-251.892,-28.0654,80.809,1.39296,-30.8912,44.9252,10.2475,349.582,-151.19,-242.006,-73.9775,-247.46,94.8588,-245.406,-50.928,-19.4421,-3.09044,124.32,41.6935,-129.175,-116.128,3.43855,-77.6137,-227.932,-104.157,-64.8138,38.022,204.992,174.969,-151.124,41.9296,184.822,-11.001,-202.725,-38.4863,-39.6462,12.1826,180.27,-13.0209,-46.3695,-37.6323,-14.7762,96.4131,-35.9446,1.99162,9.1688,235.58,-211.474,54.2408,506.438,-266.365,91.3,-39.4322,3.87891,275.81,-62.5012,305.138,-76.9637,162.324,104.032,69.2144,-110.446,152.752,145.363,1.11053,63.9445,-23.3308,65.1031,342.353,81.0248,-180.467,105.69,-251.564,-189.969,-82.364,-17.967,-126.915,-61.7706,50.2939,157.36,-92.1218,105.846,139.72,-404.207,123.843,6.5342,-43.6227,119.503,51.2936,-128.769,-65.2925,113.954,129.612,152.169,-67.3523,-14.7022
0.301714,50.5189,-103.902,-209.776,-70.0074,-126.996,158.128,-68.0618,-212.947,-127.068,100.898,80.6637,-132.547,-50.0334,-59.9038,-52.2337,-26.636,-61.6559,-34.024,-43.9464,-103.745,46.5017,-64.5047,134.593,112.628,-141.861,33.8304,80.2036,106.994,85.944,106.894,232.957,264.468,-152.749,-302.992,-265.509,-13.1913,62.6455,-10.5538,-41.0397,35.5628,6.92456,363.259,-130.553,-209.383,-104.338,-267.393,105.788,-279.712,-29.095,-4.33347,-34.4286,112.414,29.5101,-97.0811,-123.25,4.38014,-58.7517,-242.225,-74.1362,-76.2914,75.5816,199.489,172.766,-172.572,42.2693,155.936,-13.2979,-204.31,-41.7875,-24.1019,18.7403,179.512,-15.6574,-69.9908,-35.1417,-13.1031,123.527,-61.8068,-21.1453,-7.53533,226.926,-206.925,48.8973,534.798,-280.133,104.111,-58.3916,-11.0189,271.427,-67.917,304.128,-89.6875,141.968,106.36,63.6764,-125.91,178.982,138.423,36.5246,87.54,8.76871,89.4915,330.581,93.5733,-163.389,127.568,-262.718,-196.488,-61.6185,-20.9275,-103.425,-55.0837,76.8475,181.129,-122.068,112.083,154.7,-408.499,116.576,7.61586,-34.725,147.967,54.9951,-132.956,-78.4955,97.0559,133.505,114.74,-102.276,-8.13074
0.305787,36.9777,-102.118,-179.646,-74.8765,-154.766,140.144,-59.3123,-208.129,-123.036,91.9557,78.3222,-147.742,-41.1644,-54.234,-61.5356,-15.2193,-41.3506,-43.8052,-6.41565,-95.889,44.6098,-79.116,120.629,108.94,-171.497,0.680277,61.8562,126.736,67.6882,95.3636,213.063,271.826,-156.292,-288.705,-277.982,-2.2441,42.3058,-33.0721,-47.3719,32.5919,1.90208,373.208,-109.292,-176.104,-131.918,-280.928,126.048,-302.477,-14.7619,12.2315,-61.4258,104.726,13.7307,-66.5712,-128.964,4.89502,-34.4048,-261.997,-47.8592,-87.8755,105.869,187.089,167.113,-193.19,53.0844,122.367,-11.9863,-199.215,-42.3745,-6.90342,25.0302,175.314,-20.7682,-90.5036,-34.8965,-24.1616,142.036,-91.8732,-42.5725,-26.0946,218.612,-196.857,46.0934,545.879,-286.804,109.827,-76.8189,-18.3699,268.353,-76.2914,307.416,-96.8334,121.382,106.441,46.2273,-144.041,197.143,128.747,64.4182,100.601,37.085,115.477,311.888,99.64,-140.602,150.858,-268.183,-202.873,-47.5092,-20.542,-79.1518,-45.0429,114.714,205.138,-156.623,114.608,166.055,-407.95,110.174,12.6845,-25.9576,169.635,58.6153,-130.501,-81.1857,72.4363,138.982,76.3797,-141.173,-7.22244
0.309859,22.1098,-100.238,-142.672,-82.9201,-178.987,114.238,-48.2143,-207.862,-127.717,90.4818,78.324,-161.444,-33.8666,-48.5068,-69.7066,-8.57113,-17.5149,-44.494,29.6661,-85.0521,40.9228,-90.8305,105.976,101.838,-192.338,-35.0026,42.0186,141.816,50.9897,84.598,196.14,271.347,-157.955,-273.672,-288.12,2.67841,21.7673,-64.7525,-53.7516,35.8905,-5.2208,378.336,-88.159,-148.037,-156.569,-285.321,155.87,-313.609,-9.91531,25.8523,-80.8772,100.433,-5.48198,-38.1024,-130.213,3.74813,-7.52038,-282.866,-26.5748,-99.0242,125.989,168.723,156.752,-211.344,75.5545,90.3852,-8.04942,-186.01,-39.8223,11.4407,31.2879,168.111,-29.1358,-109.09,-34.1783,-44.8257,146.741,-125.182,-58.5347,-43.5385,209.35,-182.619,49.1267,539.77,-282.33,107.031,-95.8371,-16.5071,264.31,-86.6274,314.36,-95.1091,103.244,105.719,17.9109,-161.273,204.366,119.981,84.7468,101.883,60.0532,140.519,288.334,102.1,-112.923,174.555,-267.393,-208.164,-37.8023,-16.6513,-56.7291,-33.1932,159.039,224.883,-193.333,112.387,173.103,-404.794,107.169,19.922,-22.5675,181.797,61.4699,-122.674,-72.472,43.9173,146.875,41.4541,-181.083,-11.5221
