2H chemical shift (ppm),FA_20240228_2H_E.coli_1.4.ser#1,FA_20240228_2H_E.coli_1.4.ser#2,FA_20240228_2H_E.coli_1.4.ser#3,FA_20240228_2H_E.coli_1.4.ser#4,FA_20240228_2H_E.coli_1.4.ser#5,FA_20240228_2H_E.coli_1.4.ser#6,FA_20240228_2H_E.coli_1.4.ser#7,FA_20240228_2H_E.coli_1.4.ser#8,FA_20240228_2H_E.coli_1.4.ser#9,FA_20240228_2H_E.coli_1.4.ser#10,FA_20240228_2H_E.coli_1.4.ser#11,FA_20240228_2H_E.coli_1.4.ser#12,FA_20240228_2H_E.coli_1.4.ser#13,FA_20240228_2H_E.coli_1.4.ser#14,FA_20240228_2H_E.coli_1.4.ser#15,FA_20240228_2H_E.coli_1.4.ser#16,FA_20240228_2H_E.coli_1.4.ser#17,FA_20240228_2H_E.coli_1.4.ser#18,FA_20240228_2H_E.coli_1.4.ser#19,FA_20240228_2H_E.coli_1.4.ser#20,FA_20240228_2H_E.coli_1.4.ser#21,FA_20240228_2H_E.coli_1.4.ser#22,FA_20240228_2H_E.coli_1.4.ser#23,FA_20240228_2H_E.coli_1.4.ser#24,FA_20240228_2H_E.coli_1.4.ser#25,FA_20240228_2H_E.coli_1.4.ser#26,FA_20240228_2H_E.coli_1.4.ser#27,FA_20240228_2H_E.coli_1.4.ser#28,FA_20240228_2H_E.coli_1.4.ser#29,FA_20240228_2H_E.coli_1.4.ser#30,FA_20240228_2H_E.coli_1.4.ser#31,FA_20240228_2H_E.coli_1.4.ser#32,FA_20240228_2H_E.coli_1.4.ser#33,FA_20240228_2H_E.coli_1.4.ser#34,FA_20240228_2H_E.coli_1.4.ser#35,FA_20240228_2H_E.coli_1.4.ser#36,FA_20240228_2H_E.coli_1.4.ser#37,FA_20240228_2H_E.coli_1.4.ser#38,FA_20240228_2H_E.coli_1.4.ser#39,FA_20240228_2H_E.coli_1.4.ser#40,FA_20240228_2H_E.coli_1.4.ser#41,FA_20240228_2H_E.coli_1.4.ser#42,FA_20240228_2H_E.coli_1.4.ser#43,FA_20240228_2H_E.coli_1.4.ser#44,FA_20240228_2H_E.coli_1.4.ser#45,FA_20240228_2H_E.coli_1.4.ser#46,FA_20240228_2H_E.coli_1.4.ser#47,FA_20240228_2H_E.coli_1.4.ser#48,FA_20240228_2H_E.coli_1.4.ser#49,FA_20240228_2H_E.coli_1.4.ser#50,FA_20240228_2H_E.coli_1.4.ser#51,FA_20240228_2H_E.coli_1.4.ser#52,FA_20240228_2H_E.coli_1.4.ser#53,FA_20240228_2H_E.coli_1.4.ser#54,FA_20240228_2H_E.coli_1.4.ser#55,FA_20240228_2H_E.coli_1.4.ser#56,FA_20240228_2H_E.coli_1.4.ser#57,FA_20240228_2H_E.coli_1.4.ser#58,FA_20240228_2H_E.coli_1.4.ser#59,FA_20240228_2H_E.coli_1.4.ser#60,FA_20240228_2H_E.coli_1.4.ser#61,FA_20240228_2H_E.coli_1.4.ser#62,FA_20240228_2H_E.coli_1.4.ser#63,FA_20240228_2H_E.coli_1.4.ser#64,FA_20240228_2H_E.coli_1.4.ser#65,FA_20240228_2H_E.coli_1.4.ser#66,FA_20240228_2H_E.coli_1.4.ser#67,FA_20240228_2H_E.coli_1.4.ser#68,FA_20240228_2H_E.coli_1.4.ser#69,FA_20240228_2H_E.coli_1.4.ser#70,FA_20240228_2H_E.coli_1.4.ser#71,FA_20240228_2H_E.coli_1.4.ser#72,FA_20240228_2H_E.coli_1.4.ser#73,FA_20240228_2H_E.coli_1.4.ser#74,FA_20240228_2H_E.coli_1.4.ser#75,FA_20240228_2H_E.coli_1.4.ser#76,FA_20240228_2H_E.coli_1.4.ser#77,FA_20240228_2H_E.coli_1.4.ser#78,FA_20240228_2H_E.coli_1.4.ser#79,FA_20240228_2H_E.coli_1.4.ser#80,FA_20240228_2H_E.coli_1.4.ser#81,FA_20240228_2H_E.coli_1.4.ser#82,FA_20240228_2H_E.coli_1.4.ser#83,FA_20240228_2H_E.coli_1.4.ser#84,FA_20240228_2H_E.coli_1.4.ser#85,FA_20240228_2H_E.coli_1.4.ser#86,FA_20240228_2H_E.coli_1.4.ser#87,FA_20240228_2H_E.coli_1.4.ser#88,FA_20240228_2H_E.coli_1.4.ser#89,FA_20240228_2H_E.coli_1.4.ser#90,FA_20240228_2H_E.coli_1.4.ser#91,FA_20240228_2H_E.coli_1.4.ser#92,FA_20240228_2H_E.coli_1.4.ser#93,FA_20240228_2H_E.coli_1.4.ser#94,FA_20240228_2H_E.coli_1.4.ser#95,FA_20240228_2H_E.coli_1.4.ser#96,FA_20240228_2H_E.coli_1.4.ser#97,FA_20240228_2H_E.coli_1.4.ser#98,FA_20240228_2H_E.coli_1.4.ser#99,FA_20240228_2H_E.coli_1.4.ser#100,FA_20240228_2H_E.coli_1.4.ser#101,FA_20240228_2H_E.coli_1.4.ser#102,FA_20240228_2H_E.coli_1.4.ser#103,FA_20240228_2H_E.coli_1.4.ser#104,FA_20240228_2H_E.coli_1.4.ser#105,FA_20240228_2H_E.coli_1.4.ser#106,FA_20240228_2H_E.coli_1.4.ser#107,FA_20240228_2H_E.coli_1.4.ser#108,FA_20240228_2H_E.coli_1.4.ser#109,FA_20240228_2H_E.coli_1.4.ser#110,FA_20240228_2H_E.coli_1.4.ser#111,FA_20240228_2H_E.coli_1.4.ser#112,FA_20240228_2H_E.coli_1.4.ser#113,FA_20240228_2H_E.coli_1.4.ser#114,FA_20240228_2H_E.coli_1.4.ser#115,FA_20240228_2H_E.coli_1.4.ser#116,FA_20240228_2H_E.coli_1.4.ser#117,FA_20240228_2H_E.coli_1.4.ser#118,FA_20240228_2H_E.coli_1.4.ser#119,FA_20240228_2H_E.coli_1.4.ser#120,FA_20240228_2H_E.coli_1.4.ser#121,FA_20240228_2H_E.coli_1.4.ser#122,FA_20240228_2H_E.coli_1.4.ser#123,FA_20240228_2H_E.coli_1.4.ser#124,FA_20240228_2H_E.coli_1.4.ser#125,FA_20240228_2H_E.coli_1.4.ser#126,FA_20240228_2H_E.coli_1.4.ser#127,FA_20240228_2H_E.coli_1.4.ser#128,FA_20240228_2H_E.coli_1.4.ser#129,FA_20240228_2H_E.coli_1.4.ser#130
2.62712,165.872,-56.2706,-16.7486,509.843,244.07,633.393,289.831,336.714,419.994,596.912,492.877,789.2,537.734,769.154,522.741,529.1,456.194,750.922,465.53,646.419,619.098,694.796,766.967,572.792,725.032,200.345,854.977,767.396,629.689,850.087,903.795,697.808,617.791,828.526,992.944,1144.79,1101.73,1113.46,839.935,636.642,906.343,703.971,660.073,789.305,841.906,909.016,630.542,775.161,742.232,1020.36,375.915,1000.52,1087.99,808.586,790.168,910.108,1013.92,822.902,961.454,978.517,989.774,1015.71,782.497,814.125,838.465,758.442,687.887,764.839,921.48,961.164,896.522,846.583,1193.58,1045.19,1050.57,1230.3,979.43,992.507,1158.6,967.983,1118.53,939.752,965.246,1242.88,1130.79,650.979,1044.16,1165.36,1168.35,938.833,944.488,889.633,1087.95,775.836,1009.38,1111.48,907.75,986.08,1007.13,887.529,692.226,1203.62,800.67,1230.83,893.079,935.027,1101.05,735.671,1082.56,919.843,1080.2,1009.09,979.621,830.396,1058.06,571.675,918.354,913.314,866.28,1160.79,1039.8,1116.54,982.519,1083.12,1054.49,1031.87,1034.03,1156.18,1042.31,1034.31
2.6312,141.724,-69.4246,-16.3962,476.173,225.4,555.667,284.453,341.225,416.695,587.475,468.478,794.767,494.193,778.548,508.412,531.738,403.743,721.748,461.508,648.921,591.17,650.466,718.823,545.809,707.957,192.6,845.477,711.254,590.727,823.515,879.655,632.945,603.058,789.879,940.922,1094.06,1072.59,1079.4,809.966,607.585,892.064,680.315,647.344,753.93,806.314,878.065,615.92,741.304,700.805,968.802,365.553,979.018,1056.8,753.41,772.508,911.479,948.475,800.234,907.052,964.945,961.021,976.857,736.038,790.054,825.428,720.206,654.92,734.938,918.726,951.193,879.956,796.407,1165.82,1039.07,1022.23,1203.79,936.202,924.613,1088.02,938.089,1081.6,895.63,932.091,1177.28,1102.94,631.556,1019.25,1135.75,1113.77,898.979,908.737,857.202,1037.49,744.812,957.547,1116.87,889.151,948.651,968.307,860.177,654.48,1165.42,762.167,1220.91,859.708,882.305,1099.32,703.012,1009.99,908.938,1031.17,982.391,932.306,799.435,1027.33,521.205,876.287,864.064,809.612,1113.72,993.979,1061.42,927.996,1036.95,1000.01,1001.34,977.69,1130.93,1004.06,985.394
2.63527,113.495,-73.7947,-19.9488,445.161,203.495,476.545,282.451,347.121,420.447,582.615,445.167,796.252,457.428,786.492,492.043,540.213,352.088,693.893,454.851,649.709,571.069,604.779,676.858,534.813,694.877,194.956,832.716,665.04,548.631,793.357,855.182,580.741,585.911,742.97,886.379,1036.48,1039.25,1047.11,773.507,584.557,880.068,658.861,640.597,732.301,770.55,848.929,609.316,703.753,662.004,910.366,365.031,960.229,1031.87,701.229,749.479,918.668,881.624,778,860.262,958.709,933.793,941.553,691.057,763.56,817.651,682.629,626.65,710.057,915.951,940.279,861.644,745.494,1139.36,1027.08,992.489,1181.15,893.537,860.61,1020.24,910.062,1044.62,854.411,898.642,1114.2,1078.28,620.781,985.328,1104.1,1060.54,862.842,873.184,829.643,994.673,716.214,899.645,1121.83,868.208,907.099,936.398,835.689,625.08,1121.84,722.772,1200.95,827.461,832.541,1094.56,671.467,938.242,900.463,983.737,956.31,879.979,779.952,1001.24,480.148,845.853,818.828,753.731,1065.35,940.431,1008.33,878.557,989.501,952.593,973.581,925.64,1106.71,969.869,931.592
2.63934,82.4384,-66.034,-27.6531,416.423,180.35,398.562,282.116,353.657,429.925,578.243,426.004,793.211,428.461,788.886,474.241,551.764,304.025,669.489,446.336,645.698,558.87,559.175,642.914,538.662,684.718,206.619,813.337,626.689,506.56,759.176,827.752,541.643,565.45,693.03,831.358,973.793,1000.74,1013.25,730.477,564.173,868.052,638.717,636.553,719.722,737.416,820.52,606.336,663.786,625.644,847.067,371.848,943.264,1012.83,650.024,723.444,929.464,818.634,755.935,823.792,956.128,905.444,904.293,653.724,736.615,813.546,649.146,601.857,688.795,908.913,927.949,841.02,697.612,1110.62,1005.86,958.897,1160.04,848.442,805.389,958.409,884.454,1005.3,816.678,864.792,1055.05,1053.62,615.691,942.77,1068.37,1011.51,828.946,835.705,803.431,959.562,688.775,837.379,1123.62,845.812,862.986,909.451,811.563,601.434,1072.44,679.755,1167.59,796.446,784.118,1086.03,642.938,870.623,891.571,937.24,927.581,823.163,768.042,979.143,450.815,826.343,777.404,698.524,1020.85,880.535,960.347,833.362,939.916,909.266,949.362,878.647,1084.72,936.574,874.535
2.64341,51.4384,-44.9214,-38.683,388.855,157.56,324.212,280.572,359.957,441.877,570.376,412.3,784.8,407.444,782.665,455.831,563.063,262.431,648.052,437.499,636.059,554.476,517.239,616.779,553.296,676.397,224.864,786.77,593.19,467.726,721.997,795.767,513.424,541.082,646.5,778.33,908.858,957.083,974.609,682.651,543.448,854.552,618.964,631.725,709.894,707.793,792.089,603.194,623.29,591.511,782.426,383.659,926.079,995.532,598.831,696.711,941.281,763.825,735.667,797.259,953.669,874.344,860.287,627.795,711.491,813.046,622.598,578.285,669.716,893.91,915.291,819.046,655.839,1077.56,974.389,920.053,1137.9,798.343,760.547,904.796,861.429,962.337,781.501,830.86,1000.24,1026.39,612.339,892.837,1029.25,970.025,797.099,795.219,775.694,930.591,663.217,774.018,1119.65,822.539,819.503,883.32,786.209,581.112,1017.92,632.483,1120.81,768.217,736.232,1074.46,619.684,810.069,880.187,889.932,894.645,765.637,757.619,958.754,433.836,815.145,740.14,643.343,984.204,818.689,919.955,791.234,887.899,866.347,929.037,836.883,1066.07,900.524,817.161
2.64749,24.6367,-11.5755,-51.7798,361.295,136.357,256.072,274.971,364.727,451.634,556.174,403.4,769.337,393.933,767.394,438.01,570.991,229.057,628.107,428.727,621.755,557.19,482.681,596.44,572.615,669.139,245.299,755.096,561.899,434.178,683.378,759.326,491.086,513.015,607.617,729.847,845.162,909.238,930.415,633.112,520.103,839.737,599.051,622.545,697.466,680.794,763.515,596.882,584.029,558.582,719.457,398.777,905.555,973.633,548.48,670.54,951.755,719.318,719.695,776.871,947.842,840.754,807.823,613.307,689.111,816.234,604.811,553.266,651.777,868.648,903.42,796.945,621.426,1039.72,934.18,875.757,1112.77,742.681,723.946,860.455,840.429,915.942,746.549,797.341,949.447,995.285,606.146,837.671,989.472,938.688,768.254,752.002,744.45,905.074,641.027,713.61,1108.45,798.689,780.173,853.521,759.155,562.152,960.358,583.704,1063.86,743.672,689.685,1061.36,603.55,758.189,865.493,840.369,857.742,712.821,742.037,936.753,427.65,808.008,707.731,587.306,956.925,760.92,888.38,750.706,833.825,820.904,912.023,799.504,1051.22,858.782,762.68
2.65156,5.48723,31.0904,-66.1333,332.949,117.765,196.557,264.006,366.851,454.152,534.664,397.482,745.11,386.878,745.321,422.355,573.332,203.913,609.268,418.251,604.647,565.366,457.38,578.992,590.486,662.128,262.864,722.252,531.208,406.871,644.181,720.214,468.923,482.683,576.515,687.681,786.417,858.93,882.588,585.163,492.614,825.481,578.645,605.885,679.624,655.17,735.054,585.38,547.028,524.648,659.141,415.696,878.382,941.908,501.175,644.808,959.204,684.892,709.408,757.319,934.444,806.35,749.092,607.045,668.984,821.722,596.131,525.112,634.551,832.324,892.656,775.159,594.012,997.671,888.771,826.635,1084.26,683.515,691.576,824.368,819.914,867.621,708.876,765.047,902.26,960.273,593.083,779.926,951.896,918.608,743.641,707.434,708.919,880.208,622.841,659.626,1090.41,774.235,747.156,817.25,730.678,542.94,902.998,538.83,1001.42,721.534,646.623,1048.32,594.637,714.781,848.09,788.653,817.856,669.215,716.114,909.593,429.597,800.288,680.447,529.973,937.964,712.632,865.344,709.811,778.762,771.659,896.843,765.485,1039.75,810.897,713.735
2.65563,-5.12928,79.0229,-81.4641,303.603,102.773,147,248.994,365.82,445.517,507.237,393.042,711.746,384.039,720.029,410.084,569.475,185.609,592.797,402.614,586.917,576.408,440.681,561.596,602.567,654.46,273.126,692.631,500.638,386.453,604.703,681.364,443.571,452.493,550.143,652.384,735.981,808.007,834.22,541.839,460.499,814.246,557.027,580.147,655.837,630.61,706.937,567.922,512.28,486.928,600.729,432.248,842.839,898.965,459.108,617.959,962.925,659.031,703.795,734.626,908.906,773.232,689.279,604.1,650.272,826.879,594.971,494.094,618.482,785.586,882.856,753.245,572.645,952.243,842.178,773.94,1053.78,624.552,660.062,793.171,797.818,819.302,666.487,734.999,859.038,922.22,571.199,721.748,918.253,909.181,723.883,663.519,669.552,854.298,607.71,613.869,1067.76,748.653,720.178,774.166,701.109,521.937,849.504,503.134,937.709,698.849,609.41,1036.78,590.964,678.114,829.316,736.427,775.756,636.044,677.952,874.257,437.53,788.514,657.417,471.699,924.652,677.031,848.684,666.287,724.811,718.842,881.523,734.944,1030.52,759.693,671.734
2.65971,-8.82776,127.478,-97.0763,273.789,92.4407,106.806,233.742,361.364,424.49,477.309,390.041,670.766,381.712,694.641,401.261,560.873,172.473,580.419,378.022,570.798,587.018,430.052,541.931,606.634,645.662,273.556,669.583,470.607,373.559,565.65,645.687,415.331,424.611,525.02,623.559,696.038,757.657,787.574,506.001,424.552,807.301,533.009,546.229,626.634,607.609,679.223,545.09,478.98,443.483,543.441,445.568,800.113,847.41,423.394,587.544,963.23,640.196,699.958,708.031,868.099,743.191,634.578,599.576,632.748,829.653,598.06,462.349,604.724,730.672,874.05,730.299,556.247,904.022,797.249,719.401,1023.62,569.543,627.994,762.669,772.683,772.583,619.788,707.706,821.269,882.376,541.317,663.975,889.22,908.416,708.724,622.139,627.855,827.34,593.492,576.066,1043.65,721.03,696.874,725.949,670.693,498.063,802.91,478.859,875.732,672.895,578.989,1027.76,589.641,646.046,809.735,685.937,731.937,610.581,629.381,829.513,450.355,771.21,636.859,413.41,913.935,654.743,834.439,618.72,675.218,663.3,864.216,709.47,1022.09,709.823,636.582
2.66378,-7.92204,171.693,-110.953,244.79,87.8051,73.4752,222.876,352.934,392.935,448.915,389.741,625.04,375.61,670.374,395.105,550.761,163.475,572.756,341.491,558.079,593.746,422.621,518.341,601.557,635.716,264.398,654.306,442.103,368.264,528.46,614.669,386.817,399.528,499.181,600.492,666.869,708.268,742.94,479.697,386.731,803.67,505.584,507.431,592.839,586.342,652.129,518.885,446.302,394.725,487.673,453.014,753.933,791.936,394.109,551.327,960.892,627.247,695.152,679.718,811.995,717.131,590.093,590.03,616.914,829.683,601.345,432.823,594.304,671.338,866.692,705.293,543.111,853.344,755.3,664.57,995.414,521.066,595.969,730.145,744.422,728.61,571.665,682.394,790.829,842.047,506.28,606.394,864.812,913.319,697.247,584.093,586.391,800.293,577.858,543.99,1020.62,690.248,674.203,675.538,640.185,471.563,764.828,464.392,817.424,642.668,553.726,1021.19,588.027,617.101,787.76,638.948,687.118,587.735,574.666,776.938,467.298,748.67,617.292,356.115,903.408,644.102,818.131,567.856,633.467,605.605,843.986,690.878,1013.47,665.153,607.322
2.66785,-3.72819,207.998,-120.189,218.191,89.4326,43.5423,219.487,339.783,354.458,425.173,393.467,577.746,362.363,646.08,391.244,543.215,158.169,568.763,291.417,549.287,593.754,416.769,490.32,586.632,623.942,248.484,645.401,416.306,369.532,494.939,587.704,360.881,375.669,472.371,582.923,646.568,660.059,699.004,462.587,349.659,800.518,474.612,468.249,555.705,566.147,626.371,492.579,414.374,343.952,434.589,452.829,709.052,737.352,370.823,508.314,956.189,619.092,688.946,652.732,743.779,694.414,558.423,574.488,603.308,827.283,601.027,407.593,587.399,612.208,861.495,677.564,530.407,800.719,717.205,610.177,969.257,479.678,566.121,695.392,714.1,688.375,526.343,657.09,768.546,802.584,469.497,548.698,844.192,920.195,688.226,548.873,548.755,773.731,558.852,514.273,999.692,655.193,649.922,626.597,611.416,444.278,735.49,455.594,763.838,608.922,529.746,1015.21,583.932,590.598,759.66,595.963,642.526,562.967,518.481,720.24,486.965,722.188,598.512,300.715,891.824,641.63,796.565,516.68,601.731,545.866,821.246,679.686,1004.66,627.364,583.278
2.67192,3.73959,234.518,-122.509,194.957,96.728,13.9416,223.607,321.499,312.338,407.705,401.266,531.533,340.741,619.289,390.359,542.016,156.302,566.172,228.043,543.215,585.297,412.73,458.951,562.356,608.006,230.102,639.525,394.029,375.336,466.979,562.532,339.597,350.498,445.598,571.462,631.603,613.455,654.198,451.231,315.848,794.479,441.021,432.749,517.198,545.959,603.234,469.547,384.773,296.228,384.961,443.871,669.713,687.573,353.006,459.509,948.558,614.188,683.704,628.736,668.615,672.617,539.579,554.661,591.368,821.502,594.35,386.451,583.658,557.467,858.81,647.696,514.592,747.061,684.357,556.463,944.067,443.508,541.203,660.307,683.102,652.851,488.181,629.68,753.264,765.492,433.941,491.065,825.579,925.249,680.526,515.788,518.885,747.214,534.718,484.068,980.221,615.292,623.461,582.892,587.089,418.832,714.249,448.053,715.215,573.237,502.729,1006.51,575.648,566.009,721.27,556.235,599.704,534.907,464.464,663.319,507.035,693.42,581.107,248.203,879.164,642.843,768.705,468.95,579.903,484.35,797.316,674.921,996.738,596.654,564.45
2.676,14.7255,250.815,-117.441,174.555,107.548,-16.7271,232.291,298.391,268.471,397.17,411.219,488.381,312.376,588.293,393.072,549.865,157.948,562.166,154.179,537.339,567.778,411.698,426.284,531.486,584.83,213.514,633.26,375.153,383.418,446.352,536.329,324.038,322.384,420.64,566.931,618.289,568.733,607.93,440.581,286.881,782.998,406.6,403.384,479.593,524.674,584.553,451.291,359.982,256.189,339.03,425.247,638.751,645.183,340.222,408.373,937.173,610.321,682.87,607.339,592.108,648.357,532.201,533.872,578.532,809.671,579.981,367.116,583.288,509.408,857.737,617.87,492.555,693.384,657.957,504.136,918.465,409.173,523.379,628.152,652.327,622.968,460.765,599.114,742.321,732.397,401.862,434.249,807.006,925.531,673.58,485.33,499.76,719.773,503.959,452.639,960.55,571.087,595.907,547.297,569.486,397.314,699.717,438.914,671.385,537.402,469.829,991.723,562.346,542.444,670.508,518.826,560.14,506.252,414.925,608.966,524.628,664.173,564.938,199.61,866.231,643.508,735.323,427.345,565.648,422.339,773.539,674.829,991.194,573.129,550.855
2.68007,28.454,257.191,-106.388,154.923,118.518,-47.5611,241.226,271.486,223.893,394.116,419.98,450.072,281.729,553.703,397.806,567.859,163.739,554.015,75.5204,529.027,542.056,414.154,393.735,498.688,553.126,201.692,624.954,358.632,392.381,434.255,506.814,313.966,291.997,399.157,569.136,604.285,525.68,560.806,426.648,262.656,765.115,373.326,380.717,444.478,501.136,572.452,436.608,342.242,226.192,297.575,396.917,617.734,611.025,332.203,360.491,921.379,604.913,688.54,586.888,519.283,618.725,534.866,515.181,560.544,789.059,557.972,347.021,587.443,467.855,855.734,590.794,462.765,640.536,637.453,454.844,891.164,373.94,513.579,602.641,621.79,599.786,446.07,566.014,733.166,704.854,374.639,379.828,787.252,919.604,667.764,459.287,492.181,690.784,466.112,421.522,938.815,524.24,569.274,521.119,558.736,380.31,689.801,427.255,632.173,503.702,430.418,968.963,544.098,518.64,609.097,483.622,524.809,482.388,371.458,558.848,536.777,636.53,548.317,155.673,853.604,640.76,698.419,392.519,555.128,362.568,750.772,677.244,988.689,557.118,541.846
2.68414,42.8124,254.625,-91.8421,133.694,125.958,-75.8685,247.077,242.273,180.016,399.149,424.377,418.288,254.665,518.384,400.027,594.71,174.399,540.117,-0.423471,516.857,510.979,418.882,361.091,468.683,515.096,195.697,614.983,343.258,402.174,430.683,473.074,307.696,262.195,381.627,576.335,589.019,483.881,514.04,408.02,241.127,741.388,342.465,363.901,412.278,474.367,568.511,423.161,332.856,205.869,262.369,360.96,607.748,583.947,329.173,321.869,900.329,595.868,700.455,565.396,454.196,582.245,546.448,500.014,533.174,758.69,529.45,325.056,597.192,431.015,849.352,567.712,425.893,589.313,620.425,410.802,861.17,337.424,511.491,586.437,590.726,584.357,443.889,532.432,724.57,683.925,352.565,330.633,765.982,907.615,664.325,439.382,494.236,660.266,422.367,393.277,913.509,477.289,545.887,504.395,552.024,367.095,682.207,413.009,596.975,475.221,385.91,938.513,521.457,493.245,542.338,451.297,493.81,468.481,335.61,513.928,540.915,612.832,528.815,116.936,840.44,633.269,661.039,363.53,544.227,308.883,729.47,679.768,987.959,548.184,536.131
2.68821,55.2491,245.007,-76.2016,109.853,127.255,-98.586,249.114,212.402,139.327,412.15,422.848,393.866,235.933,486.163,394.374,626.043,190.023,521.339,-66.6921,501.177,479.088,423.624,327.389,444.265,475.592,194.611,604.6,328.32,413.187,433.988,435.896,302.767,236.424,367.2,585.717,572.807,443.362,469.09,385.464,219.42,713.068,314.292,351.33,382.651,444.357,572.752,410.126,332.272,193.286,234.911,321.957,609.315,561.274,332.31,296.508,872.794,582.237,716.681,541.411,399.954,539.064,565.834,488.07,494.385,719.559,496.188,302.113,612.046,397.207,835.784,547.111,384.727,540.505,604.237,374.034,828.334,301.486,515.553,579.652,557.985,576.603,451.953,500.929,716.202,669.512,334.907,290.464,743.365,891.017,664.561,425.392,501.778,628.482,375.382,370.189,883.535,433.55,528.398,496.597,544.56,357.075,674.812,395.778,563.834,455.018,339.308,902.612,495.439,465.242,477.274,422.625,466.526,466.966,308.62,474.603,535.57,595.203,504.785,84.1508,824.299,620.532,626.845,338.989,529.892,264.91,709.917,680.305,985.757,544.322,532.266
2.69229,64.0825,230.72,-60.7368,84.4959,122.121,-113.549,248.784,183.461,104.981,431.24,415.534,376.172,226.995,460.418,378.294,655.063,209.968,501.416,-119.148,483.462,451.218,426.896,292.798,425.608,439.5,195.939,594.668,313.331,424.823,441.229,397.576,297.187,216.853,354.83,594.247,555.592,404.768,427.766,360.69,195.781,681.277,288.654,341.096,355.016,412.716,583.051,399.25,340.137,186.835,214.817,285.508,620.948,540.413,343.585,285.005,837.95,564.196,734.55,515.256,359.016,490.768,591.614,477.966,445.505,673.616,460.161,280.423,629.431,366.128,814.228,525.233,343.37,494.592,587.429,345.686,793.762,268.827,522.941,579.369,522.422,573.973,466.487,473.481,707.205,659.901,320.43,262.736,719.946,872.095,668.344,414.26,509.725,595.47,328.556,353.614,848.113,396.6,519.741,496.526,531.679,351.135,665.608,374.847,529.484,444.431,294.535,864.781,467.801,434.364,420.493,397.996,442.32,477.015,290.49,440.51,520.931,584.853,476.31,58.1334,802.272,602.226,598.974,317.945,510.868,232.159,692.06,677.462,977.977,542.825,528.934
2.69636,69.323,213.483,-45.4436,60.1864,112.631,-119.963,247.506,156.791,79.6713,452.695,403.157,363.565,225.624,443.106,354.167,674.89,233.163,485.355,-157.318,464.923,430.911,429.388,259.41,411.054,409.547,196.657,585.066,297.27,435.304,449.519,361.308,289.986,203.497,344.53,599.397,536.543,368.927,392.312,335.365,170.537,646.81,265.288,331.254,328.876,382.326,595.274,393.234,354.699,186.361,199.898,255.75,638.114,520.911,364.792,284.989,796.504,542.711,751.071,489.677,333.34,440.027,621.647,467.822,390.775,622.796,423.041,262.332,645.249,338.666,785.905,498.123,305.783,451.46,569.535,325.719,759.354,241.578,530.078,580.473,483.316,571.545,482.715,451.028,695.545,652.219,308.123,248.829,696.785,853.273,673.12,401.15,513.372,561.17,285.35,343.679,807.024,368.974,522.266,501.498,510.749,351.238,652.973,350.216,490.896,441.915,255.64,828.903,440.742,401.083,376.358,377.277,421.083,495.661,279.729,410.291,498.642,581.453,445.16,39.245,772.348,578.149,579.025,300.143,487.643,208.956,675.029,670.107,961.33,542.135,524.733
2.70043,72.8227,193.521,-29.7534,39.6703,101.621,-118.192,244.895,133.301,64.7334,472.236,385.822,354.784,227.277,434.15,328.245,681.204,258.413,476.492,-183.575,445.31,419.425,433.624,230.227,398.493,386.128,194.716,574.936,278.562,442.804,457.454,330.17,280.32,194.518,337.524,599.715,514.845,336.569,365.12,310.612,145.441,610.377,243.228,319.943,304.103,356.143,604.242,393.263,372.256,192.682,187.78,233.881,654.193,505.231,396.53,292.709,750.973,519.245,763.305,468.683,323.764,390.025,652.59,455.82,335.72,568.632,385.813,249.452,655.036,315.671,752.496,463.67,274.496,410.54,550.134,313.067,726.772,220.674,533.601,577.214,440.932,564.002,495.409,433.94,678.836,643.654,297.628,247.21,675.421,836.272,674.779,381.837,509.046,525.838,249.107,339.245,761.083,350.959,536.397,507.231,482.024,358.521,636.534,323.265,447.258,443.376,226.127,798.128,415.983,366.163,346.102,359.701,403.07,519.094,274.105,381.96,471.105,582.731,414.071,27.2916,734.221,548.415,566.857,285.869,461.891,191.167,657.085,656.641,934.823,542.641,517.906
2.7045,77.8338,169.873,-13.2026,24.7127,90.6148,-109.287,239.094,113.449,59.8653,486.692,362.938,350.123,227.275,431.207,307.137,673.667,284.724,474.339,-201.372,422.753,415.556,442.024,207.715,386.551,368.931,190.04,563.642,256.124,446.501,465.559,305.706,266.287,187.296,335.287,595.18,490.711,308.43,347.922,286.876,122.665,572.921,220.55,305.585,281.14,336.021,605.32,398.046,387.874,206.159,177.046,218.582,662.908,497.522,437.825,304.486,704.633,495.115,769.071,455.36,328.99,343.569,680.062,441.141,285.362,512.366,348.799,242.671,655.582,297.271,714.356,422.411,250.558,371.339,528.611,306.045,697.029,205.896,531.034,564.896,397.011,548.164,499.702,422.726,655.675,632.304,288.979,253.738,657.395,821.7,669.97,354.798,494.429,490.002,223.054,338.326,712.264,340.532,559.867,509.117,448.55,371.81,617.593,296.064,400.771,443.885,208.466,773.889,393.984,330.242,328.222,343.768,388.174,543.477,271.346,354.143,440.884,584.673,385.835,21.7071,689.509,513.516,560.906,275.375,435.565,174.339,636.472,635.197,900.282,545.716,506.551
